ts_us,strategy,slug,asset,tf,action,side,price,size,notional,order_id,fill_simulated,inv_up,inv_dn,cash_spent,cash_received,cash_recovered,rebates,taker_fees,slug_pnl_so_far,slug_offset_s,trigger_reason,sleeve_id
1779371748005932,ACC-M,btc-updown-5m-1779371700,BTC,5m,POST_BID,dn,0.32,20,6.40,ACC-M-00011313,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,30.622112,post_initial_bid,poly_acc_m_btc_5m_shadow
1779371748109268,ACC-M,btc-updown-5m-1779371700,BTC,5m,CANCEL,dn,0.32,20,6.40,ACC-M-00011313,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,30.725448,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
1779371748109268,ACC-M,btc-updown-5m-1779371700,BTC,5m,POST_BID,dn,0.36,20,7.20,ACC-M-00011314,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,30.725448,post_initial_bid,poly_acc_m_btc_5m_shadow
1779371767613018,ACC-M,btc-updown-5m-1779371700,BTC,5m,CANCEL,up,0.62,20,12.40,ACC-M-00011311,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,50.229198,cancel_age_20s,poly_acc_m_btc_5m_shadow
1779371767613018,ACC-M,btc-updown-5m-1779371700,BTC,5m,POST_BID,up,0.63,20,12.60,ACC-M-00011315,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,50.229198,post_initial_bid,poly_acc_m_btc_5m_shadow
1779371768124583,ACC-M,btc-updown-5m-1779371700,BTC,5m,CANCEL,dn,0.36,20,7.20,ACC-M-00011314,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,50.740763,cancel_age_20s,poly_acc_m_btc_5m_shadow
1779371768124583,ACC-M,btc-updown-5m-1779371700,BTC,5m,POST_BID,dn,0.36,20,7.20,ACC-M-00011316,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,50.740763,post_initial_bid,poly_acc_m_btc_5m_shadow
1779371771854556,ACC-M,btc-updown-5m-1779371700,BTC,5m,CANCEL,up,0.63,20,12.60,ACC-M-00011315,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,54.470736,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
1779371771959170,ACC-M,btc-updown-5m-1779371700,BTC,5m,CANCEL,dn,0.36,20,7.20,ACC-M-00011316,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,54.57535,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
1779371771959170,ACC-M,btc-updown-5m-1779371700,BTC,5m,POST_BID,up,0.55,20,11.00,ACC-M-00011317,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,54.57535,post_initial_bid,poly_acc_m_btc_5m_shadow
1779371771959170,ACC-M,btc-updown-5m-1779371700,BTC,5m,POST_BID,dn,0.42,20,8.40,ACC-M-00011318,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,54.57535,post_initial_bid,poly_acc_m_btc_5m_shadow
1779371772275805,ACC-M,btc-updown-5m-1779371700,BTC,5m,CANCEL,up,0.55,20,11.00,ACC-M-00011317,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,54.891985,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
1779371772275805,ACC-M,btc-updown-5m-1779371700,BTC,5m,POST_BID,up,0.52,20,10.40,ACC-M-00011319,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,54.891985,post_initial_bid,poly_acc_m_btc_5m_shadow
1779371772481238,ACC-M,btc-updown-5m-1779371700,BTC,5m,CANCEL,dn,0.42,20,8.40,ACC-M-00011318,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,55.097418,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
1779371772481238,ACC-M,btc-updown-5m-1779371700,BTC,5m,POST_BID,dn,0.45,20,9.00,ACC-M-00011320,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,55.097418,post_initial_bid,poly_acc_m_btc_5m_shadow
1779371776285348,ACC-M,btc-updown-5m-1779371700,BTC,5m,CANCEL,dn,0.45,20,9.00,ACC-M-00011320,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,58.901528,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
