sleeve,asset,tf,gate,n_base,wr_base,dpt_base,sum_pnl,wr_lift_pp,dpt_lift,n_gate,wr_gate,dpt_gate
momo_v2_anywhere,SOL,15m,g_imb_change_with,739,0.435723951285521,-5.624408788614561,-119.61336821274206,14.492121000480163,1.76591303981643,31.0,0.5806451612903226,-3.858495748798131
momo_v2_anywhere,SOL,ALL,NONE,2322,0.4086993970714901,-8.389827948173682,-19481.18049565929,0.0,0.0,,,
momo_v2_anywhere,SOL,ALL,g_imb5_with,2322,0.4086993970714901,-8.389827948173682,-8728.617374834197,-4.661494064741106,0.5474044308024357,1113.0,0.36208445642407905,-7.842423517371246
momo_v2_anywhere,SOL,ALL,g_imb5_strong_with,2322,0.4086993970714901,-8.389827948173682,-6315.173585128176,-11.440510277719584,-1.0924146721388936,666.0,0.29429429429429427,-9.482242620312576
momo_v2_anywhere,SOL,ALL,g_microprice_with,2322,0.4086993970714901,-8.389827948173682,-8451.209451099114,-1.4104802476895495,0.7761257399762824,1110.0,0.3945945945945946,-7.6137022081974
momo_v2_anywhere,SOL,ALL,g_spread_wide_skew,2322,0.4086993970714901,-8.389827948173682,-1391.2967750630548,34.30881412329022,6.968687217772196,979.0,0.7517875383043923,-1.421140730401486
momo_v2_anywhere,SOL,ALL,g_book_slope_steep_against,2322,0.4086993970714901,-8.389827948173682,-2591.8601380714827,25.212862840621693,4.2626621232190915,628.0,0.660828025477707,-4.127165824954591
momo_v2_anywhere,SOL,ALL,g_microprice_skew_with,2322,0.4086993970714901,-8.389827948173682,-8451.209451099114,-1.4104802476895495,0.7761257399762824,1110.0,0.3945945945945946,-7.6137022081974
momo_v2_anywhere,SOL,ALL,g_depth_high,2322,0.4086993970714901,-8.389827948173682,-5759.561798007977,6.227904405620476,-1.1616841546587828,603.0,0.4709784411276949,-9.551512102832465
momo_v2_anywhere,SOL,ALL,g_queue_top_high,2322,0.4086993970714901,-8.389827948173682,-4413.653520448894,-15.27938852604665,-8.986760715010938,254.0,0.2559055118110236,-17.37658866318462
momo_v2_anywhere,SOL,ALL,g_imb_change_with,2322,0.4086993970714901,-8.389827948173682,-316.1302399611088,12.160363323154016,5.994901887862252,132.0,0.5303030303030303,-2.3949260603114304
momo_v2_anywhere,ALL,5m,NONE,5523,0.38312511316313597,-8.502688897678127,-46960.35078187629,0.0,0.0,,,
momo_v2_anywhere,ALL,5m,g_imb5_with,5523,0.38312511316313597,-8.502688897678127,-18758.541035447022,-1.6471616521492372,1.0911752526970826,2531.0,0.3666534966416436,-7.411513644981044
momo_v2_anywhere,ALL,5m,g_imb5_strong_with,5523,0.38312511316313597,-8.502688897678127,-12052.835699277519,-6.592858137122848,-0.20600741682875068,1384.0,0.3171965317919075,-8.708696314506877
