asset,feature,n,mean,median,p10,p90,std
ETH,spread_diff,70696,8.849393334853033,-4.000392409086999,-1474.0646066722302,1580.4539798938122,2479.612828287381
SOL,up_spread_bps,71735,1308.9873336862545,504.20220259698937,125.78604092237399,3333.333229853048,2208.9631006599675
SOL,dn_spread_bps,71734,1312.6161547116767,512.8207871351169,129.03213897927003,3333.3336881228843,2165.0322882991477
SOL,up_imb5,79081,0.0017285811039280611,0.0030151708714984296,-0.7690448277705636,0.7730238415550046,0.5398276696357077
SOL,dn_imb5,79081,-0.0016844377721305,-0.0029106853049554386,-0.7730238415550046,0.769284629654868,0.53986028459158
SOL,up_imb25,79081,-0.0003711116473031025,0.000604986674439554,-0.8566660867139225,0.8590953042829141,0.5997782328876523
SOL,dn_imb25,79081,0.000384352976158224,-0.0006019181982266469,-0.8591544427015678,0.8567288207759267,0.5997658131434038
SOL,up_micro_dev_bps,71735,127.77958226549043,0.0,-276.20723859910936,544.1413169422904,876.287238435112
SOL,dn_micro_dev_bps,71734,123.88478121943362,0.0,-278.5983768073207,536.3673392724204,859.8127825104344
SOL,up_depth_2pct,79081,86.34524184205814,0.0,0.0,98.68000221252441,542.8046961889971
SOL,dn_depth_2pct,79081,83.95066429142754,0.0,0.0,93.58999824523926,628.695939682666
SOL,up_queue_top_bid,79081,0.07156648755938746,0.009310783173128303,0.0003666424517188538,0.11976718214522976,0.20053502784841204
SOL,dn_queue_top_bid,79081,0.07131485882752463,0.009315092340369228,0.0003648083733228263,0.11640207891940006,0.20002324675813385
SOL,up_quote_intensity_5s,79081,1.3996282292838989,1.0,0.0,3.0,1.375105408522033
SOL,dn_quote_intensity_5s,79081,1.3995270671842794,1.0,0.0,3.0,1.3750060574305012
SOL,up_book_dt_us,79081,6517410.351411844,2798000.0,455000.0,17493000.0,9686156.825355476
SOL,dn_book_dt_us,79081,6517275.249427802,2798000.0,455000.0,17493000.0,9685955.796352409
SOL,imb5_diff,79081,0.003413018876058561,0.005794104350548668,-1.538563700406243,1.5452975022814164,1.0795340774161657
SOL,micro_dev_diff,71734,3.8917986507921016,0.0,-1004.3040722092618,1025.027547740115,1337.760667023068
SOL,spread_diff,71734,-3.703509169579683,-4.000392409086999,-2753.515395683359,2753.515395683359,3219.0280534618823
