combo,symbol,n_trades,win_rate,expectancy,profit_factor,sharpe,max_dd,buy_hold_x,final_eq_x,outperform,median_hold_h,calmar
X_btc_extreme__S_combo__E_tp_3__R_3loss_pause,SOLUSDT,28,0.4642857142857143,0.0015776043804696853,1.15934476197002,0.18711959638465134,-0.1235093835595315,4.892586106246352,1.0347658361257723,0.21149670412641067,24.0,0.09768034090211185
X_btc_extreme__S_combo__E_tp_3__R_dd_pause,SOLUSDT,8,0.625,0.0008895083551414334,1.0903224441891506,0.05787651949390795,-0.12272697487997875,4.892586106246352,1.0046068188823898,0.20533247592716067,24.0,0.013152335236870547
X_btc_extreme__S_combo__E_tp_5__R_none,SOLUSDT,114,0.4649122807017544,-0.0020514252502033155,0.8643853139319925,-0.3415342463271203,-0.38650282199988434,4.892586106246352,0.720098613517118,0.14718159228669886,24.0,-0.2815893271045153
X_btc_extreme__S_combo__E_tp_5__R_3loss_pause,SOLUSDT,26,0.46153846153846156,0.0016379019547987153,1.1609625869369322,0.17266693918427117,-0.1259018338124783,4.892586106246352,1.0326972443355718,0.21107390282148125,24.0,0.09018155047474233
X_btc_extreme__S_combo__E_tp_5__R_dd_pause,SOLUSDT,7,0.5714285714285714,-0.0034515835718278015,0.6933294331778294,-0.18583227721155796,-0.12360456324861034,4.892586106246352,0.9741269346987436,0.199102665450298,24.0,-0.07407765087004473
X_btc_extreme__S_combo__E_tp_7__R_none,SOLUSDT,111,0.45045045045045046,-0.0020040474897954417,0.867448692745063,-0.30434988577798244,-0.3982319733111092,4.892586106246352,0.728119096051875,0.14882090580322893,24.0,-0.26458086243361656
X_btc_extreme__S_combo__E_tp_7__R_3loss_pause,SOLUSDT,26,0.46153846153846156,0.00288300672393554,1.283323564686913,0.2774225339194508,-0.1259018338124783,4.892586106246352,1.0645521099982826,0.21758474697852978,24.0,0.17627441342470718
X_btc_extreme__S_combo__E_tp_7__R_dd_pause,SOLUSDT,7,0.5714285714285714,-0.0034515835718278015,0.6933294331778294,-0.18583227721155796,-0.12360456324861034,4.892586106246352,0.9741269346987436,0.199102665450298,24.0,-0.07407765087004473
X_btc_extreme__S_combo__E_trail_3__R_none,SOLUSDT,83,0.37349397590361444,0.004714148840881226,1.2968560575930805,0.518326466859632,-0.28755802197124497,4.892586106246352,1.3328769878214672,0.27242790599429345,27.0,0.36892566043226027
X_btc_extreme__S_combo__E_trail_3__R_3loss_pause,SOLUSDT,15,0.4666666666666667,0.00886040905061691,1.5519158358752576,0.44091831676947174,-0.14124154820208723,4.892586106246352,1.1183521223751032,0.2285809790751165,33.0,0.2834255260447353
X_btc_extreme__S_combo__E_trail_3__R_dd_pause,SOLUSDT,14,0.5,0.011588660730892484,1.7671939202177094,0.5526775558654302,-0.11528843311161593,4.892586106246352,1.1521505918782646,0.2354890781395379,39.5,0.4419742340165335
X_btc_extreme__S_combo__E_trail_5__R_none,SOLUSDT,66,0.3939393939393939,0.007671293285471108,1.3319281305976587,0.5902542927138246,-0.3421044227931146,4.892586106246352,1.440842530780509,0.29449507877663905,73.5,0.39968902068651085
X_btc_extreme__S_combo__E_trail_5__R_3loss_pause,SOLUSDT,10,0.6,0.015483145838879275,1.8455166436255166,0.5065801822545223,-0.15683154022903356,4.892586106246352,1.1438837984622063,0.23379942092420467,90.0,0.3079881662845747
X_btc_extreme__S_combo__E_trail_5__R_dd_pause,SOLUSDT,4,0.75,0.0512140881781698,4.515285930724085,0.811892065589416,-0.1099147359351498,4.892586106246352,1.2075334424751876,0.24680882793938624,90.0,0.6224118453860654
X_btc_extreme__S_combo__E_trail_7__R_none,SOLUSDT,56,0.4642857142857143,0.010611134814176035,1.3892359982317264,0.6398472622863451,-0.35349828278710205,4.892586106246352,1.5373702512430185,0.3142244649062511,96.0,0.4608164425101271
X_btc_extreme__S_combo__E_trail_7__R_3loss_pause,SOLUSDT,22,0.5909090909090909,0.02848532873546999,2.6580989695759984,1.1415268391009394,-0.19193075098911316,4.892586106246352,1.7459321554124634,0.3568526168979298,96.0,1.125334574307717
X_btc_extreme__S_combo__E_trail_7__R_dd_pause,SOLUSDT,8,0.75,0.029397290668736066,3.762787588902384,0.8587983809241005,-0.10709864798665582,4.892586106246352,1.2428146005675413,0.2540199750354609,96.0,0.7401026395086425
X_btc_extreme__S_combo__E_tp5_trail3__R_none,SOLUSDT,102,0.4019607843137255,0.0009004710925912749,1.0583092362655016,0.15050160357985823,-0.2638545414528091,4.892586106246352,1.0236008647590158,0.20921468575733135,21.0,0.031149907921821023
X_btc_extreme__S_combo__E_tp5_trail3__R_3loss_pause,SOLUSDT,17,0.47058823529411764,-0.0003499733106752541,0.97722420458116,-0.019849456989299883,-0.14124154820208687,4.892586106246352,0.9843201655476941,0.2011860689157857,26.0,-0.039155479043049654
X_btc_extreme__S_combo__E_tp5_trail3__R_dd_pause,SOLUSDT,16,0.5,0.001461598011985114,1.100848890821216,0.09949271471984174,-0.11528843311161562,4.892586106246352,1.0140679653962394,0.20726624802813007,27.5,0.04262489683750416
X_btc_extreme__S_combo__E_tp7_trail5__R_none,SOLUSDT,73,0.4246575342465753,0.005090798893898364,1.2362919295010104,0.47270982716751564,-0.2976903889820085,4.892586106246352,1.3045635996547709,0.2666409075538268,46.0,0.3284795284266019
X_btc_extreme__S_combo__E_tp7_trail5__R_3loss_pause,SOLUSDT,11,0.5454545454545454,0.005317012284489365,1.2763451058645365,0.22340923593309064,-0.15522250608113225,4.892586106246352,1.046985834630715,0.21399436042505843,50.0,0.10463982391224026
X_btc_extreme__S_combo__E_tp7_trail5__R_dd_pause,SOLUSDT,5,0.6,0.0217024058906539,2.2501297866344827,0.5407906361461617,-0.10821616957177656,4.892586106246352,1.1052437413782954,0.22590174549349956,40.0,0.33024099605064416
X_btc_extreme__S_combo__E_atr_stop__R_none,SOLUSDT,98,0.3469387755102041,-0.0003523144529900063,0.9814764389256723,-0.06523006257685837,-0.3802200469735731,4.892586106246352,0.869733124644691,0.17776552231432474,30.5,-0.1257048384381009
X_btc_extreme__S_combo__E_atr_stop__R_3loss_pause,SOLUSDT,18,0.4444444444444444,0.004102609039878918,1.2464933456005856,0.27278479865453326,-0.11099806809488172,4.892586106246352,1.0590740804379866,0.216465087673341,30.0,0.1832860603293122
X_btc_extreme__S_combo__E_atr_stop__R_dd_pause,SOLUSDT,9,0.4444444444444444,0.004264024831055888,1.2658408335885813,0.18609058790522767,-0.10103418464442589,4.892586106246352,1.0304292303557145,0.2106103414388902,30.0,0.10465820683425447
X_btc_band__S_flat__E_24h__R_none,SOLUSDT,132,0.48484848484848486,0.0010199297836692382,1.067033695674944,0.16405516091060282,-0.41332748321465385,4.892586106246352,1.0201369372987372,0.2085066905611188,24.0,0.016985278613442976
X_btc_band__S_flat__E_24h__R_3loss_pause,SOLUSDT,29,0.4827586206896552,0.006989939023978132,1.6044245563505906,0.6046906624113205,-0.10229857966768656,4.892586106246352,1.1953872339814746,0.24432625364637464,24.0,0.631765704241007
X_btc_band__S_flat__E_24h__R_dd_pause,SOLUSDT,30,0.4666666666666667,0.005533464499901308,1.4461533311222892,0.4630962216421157,-0.18410142006361016,4.892586106246352,1.1515113862760267,0.2353584303413475,24.0,0.2756626225883264
X_btc_band__S_flat__E_volscaled__R_none,SOLUSDT,172,0.4883720930232558,2.8505287741912107e-05,1.0023694719012377,0.016580817741630057,-0.37090204481475625,4.892586106246352,0.9159925750410037,0.18722053228078264,16.0,-0.08175118938338638
X_btc_band__S_flat__E_volscaled__R_3loss_pause,SOLUSDT,17,0.47058823529411764,-0.0059901383033160805,0.6738471452731465,-0.4873104371097652,-0.1906048927384132,4.892586106246352,0.8922255842024158,0.1823627760098721,12.0,-0.20579677266886293
X_btc_band__S_flat__E_volscaled__R_dd_pause,SOLUSDT,12,0.5,-0.0024022946740245893,0.8752497470315295,-0.160226646391285,-0.13259416318820774,4.892586106246352,0.9609422160913134,0.1964078291569526,12.0,-0.10470405267820153
X_btc_band__S_flat__E_tp_3__R_none,SOLUSDT,157,0.5414012738853503,-0.00013381607560134117,0.9906372789255733,-0.030388706358248387,-0.4257615685989005,4.892586106246352,0.8929100276146221,0.1825026700040386,24.0,-0.09152378201939337
X_btc_band__S_flat__E_tp_3__R_3loss_pause,SOLUSDT,34,0.5294117647058824,0.0037513401204780686,1.3249053274645899,0.44515707904196894,-0.1381016841771589,4.892586106246352,1.1161360867306998,0.22812804159046515,24.0,0.284629651335415
X_btc_band__S_flat__E_tp_3__R_dd_pause,SOLUSDT,9,0.4444444444444444,-0.0005289095640001978,0.9588727768162532,-0.03977317128525949,-0.1381016841771589,4.892586106246352,0.9902423423131859,0.20239650786093394,24.0,-0.02487236585926882
X_btc_band__S_flat__E_tp_5__R_none,SOLUSDT,140,0.5142857142857142,0.0008194965266592521,1.0549233884725064,0.1552259649229515,-0.413580610189932,4.892586106246352,1.0153181145557644,0.20752176712015563,24.0,0.012932685113382926
X_btc_band__S_flat__E_tp_5__R_3loss_pause,SOLUSDT,29,0.5172413793103449,0.008351988175493002,1.7811784598531737,0.8472633828728935,-0.09831288509893674,4.892586106246352,1.2498010804463309,0.25544794783493197,24.0,0.8278578180448137
X_btc_band__S_flat__E_tp_5__R_dd_pause,SOLUSDT,31,0.4838709677419355,0.005574410035430382,1.4554074863283384,0.5431898051994403,-0.1902872761517425,4.892586106246352,1.1645635988338332,0.2380261836060561,24.0,0.2885842804291925
X_btc_band__S_flat__E_tp_7__R_none,SOLUSDT,134,0.4925373134328358,8.264219061593069e-05,1.0054947492005366,0.021288951466548033,-0.41389252708605434,4.892586106246352,0.9165419435856803,0.18733281820334927,24.0,-0.07276683248122574
X_btc_band__S_flat__E_tp_7__R_3loss_pause,SOLUSDT,30,0.5,0.0062101717643388375,1.5555147339791944,0.5666397281773969,-0.10229857966768666,4.892586106246352,1.180181118568329,0.24121826227270582,24.0,0.5851180244093355
X_btc_band__S_flat__E_tp_7__R_dd_pause,SOLUSDT,31,0.4838709677419355,0.004825834071994792,1.4020683024638656,0.4273611310457082,-0.18410142006361022,4.892586106246352,1.1368634006346343,0.2323645156051937,24.0,0.25008008159293976
X_btc_band__S_flat__E_trail_3__R_none,SOLUSDT,105,0.38095238095238093,0.00398253280271339,1.2502048466784799,0.5023238920660694,-0.2785680433171028,4.892586106246352,1.3394791840205311,0.2737773347127037,25.0,0.38772215297960716
X_btc_band__S_flat__E_trail_3__R_3loss_pause,SOLUSDT,22,0.5,0.0071748655488754805,1.535408369209536,0.49929948674468977,-0.14659581984812858,4.892586106246352,1.1472430451672884,0.23448602032830984,29.0,0.3368548356811588
X_btc_band__S_flat__E_trail_3__R_dd_pause,SOLUSDT,8,0.5,0.01031971135399672,1.6501950538551244,0.3974773695204731,-0.12322609429681985,4.892586106246352,1.076798810056476,0.22008786083125442,30.0,0.21346451116185985
X_btc_band__S_flat__E_trail_5__R_none,SOLUSDT,76,0.35526315789473684,0.009113662586920205,1.4120388913061208,0.7139116925809584,-0.3533462006632756,4.892586106246352,1.6505273339227287,0.33735274108216606,43.0,0.5440655920752283
X_btc_band__S_flat__E_trail_5__R_3loss_pause,SOLUSDT,17,0.47058823529411764,0.012122594727844528,1.8696311693526253,0.5366863808477704,-0.14113996726696165,4.892586106246352,1.195977564028483,0.2444469117266187,42.0,0.45921220320034944
X_btc_band__S_flat__E_trail_5__R_dd_pause,SOLUSDT,4,0.5,0.022168848862069435,1.94499730595618,0.4112205066093842,-0.1033641196628467,4.892586106246352,1.0793647851348283,0.22061232274620698,35.5,0.26277906000789364
X_btc_band__S_flat__E_trail_7__R_none,SOLUSDT,63,0.4444444444444444,0.01301478406666842,1.471656310695633,0.8088283807559823,-0.3518369137359646,4.892586106246352,1.838669619415718,0.37580730915870714,93.0,0.6772204142554205
X_btc_band__S_flat__E_trail_7__R_3loss_pause,SOLUSDT,10,0.5,0.006768170678884672,1.27209798092606,0.19056894148403808,-0.18013161890876725,4.892586106246352,1.0454952171064946,0.2136896917913644,75.5,0.08735009749118954
X_btc_band__S_flat__E_trail_7__R_dd_pause,SOLUSDT,4,0.5,0.002147539336629728,1.05988025872845,0.016815809147446126,-0.15755952767990689,4.892586106246352,0.9938143120891295,0.20312658592157007,41.5,-0.013804072471934586
X_btc_band__S_flat__E_tp5_trail3__R_none,SOLUSDT,136,0.3897058823529412,0.0018737809585170576,1.1192696624278125,0.33458119002950987,-0.3165649770214154,4.892586106246352,1.166928777348897,0.23850960453390532,17.5,0.17584140686133998
X_btc_band__S_flat__E_tp5_trail3__R_3loss_pause,SOLUSDT,14,0.42857142857142855,0.004539421103440434,1.245414274479921,0.2720497089220323,-0.1262830524632397,4.892586106246352,1.0518629163055937,0.21499119146062307,14.5,0.14175371441130388
X_btc_band__S_flat__E_tp5_trail3__R_dd_pause,SOLUSDT,14,0.42857142857142855,0.004539421103440434,1.245414274479921,0.2720497089220323,-0.1262830524632397,4.892586106246352,1.0518629163055937,0.21499119146062307,14.5,0.14175371441130388
X_btc_band__S_flat__E_tp7_trail5__R_none,SOLUSDT,89,0.39325842696629215,0.004535733764181079,1.2200683339589715,0.4912877189321932,-0.3856575247142834,4.892586106246352,1.3292862152285188,0.2716939848092653,34.0,0.27236857241996587
X_btc_band__S_flat__E_tp7_trail5__R_3loss_pause,SOLUSDT,19,0.47368421052631576,0.009640722225184629,1.747966980356727,0.5029920428872795,-0.14103536224113222,4.892586106246352,1.1775796564087928,0.24068654712185442,42.0,0.418592602680726
X_btc_band__S_flat__E_tp7_trail5__R_dd_pause,SOLUSDT,6,0.5,0.018489017444354782,2.0902252810678235,0.5532690823433579,-0.10341489476869987,4.892586106246352,1.1066996101032918,0.22619931178939728,23.5,0.350200574475796
X_btc_band__S_flat__E_atr_stop__R_none,SOLUSDT,107,0.3644859813084112,0.0030974274224118536,1.1661954869932742,0.3800414905269581,-0.38330529657699075,4.892586106246352,1.2137539125870265,0.24808023532532827,36.0,0.18350992846302908
X_btc_band__S_flat__E_atr_stop__R_3loss_pause,SOLUSDT,10,0.4,0.0030362298187556216,1.1747346281896847,0.14098858476191678,-0.1267565688900545,4.892586106246352,1.0216400088643904,0.20881390468735242,13.0,0.05949110182796464
X_btc_band__S_flat__E_atr_stop__R_dd_pause,SOLUSDT,9,0.4444444444444444,0.005811603187309362,1.344515583516636,0.2543186026673376,-0.10716588625294683,4.892586106246352,1.0445598780211436,0.2134985170087363,11.0,0.14384754143144513
X_btc_band__S_volscale__E_24h__R_none,SOLUSDT,132,0.48484848484848486,3.4053167289736e-05,1.0032341710235317,0.0055464782662152275,-0.32753289624513976,4.892586106246352,0.9522414736809071,0.19462947672299172,24.0,-0.05198110417295311
X_btc_band__S_volscale__E_24h__R_3loss_pause,SOLUSDT,29,0.4827586206896552,0.004303497282654272,1.6333120915036459,0.6165132620723992,-0.06324070065483084,4.892586106246352,1.122322887151145,0.22939256719841442,24.0,0.6534676498003059
X_btc_band__S_volscale__E_24h__R_dd_pause,SOLUSDT,53,0.4339622641509434,0.0020178546194412317,1.2511154257243984,0.3483221296409707,-0.13191935330917665,4.892586106246352,1.0942749072990343,0.22365981579802477,24.0,0.2434727556055049
X_btc_band__S_volscale__E_volscaled__R_none,SOLUSDT,172,0.4883720930232558,-0.0001525298415995234,0.9808655114074518,-0.040603035168341156,-0.28821717642930184,4.892586106246352,0.9338531340302488,0.19087106772387735,16.0,-0.08232865896394202
X_btc_band__S_volscale__E_volscaled__R_3loss_pause,SOLUSDT,17,0.47058823529411764,-0.003005493294748503,0.6730830924658803,-0.4812773839192648,-0.09911119739066726,4.892586106246352,0.947319566348511,0.19362348373165483,12.0,-0.18980081582479078
X_btc_band__S_volscale__E_volscaled__R_dd_pause,SOLUSDT,18,0.4444444444444444,-0.0035088239863709115,0.6248451813092065,-0.5826258489706256,-0.11133278696258335,4.892586106246352,0.9358897335185491,0.19128733009393561,12.0,-0.2064256829533392
X_btc_band__S_volscale__E_tp_3__R_none,SOLUSDT,142,0.5211267605633803,-0.0001904420505020414,0.981406313490811,-0.054560899706426406,-0.3237496418563475,4.892586106246352,0.9287315651399879,0.18982426573019914,24.0,-0.07910651842424675
X_btc_band__S_volscale__E_tp_3__R_3loss_pause,SOLUSDT,29,0.5172413793103449,0.004392576986110469,1.7137096363060784,0.7998680985727827,-0.05449291010534474,4.892586106246352,1.1284747899981513,0.23064996006047406,24.0,0.7950601392774405
X_btc_band__S_volscale__E_tp_3__R_dd_pause,SOLUSDT,60,0.48333333333333334,0.0018459768942215573,1.2311585512056196,0.3959070209891933,-0.11569760913158558,4.892586106246352,1.1013130169047618,0.22509834124303266,24.0,0.2977014896714369
X_btc_band__S_volscale__E_tp_5__R_none,SOLUSDT,133,0.48872180451127817,-0.0007687845311194348,0.926869232173947,-0.1903311429437414,-0.33438223293502906,4.892586106246352,0.8619342510812676,0.17617150365137949,24.0,-0.15192323148336173
X_btc_band__S_volscale__E_tp_5__R_3loss_pause,SOLUSDT,29,0.4827586206896552,0.0032600999717080216,1.479763456553169,0.48668158536805817,-0.06324070065483084,4.892586106246352,1.0912759889110282,0.22304686421722839,24.0,0.4921723130960033
X_btc_band__S_volscale__E_tp_5__R_dd_pause,SOLUSDT,54,0.46296296296296297,0.0012360691365187722,1.1587641799593003,0.23519189886675151,-0.13191935330917656,4.892586106246352,1.0552192572948906,0.21567719696290985,24.0,0.14432791153142122
X_btc_band__S_volscale__E_tp_7__R_none,SOLUSDT,132,0.48484848484848486,-0.000202088746747262,0.9808067906473756,-0.05003541120808934,-0.3275328962451395,4.892586106246352,0.9254393239130783,0.18915136163502003,24.0,-0.08189761644850699
X_btc_band__S_volscale__E_tp_7__R_3loss_pause,SOLUSDT,29,0.4827586206896552,0.004097394110121683,1.6029814969455278,0.5942140860511916,-0.06324070065483084,4.892586106246352,1.116190166511122,0.22813909500459992,24.0,0.6218385336627124
X_btc_band__S_volscale__E_tp_7__R_dd_pause,SOLUSDT,53,0.4339622641509434,0.0020117926047187287,1.2503610277647423,0.3460272578838784,-0.13191935330917676,4.892586106246352,1.0940745588371192,0.22361886639875733,24.0,0.24297006997127224
X_btc_band__S_volscale__E_trail_3__R_none,SOLUSDT,82,0.34146341463414637,0.0037983718760374588,1.256869416264963,0.4834202795758688,-0.3204485900426551,4.892586106246352,1.2572533119271172,0.25697111601612593,33.0,0.2610321239099841
X_btc_band__S_volscale__E_trail_3__R_3loss_pause,SOLUSDT,17,0.47058823529411764,0.005958222880360098,1.641530823809242,0.43913546477612336,-0.09705607000456078,4.892586106246352,1.0954052730383943,0.2238908522508972,42.0,0.33478343157965246
X_btc_band__S_volscale__E_trail_3__R_dd_pause,SOLUSDT,30,0.4666666666666667,0.008938140215116202,1.8949637674208328,0.7818472669805782,-0.10169996032649743,4.892586106246352,1.2757726320046672,0.2607562962204981,45.0,0.8773061640347896
X_btc_band__S_volscale__E_trail_5__R_none,SOLUSDT,59,0.4406779661016949,0.008210202205283231,1.4306005182987855,0.7271921465203794,-0.25361133940275987,4.892586106246352,1.4717173241605683,0.30080560509331267,94.0,0.5726245710034169
X_btc_band__S_volscale__E_trail_5__R_3loss_pause,SOLUSDT,20,0.55,0.021362684184828735,3.086380821862222,1.1829337368863784,-0.09761150632629924,4.892586106246352,1.4851741942072294,0.30355606665994317,96.0,1.525309418119221
X_btc_band__S_volscale__E_trail_5__R_dd_pause,SOLUSDT,21,0.5238095238095238,0.019120046596653853,2.7418437825670288,1.1040974869162794,-0.10923881190943628,4.892586106246352,1.44695664454629,0.29574474789497607,96.0,1.2671842568519454
X_btc_band__S_volscale__E_trail_7__R_none,SOLUSDT,55,0.5454545454545454,0.010587743971387484,1.537931688684403,0.8252707165721922,-0.2538388065892128,4.892586106246352,1.6104509085715675,0.32916148507136317,96.0,0.7170064844454468
X_btc_band__S_volscale__E_trail_7__R_3loss_pause,SOLUSDT,20,0.6,0.015859924640927902,2.164150562865438,0.8468314693100117,-0.1623428592144429,4.892586106246352,1.3344409452576464,0.27274756463743566,96.0,0.6562825286010557
X_btc_band__S_volscale__E_trail_7__R_dd_pause,SOLUSDT,19,0.631578947368421,0.02004719033455474,2.8244453173732618,1.0859651562476214,-0.1098752255032059,4.892586106246352,1.4252251104099751,0.29130302041907735,96.0,1.204971497671623
X_btc_band__S_volscale__E_tp5_trail3__R_none,SOLUSDT,93,0.3763440860215054,0.0007534239446622095,1.0543016080320324,0.12754303653419843,-0.3401800834793661,4.892586106246352,1.0176590768247864,0.20800023846806573,30.0,0.0181124363765124
X_btc_band__S_volscale__E_tp5_trail3__R_3loss_pause,SOLUSDT,19,0.47368421052631576,0.0054616473684958025,1.5904840907684796,0.46244355995057596,-0.09705607000456076,4.892586106246352,1.0992479890431808,0.2246762683726248,34.0,0.34786391895165836
X_btc_band__S_volscale__E_tp5_trail3__R_dd_pause,SOLUSDT,33,0.5151515151515151,0.007046958429984823,1.811140078657741,0.7387225666886575,-0.1021294032765647,4.892586106246352,1.241670101015426,0.25378604976010316,34.0,0.772697431466065
X_btc_band__S_volscale__E_tp7_trail5__R_none,SOLUSDT,66,0.45454545454545453,0.0042665953096035795,1.226136961399411,0.45336518062014447,-0.2426117944790782,4.892586106246352,1.2302235834515087,0.25144648591485913,67.0,0.3108442445576856
X_btc_band__S_volscale__E_tp7_trail5__R_3loss_pause,SOLUSDT,19,0.5789473684210527,0.01679038046028516,2.6203261096697688,1.0214062671191058,-0.09761150632629924,4.892586106246352,1.3502413676755392,0.27597702694525694,96.0,1.1384189603030272
X_btc_band__S_volscale__E_tp7_trail5__R_dd_pause,SOLUSDT,22,0.5454545454545454,0.013302281707283647,2.1483166192049183,0.8916413551681823,-0.10684336516760894,4.892586106246352,1.3130260854890436,0.2683705625155389,93.5,0.9385590322252674
X_btc_band__S_volscale__E_atr_stop__R_none,SOLUSDT,97,0.41237113402061853,0.000711304727269051,1.051016316831758,0.11143473476039291,-0.2916394823334147,4.892586106246352,1.0085688217615774,0.20614227319861375,48.0,0.010281605707767072
X_btc_band__S_volscale__E_atr_stop__R_3loss_pause,SOLUSDT,16,0.5,0.0021349875194014,1.1764099171822506,0.20510149273265568,-0.08602052253619534,4.892586106246352,1.0281120038636695,0.21013672146742224,48.0,0.11364747056162686
X_btc_band__S_volscale__E_atr_stop__R_dd_pause,SOLUSDT,21,0.47619047619047616,-0.0006469004038052202,0.9557647315044524,-0.07346611605033078,-0.11654684432486437,4.892586106246352,0.9762888476870121,0.1995445407574098,48.0,-0.07194742621562794
X_btc_band__S_zmag__E_24h__R_none,SOLUSDT,132,0.48484848484848486,0.000804786755973425,1.038526540501,0.08445337316494914,-0.5551771516332248,4.892586106246352,0.8860888841412564,0.18110849045865315,24.0,-0.07484081630328393
X_btc_band__S_zmag__E_24h__R_3loss_pause,SOLUSDT,29,0.4827586206896552,0.008235893853485996,1.5627805960688987,0.571163597053635,-0.138041469156631,4.892586106246352,1.223332536097542,0.2500380186535126,24.0,0.5309767466979791
X_btc_band__S_zmag__E_24h__R_dd_pause,SOLUSDT,10,0.4,-0.000422256839641157,0.9668682340461595,-0.01452243916583616,-0.138041469156631,4.892586106246352,0.9894201524545538,0.20222845974879497,24.0,-0.026987157196896584
X_btc_band__S_zmag__E_volscaled__R_none,SOLUSDT,172,0.4883720930232558,-0.0010716158670445932,0.9349889751895847,-0.15614948569053505,-0.5241980504713725,4.892586106246352,0.6957282913129685,0.14220052058455018,16.0,-0.22803734528248096
X_btc_band__S_zmag__E_volscaled__R_3loss_pause,SOLUSDT,17,0.47058823529411764,-0.007989055693493367,0.6656697143361305,-0.48990446036974467,-0.24754294222129508,4.892586106246352,0.853689581876452,0.17448636842314308,12.0,-0.21812933810367832
X_btc_band__S_zmag__E_volscaled__R_dd_pause,SOLUSDT,12,0.5,-0.003940590614839584,0.8464637333618032,-0.19521542498903882,-0.1826680106878048,4.892586106246352,0.9343098913550869,0.19096442475733966,12.0,-0.1289826348931487
X_btc_band__S_zmag__E_tp_3__R_none,SOLUSDT,166,0.5783132530120482,0.0007919395754981551,1.045274528123473,0.13998920380071228,-0.5998097762887643,4.892586106246352,0.9699010991694671,0.19823894319022753,24.0,-0.017783603993514696
X_btc_band__S_zmag__E_tp_3__R_3loss_pause,SOLUSDT,37,0.5405405405405406,0.002370226267412314,1.1523212805974277,0.2241765268004703,-0.1895130309749254,4.892586106246352,1.0604109442045575,0.21673833044056878,24.0,0.10973478130266873
X_btc_band__S_zmag__E_tp_3__R_dd_pause,SOLUSDT,9,0.4444444444444444,-0.006067277987585633,0.6557878770141995,-0.275969768737639,-0.1895130309749254,4.892586106246352,0.9397102565079263,0.19206821016562195,24.0,-0.11389316797685936
X_btc_band__S_zmag__E_tp_5__R_none,SOLUSDT,150,0.5466666666666666,0.0015550057687642913,1.0798087006890076,0.23113903816062398,-0.5535312978486521,4.892586106246352,1.0491141081563315,0.2144293601326567,24.0,0.030652053582731383
X_btc_band__S_zmag__E_tp_5__R_3loss_pause,SOLUSDT,31,0.5161290322580645,0.007398913953370334,1.5116147649005023,0.6203526041117364,-0.18949513469711946,4.892586106246352,1.2206458114627143,0.2494888766299522,24.0,0.38243230972829206
X_btc_band__S_zmag__E_tp_5__R_dd_pause,SOLUSDT,9,0.4444444444444444,-0.00043536560610432033,0.97530060105062,-0.0200167609045145,-0.18949513469711946,4.892586106246352,0.9865816749134334,0.20164830081454616,24.0,-0.024956942981874074
X_btc_band__S_zmag__E_tp_7__R_none,SOLUSDT,135,0.5037037037037037,-0.0005361164905537841,0.973478123657935,-0.052765660821324285,-0.5845181007276382,4.892586106246352,0.7823718352626318,0.15990967113767904,24.0,-0.14117061826148572
X_btc_band__S_zmag__E_tp_7__R_3loss_pause,SOLUSDT,30,0.5,0.009156430813516336,1.648160012106411,0.6836625462254194,-0.13804146915663093,4.892586106246352,1.2730290254636518,0.2601955280538403,24.0,0.6403833593500889
X_btc_band__S_zmag__E_tp_7__R_dd_pause,SOLUSDT,30,0.5,0.009156430813516336,1.648160012106411,0.6836625462254194,-0.13804146915663093,4.892586106246352,1.2730290254636518,0.2601955280538403,24.0,0.6403833593500889
X_btc_band__S_zmag__E_trail_3__R_none,SOLUSDT,123,0.3902439024390244,0.0008287357271540018,1.0483596941701647,0.11315951363702606,-0.3823455839404424,4.892586106246352,0.9608483988429747,0.19638865376661682,15.0,-0.03639882695548618
X_btc_band__S_zmag__E_trail_3__R_3loss_pause,SOLUSDT,11,0.45454545454545453,-0.00473626428099732,0.7382329650566273,-0.18032428176014006,-0.1832178002971046,4.892586106246352,0.9425168406635561,0.19264185038261203,11.0,-0.11221519919427313
X_btc_band__S_zmag__E_trail_3__R_dd_pause,SOLUSDT,7,0.5714285714285714,0.0034433025351404472,1.247106044607202,0.12077400015793366,-0.1167170446229793,4.892586106246352,1.0192546566474436,0.20832636043873892,9.0,0.057530417729772486
X_btc_band__S_zmag__E_trail_5__R_none,SOLUSDT,89,0.34831460674157305,0.004256543395680667,1.1636731868172185,0.301100609407573,-0.49512021739867956,4.892586106246352,1.1318508786253954,0.2313400017999406,32.0,0.08971432310891153
X_btc_band__S_zmag__E_trail_5__R_3loss_pause,SOLUSDT,28,0.5,0.017930847603172838,1.8951330001417046,0.7287330946264482,-0.19426494610083447,4.892586106246352,1.52138670670987,0.3109575741073866,41.0,0.8166212435496741
X_btc_band__S_zmag__E_trail_5__R_dd_pause,SOLUSDT,5,0.6,0.018966105448790606,1.7798046732839419,0.3728869902393524,-0.11671704462297926,4.892586106246352,1.0863140216088505,0.2220326833332491,44.0,0.25255677604323673
X_btc_band__S_zmag__E_trail_7__R_none,SOLUSDT,72,0.3888888888888889,0.010846759491086594,1.3142927728753524,0.5613182630701359,-0.5297075676046307,4.892586106246352,1.548444431006723,0.3164879262993099,55.5,0.313060311665431
