family,coin,entry_ts,window,ret_pct,realized,reason
STF,ETH,2021-06-08 04:00:00+00:00,LONG_OOS,2.0897446029570075,948.9527838806823,TIME
STF,ETH,2021-07-08 08:00:00+00:00,LONG_OOS,4.666728433386633,2163.4458943086015,TIME
STF,ETH,2021-07-30 04:00:00+00:00,LONG_OOS,14.921628353181962,7240.330282810956,TP
STF,ETH,2021-08-20 16:00:00+00:00,LONG_OOS,-3.0717627712084536,-1712.8983951790071,SL
STF,ETH,2021-08-30 20:00:00+00:00,LONG_OOS,-3.091828345011658,-1671.127626302408,SL
STF,ETH,2021-09-15 20:00:00+00:00,LONG_OOS,-3.067128751183361,-1606.5219046329491,SL
STF,ETH,2021-09-19 12:00:00+00:00,LONG_OOS,8.083909992744767,4104.376486558284,TIME
STF,ETH,2021-11-29 20:00:00+00:00,LONG_OOS,-3.0706750440207795,-1685.0804036989105,SL
STF,ETH,2021-12-09 00:00:00+00:00,LONG_OOS,-3.0619247962760388,-1628.6826752502382,SL
STF,ETH,2021-12-23 20:00:00+00:00,LONG_OOS,-3.084833377888949,-1590.6259387763525,SL
STF,ETH,2022-01-18 12:00:00+00:00,LONG_OOS,14.92077974778893,7456.235481733678,TP
STF,ETH,2022-02-11 20:00:00+00:00,LONG_OOS,-3.0663777613256733,-1760.9714558585842,SL
STF,ETH,2022-02-17 20:00:00+00:00,LONG_OOS,0.908556581897564,505.7700177363656,SL
STF,ETH,2022-03-04 16:00:00+00:00,LONG_OOS,2.3899862347993017,1342.5315336770275,TIME
STF,ETH,2022-04-22 16:00:00+00:00,LONG_OOS,2.6518731297811002,1525.2439925233095,TIME
STF,ETH,2022-05-05 16:00:00+00:00,LONG_OOS,14.930753647008391,8815.261269895933,TP
STF,ETH,2022-06-01 20:00:00+00:00,LONG_OOS,-3.0692870079761456,-2082.7023852988254,SL
STF,ETH,2022-06-07 04:00:00+00:00,LONG_OOS,-3.0738040287828103,-2021.749275402257,SL
STF,ETH,2022-06-29 00:00:00+00:00,LONG_OOS,-1.3149112033242305,-838.2792473439214,SL
STF,ETH,2022-07-11 08:00:00+00:00,LONG_OOS,-2.805380540103188,-1764.9630001216378,SL
STF,ETH,2022-07-27 20:00:00+00:00,LONG_OOS,2.5560098030689637,1562.962521816399,TIME
STF,ETH,2022-08-10 16:00:00+00:00,LONG_OOS,-1.4876633335008678,-932.9359386805745,SL
STF,ETH,2022-08-25 08:00:00+00:00,LONG_OOS,-3.06998427346553,-1896.5920922859766,SL
STF,ETH,2022-09-07 04:00:00+00:00,LONG_OOS,-3.0638724038691825,-1834.7071054990809,SL
STF,ETH,2022-09-08 20:00:00+00:00,LONG_OOS,-2.524223538256382,-1465.2426335662733,SL
STF,ETH,2022-09-28 04:00:00+00:00,LONG_OOS,-3.0650844860962407,-1734.2866766945199,SL
STF,ETH,2022-10-10 20:00:00+00:00,LONG_OOS,-2.823138787347687,-1548.427596362717,SL
STF,ETH,2022-10-20 04:00:00+00:00,LONG_OOS,-3.1287341748214916,-1667.5935521403576,SL
STF,ETH,2022-11-04 20:00:00+00:00,LONG_OOS,-3.073957170733561,-1587.1366784079987,SL
