sleeve_id,anchor,gate_stack,weights,conviction_method,n_train,n_val,n_lockbox,wr_train,wr_val,wr_lockbox,dpt_25_train,dpt_25_val,dpt_25_lockbox,sum_25_28d_const,max_dd_25,loss_streak,sharpe,bootstrap_p_lockbox,obj_score,offset,direction,v7_path
btc15m_v7_combo_off480_BOTH_n13_dpt8.3,offset_480s,g_tr_above_ema50+g_vwap_30_70+g_vwap_deep_premium,,B,87,25,13,0.7126436781609196,0.64,0.9230769230769232,1.0794785922902077,-1.6607852519713546,8.255211291355286,751.224227513331,25.0,1,14.31581208574616,0.038,29.764587600770774,480,BOTH,A_3gate_new
btc15m_v7_combo_off600_BOTH_n29_dpt5.3,offset_600s,g_mp_no_extreme+g_ribbon_slope_with+g_vwap_deep_premium,,B,128,53,29,0.8046875,0.8867924528301887,0.9310344827586208,1.2026612631317126,4.223383548547798,5.331671101448298,1082.3292335940046,25.0,1,45.03424855497951,0.001,28.71192757873543,600,BOTH,A_3gate_new
btc15m_v7_combo_off600_BOTH_n27_dpt5.5,offset_600s,g_rf_with+g_vwap_25_75+g_vwap_deep_premium,,B,117,45,27,0.7435897435897436,0.7777777777777778,0.8518518518518519,1.222950833365258,2.4314246225250966,5.477340848351496,1035.2174203384327,53.40506030612634,2,22.08613882751777,0.001,28.461097919151623,600,BOTH,A_3gate_new
btc15m_v7_combo_off480_DOWN_n35_dpt4.8,offset_480s,g_cci_with+g_rf_fresh+g_vwap_deep_premium,,B,148,46,35,0.8513513513513513,0.7391304347826086,0.9428571428571428,2.123134846569956,-1.290974221568352,4.805619023195178,1177.3766606828187,25.0,1,29.73812053357303,0.001,28.43042554840392,480,DOWN,A_3gate_new
btc15m_v7_combo_off600_BOTH_n22_dpt5.9,offset_600s,g_rf_strong+g_vwap_25_75+g_vwap_deep_premium,,B,104,43,22,0.75,0.7906976744186046,0.8636363636363636,1.4747033832662322,2.843538703214923,5.9371814664523095,914.3259458336556,50.0,2,22.03170727665301,0.001,27.847849519179494,600,BOTH,A_3gate_new
btc15m_v7_combo_off600_BOTH_n15_dpt7.1,offset_600s,g_rf_with+g_vwap_30_70+g_vwap_deep_premium,,B,54,19,15,0.7962962962962963,0.7894736842105263,0.8666666666666667,4.129578569857446,4.103643567858545,7.120225738362162,747.623702528027,25.0,1,44.11695044840141,0.001,27.576515705914062,600,BOTH,A_3gate_new
btc15m_v7_combo_off480_DOWN_n18_dpt6.5,offset_480s,g_ribbon_agrees+g_vwap_25_75+g_vwap_deep_premium,,B,97,25,18,0.7628865979381443,0.76,0.8888888888888888,1.7938797767372356,1.8878508917551664,6.485071215397803,817.1189731401232,50.0,2,24.649082757008884,0.001,27.51382699731283,480,DOWN,A_3gate_new
btc15m_v7_combo_off600_BOTH_n15_dpt7.0,offset_600s,g_tr_above_ema50+g_vwap_30_70+g_vwap_deep_premium,,B,57,16,15,0.8070175438596491,0.8125,0.8666666666666667,4.556070909971783,4.948354867737776,6.978811735022076,732.775232177318,25.0,1,25.413352013080583,0.005,27.02882162605739,600,BOTH,A_3gate_new
btc15m_v7_combo_off480_DOWN_n34_dpt4.5,offset_480s,g_bb_pos_with+g_vwap_15_85+g_vwap_deep_premium,,B,159,53,34,0.8238993710691824,0.7547169811320755,0.8823529411764706,2.2568223956926485,-0.2238076226460311,4.501733209458648,1071.412503851158,59.97927149827812,2,16.233714035808582,0.001,26.249389787780924,480,DOWN,A_3gate_new
btc15m_v7_combo_off600_BOTH_n14_dpt6.6,offset_600s,g_tr_above_cloud+g_vwap_30_70+g_vwap_deep_premium,,B,61,16,14,0.8032786885245902,0.75,0.8571428571428571,4.372931118367207,2.6652666561295435,6.575783241370243,644.4267576542838,25.0,1,17.250349398187286,0.036,24.604327938897264,600,BOTH,A_3gate_new
btc15m_v7_combo_off600_DOWN_n19_dpt5.6,offset_600s,g_rf_strong+g_vwap_mid+g_vwap_premium,,B,69,26,19,0.6231884057971014,0.6538461538461539,0.7368421052631579,1.7273042215588668,3.328032727743976,5.609484614237595,746.0614536936002,50.0,2,16.701859182266393,0.037,24.45117655880792,600,DOWN,A_3gate_new
btc15m_v7_combo_off480_DOWN_n29_dpt4.4,offset_480s,g_cci_with+g_mp_no_extreme_150+g_vwap_deep_premium,,B,117,44,29,0.8461538461538461,0.7272727272727273,0.896551724137931,2.839439742003051,-1.1010952063783863,4.402250340519017,893.6568191253605,71.97190966989608,2,14.653324481147894,0.019,23.706843605958895,480,DOWN,A_3gate_new
btc15m_v7_combo_off600_UP_n16_dpt5.9,offset_600s,g_cci_with+g_mp_no_extreme+g_vwap_deep_premium,,B,76,29,16,0.8026315789473685,0.7586206896551724,0.9375,1.053579528031768,0.1922991115435654,5.9025851450112405,661.0895362412589,25.0,1,17.464767156233357,0.024,23.610340580044962,600,UP,A_3gate_new
btc15m_v7_combo_off600_DOWN_n17_dpt5.6,offset_600s,g_mp_no_extreme+g_ribbon_slope_with+g_vwap_deep_premium,,B,63,23,17,0.8095238095238095,0.8695652173913043,0.9411764705882352,1.6775336186793155,3.1393340260131937,5.642865444800546,671.5009879312651,25.0,1,58.90317668908919,0.001,23.266130260060635,600,DOWN,A_3gate_new
btc15m_v7_combo_off480_DOWN_n22_dpt4.9,offset_480s,g_mp_no_extreme+g_rf_with+g_vwap_deep_premium,,B,71,26,22,0.8169014084507042,0.8076923076923077,0.9090909090909092,2.109387354179985,1.6110723866241432,4.93683227598158,760.2721705011633,50.0,2,22.831828310702576,0.005,23.155795910868974,480,DOWN,A_3gate_new
btc15m_v7_combo_off600_UP_n15_dpt5.9,offset_600s,g_rf_strong+g_vwap_25_75+g_vwap_deep_premium,,B,51,21,15,0.7450980392156863,0.8571428571428571,0.8666666666666667,1.3463292896015968,5.485570122861082,5.929982453174078,622.6481575832781,25.0,1,25.18755411313431,0.005,22.966723284445408,600,UP,A_3gate_new
btc15m_v7_combo_off480_DOWN_n29_dpt4.2,offset_480s,g_mp_no_extreme_150+g_rf_with+g_vwap_deep_premium,,B,118,42,29,0.8135593220338984,0.7619047619047619,0.896551724137931,1.964866313171847,-0.3818607341671026,4.235541575097907,859.8149397448751,46.97190966989608,1,24.23940375683329,0.005,22.80908942937229,480,DOWN,A_3gate_new
btc15m_v7_combo_off480_DOWN_n27_dpt4.3,offset_480s,g_bb_pos_with+g_vwap_20_80+g_vwap_deep_premium,,B,114,35,27,0.7894736842105263,0.7428571428571429,0.8518518518518519,2.0867888799092738,0.4168603581005467,4.280360906430079,808.988211315285,59.97927149827812,2,12.933980623112577,0.038,22.241407694005414,480,DOWN,A_3gate_new
btc15m_v7_ensem_off600_BOTH_thr5.14_n15,offset_600s,ENSEMBLE@thr=5.14,"{""g_tr_above_ema800"": 0.704, ""g_tr_above_ema200"": 0.387, ""g_tr_above_ema50"": 0.191, ""g_mp_skew_with"": 0.215, ""g_mp_skew_strong_with"": 0.215, ""g_mp_no_extreme"": 0.025, ""g_mp_no_extreme_150"": 0.034, ""g_ribbon_slope_with"": 0.104, ""g_ribbon_agrees"": 0.242, ""g_rf_with"": 0.093, ""g_rf_strong"": 0.122, ""g_hawkes_imbalance_with"": 0.102, ""g_hawkes_imb_loose_with"": 0.125, ""g_hawkes_imb_strong_with"": 0.101, ""g_f7_rsi_with"": 0.026, ""g_f7_rsi_strong_with"": 0.003, ""g_f7_rsi_extreme_with"": 0.091, ""g_vol_expanding"": 0.01, ""g_vol_high"": 0.012, ""g_lm_high_stat"": 0.012, ""g_lm_jump_with"": 0.034, ""g_imb5_with"": 0.138, ""g_imb5_strong_with"": 0.157, ""g_imb1_strong_with"": 0.233, ""g_vwap_premium"": 0.462, ""g_vwap_deep_premium"": 0.938, ""g_vwap_mid"": 0.034, ""g_ret_2m_with"": 0.032, ""g_ret_2m_strong_with"": 0.023, ""g_bb_pos_with"": 0.196, ""g_cci_with"": 0.205, ""g_stoch_with"": 0.656, ""g_mfi_with"": 0.143, ""g_queue_top_high"": 0.414, ""g_tr_above_cloud"": 0.295}",C_weighted,186,76,15,0.8333333333333334,0.8026315789473685,0.9333333333333332,2.038895889997685,0.8162850147881197,5.673618568176059,595.7299496584862,25.0,1,19.58398035849536,0.001,21.97383022727905,600,BOTH,A_weighted_ensemble
btc15m_v7_combo_off600_BOTH_n27_dpt4.2,offset_600s,g_tr_above_ema50+g_vwap_25_75+g_vwap_deep_premium,,B,128,42,27,0.765625,0.7857142857142857,0.8148148148148148,1.9905385170496424,2.612647973842789,4.154032784220793,785.1121962177299,53.40506030612634,2,18.08541119707281,0.001,21.58498751573165,600,BOTH,A_3gate_new
btc15m_v7_combo_off600_BOTH_n23_dpt4.4,offset_600s,g_ribbon_slope_with+g_vwap_25_75+g_vwap_deep_premium,,B,109,45,23,0.7614678899082569,0.7777777777777778,0.8260869565217391,1.911544839977511,2.58660828451301,4.440735094977028,714.9583502913015,50.0,2,55.51922125609737,0.001,21.297017355171935,600,BOTH,A_3gate_new
btc15m_v7_combo_off600_UP_n14_dpt5.5,offset_600s,g_mp_no_extreme+g_tr_above_cloud+g_vwap_deep_premium,,B,70,29,14,0.8,0.8275862068965517,0.9285714285714286,1.1354353689082504,1.7031369779389591,5.455246292037254,534.6141366196509,25.0,1,15.91070592612638,0.05,20.411662585272342,600,UP,A_3gate_new
btc15m_v7_combo_off480_DOWN_n13_dpt5.6,offset_480s,g_bb_pos_with+g_vol_expanding+g_vwap_deep_premium,,B,120,28,13,0.825,0.7857142857142857,0.9230769230769232,1.539679991224957,-0.3252021156949387,5.612869818378371,510.77115347243176,25.0,1,19.71293189115849,0.001,20.237489932667465,480,DOWN,A_3gate_new
btc15m_v7_combo_off600_UP_n18_dpt4.8,offset_600s,g_rf_with+g_vwap_25_75+g_vwap_deep_premium,,B,57,22,18,0.7368421052631579,0.8636363636363636,0.8333333333333334,1.0098822976719206,5.809917419374113,4.752482027304713,598.8127354403939,50.0,2,35.04938048896093,0.001,20.16307361384612,600,UP,A_3gate_new
btc15m_v7_combo_off600_UP_n18_dpt4.7,offset_600s,g_tr_above_ema50+g_vwap_25_75+g_vwap_deep_premium,,B,64,19,18,0.75,0.8421052631578947,0.8333333333333334,1.5144701205658244,4.931256977723808,4.691826512837157,591.1701406174817,50.0,2,34.94171023748418,0.001,19.90573406026791,600,UP,A_3gate_new
btc15m_v7_combo_off600_UP_n17_dpt4.5,offset_600s,g_cci_with+g_vwap_25_75+g_vwap_deep_premium,,B,60,20,17,0.7666666666666667,0.8,0.8235294117647058,2.083099794680897,3.4346941288376174,4.487424150847184,534.003473950815,50.0,2,21.11895908996636,0.005,18.50212376089058,600,UP,A_3gate_new
btc15m_v7_combo_off600_UP_n17_dpt4.2,offset_600s,g_tr_above_cloud+g_vwap_25_75+g_vwap_deep_premium,,B,58,17,17,0.7586206896551724,0.8235294117647058,0.8235294117647058,1.861744062401096,4.300166366606171,4.22539215205418,502.8216660944474,50.0,2,20.957379866508436,0.005,17.421738152575305,600,UP,A_3gate_new
btc15m_v7_strad_DOWN60_UP840_n37,DOWN@60+UP@840,[g_tr_above_ema800]+[none],,B,149,56,37,1.0,1.0,1.0,0.3534122282485992,-5.936303633486552,2.4742447766505022,640.82939715248,156.62210290533585,10,13.206758152994864,0.041,15.05024341819576,DOWN@60+UP@840,STRADDLE,B_straddle
