rule,asset,tf,fire_offset_s,n,wr,dpt,sum_pnl
MP-D,SOL,ALL,45,214,0.4766355140186916,-2.9993252596737956,-641.8556055701922
MP-C,ETH,ALL,165,1597,0.5216030056355667,-2.9994008316924856,-4790.043128212899
MP-C,ETH,5m,165,1597,0.5216030056355667,-2.9994008316924856,-4790.043128212899
MP-D,ETH,ALL,240,1374,0.5516739446870451,-2.999911852830267,-4121.878885788787
MP-D,ETH,ALL,165,335,0.5313432835820896,-3.010320136840906,-1008.4572458417035
MP-D,ETH,5m,165,335,0.5313432835820896,-3.010320136840906,-1008.4572458417035
MP-C,ETH,ALL,210,5340,0.5342696629213484,-3.013708022807695,-16093.200841793092
MP-C,ETH,5m,210,5340,0.5342696629213484,-3.013708022807695,-16093.200841793092
MP-D,ALL,ALL,720,604,0.5447019867549668,-3.0153811512204527,-1821.2902153371535
MP-D,ALL,15m,720,604,0.5447019867549668,-3.0153811512204527,-1821.2902153371535
MP-B,SOL,5m,165,1669,0.46195326542840026,-3.0212700088864404,-5042.499644831469
MP-A,SOL,5m,165,1669,0.46195326542840026,-3.0212700088864404,-5042.499644831469
MP-B,SOL,ALL,165,1669,0.46195326542840026,-3.0212700088864404,-5042.499644831469
MP-A,SOL,ALL,165,1669,0.46195326542840026,-3.0212700088864404,-5042.499644831469
MP-E,SOL,5m,195,1453,0.5519614590502409,-3.028846355207533,-4400.9137541165455
MP-E,SOL,ALL,195,1453,0.5519614590502409,-3.028846355207533,-4400.9137541165455
MP-E,ALL,ALL,240,20536,0.5310186988702766,-3.0298541005675914,-62221.08380925606
MP-E,SOL,5m,165,1441,0.549618320610687,-3.033860546540175,-4371.7930475643925
MP-E,SOL,ALL,165,1441,0.549618320610687,-3.033860546540175,-4371.7930475643925
MP-E,ETH,ALL,ALL,81401,0.4851168904558912,-3.0601192008115343,-249096.7630652597
MP-E,SOL,5m,105,1406,0.49786628733997157,-3.0684171674619507,-4314.194537451503
MP-E,SOL,ALL,105,1406,0.49786628733997157,-3.0684171674619507,-4314.194537451503
MP-D,ETH,5m,105,294,0.45918367346938777,-3.072099261598742,-903.1971829100302
MP-D,ETH,ALL,105,294,0.45918367346938777,-3.072099261598742,-903.1971829100302
MP-E,ALL,ALL,840,3981,0.5679477518211504,-3.0841244032346067,-12277.899249276968
MP-E,ALL,15m,840,3981,0.5679477518211504,-3.0841244032346067,-12277.899249276968
MP-E,ETH,15m,480,1924,0.4984407484407484,-3.090616004686899,-5946.345193017594
MP-E,ETH,ALL,480,1924,0.4984407484407484,-3.090616004686899,-5946.345193017594
MP-A,SOL,5m,195,1660,0.4614457831325301,-3.107731409635352,-5158.834139994685
MP-B,SOL,ALL,195,1660,0.4614457831325301,-3.107731409635352,-5158.834139994685
MP-A,SOL,ALL,195,1660,0.4614457831325301,-3.107731409635352,-5158.834139994685
MP-B,SOL,5m,195,1660,0.4614457831325301,-3.107731409635352,-5158.834139994685
MP-E,SOL,15m,ALL,10013,0.5500848896434635,-3.1150168673435146,-31190.66389271061
MP-D,ALL,5m,105,667,0.48875562218890556,-3.1214512899873648,-2082.008010421572
MP-D,ALL,ALL,105,667,0.48875562218890556,-3.1214512899873648,-2082.008010421572
MP-C,SOL,5m,120,4300,0.49,-3.121700016108824,-13423.310069267944
MP-C,BTC,15m,300,549,0.4644808743169399,-3.1346129977545485,-1720.9025357672472
MP-D,SOL,15m,600,140,0.5785714285714286,-3.141386929939678,-439.7941701915549
MP-D,SOL,ALL,600,140,0.5785714285714286,-3.141386929939678,-439.7941701915549
MP-E,ALL,ALL,285,2906,0.6142463867859601,-3.156752989893976,-9173.524188631895
MP-E,ALL,5m,285,2906,0.6142463867859601,-3.156752989893976,-9173.524188631895
MP-E,SOL,ALL,ALL,60836,0.5471267012952857,-3.1625182665243985,-192394.96126227832
MP-E,ETH,5m,ALL,63797,0.4789253413169898,-3.166868859868916,-202036.73265305723
MP-E,SOL,ALL,480,1299,0.5373364126250962,-3.16751140336342,-4114.597312969083
MP-E,SOL,15m,480,1299,0.5373364126250962,-3.16751140336342,-4114.597312969083
MP-E,SOL,5m,ALL,50823,0.5465438876099403,-3.17187685436845,-161204.29736956774
MP-D,SOL,ALL,ALL,8025,0.5418068535825545,-3.1886752670471123,-25589.119018053076
MP-E,ETH,ALL,225,1562,0.5172855313700384,-3.2094914415204174,-5013.225631654892
MP-E,ETH,5m,225,1562,0.5172855313700384,-3.2094914415204174,-5013.225631654892
MP-C,ETH,15m,600,1879,0.4986695050558808,-3.2202026275251385,-6050.7607371197355
MP-C,ETH,ALL,600,1879,0.4986695050558808,-3.2202026275251385,-6050.7607371197355
MP-A,ETH,15m,480,2191,0.5015974440894568,-3.220935424555197,-7057.069515200437
MP-A,ETH,ALL,480,2191,0.5015974440894568,-3.220935424555197,-7057.069515200437
MP-B,ALL,ALL,225,5200,0.48115384615384615,-3.2280014006225777,-16785.607283237405
MP-A,ALL,5m,225,5200,0.48115384615384615,-3.2280014006225777,-16785.607283237405
MP-B,ALL,5m,225,5200,0.48115384615384615,-3.2280014006225777,-16785.607283237405
MP-A,ALL,ALL,225,5200,0.48115384615384615,-3.2280014006225777,-16785.607283237405
MP-B,ETH,15m,720,1960,0.48775510204081635,-3.2285740784327883,-6328.005193728265
MP-A,ETH,ALL,720,1960,0.48775510204081635,-3.2285740784327883,-6328.005193728265
MP-A,ETH,15m,720,1960,0.48775510204081635,-3.2285740784327883,-6328.005193728265
MP-B,ETH,ALL,720,1960,0.48775510204081635,-3.2285740784327883,-6328.005193728265
MP-E,ETH,5m,165,1598,0.4831038798498123,-3.232420750016574,-5165.408358526485
MP-E,ETH,ALL,165,1598,0.4831038798498123,-3.232420750016574,-5165.408358526485
MP-E,ETH,ALL,240,7295,0.517340644276902,-3.237317013525279,-23616.22761366691
MP-E,ETH,ALL,195,1508,0.5305039787798409,-3.2378564651619244,-4882.687549464182
MP-E,ETH,5m,195,1508,0.5305039787798409,-3.2378564651619244,-4882.687549464182
MP-C,ETH,ALL,420,549,0.47176684881602915,-3.2469518943684603,-1782.5765900082847
MP-C,ETH,15m,420,549,0.47176684881602915,-3.2469518943684603,-1782.5765900082847
MP-B,ETH,ALL,480,2190,0.5013698630136987,-3.2485392253281375,-7114.300903468621
MP-B,ETH,15m,480,2190,0.5013698630136987,-3.2485392253281375,-7114.300903468621
MP-D,ALL,ALL,210,2521,0.5331217770725902,-3.2504259659884513,-8194.323860256885
MP-D,ALL,5m,210,2521,0.5331217770725902,-3.2504259659884513,-8194.323860256885
MP-E,ALL,ALL,255,4025,0.5351552795031056,-3.2535528709768267,-13095.550305681727
MP-E,ALL,5m,255,4025,0.5351552795031056,-3.2535528709768267,-13095.550305681727
MP-A,ETH,ALL,165,1824,0.5169956140350878,-3.25694024923418,-5940.659014603145
MP-A,ETH,5m,165,1824,0.5169956140350878,-3.25694024923418,-5940.659014603145
MP-E,ALL,ALL,180,17140,0.48576429404900817,-3.261870762144506,-55908.464863156834
MP-A,ETH,5m,255,1478,0.4918809201623816,-3.266769061497697,-4828.2846728935965
MP-A,ETH,ALL,255,1478,0.4918809201623816,-3.266769061497697,-4828.2846728935965
MP-B,ETH,ALL,255,1478,0.4918809201623816,-3.266769061497697,-4828.2846728935965
MP-B,ETH,5m,255,1478,0.4918809201623816,-3.266769061497697,-4828.2846728935965
MP-C,ETH,15m,480,1933,0.4966373512674599,-3.3071724837010743,-6392.764410994177
MP-C,ETH,ALL,480,1933,0.4966373512674599,-3.3071724837010743,-6392.764410994177
MP-B,ETH,5m,165,1820,0.515934065934066,-3.3090513528934573,-6022.473462266093
MP-B,ETH,ALL,165,1820,0.515934065934066,-3.3090513528934573,-6022.473462266093
MP-D,SOL,ALL,135,172,0.5348837209302325,-3.3285760138401597,-572.5150743805075
MP-D,SOL,5m,135,172,0.5348837209302325,-3.3285760138401597,-572.5150743805075
MP-E,ALL,5m,180,16066,0.48506162081414167,-3.329880534669901,-53497.86067000663
MP-D,SOL,5m,ALL,7246,0.5385040022081148,-3.3373552289750346,-24182.4759891531
MP-E,SOL,15m,240,1248,0.5072115384615384,-3.3545006029273488,-4186.416752453331
MP-E,ALL,5m,240,15316,0.5443980151475581,-3.3724445135261583,-51652.36016916664
MP-E,ETH,ALL,150,5663,0.4388133498145859,-3.3902483663711402,-19198.976498759766
MP-E,ETH,5m,150,5663,0.4388133498145859,-3.3902483663711402,-19198.976498759766
MP-C,ETH,ALL,240,7035,0.48315565031982943,-3.406567939210651,-23965.20545234693
MP-D,ETH,5m,45,327,0.4740061162079511,-3.4067810356348525,-1114.0173986525967
MP-D,ETH,ALL,45,327,0.4740061162079511,-3.4067810356348525,-1114.0173986525967
MP-C,BTC,ALL,210,5940,0.4973063973063973,-3.4090799026450957,-20249.93462171187
MP-C,BTC,5m,210,5940,0.4973063973063973,-3.4090799026450957,-20249.93462171187
MP-C,SOL,ALL,195,1450,0.4496551724137931,-3.467740213853388,-5028.223310087413
MP-C,SOL,5m,195,1450,0.4496551724137931,-3.467740213853388,-5028.223310087413
MP-E,ALL,5m,210,15896,0.5120785103170609,-3.5002222946445696,-55639.53359567008
MP-E,ALL,ALL,210,15896,0.5120785103170609,-3.5002222946445696,-55639.53359567008
MP-C,BTC,ALL,540,564,0.5195035460992907,-3.505315827760308,-1976.9981268568135
MP-C,BTC,15m,540,564,0.5195035460992907,-3.505315827760308,-1976.9981268568135
MP-E,ETH,ALL,135,1577,0.450856055802156,-3.5166841060200427,-5545.810835193607
MP-E,ETH,5m,135,1577,0.450856055802156,-3.5166841060200427,-5545.810835193607
MP-C,ETH,ALL,255,1279,0.4878811571540266,-3.524220715143864,-4507.478294669002
MP-C,ETH,5m,255,1279,0.4878811571540266,-3.524220715143864,-4507.478294669002
MP-E,ALL,ALL,225,4650,0.5326881720430108,-3.537655997521678,-16450.100388475803
MP-E,ALL,5m,225,4650,0.5326881720430108,-3.537655997521678,-16450.100388475803
MP-B,ETH,15m,600,2162,0.4958371877890842,-3.542726787129073,-7659.375313773056
MP-A,ETH,15m,600,2162,0.4958371877890842,-3.542726787129073,-7659.375313773056
MP-B,ETH,ALL,600,2162,0.4958371877890842,-3.542726787129073,-7659.375313773056
MP-A,ETH,ALL,600,2162,0.4958371877890842,-3.542726787129073,-7659.375313773056
MP-B,BTC,ALL,270,5004,0.451638689048761,-3.557524000150946,-17801.850096755334
MP-A,BTC,5m,270,5004,0.451638689048761,-3.557524000150946,-17801.850096755334
MP-A,BTC,ALL,270,5004,0.451638689048761,-3.557524000150946,-17801.850096755334
MP-B,BTC,5m,270,5004,0.451638689048761,-3.557524000150946,-17801.850096755334
MP-D,SOL,ALL,60,671,0.4903129657228018,-3.5602895909838446,-2388.9543155501597
MP-B,ALL,ALL,240,22915,0.47379445777874757,-3.561621561296285,-81614.55807710438
MP-A,ALL,ALL,240,22918,0.4737760712104023,-3.5619199464990867,-81632.08133386607
MP-C,BTC,ALL,840,1125,0.47555555555555556,-3.562191080595225,-4007.4649656696283
MP-C,BTC,15m,840,1125,0.47555555555555556,-3.562191080595225,-4007.4649656696283
MP-C,ALL,ALL,240,19925,0.47131744040150564,-3.5764094544596183,-71259.9583801079
MP-B,ETH,ALL,240,8186,0.48656242365013436,-3.5765329162678308,-29277.498452568463
MP-A,ETH,ALL,240,8187,0.4865029925491633,-3.5791496827370786,-29302.498452568463
MP-C,ALL,15m,600,5073,0.5056179775280899,-3.5799856010426145,-18161.266954089184
MP-C,ALL,ALL,600,5073,0.5056179775280899,-3.5799856010426145,-18161.266954089184
MP-C,ALL,ALL,225,4540,0.4731277533039648,-3.6012597118917964,-16349.719091988756
MP-C,ALL,5m,225,4540,0.4731277533039648,-3.6012597118917964,-16349.719091988756
MP-D,ETH,15m,780,46,0.4782608695652174,-3.606356933117927,-165.89241892342463
MP-D,ETH,ALL,780,46,0.4782608695652174,-3.606356933117927,-165.89241892342463
MP-D,SOL,ALL,165,177,0.5480225988700564,-3.622944307521785,-641.2611424313559
MP-D,SOL,5m,165,177,0.5480225988700564,-3.622944307521785,-641.2611424313559
MP-D,BTC,ALL,150,773,0.48124191461837,-3.6256005136401948,-2802.5891970438706
MP-D,BTC,5m,150,773,0.48124191461837,-3.6256005136401948,-2802.5891970438706
MP-E,ALL,ALL,600,5353,0.4974780496917616,-3.6305699415612014,-19434.44089717711
MP-E,ALL,15m,600,5353,0.4974780496917616,-3.6305699415612014,-19434.44089717711
MP-D,ETH,ALL,720,188,0.5319148936170213,-3.654712519463797,-687.0859536591938
MP-D,ETH,15m,720,188,0.5319148936170213,-3.654712519463797,-687.0859536591938
MP-C,SOL,ALL,135,1526,0.4534731323722149,-3.6605273690815445,-5585.964765218437
MP-C,SOL,5m,135,1526,0.4534731323722149,-3.6605273690815445,-5585.964765218437
MP-A,ALL,ALL,210,17733,0.4908926859527435,-3.6690888418166656,-65063.95243193493
MP-A,ALL,5m,210,17733,0.4908926859527435,-3.6690888418166656,-65063.95243193493
MP-B,ALL,ALL,210,17725,0.4908321579689704,-3.6692126375456833,-65036.79400049723
MP-B,ALL,5m,210,17725,0.4908321579689704,-3.6692126375456833,-65036.79400049723
MP-E,ETH,ALL,180,6091,0.4527992119520604,-3.6903667517205747,-22478.02388473002
MP-B,ALL,ALL,600,5970,0.5031825795644891,-3.7450511011895635,-22357.955074101694
MP-A,ALL,15m,600,5970,0.5031825795644891,-3.7450511011895635,-22357.955074101694
MP-A,ALL,ALL,600,5970,0.5031825795644891,-3.7450511011895635,-22357.955074101694
MP-B,ALL,15m,600,5970,0.5031825795644891,-3.7450511011895635,-22357.955074101694
MP-E,SOL,5m,180,4226,0.54070042593469,-3.750989841898091,-15851.683071861333
MP-E,SOL,ALL,180,4226,0.54070042593469,-3.750989841898091,-15851.683071861333
MP-E,SOL,ALL,240,5340,0.5938202247191011,-3.7589492245897715,-20072.78885930938
MP-D,SOL,ALL,150,551,0.5408348457350273,-3.7979810440775035,-2092.6875552867045
MP-D,SOL,5m,150,551,0.5408348457350273,-3.7979810440775035,-2092.6875552867045
MP-D,ALL,15m,300,168,0.47619047619047616,-3.7986956607815494,-638.1808710113003
MP-C,SOL,ALL,150,4223,0.46578261899123846,-3.8030610986956175,-16060.327019791594
MP-C,SOL,5m,150,4223,0.46578261899123846,-3.8030610986956175,-16060.327019791594
MP-E,ETH,5m,180,5555,0.44752475247524753,-3.82752233675351,-21261.88658066575
MP-A,SOL,5m,225,1580,0.4518987341772152,-3.848111570344355,-6080.016281144081
MP-B,SOL,ALL,225,1580,0.4518987341772152,-3.848111570344355,-6080.016281144081
MP-B,SOL,5m,225,1580,0.4518987341772152,-3.848111570344355,-6080.016281144081
MP-A,SOL,ALL,225,1580,0.4518987341772152,-3.848111570344355,-6080.016281144081
MP-D,ALL,5m,240,2402,0.5624479600333055,-3.848198983749651,-9243.373958966662
MP-E,SOL,5m,240,4092,0.6202346041055719,-3.8823001238651154,-15886.372106856052
MP-D,ETH,5m,240,1145,0.5510917030567686,-3.9018266204081353,-4467.591480367315
MP-A,SOL,ALL,150,4795,0.47007299270072994,-3.9881751739989646,-19123.299959325035
MP-A,SOL,5m,150,4795,0.47007299270072994,-3.9881751739989646,-19123.299959325035
MP-B,SOL,5m,150,4793,0.4700605049029835,-3.988286337943558,-19115.856417763473
MP-B,SOL,ALL,150,4793,0.4700605049029835,-3.988286337943558,-19115.856417763473
MP-A,ALL,ALL,780,918,0.5359477124183006,-3.988670190900754,-3661.599235246892
MP-B,ALL,15m,780,918,0.5359477124183006,-3.988670190900754,-3661.599235246892
MP-B,ALL,ALL,780,918,0.5359477124183006,-3.988670190900754,-3661.599235246892
MP-A,ALL,15m,780,918,0.5359477124183006,-3.988670190900754,-3661.599235246892
MP-E,SOL,ALL,210,4210,0.5762470308788599,-4.01649080571904,-16909.426292077158
MP-E,SOL,5m,210,4210,0.5762470308788599,-4.01649080571904,-16909.426292077158
MP-C,SOL,15m,ALL,9947,0.45481049562682213,-4.0233238378074,-40020.0022146702
MP-E,ALL,ALL,720,5047,0.5436893203883495,-4.025315856434831,-20315.76912742659
MP-E,ALL,15m,720,5047,0.5436893203883495,-4.025315856434831,-20315.76912742659
MP-C,ALL,ALL,210,15341,0.4905807965582426,-4.0396331946902775,-61972.01283974354
MP-C,ALL,5m,210,15341,0.4905807965582426,-4.0396331946902775,-61972.01283974354
MP-D,SOL,5m,180,537,0.5307262569832403,-4.060584438037496,-2180.533843226135
MP-D,SOL,ALL,180,537,0.5307262569832403,-4.060584438037496,-2180.533843226135
MP-D,ETH,ALL,15,282,0.4326241134751773,-4.061249860977564,-1145.272460795673
MP-D,ETH,5m,15,282,0.4326241134751773,-4.061249860977564,-1145.272460795673
MP-E,ETH,5m,240,5369,0.5170422797541442,-4.0704414426780104,-21854.200105738237
MP-C,ALL,15m,540,1102,0.4745916515426497,-4.074924965195531,-4490.567311645475
MP-C,ALL,ALL,540,1102,0.4745916515426497,-4.074924965195531,-4490.567311645475
MP-D,ALL,5m,270,1695,0.6106194690265486,-4.082584293876559,-6919.980378120767
MP-D,ALL,ALL,270,1695,0.6106194690265486,-4.082584293876559,-6919.980378120767
MP-D,SOL,ALL,240,812,0.5911330049261084,-4.0854484589957165,-3317.384148704522
MP-E,ETH,ALL,600,1970,0.5065989847715736,-4.086630817561734,-8050.662710596617
MP-E,ETH,15m,600,1970,0.5065989847715736,-4.086630817561734,-8050.662710596617
MP-A,SOL,ALL,180,4747,0.4647145565620392,-4.088262884595347,-19406.98391317411
MP-A,SOL,5m,180,4747,0.4647145565620392,-4.088262884595347,-19406.98391317411
MP-B,SOL,ALL,180,4746,0.4646017699115044,-4.089838844020329,-19410.37515372048
MP-B,SOL,5m,180,4746,0.4646017699115044,-4.089838844020329,-19410.37515372048
MP-C,ETH,5m,240,5023,0.48178379454509257,-4.112181835206009,-20655.48935823978
MP-C,ETH,15m,660,465,0.5204301075268817,-4.134402731088218,-1922.4972699560212
MP-C,ETH,ALL,660,465,0.5204301075268817,-4.134402731088218,-1922.4972699560212
MP-E,ALL,ALL,300,4654,0.6424581005586593,-4.148668059631633,-19307.90114952562
MP-B,SOL,ALL,135,1742,0.4500574052812859,-4.159424194678547,-7245.716947130028
MP-A,SOL,5m,135,1742,0.4500574052812859,-4.159424194678547,-7245.716947130028
MP-B,SOL,5m,135,1742,0.4500574052812859,-4.159424194678547,-7245.716947130028
MP-A,SOL,ALL,135,1742,0.4500574052812859,-4.159424194678547,-7245.716947130028
MP-D,SOL,ALL,210,712,0.547752808988764,-4.1611337129746095,-2962.7272036379222
MP-D,SOL,5m,210,712,0.547752808988764,-4.1611337129746095,-2962.7272036379222
MP-C,ALL,ALL,720,4458,0.46949304620906235,-4.175739121197335,-18615.445002297718
MP-C,ALL,15m,720,4458,0.46949304620906235,-4.175739121197335,-18615.445002297718
MP-A,ALL,ALL,255,4397,0.4737320900614055,-4.176269139684884,-18363.05540719443
MP-A,ALL,5m,255,4397,0.4737320900614055,-4.176269139684884,-18363.05540719443
MP-B,ALL,5m,255,4395,0.47349260523321957,-4.184323126858191,-18390.10014254175
MP-B,ALL,ALL,255,4395,0.47349260523321957,-4.184323126858191,-18390.10014254175
MP-E,SOL,ALL,600,1298,0.559322033898305,-4.203133635269691,-5455.667458580059
MP-E,SOL,15m,600,1298,0.559322033898305,-4.203133635269691,-5455.667458580059
MP-C,SOL,5m,180,4177,0.45989944936557337,-4.204894357774263,-17563.843732423098
MP-C,SOL,ALL,180,4177,0.45989944936557337,-4.204894357774263,-17563.843732423098
MP-B,ETH,15m,540,624,0.4326923076923077,-4.236997371671316,-2643.8863599229007
MP-B,ETH,ALL,540,624,0.4326923076923077,-4.236997371671316,-2643.8863599229007
MP-A,ETH,ALL,540,624,0.4326923076923077,-4.236997371671316,-2643.8863599229007
MP-A,ETH,15m,540,624,0.4326923076923077,-4.236997371671316,-2643.8863599229007
MP-A,SOL,15m,ALL,11392,0.4552317415730337,-4.247531596141646,-48387.87994324563
MP-B,SOL,15m,ALL,11390,0.45513608428446006,-4.250965925612999,-48418.50189273205
MP-E,SOL,ALL,840,1154,0.6421143847487002,-4.2618255412041055,-4918.146674549538
MP-E,SOL,15m,840,1154,0.6421143847487002,-4.2618255412041055,-4918.146674549538
MP-D,SOL,5m,60,567,0.47971781305114636,-4.267184454365043,-2419.4935856249795
MP-A,BTC,15m,720,2118,0.4806421152030217,-4.278010688333562,-9060.826637890485
MP-A,BTC,ALL,720,2118,0.4806421152030217,-4.278010688333562,-9060.826637890485
MP-B,BTC,15m,720,2118,0.4806421152030217,-4.278010688333562,-9060.826637890485
MP-B,BTC,ALL,720,2118,0.4806421152030217,-4.278010688333562,-9060.826637890485
MP-A,SOL,ALL,ALL,69998,0.4592845509871711,-4.290422809040664,-300321.0157872284
MP-E,SOL,15m,720,1310,0.6259541984732825,-4.291886401352157,-5622.371185771325
MP-E,SOL,ALL,720,1310,0.6259541984732825,-4.291886401352157,-5622.371185771325
MP-C,SOL,ALL,225,1376,0.436046511627907,-4.293297844590078,-5907.577834155947
MP-C,SOL,5m,225,1376,0.436046511627907,-4.293297844590078,-5907.577834155947
MP-B,SOL,ALL,ALL,69987,0.45922814236929715,-4.293850113375956,-300513.68788484304
MP-A,SOL,5m,ALL,58606,0.4600723475412074,-4.298760124287322,-251933.1358439828
MP-B,SOL,5m,ALL,58597,0.46002355069372153,-4.302185879688567,-252095.185992111
MP-A,ETH,ALL,195,1737,0.47322970639032813,-4.331328594667318,-7523.517768937132
MP-A,ETH,5m,195,1737,0.47322970639032813,-4.331328594667318,-7523.517768937132
MP-C,SOL,ALL,ALL,61415,0.45557274281527316,-4.333640201101114,-266150.5129506249
MP-D,SOL,ALL,195,184,0.4891304347826087,-4.338838010106064,-798.3461938595158
MP-D,SOL,5m,195,184,0.4891304347826087,-4.338838010106064,-798.3461938595158
MP-B,ETH,5m,195,1736,0.472926267281106,-4.340188519019868,-7534.567269018491
MP-B,ETH,ALL,195,1736,0.472926267281106,-4.340188519019868,-7534.567269018491
MP-B,ETH,5m,240,5943,0.4846037354871277,-4.3509497925734975,-25857.694617264293
MP-A,ETH,5m,240,5944,0.4845222072678331,-4.354423724304222,-25882.694617264293
MP-C,ETH,ALL,195,1479,0.46179851250845166,-4.356397930107911,-6443.1125386296
MP-C,ETH,5m,195,1479,0.46179851250845166,-4.356397930107911,-6443.1125386296
MP-C,ETH,15m,840,1124,0.4830960854092527,-4.358094631876623,-4898.498366229324
MP-C,ETH,ALL,840,1124,0.4830960854092527,-4.358094631876623,-4898.498366229324
MP-D,ETH,5m,270,865,0.5988439306358382,-4.3761801553220465,-3785.3958343535705
MP-D,ETH,ALL,270,865,0.5988439306358382,-4.3761801553220465,-3785.3958343535705
MP-D,SOL,ALL,720,84,0.5952380952380952,-4.3797252395876525,-367.8969201253628
MP-D,SOL,15m,720,84,0.5952380952380952,-4.3797252395876525,-367.8969201253628
MP-C,SOL,5m,ALL,51468,0.4557200590658273,-4.393613716016841,-226130.51073595477
MP-B,BTC,ALL,285,1175,0.39148936170212767,-4.4139644115741,-5186.408183599568
MP-A,BTC,ALL,285,1175,0.39148936170212767,-4.4139644115741,-5186.408183599568
MP-B,BTC,5m,285,1175,0.39148936170212767,-4.4139644115741,-5186.408183599568
MP-A,BTC,5m,285,1175,0.39148936170212767,-4.4139644115741,-5186.408183599568
MP-D,ALL,ALL,300,197,0.49746192893401014,-4.420892560186861,-870.9158343568115
MP-A,ALL,15m,720,5475,0.45680365296803654,-4.440624793779145,-24312.42074594082
MP-A,ALL,ALL,720,5475,0.45680365296803654,-4.440624793779145,-24312.42074594082
MP-B,ALL,15m,720,5474,0.4567044208987943,-4.446237835929743,-24338.705913879414
MP-B,ALL,ALL,720,5474,0.4567044208987943,-4.446237835929743,-24338.705913879414
MP-D,ETH,ALL,480,194,0.520618556701031,-4.462843527994744,-865.7916444309803
MP-D,ETH,15m,480,194,0.520618556701031,-4.462843527994744,-865.7916444309803
MP-C,ETH,ALL,720,1639,0.5015253203172666,-4.466551691241081,-7320.678221944132
MP-C,ETH,15m,720,1639,0.5015253203172666,-4.466551691241081,-7320.678221944132
MP-C,SOL,15m,480,1289,0.45151280062063615,-4.495974016331251,-5795.310507050983
MP-C,SOL,ALL,480,1289,0.45151280062063615,-4.495974016331251,-5795.310507050983
MP-A,ALL,ALL,540,1294,0.46908809891808345,-4.543742462108393,-5879.602745968261
MP-B,ALL,15m,540,1294,0.46908809891808345,-4.543742462108393,-5879.602745968261
MP-B,ALL,ALL,540,1294,0.46908809891808345,-4.543742462108393,-5879.602745968261
MP-A,ALL,15m,540,1294,0.46908809891808345,-4.543742462108393,-5879.602745968261
MP-A,ETH,ALL,660,537,0.5027932960893855,-4.549166995490647,-2442.9026765784774
MP-A,ETH,15m,660,537,0.5027932960893855,-4.549166995490647,-2442.9026765784774
MP-B,ETH,ALL,660,537,0.5027932960893855,-4.549166995490647,-2442.9026765784774
MP-B,ETH,15m,660,537,0.5027932960893855,-4.549166995490647,-2442.9026765784774
MP-E,ETH,5m,210,5535,0.4706413730803975,-4.603431551629841,-25479.993638271168
MP-E,ETH,ALL,210,5535,0.4706413730803975,-4.603431551629841,-25479.993638271168
MP-B,ALL,5m,240,16735,0.45867941440095605,-4.636375662947873,-77589.74671943265
MP-A,ALL,5m,240,16736,0.45865200764818354,-4.637592418704149,-77614.74671943265
MP-D,ALL,ALL,540,130,0.47692307692307695,-4.640154550829685,-603.220091607859
MP-D,ALL,15m,540,130,0.47692307692307695,-4.640154550829685,-603.220091607859
MP-A,SOL,15m,480,1474,0.460651289009498,-4.640842919322375,-6840.60246308118
MP-B,SOL,ALL,480,1474,0.460651289009498,-4.640842919322375,-6840.60246308118
MP-A,SOL,ALL,480,1474,0.460651289009498,-4.640842919322375,-6840.60246308118
MP-B,SOL,15m,480,1474,0.460651289009498,-4.640842919322375,-6840.60246308118
MP-C,ALL,5m,240,14404,0.4557067481255207,-4.657260601273685,-67083.18170074617
MP-C,ETH,15m,540,538,0.4275092936802974,-4.67206168176331,-2513.569184788661
MP-C,ETH,ALL,540,538,0.4275092936802974,-4.67206168176331,-2513.569184788661
MP-D,ETH,15m,180,35,0.4,-4.691544189542416,-164.20404663398455
MP-E,ETH,5m,300,1255,0.6836653386454183,-4.705489902364534,-5905.38982746749
MP-E,ALL,5m,300,3643,0.6862475981334065,-4.715594864984685,-17178.912093139206
MP-C,ALL,ALL,255,3806,0.464529689963216,-4.722749395983192,-17974.78420111203
MP-C,ALL,5m,255,3806,0.464529689963216,-4.722749395983192,-17974.78420111203
MP-E,ETH,ALL,300,1765,0.6135977337110482,-4.807121428292066,-8484.569320935498
MP-B,BTC,ALL,540,670,0.5029850746268657,-4.829427441858745,-3235.7163860453593
MP-B,BTC,15m,540,670,0.5029850746268657,-4.829427441858745,-3235.7163860453593
MP-A,BTC,15m,540,670,0.5029850746268657,-4.829427441858745,-3235.7163860453593
MP-A,BTC,ALL,540,670,0.5029850746268657,-4.829427441858745,-3235.7163860453593
MP-D,SOL,ALL,255,174,0.5057471264367817,-4.839082889521009,-842.0004227766556
MP-D,SOL,5m,255,174,0.5057471264367817,-4.839082889521009,-842.0004227766556
MP-E,ALL,5m,270,12582,0.5570656493403274,-4.85558496367458,-61092.97001295356
MP-E,ALL,ALL,270,12582,0.5570656493403274,-4.85558496367458,-61092.97001295356
MP-A,ETH,5m,225,1737,0.491076568796776,-4.883283074285177,-8482.262700033352
MP-B,ETH,ALL,225,1737,0.491076568796776,-4.883283074285177,-8482.262700033352
MP-B,ETH,5m,225,1737,0.491076568796776,-4.883283074285177,-8482.262700033352
MP-A,ETH,ALL,225,1737,0.491076568796776,-4.883283074285177,-8482.262700033352
MP-D,BTC,5m,255,83,0.5180722891566265,-4.8954848677373946,-406.3252440222037
