rule,asset,tf,n,wr,dpt,sum_pnl
MP_change_with,BTC,15m,2758,0.5206671501087745,-0.6864798949925359,-1893.3115503894142
MP_change_with,BTC,ALL,7780,0.5176092544987146,-1.3193774504493827,-10264.756564496198
MP_change_with,ETH,5m,8273,0.5304000967001088,-1.588691619477803,-13143.245767939863
MP_change_with,ETH,15m,1414,0.5381895332390382,-1.627430061166856,-2301.1861064899344
MP_change_with,ETH,ALL,9687,0.5315371115928564,-1.5943462242623925,-15444.431874429796
MP_change_with,SOL,5m,4089,0.5575935436537051,-3.439552356637745,-14064.32958629174
MP_change_with,SOL,15m,779,0.5789473684210527,-1.8147232996692142,-1413.6694504423178
MP_change_with,SOL,ALL,4868,0.5610106820049302,-3.1795396542181713,-15477.999036734058
MP_change_with,ALL,5m,17384,0.5326161988034974,-2.046653265550989,-35579.02036833839
MP_change_with,ALL,15m,4951,0.5348414461724904,-1.132734216788864,-5608.167107321666
MP_change_with,ALL,ALL,22335,0.5331094694425789,-1.8440648075066064,-41187.18747566005
L1_micro_dev_with,BTC,5m,46992,0.5113210759278175,-1.6408861062787408,-77108.51990625059
L1_micro_dev_with,BTC,15m,14116,0.5238027769906489,-1.6412362360709132,-23167.69070837701
L1_micro_dev_with,BTC,ALL,61108,0.5142043594946651,-1.6409669865586762,-100276.21061462759
L1_micro_dev_with,ETH,5m,44018,0.5253759825525921,-2.342091327598057,-103094.17605821128
L1_micro_dev_with,ETH,15m,12821,0.4838936120427424,-2.9802936585580952,-38210.34499637334
L1_micro_dev_with,ETH,ALL,56839,0.5160189306638048,-2.486048682323486,-141304.52105458462
L1_micro_dev_with,SOL,5m,30255,0.44881837712774747,-5.251643277503726,-158888.46736087525
L1_micro_dev_with,SOL,15m,11146,0.45594832226807824,-4.262105401356575,-47505.426803520386
L1_micro_dev_with,SOL,ALL,41401,0.4507379048815246,-4.985239346015692,-206393.89416439564
L1_micro_dev_with,ALL,5m,121265,0.500828763451944,-2.7962822193158545,-339091.1633253371
L1_micro_dev_with,ALL,15m,38083,0.4905075755586482,-2.8591093797303446,-108883.46250827072
L1_micro_dev_with,ALL,ALL,159348,0.4983620754574893,-2.811297448562943,-447974.62583360786
