stack,depth,n_train,wr_train,dpt_train,n_val,wr_val,dpt_val,n_lockbox,wr_lockbox,dpt_lockbox,dd_lockbox,ls_lockbox,sum_lockbox,sharpe_lockbox,n_full,wr_full,dpt_full,sum_full,proj_32d,proj_full,proj_honest,boot_p_lockbox
g_2asset_either_trending_with|g_cci_extreme_with|g_ribbon_slope_with|g_tr_above_ema200,4,328,0.7286585365853658,1.8605635027510212,218,0.7522935779816514,4.532437528809442,111,0.7927927927927928,5.04121243976452,114.85122183445378,2,559.5745808138616,2.128174713237604,657,0.7473363774733638,3.284491310497192,2157.910790996655,3045.95096823012,2135.6777707257806,2135.6777707257806,0.0145
g_f7_v7_with|g_tod_us_open|g_tr_above_ema200|g_vwap_in_45_85,4,530,0.7358490566037735,2.4727767171864974,121,0.6363636363636364,-1.000653470627613,144,0.8472222222222222,6.479601024624673,172.67359206485298,5,933.0625475459528,5.277470898385564,795,0.740880503144654,2.66988067636334,2122.5551377088555,5078.970467141803,2100.686387805188,2100.686387805188,0.0
g_2asset_either_trending_with|g_cci_extreme_with|g_hurst_reverting|g_tr_full_stack_with,4,196,0.7704081632653061,5.929245233402654,115,0.8347826086956521,4.377715399258592,52,0.903846153846154,8.161445348531519,58.48508477173424,2,424.395158123639,2.168223471310585,363,0.8099173553719008,5.757477947066937,2089.964494785298,2310.124310719674,2068.4315272632675,2068.4315272632675,0.001
g_2asset_either_trending_with|g_cci_extreme_with|g_hurst_reverting|g_ribbon_slope_with,4,224,0.7053571428571429,3.310241051105413,146,0.7465753424657534,5.688329582518927,71,0.8309859154929577,7.20623646227462,50.0,2,511.642788821498,2.2946684683817224,441,0.7392290249433107,4.724791163983841,2083.632903316874,2785.042247151687,2062.165170373609,2062.165170373609,0.0025
g_btc_f7_against|g_cci_extreme_with|g_hurst_reverting|g_tr_full_stack_with,4,394,0.7385786802030457,1.837877956538192,264,0.8143939393939394,3.09222999369838,99,0.8080808080808081,5.090414521456277,140.1372852861058,2,503.9510376241715,1.969202409557808,757,0.774108322324967,2.700691771250451,2044.423670836592,2743.173481467573,2023.359911803729,2023.359911803729,0.011
g_2asset_either_trending_with|g_cci_extreme_with|g_rf_with|g_tr_full_stack_with,4,287,0.7874564459930313,4.538049128680621,170,0.8117647058823529,3.1310506359506625,84,0.8095238095238095,4.359843164258287,90.83122219576848,2,366.2268257976961,1.5874526423044546,541,0.7985212569316081,4.068254221516908,2200.925533840647,1993.494688425459,2178.249331370773,1993.494688425459,0.0445
g_R1_full|g_btc_trend_15m_with|g_cci_extreme_with|g_tod_us_afternoon,4,125,0.8,10.637639834063998,66,0.8787878787878788,2.576383696836249,70,0.8428571428571429,7.157519016751049,120.75592815651044,4,501.0263311725735,2.8655097876181155,261,0.8314176245210728,7.66579553418301,2000.7726344217656,2727.2533293493743,1980.158613339844,1980.158613339844,0.001
g_2asset_either_trending_with|g_cci_extreme_with|g_hurst_reverting,3,249,0.7028112449799196,2.962854470063568,160,0.7375,5.083151306214174,78,0.7948717948717948,5.497857983365595,125.57729810444152,4,428.8329227025164,1.8511900160428127,487,0.728952772073922,4.065478223290786,1979.8878947426128,2334.280542577364,1959.4890497664765,1959.4890497664765,0.0175
g_2asset_either_trending_with|g_R1_five|g_cci_extreme_with|g_hurst_reverting,4,248,0.7016129032258065,2.90256865492759,159,0.7358490566037735,5.030721644152724,77,0.8051948051948052,5.893934061071642,125.57729810444152,4,453.8329227025164,1.9765388585502048,484,0.7293388429752066,4.07759233583645,1973.5546905448416,2470.363875910697,1953.2210967634703,1953.2210967634703,0.0115
g_2asset_either_trending_with|g_bb_pos_extreme_with|g_cci_extreme_with|g_hurst_reverting,4,243,0.7037037037037037,2.9410438021399337,157,0.7388535031847133,5.242297169435593,77,0.7922077922077922,5.531501153502239,125.57729810444152,4,425.9255888196724,1.838756079299241,477,0.7295597484276729,4.116645468220262,1963.6398883410648,2318.45495514175,1943.408447067248,1943.408447067248,0.019
g_f7_v7_with|g_tod_us_open|g_tr_partial_stack_with|g_vwap_in_45_85,4,429,0.7505827505827506,2.991357162516761,90,0.6777777777777778,0.3624146126568943,117,0.8205128205128205,5.315541997885361,199.2253525500909,5,621.9184137525872,3.7389049045935474,636,0.7531446540880503,3.046899294986475,1937.827951611398,3385.309232193249,1917.8624515038864,1917.8624515038864,0.0
g_2asset_either_trending_with|g_cci_extreme_with|g_ribbon_slope_with|g_tr_full_stack_with,4,272,0.7757352941176471,3.664022728038777,162,0.8148148148148148,3.1713841606498487,83,0.8313253012048193,4.738935813665799,89.85122183445367,2,393.3316725342614,1.7342699584122792,517,0.7969052224371374,3.682224542719699,1903.7100885860843,2141.035404161496,1884.096105855197,1884.096105855197,0.033
g_btc_f7_strong_with|g_tod_us_afternoon|g_tr_full_stack_with,3,844,0.8080568720379147,1.2832464393038696,173,0.8208092485549133,0.0340634960563778,160,0.8625,5.041912805506297,220.93804956440363,5,806.7060488810075,3.2773024398120123,1177,0.8173322005097706,1.6105854107656985,1895.6590284712267,4391.169926075618,1876.1279960566744,1876.1279960566744,0.0
g_f7_v7_with|g_ribbon_agrees|g_tod_us_open|g_vwap_in_45_85,4,503,0.7395626242544732,2.5638257577500174,126,0.626984126984127,-1.553775677056504,146,0.8082191780821918,5.308678015300109,118.55311014132845,4,775.066990233816,4.016198726522725,775,0.7341935483870968,2.411478207836072,1868.8956110729555,4218.947983506071,1849.6403229588705,1849.6403229588705,0.0
g_f7_v7_with|g_tod_us_afternoon|g_tr_full_stack_with,3,1072,0.8097014925373134,1.0693622559323643,233,0.7725321888412017,-1.8326857062245236,250,0.872,4.572644488459137,244.170263143792,6,1143.161122114784,4.056543075157276,1555,0.8141479099678457,1.197750283552389,1862.501690923965,6222.60704137814,1843.31227956293,1843.31227956293,0.0
g_btc_f7_with|g_tod_us_afternoon|g_tr_full_stack_with|g_vwap_in_45_85,4,527,0.7438330170777988,2.268685618551943,96,0.7291666666666666,1.8141156223971735,122,0.7622950819672131,4.027604042478579,105.86564470222812,4,491.3676931823866,2.593411674368519,745,0.7449664429530202,2.4981478039052205,1861.1201139093887,2674.678143222791,1841.9449369782012,1841.9449369782012,0.005
g_R1_full|g_btc_trend_5m_with|g_cci_extreme_with|g_tod_us_afternoon,4,173,0.7514450867052023,6.127191951219629,84,0.8333333333333334,3.5579964033791915,108,0.8518518518518519,4.5686578181777335,100.0,4,493.4150443631952,2.842557724801293,365,0.8,5.074769725501488,1852.290949808043,2685.8225581503257,1833.206740022142,1833.206740022142,0.002
g_2asset_either_trending_with|g_R1_six|g_cci_extreme_with|g_hurst_reverting,4,222,0.7117117117117117,3.9837906648889536,142,0.7464788732394366,5.945929382434636,62,0.8064516129032258,5.362144787694321,156.99768053055396,4,332.4529768370479,1.5525124286873209,426,0.7370892018779343,4.838442433681018,2061.1764767481136,1809.6523705829973,2039.9401130482845,1809.6523705829973,0.0375
g_f7_v7_with|g_tod_us_open|g_tr_above_cloud|g_vwap_in_45_85,4,502,0.7290836653386454,2.4266441674182637,119,0.6470588235294118,-0.6866380289914927,142,0.8098591549295775,4.8510416408314585,210.2948027110007,5,688.847912998067,3.6973889743370334,763,0.7313237221494102,2.392284874956812,1825.313359592048,3749.628806419478,1806.5071007356448,1806.5071007356448,0.0
g_R1_five|g_f7_v7_with|g_tod_us_open|g_vwap_in_45_85,4,423,0.7494089834515366,3.0913182271856434,97,0.6494845360824743,-0.7370393345005872,122,0.7786885245901639,4.039901409074858,186.92123427869308,5,492.8679719071327,2.700907972544093,642,0.7398753894080997,2.693150726729132,1729.0027665601028,2682.8446604144915,1711.1887986622107,1711.1887986622107,0.0035
g_btc_trend_15m_with|g_btc_trend_5m_with|g_cci_extreme_with|g_stoch_strong_with,4,244,0.7336065573770492,3.736716383583266,100,0.85,1.378880867369736,124,0.8387096774193549,4.336627560563941,124.7525254909195,3,537.7418175099286,2.664741144484311,468,0.7863247863247863,3.3918562005154254,1587.388701841219,2927.107959979045,1571.033787943461,1571.033787943461,0.0025
g_btc_f7_with|g_f7_v7_overbought|g_tr_full_stack_with|g_vwap_in_45_85,4,462,0.7229437229437229,1.5664640188682908,153,0.6993464052287581,0.3881095439886603,173,0.7861271676300579,4.505094620394654,150.0,6,779.381369328275,3.639538311478963,788,0.7322335025380711,1.9828280536493528,1562.46850627569,4242.432587043577,1546.370345908001,1546.370345908001,0.0
g_R1_full|g_cci_extreme_with|g_f7_v7_oversold|g_tod_us_afternoon,4,193,0.772020725388601,7.211627442584362,52,0.8846153846153846,1.6444253726777918,46,0.8260869565217391,5.758488867947103,75.0,3,264.8904879255668,1.7792175749764951,291,0.8006872852233677,5.98709520179929,1742.2447037235934,1441.887222608168,1724.2943037458351,1441.887222608168,0.038
g_3asset_unanimity|g_cci_extreme_with|g_stoch_strong_with|g_tod_us_open,4,58,0.7586206896551724,19.305367415003847,33,0.8787878787878788,1.229535054367646,38,0.868421052631579,6.905011455611252,25.0,1,262.3904353132276,2.3179604413763,129,0.8217054263565892,11.02849924168669,1422.676402177583,1428.2786028883352,1408.0185240945414,1408.0185240945414,0.0055
g_btc_trend_30m_with|g_btc_trend_5m_with|g_cci_extreme_with|g_stoch_strong_with,4,181,0.7292817679558011,4.74978558592401,83,0.8674698795180723,1.3383633220685631,102,0.803921568627451,4.231220663535204,150.0,6,431.5845076805908,2.188259305581694,366,0.7814207650273224,3.831638946624391,1402.379854464527,2349.2583368080154,1387.9310923276196,1387.9310923276196,0.011
g_R1_full|g_cci_extreme_with|g_f7_v7_oversold|g_hurst_reverting,4,184,0.7608695652173914,5.963932270808421,121,0.743801652892562,-1.3669890192638394,42,0.8571428571428571,11.039584148932112,99.0319213505906,3,463.6625342551487,1.3035394805997635,347,0.7665706051873199,4.021960809086378,1395.6204007529734,2523.86972812886,1381.241281472488,1381.241281472488,0.029
g_cci_extreme_with|g_f7_v7_oversold|g_hurst_reverting,3,497,0.7283702213279678,1.821521444318266,276,0.717391304347826,-0.7806476679428189,125,0.72,5.606967889801008,282.94374343625606,3,700.870986225126,1.5086332735642798,898,0.7238307349665924,1.548673037526822,1390.7083876990862,3815.074401685435,1376.379877037944,1376.379877037944,0.048
g_f7_v7_with|g_mfi_with|g_tod_us_open|g_vwap_in_45_85,4,438,0.7214611872146118,2.418966530986794,104,0.5865384615384616,-3.2342274764819807,135,0.7925925925925926,4.908018197194721,147.14929167828092,5,662.5824566212874,3.4742787747901662,677,0.7149187592319055,2.046868743928179,1385.7301396393773,3606.657172208541,1371.45292001885,1371.45292001885,0.0005
g_R1_full|g_btc_trend_15m_with|g_cci_extreme_with|g_tod_us_open,4,68,0.7941176470588235,18.16513946968536,33,0.8484848484848485,2.1793563822647863,37,0.8108108108108109,6.776285385416698,70.75592815651045,2,250.72255926041785,1.8188758550865465,138,0.8115942028985508,11.288918868215651,1557.87080381376,1364.7664642408745,1541.8200137138604,1364.7664642408745,0.0255
g_R1_full|g_btc_trend_30m_with|g_cci_extreme_with|g_tod_us_open,4,56,0.8035714285714286,21.7259736710753,34,0.8529411764705882,1.9386267153740675,46,0.8260869565217391,5.346906958244448,77.08731448472821,2,245.9577200792446,1.7421512130127863,136,0.8235294117647058,11.239158485163086,1528.5255539821796,1338.8298562980212,1512.777108880545,1338.8298562980212,0.041
g_cci_extreme_with|g_f7_v7_oversold|g_stoch_strong_with,3,580,0.7706896551724138,1.273188698313864,149,0.7986577181208053,-0.6648785198685009,145,0.8620689655172413,4.128251629934106,86.80595712460605,3,598.5964863404454,2.758750079001249,874,0.7906178489702517,1.4164519815813266,1237.9790319020794,3258.3602073131574,1225.224096421876,1225.224096421876,0.0025
g_bb_pos_extreme_with|g_cci_strong_with|g_ribbon_slope_strong|g_tod_eu_open,4,102,0.7549019607843137,7.801600284680064,60,0.7833333333333333,-0.2132428526360311,53,0.7547169811320755,7.519104131545911,121.86644017327916,4,398.5125189719333,1.6789561465454208,215,0.7627906976744186,5.4952612876797104,1181.4811768511377,2169.2364782705567,1169.3083404835804,1169.3083404835804,0.038
g_cci_strong_with|g_parent_ranging|g_ribbon_slope_strong|g_tod_eu_open,4,70,0.7428571428571429,11.480314356118395,49,0.7551020408163265,-0.5003794776407043,56,0.75,7.12082110308826,125.60134899142176,5,398.76598177294255,1.6616905102294983,175,0.7485714285714286,6.730682241696202,1177.8693922968357,2170.6161607840504,1165.733768254989,1165.733768254989,0.036
g_bb_pos_extreme_with|g_rf_strong|g_ribbon_slope_strong|g_tod_eu_open,4,90,0.7333333333333333,8.722511949794766,47,0.8085106382978723,-0.6571570680283241,40,0.75,9.97241952326579,123.71052599217424,3,398.8967809306316,1.7406972091960766,177,0.7570621468926554,6.514330362795647,1153.0364742148297,2171.328144199071,1141.156704480495,1141.156704480495,0.023
g_cci_strong_with|g_rf_with|g_ribbon_slope_strong|g_tod_eu_open,4,106,0.7358490566037735,6.760812668814855,60,0.8,0.3468922753877637,55,0.7454545454545455,7.177774730068922,125.60134899142176,5,394.7776101537907,1.6452133536670068,221,0.755656108597285,5.123245654169372,1132.2372895714311,2148.9061246038,1120.5718144667558,1120.5718144667558,0.0325
g_bb_pos_strong_with|g_cci_strong_with|g_ribbon_slope_strong|g_tod_eu_open,4,108,0.7407407407407407,6.999173409998867,61,0.7868852459016393,-0.0686305487989212,55,0.7454545454545455,6.863652556201548,146.86644017327916,5,377.5008905910851,1.575866621422707,224,0.7544642857142857,5.04118372943852,1129.2251553942283,2054.863181117473,1117.5907143992576,1117.5907143992576,0.044
g_f7_v7_with|g_mfi_strong_with|g_tod_us_open|g_vwap_in_45_85,4,334,0.7305389221556886,2.5889654385495624,84,0.5595238095238095,-4.653445218033572,112,0.8214285714285714,5.81435502953928,147.14929167828092,4,651.2077633083994,3.9616269507779145,530,0.7226415094339622,2.122703436734213,1125.032821469133,3544.740924942054,1113.441574217633,1113.441574217633,0.0005
g_cci_strong_with|g_rf_strong|g_ribbon_slope_strong|g_tod_eu_open,4,95,0.7157894736842105,7.590913297893789,47,0.8085106382978723,-0.6571570680283241,40,0.75,9.97241952326579,123.71052599217424,4,398.8967809306316,1.7406972091960766,182,0.7472527472527473,5.984325066116541,1089.1471620332104,2171.328144199071,1077.925645818323,1077.925645818323,0.028
g_2asset_confluence_against|g_2asset_either_trending_with|g_bb_pos_extreme_with|g_parent_slope_with,4,53,0.8113207547169812,14.848812843709942,46,0.6304347826086957,1.0052611510878926,30,0.8333333333333334,8.32115427276906,79.28052804166944,3,249.6346281830718,1.8983099742324137,129,0.751937984496124,8.39429241743986,1082.863721849742,1358.8444927431876,1071.706944109472,1071.706944109472,0.0225
g_bb_pos_extreme_with|g_f7_v7_with|g_tod_us_open|g_vwap_in_45_85,4,223,0.7668161434977578,3.663664192125646,39,0.6153846153846154,-3.18332400248065,68,0.8235294117647058,5.702377970812514,139.88492288208624,3,387.761702015251,3.029956716627696,330,0.7606060606060606,3.274573275037954,1080.6091807625248,2110.7161979696825,1069.4756316273956,1069.4756316273956,0.002
g_btc_trend_30m_with|g_cci_extreme_with|g_stoch_strong_with|g_tod_us_open,4,39,0.7692307692307693,30.41213324499068,23,1.0,5.84624183603051,38,0.8421052631578947,5.065090998806268,52.5702239111084,1,192.47345795463815,1.6544045894157124,100,0.85,15.130102167379764,1513.0102167379764,1047.6971894664136,1497.4216266261303,1047.6971894664136,0.0365
g_btc_f7_with|g_tod_asia_late|g_tr_stack_with,3,231,0.8658008658008658,2.52142511310688,51,0.8823529411764706,2.685260347249735,70,0.9285714285714286,4.688597932546994,25.0,1,328.2018552782896,3.258343132490719,352,0.8806818181818182,2.976134471919646,1047.5993341157157,1786.512098898156,1036.8058864308866,1036.8058864308866,0.0005
g_cci_extreme_with|g_rf_with|g_ribbon_slope_strong|g_tod_eu_open,4,80,0.775,7.625280971697864,51,0.803921568627451,1.1186069782122363,49,0.7551020408163265,7.082813167386459,121.86644017327916,4,347.0578452019365,1.516053628871508,180,0.7777777777777778,5.63405154903661,1014.1292788265898,1889.1515373825405,1003.680674135649,1003.680674135649,0.0475
g_cci_extreme_with|g_parent_ranging|g_ribbon_slope_strong|g_tod_eu_open,4,55,0.7818181818181819,11.63722513939842,43,0.7674418604651163,0.3133617488793206,50,0.76,7.020924336421769,121.86644017327916,4,351.0462168210884,1.5333387631177826,148,0.7702702702702703,6.787622666823055,1004.5681546898122,1910.8615735627911,994.2180585505836,994.2180585505836,0.0375
g_btc_f7_with|g_stoch_strong_with|g_tod_us_afternoon|g_vwap_in_45_85,4,270,0.7111111111111111,2.558078035553826,36,0.6944444444444444,0.8055772558438975,68,0.7941176470588235,4.103101909432105,100.0,4,279.0109298413832,2.116772169587811,374,0.7245989304812834,2.670301552543574,998.6927806512966,1518.749494769929,988.4032186688288,988.4032186688288,0.0155
g_R1_full|g_btc_f7_against|g_stoch_strong_with|g_tod_us_open,4,190,0.7473684210526316,4.669399076440602,72,0.7916666666666666,-1.22291948835521,40,0.85,4.70425903534061,50.0,2,188.1703614136244,1.9549475524103035,302,0.7715231788079471,3.2692251085290187,987.3059827757636,1024.2740006281622,977.1337393168618,977.1337393168618,0.026
g_R1_six|g_cci_extreme_with|g_ribbon_slope_strong|g_tod_eu_open,4,74,0.7702702702702703,7.881268810140407,46,0.782608695652174,0.4123722655276336,48,0.7708333333333334,7.8074321419429715,100.0,4,374.7567428132626,1.6541605590024655,168,0.7738095238095238,5.815117612963832,976.9397589779238,2039.9258700468597,966.8743190369393,966.8743190369393,0.0235
g_f7_v7_with|g_tod_us_open|g_tr_full_stack_with|g_vwap_in_45_85,4,264,0.7613636363636364,2.802402650240933,52,0.6538461538461539,-2.0204089788674717,66,0.8333333333333334,4.826721277121662,82.8553973950211,3,318.5636042900297,2.706276681963357,382,0.7591623036649214,2.4956456467343653,953.3366370525276,1734.047886018728,943.5143807919864,943.5143807919864,0.0055
g_btc_f7_against|g_cci_extreme_with|g_mfi_strong_with|g_tod_eu_open,4,139,0.7266187050359713,2.7976262580507214,53,0.7169811320754716,1.0794302117731664,63,0.8412698412698413,7.703817605177214,50.0,2,485.3405091261645,2.198466012006945,255,0.7529411764705882,3.6526288636046775,931.4203602191928,2641.870171343422,921.8239080229948,921.8239080229948,0.0045
g_cci_extreme_with|g_mfi_with|g_ribbon_slope_strong|g_tod_eu_open,4,68,0.7647058823529411,8.250450695337145,48,0.7708333333333334,0.305861139572058,45,0.7555555555555555,7.853945162668646,100.0,4,353.4275323200891,1.560871475537905,161,0.7639751552795031,5.771052883866296,929.1395143024736,1923.8238675956843,919.5665617308724,919.5665617308724,0.049
g_cci_extreme_with|g_rf_full_align|g_ribbon_slope_strong|g_tod_eu_open,4,69,0.7681159420289855,8.894000219293881,42,0.7857142857142857,-0.8074385916863608,37,0.7567567567567568,9.403840720920714,98.71052599217424,3,347.9421066740664,1.5758903032059774,148,0.7702702702702703,6.268349330773764,927.715700954517,1893.964867329168,918.1574179749856,918.1574179749856,0.0415
g_f7_v7_with|g_tod_us_open|g_tr_above_ema800|g_vwap_in_45_85,4,354,0.731638418079096,2.0403773464648283,75,0.56,-5.004249024040305,92,0.8586956521739131,5.908507771564431,107.8553973950211,4,543.5827149839276,4.077811850797269,521,0.7293666026871402,1.7093236445862845,890.5576188294541,2958.9019118958463,881.3821766960597,881.3821766960597,0.0
g_cci_extreme_with|g_mfi_strong_with|g_ribbon_slope_strong|g_tod_eu_open,4,62,0.7580645161290323,8.561148474765258,46,0.7608695652173914,0.1274866408488673,41,0.7560975609756098,8.57481100615799,100.0,4,351.5672512524776,1.5709907923648303,149,0.7583892617449665,5.961227128637392,888.2228421669714,1913.697737650986,879.0714553082814,879.0714553082814,0.0345
g_R1_six|g_f7_v7_with|g_tod_us_open|g_vwap_in_45_85,4,297,0.7272727272727273,1.7673813026445715,62,0.6129032258064516,-2.538411743847141,89,0.8314606741573034,5.850245491294928,75.0,3,520.6718487252485,3.6580806960990406,448,0.7321428571428571,1.9825950167235795,888.2025674921637,2834.1904298944364,879.0513895240624,879.0513895240624,0.0
g_btc_f7_against|g_cci_extreme_with|g_mfi_with|g_tod_eu_open,4,155,0.7225806451612903,2.7199439148549303,54,0.7037037037037037,0.5964778004440338,69,0.8115942028985508,6.272299469367737,50.0,2,432.78866338637386,1.9006451130388653,278,0.7410071942446043,3.1891718396146254,886.5897714128658,2355.812957699828,877.4552101316423,877.4552101316423,0.018
g_2asset_regime_trending_with|g_mp_no_extreme_50|g_ribbon_slope_with|g_tod_us_evening,4,37,0.8378378378378378,19.8437269916892,41,0.6341463414634146,-4.733385450347983,31,0.8709677419354839,9.269401327768866,50.0,2,287.35144116083484,2.0583621379118635,109,0.7706422018348624,7.59174804026668,827.5005363890681,1564.1496780521445,818.9747732868776,818.9747732868776,0.006
g_2asset_regime_trending_with|g_mp_no_extreme_50|g_tod_us_evening|g_tr_above_ema50,4,47,0.8085106382978723,14.902770657884416,52,0.6923076923076923,-2.314788595183205,32,0.90625,7.358132481281808,50.0,2,235.46023940101784,2.7863844159445312,131,0.7862595419847328,6.225354605893578,815.5214533720588,1281.688569806207,807.119111125195,807.119111125195,0.003
g_cci_extreme_with|g_ev_ge_30|g_f7_v7_strong_with|g_tod_eu_open,4,158,0.8544303797468354,3.894798253376021,49,0.7959183673469388,0.3829832426852057,39,0.8461538461538461,4.524188185356477,42.250262765511245,1,176.4433392289026,1.920143196626294,246,0.8414634146341463,3.2950717160727203,810.5876421538892,960.4399098693264,802.2361331135156,802.2361331135156,0.0325
g_ribbon_agrees|g_ribbon_slope_strong|g_tod_eu_open,3,113,0.7168141592920354,2.900700039527587,61,0.819672131147541,0.8954162034925701,59,0.7627118644067796,7.183602145752437,125.0,5,423.8325265993938,1.7637697543136088,233,0.7553648068669528,3.460223259566772,806.232019479058,2307.061719789367,797.9253865510917,797.9253865510917,0.0255
g_2asset_either_trending_with|g_cci_extreme_with|g_hurst_reverting|g_vwap_in_45_85,4,129,0.7286821705426356,1.500980020268345,87,0.7586206896551724,3.629402111670191,42,0.8333333333333334,7.063680093245805,59.93666118207975,1,296.6745639163238,2.997492054590599,258,0.7558139534883721,3.1242595745978567,806.058970246247,1614.8985429178556,797.7541202497705,797.7541202497705,0.0005
g_2asset_regime_trending_with|g_mp_no_extreme_100|g_mp_no_extreme_50|g_tod_us_evening,4,77,0.7012987012987013,7.702621615202635,77,0.6753246753246753,-1.8449732918310928,54,0.7962962962962963,6.52575073433895,125.0,5,352.3905396543033,1.7915224746474403,208,0.7163461538461539,3.8626416372784247,803.4294605539123,1918.1791708515907,795.1517024754779,795.1517024754779,0.028
g_2asset_confluence_against|g_2asset_either_trending_with|g_bb_pos_extreme_with,3,203,0.729064039408867,2.128058545632687,128,0.6328125,-0.5195763302178866,86,0.7325581395348837,5.084863536240733,137.9703984706032,4,437.2982641167031,1.6987987394061836,417,0.7002398081534772,1.925151987079734,802.7883786122491,2380.3602176752534,794.5172256204864,794.5172256204864,0.0355
g_2asset_confluence_against|g_f7_v7_with|g_stoch_strong_with|g_vwap_in_55_80,4,137,0.7153284671532847,1.6605960844912904,62,0.8064516129032258,3.577083392415078,55,0.8363636363636363,6.405906031905368,145.22866973884803,5,352.32483175479524,3.310576061997194,254,0.7637795275590551,3.155927817558413,801.605665659837,1917.821500851935,793.3466981954627,793.3466981954627,0.001
g_cci_extreme_with|g_f7_v7_strong_with|g_mp_no_extreme_100|g_tod_eu_open,4,147,0.8775510204081632,4.35641878925996,45,0.8444444444444444,1.5046439859897147,30,0.8666666666666667,4.750389321195844,25.0,1,142.51167963587534,1.896541513118139,222,0.8693693693693694,3.83159559021003,850.6142210266266,775.7385761512812,841.8503169312007,775.7385761512812,0.033
