stack,depth,n_train,wr_train,dpt_train,n_val,wr_val,dpt_val,n_lockbox,wr_lockbox,dpt_lockbox,dd_lockbox,ls_lockbox,sum_lockbox,sharpe_lockbox,n_full,wr_full,dpt_full,sum_full,proj_32d,proj_full,proj_honest
g_R1_six|g_btc_f7_against|g_cci_extreme_with|g_hurst_reverting,4,429,0.7132867132867133,3.2161541034634293,279,0.7921146953405018,7.874583264411533,110,0.7636363636363637,4.857661292946692,172.7527296979536,2,534.3427422241361,1.87787986081844,818,0.7469437652811736,5.02577210682245,4111.081583380765,2908.605660173381,4068.724985248962,2908.605660173381
g_f7_v7_with|g_tod_us_afternoon|g_tr_above_ema200|g_vwap_in_45_85,4,1054,0.7125237191650854,1.562865249119773,257,0.6614785992217899,-0.19956892107688523,290,0.7862068965517242,4.589859697488579,377.8817976462046,8,1331.0593122716878,4.728584429361434,1601,0.7176764522173642,1.828251138118157,2927.030072127169,7245.39952313222,2896.8727925961616,2896.8727925961616
g_btc_trend_5m_with|g_cci_extreme_with|g_mfi_strong_with,3,783,0.7100893997445722,1.141579621868659,389,0.7455012853470437,4.271086217060611,429,0.7226107226107226,1.2106390203803474,352.00148825468654,7,519.3641397431691,1.115958681140219,1601,0.722048719550281,1.9204706571535963,3074.6735221029076,2827.072134001983,3042.995067632756,2827.072134001983
g_f7_v7_with|g_tod_us_afternoon|g_vwap_in_45_85,3,1504,0.6788563829787234,1.2843404907556313,372,0.6370967741935484,-0.6303593421757515,440,0.7090909090909091,2.566561016694614,626.1838909331715,14,1129.2868473456301,2.8920685121416514,2316,0.6778929188255614,1.2203977850400345,2826.44127015272,6147.084739051379,2797.3203600966012,2797.3203600966012
g_btc_f7_against|g_cci_extreme_with|g_hurst_reverting|g_ribbon_agrees,4,464,0.7004310344827587,2.552588016609378,290,0.7793103448275862,7.333594106299252,118,0.7542372881355932,4.193743952892729,208.11011221774078,3,494.861786441342,1.7105824826251514,872,0.7339449541284404,4.364684537815226,3806.004916974877,2693.6976575290378,3766.791532981802,2693.6976575290378
g_2asset_confluence_against|g_bb_pos_extreme_with|g_vwap_in_55_80,3,1260,0.7126984126984127,1.0903286359692002,661,0.6883509833585476,0.2572027300569066,771,0.7211413748378729,1.4787515821142843,236.80026108135803,5,1140.117469810113,2.449533469803739,2692,0.7091381872213968,0.9970068929045025,2683.942555698921,6206.0394273330485,2656.289814215962,2656.289814215962
g_btc_f7_strong_with|g_favorite|g_tod_us_afternoon|g_tr_above_cloud,4,1112,0.8381294964028777,1.766635803388285,274,0.7992700729927007,0.4342512660330999,300,0.8266666666666667,1.9772797726879021,359.0925979423034,10,593.1839318063707,2.465533357914516,1686,0.8297746144721234,1.5875846928038038,2676.667792067213,3228.8978687993435,2649.090002694399,2649.090002694399
g_2asset_confluence_against|g_rf_full_align|g_tr_full_stack_with|g_vwap_in_55_80,4,995,0.7326633165829146,1.6488093510253037,488,0.6782786885245902,-0.08812416373185485,601,0.7304492512479202,1.7469939156088785,321.02811597832067,6,1049.943343280936,2.5883431793166434,2084,0.7192898272552783,1.2703954201775278,2647.504055649968,5715.191598592562,2620.2267411372104,2620.2267411372104
g_btc_f7_with|g_tod_us_afternoon|g_tr_above_cloud|g_vwap_in_45_85,4,906,0.7306843267108167,2.427737217758879,218,0.6605504587155964,0.10922761483052387,280,0.7071428571428572,1.7140063738013591,419.83849347518316,10,479.92178466438054,1.589938030024187,1404,0.7150997150997151,1.9254012279109538,2703.2633239869792,2612.3742478564445,2675.411520042871,2612.3742478564445
g_btc_f7_with|g_favorite|g_tod_us_afternoon|g_tr_above_cloud,4,1385,0.8353790613718411,1.5820135684506245,352,0.78125,-0.276393464221578,400,0.81,1.3374924164949198,292.68117594560107,10,534.9969665979679,1.8940894242931459,2137,0.8217126813289658,1.2301334859597977,2628.7952594960875,2912.1668215149384,2601.710702277036,2601.710702277036
g_btc_f7_against|g_cci_extreme_with|g_hurst_reverting|g_tr_partial_stack_with,4,440,0.7204545454545455,1.7251263734235687,283,0.7915194346289752,7.803079118999715,110,0.7727272727272727,4.288068086309958,190.1372852861058,3,471.6874894940954,1.7182370774916547,833,0.751500600240096,4.128468768880415,3439.014484477386,2567.552234479526,3403.582214031255,2567.552234479526
g_btc_f7_against|g_cci_extreme_with|g_hurst_reverting|g_tr_above_ema200,4,440,0.7204545454545455,1.7251263734235687,283,0.7915194346289752,7.803079118999715,110,0.7727272727272727,4.288068086309958,190.1372852861058,3,471.6874894940954,1.7182370774916547,833,0.751500600240096,4.128468768880415,3439.014484477386,2567.552234479526,3403.582214031255,2567.552234479526
g_btc_f7_with|g_tr_full_stack_with|g_vwap_in_45_85,3,2035,0.7071253071253071,1.0433370514849614,464,0.6637931034482759,-0.964213125033195,553,0.7233273056057866,1.6460928416797365,407.1189797280181,9,910.2893414488942,2.2454856025922396,3052,0.703473132372215,0.8473412028851206,2586.085351205388,4955.008315286814,2559.440835465696,2559.440835465696
g_btc_f7_against|g_cci_extreme_with|g_hurst_reverting,3,470,0.6914893617021277,2.200852850439897,292,0.7773972602739726,7.418868455171792,119,0.7478991596638656,3.9484183734566556,208.11011221774078,3,469.861786441342,1.6160264855888027,881,0.7275822928490352,4.166370278159202,3670.572215058257,2557.6143241957043,3632.75419829705,2557.6143241957043
g_2asset_confluence_against|g_cci_strong_with|g_vwap_in_55_80,3,1764,0.7091836734693877,1.047282991242786,901,0.6714761376248612,-0.24359409485190522,1045,0.7043062200956938,0.9057830249071153,459.60179844715867,9,946.5432610279355,1.7152157684148444,3710,0.6986522911051213,0.6939278108136505,2574.4721781186436,5152.3504841953945,2547.9473132531784,2547.9473132531784
g_2asset_confluence_against|g_bb_pos_extreme_with|g_rf_full_align|g_vwap_in_55_80,4,1005,0.7253731343283583,1.5744796491238116,524,0.6793893129770993,0.027821066707138294,591,0.7241962774957699,1.6244864757399697,253.70812211593577,4,960.0715071623222,2.359852793192198,2120,0.7136792452830188,1.2061329214557988,2557.0017934862935,5225.98923732024,2530.6569265231014,2530.6569265231014
g_2asset_confluence_against|g_R1_six|g_cci_extreme_with|g_vwap_in_45_85,4,841,0.751486325802616,2.158364070015911,442,0.6719457013574661,-0.9078358963153691,566,0.7279151943462897,1.9552676268330913,201.1866799378181,4,1106.6814767875296,2.6973694915911337,1849,0.7252568956192537,1.3632245502971971,2520.6021934995174,6024.036171980119,2494.632352718007,2494.632352718007
g_R1_full|g_cci_extreme_with|g_hurst_reverting|g_ribbon_slope_with,4,879,0.8043230944254836,1.819807527569701,551,0.7894736842105263,0.7438542439202828,198,0.7727272727272727,2.383752598414186,201.89046746626775,3,471.98301448600887,1.1202025265489954,1628,0.7954545454545454,1.5242368056632998,2481.457519619852,2569.1608755188413,2455.890987599526,2455.890987599526
g_2asset_confluence_against|g_tod_us_afternoon|g_tr_above_ema200|g_vwap_in_55_80,4,780,0.735897435897436,2.1113633345503504,310,0.6870967741935484,0.5771962322560265,399,0.7218045112781954,1.6194331934088761,594.1518408864054,11,646.1538441701416,1.9207819321240198,1489,0.7219610476830087,1.6601397428601634,2471.948077118783,3517.2307584328037,2446.479521172711,2446.479521172711
g_btc_f7_with|g_cci_extreme_with|g_mp_no_extreme_100|g_rf_full_align,4,1060,0.819811320754717,1.918996122003093,327,0.7553516819571865,-0.3916802396162032,293,0.7610921501706485,1.9021799059696651,182.5466054839718,4,557.3387124491119,1.7358907048111603,1680,0.7970238095238096,1.4663066448916027,2463.3951634178925,3033.780391431332,2438.0147284008594,2438.0147284008594
g_R1_full|g_cci_extreme_with|g_hurst_reverting|g_tr_above_ema200,4,948,0.8016877637130801,1.5436399756576733,592,0.7905405405405406,0.7160701453684543,210,0.7857142857142857,2.654207747542155,177.86244327876994,3,557.3836269838525,1.3207485998188513,1750,0.796,1.3969530571231152,2444.6678499654518,3034.024876215437,2419.480363026413,2419.480363026413
g_R1_full|g_cci_extreme_with|g_hurst_reverting|g_tr_partial_stack_with,4,948,0.8016877637130801,1.5436399756576733,592,0.7905405405405406,0.7160701453684543,210,0.7857142857142857,2.654207747542155,177.86244327876994,3,557.3836269838525,1.3207485998188513,1750,0.796,1.3969530571231152,2444.6678499654518,3034.024876215437,2419.480363026413,2419.480363026413
g_2asset_confluence_against|g_cci_extreme_with|g_rf_with|g_vwap_in_45_85,4,944,0.7415254237288136,1.8077209588531877,500,0.682,-0.2810476327794152,613,0.7128874388254486,1.4280731338242145,275.9150480123941,5,875.4088310342435,2.01929119464222,2057,0.7185221195916383,1.1868612541574841,2441.3735998019447,4765.142070263066,2416.220053622167,2416.220053622167
g_btc_f7_strong_with|g_favorite|g_tod_us_afternoon|g_tr_partial_stack_with,4,1003,0.8354935194416749,1.50134558095669,227,0.8237885462555066,1.1547979082942417,253,0.849802371541502,2.6293992290457977,221.02960333413193,7,665.2380049485868,3.1481074540008582,1483,0.8361429534726905,1.6407462898387994,2433.2267478309395,3621.112206936807,2408.157138913893,2408.157138913893
g_f7_v7_with|g_tod_us_afternoon|g_tr_partial_stack_with|g_vwap_in_45_85,4,839,0.7222884386174017,1.7357289225945218,197,0.6700507614213198,0.07834495341698185,241,0.7717842323651453,3.935158006217687,400.55599178874456,6,948.3730794984626,3.6483590614010057,1277,0.7235708692247454,1.8951320292704867,2420.0836013784115,5162.310796069964,2395.149406697543,2395.149406697543
g_btc_f7_with|g_rf_strong|g_tr_above_ema800|g_vwap_in_45_85,4,1442,0.7094313453536755,1.5085816806060726,320,0.628125,-2.2377861377805415,380,0.7368421052631579,2.5213940053524246,267.0695390200948,5,958.1297220339213,2.8423299070380623,2142,0.7021475256769374,1.1285774702979012,2417.4129413781043,5215.419453604645,2392.506262588148,2392.506262588148
g_btc_f7_with|g_tod_us_afternoon|g_tr_partial_stack_with|g_vwap_in_45_85,4,787,0.7306226175349428,2.1393988009689195,177,0.6779661016949152,0.8000714929505904,232,0.7241379310344828,2.5315912448247184,292.1536375132418,7,587.3291687993346,2.1564436412717782,1196,0.7215719063545151,2.017264782118837,2412.648679414129,3197.028442164378,2387.791086959559,2387.791086959559
g_R1_full|g_cci_extreme_with|g_hurst_reverting|g_tr_above_cloud,4,949,0.8008429926238145,1.5156698597718383,593,0.7892074198988196,0.6727040911604133,211,0.7867298578199052,2.7055042953311212,164.3846639477557,3,570.8614063148666,1.352242326234701,1753,0.7952082144894467,1.3737282540196614,2408.1456292964663,3107.3889217072565,2383.3344319037146,2383.3344319037146
g_2asset_confluence_against|g_f7_v7_with|g_favorite|g_tod_us_afternoon,4,774,0.8294573643410853,1.9336221924244148,284,0.8063380281690141,1.1282148798508196,309,0.7993527508090615,1.9031902498216726,541.8453713243634,15,588.0857871948969,2.248696684642665,1367,0.8178493050475494,1.75941652524435,2405.1223900090267,3201.146968297555,2380.342341142267,2380.342341142267
g_R1_full|g_btc_trend_5m_with|g_cci_extreme_with|g_tr_full_stack_with,4,585,0.7760683760683761,2.080797711776964,302,0.8079470198675497,2.412021806184564,323,0.7739938080495357,1.3441940788696713,264.69360986307606,5,434.17468747490386,1.4390884358658116,1210,0.7834710743801653,1.9668363093654266,2379.8719343321663,2363.357548821726,2355.3520416754104,2355.3520416754104
g_btc_f7_with|g_cci_extreme_with|g_mp_no_extreme_100|g_ribbon_slope_with,4,1211,0.8199834847233691,1.6422292332717263,378,0.7619047619047619,-0.46727854750744274,339,0.7581120943952803,1.6159648929883152,176.70109683521852,4,547.8120987230388,1.5937489137709793,1928,0.7977178423236515,1.2240251085359368,2359.9204092572863,2981.9238573824077,2335.6060777679686,2335.6060777679686
g_2asset_confluence_against|g_f7_v7_with_loose|g_favorite|g_tod_us_afternoon,4,950,0.8273684210526315,1.8905412034972382,346,0.8092485549132948,1.2132812793934575,402,0.7761194029850746,1.0633252672451974,653.9708426760415,17,427.45675743256936,1.3946140805893006,1698,0.8115429917550059,1.556693888942922,2643.2662234250815,2326.7896162912853,2616.032571426156,2326.7896162912853
g_btc_f7_with|g_cci_extreme_with|g_mp_no_extreme_100|g_rf_with,4,1258,0.8171701112877583,1.5556188252078464,393,0.7608142493638677,-0.5301593010025791,347,0.760806916426513,1.7305526033086338,199.05646905505296,4,600.5017533480959,1.7358318069961012,1998,0.7962962962962963,1.175734549632409,2349.1176301655532,3268.731210724802,2324.914600036575,2324.914600036575
g_2asset_either_trending_with|g_cci_extreme_with|g_rf_with|g_tr_above_ema200,4,344,0.7325581395348837,2.448563286650352,227,0.7533039647577092,4.4966399212876365,114,0.7631578947368421,4.232190649800845,134.07881213344064,3,482.4697340772964,1.789600562095433,685,0.7445255474452555,3.424106228930381,2345.512766817311,2626.243585827416,2321.3468777046473,2321.3468777046473
g_2asset_either_trending_with|g_cci_extreme_with|g_rf_with|g_tr_partial_stack_with,4,344,0.7325581395348837,2.448563286650352,227,0.7533039647577092,4.4966399212876365,114,0.7631578947368421,4.232190649800845,134.07881213344064,3,482.4697340772964,1.789600562095433,685,0.7445255474452555,3.424106228930381,2345.512766817311,2626.243585827416,2321.3468777046473,2321.3468777046473
g_R1_full|g_cci_extreme_with|g_hurst_reverting,3,953,0.7985309548793285,1.4388894084685584,593,0.7892074198988196,0.6727040911604133,211,0.7867298578199052,2.7055042953311212,164.3846639477557,3,570.8614063148666,1.352242326234701,1757,0.7939669891861126,1.332405542768086,2341.0365386435274,3107.3889217072565,2316.9167682453817,2316.9167682453817
g_2asset_confluence_against|g_cci_extreme_with|g_mfi_with|g_vwap_in_45_85,4,781,0.7451984635083226,1.8059484544915698,420,0.6833333333333333,-0.4727328069455214,517,0.7350096711798839,2.180656107548584,227.57953399346695,4,1127.399207602618,2.8965698219761085,1718,0.7270081490104773,1.3616397972313241,2339.297171643415,6136.809686716917,2315.1953219961792,2315.1953219961792
g_2asset_confluence_against|g_cci_extreme_with|g_favorite|g_vwap_in_45_85,4,968,0.7448347107438017,1.7198898848438577,504,0.6884920634920635,-0.4102793820811946,601,0.7271214642262895,1.4653839494581105,240.55563075316468,4,880.6957536243244,2.1419008320202333,2073,0.7260009647853353,1.1282047050575286,2338.7683535842566,4793.9205522284055,2314.6719523655097,2314.6719523655097
g_2asset_confluence_against|g_tod_us_afternoon|g_tr_above_cloud|g_vwap_in_55_80,4,782,0.7365728900255755,2.2591678637097163,295,0.6813559322033899,0.2049821877788749,381,0.7112860892388452,1.3323256441098699,600.9201515773,12,507.6160704058604,1.522043341172244,1458,0.7187928669410151,1.601340936365999,2334.7550852216264,2763.1234765759,2310.7000328284335,2310.7000328284335
g_2asset_confluence_against|g_cci_extreme_with|g_rf_with|g_vwap_in_55_80,4,698,0.7607449856733525,2.6520694501852295,361,0.6842105263157895,-0.16430118847353156,435,0.7172413793103448,1.2380452668181823,169.78582346401174,3,538.5496910659093,1.5407038366985324,1494,0.7295850066934404,1.5598269332371182,2330.3814382562546,2931.5054850354327,2306.3714476802807,2306.3714476802807
g_2asset_either_trending_with|g_cci_extreme_with|g_hurst_reverting|g_tr_partial_stack_with,4,239,0.7196652719665272,3.5623315439725873,152,0.7631578947368421,6.063815406704252,70,0.8571428571428571,7.880162302400608,75.0,3,551.6113611680425,2.530074471946953,461,0.754880694143167,5.042751717996828,2324.708541996538,3002.604509291378,2300.756999442634,2300.756999442634
g_2asset_either_trending_with|g_cci_extreme_with|g_hurst_reverting|g_tr_above_ema200,4,239,0.7196652719665272,3.5623315439725873,152,0.7631578947368421,6.063815406704252,70,0.8571428571428571,7.880162302400608,75.0,3,551.6113611680425,2.530074471946953,461,0.754880694143167,5.042751717996828,2324.708541996538,3002.604509291378,2300.756999442634,2300.756999442634
g_btc_f7_with|g_rf_strong|g_tr_full_stack_with|g_vwap_in_45_85,4,1324,0.716012084592145,1.5665419440791384,297,0.6262626262626263,-2.4102249279512926,343,0.749271137026239,2.7841233255316054,241.6207879337456,5,954.9543006573406,3.055636874744774,1964,0.7082484725050916,1.177810097258954,2313.2190310165856,5198.134576578123,2289.385865242475,2289.385865242475
g_R1_full|g_btc_trend_5m_with|g_cci_extreme_with|g_tr_above_ema800,4,588,0.7738095238095238,1.9985925591800695,303,0.8052805280528053,2.321553087352272,325,0.7723076923076924,1.3270204325227641,264.69360986307606,5,431.28164056989834,1.420746375939393,1216,0.78125,1.899576193121314,2309.8846508355177,2347.609730168813,2286.085839281455,2286.085839281455
g_2asset_confluence_against|g_cci_extreme_with|g_ribbon_agrees|g_vwap_in_55_80,4,744,0.7513440860215054,2.330573609115252,383,0.6840731070496083,-0.16834548451878573,458,0.7205240174672489,1.384605024310006,187.57059176968417,3,634.1491011339828,1.7720751215045067,1585,0.7261829652996845,1.453387726022104,2303.619545745035,3451.884940505979,2279.8852837585705,2279.8852837585705
g_R1_full|g_cci_extreme_with|g_hurst_reverting|g_mfi_strong_with,4,865,0.8,1.580829053561806,551,0.7858439201451906,0.5700208971073575,191,0.7905759162303665,3.254282186503504,118.77696805849399,3,621.5678976221693,1.491488415423918,1607,0.7940261356565028,1.433146573278958,2303.0665432592855,3383.4012560566744,2279.3379788741895,2279.3379788741895
g_R1_full|g_btc_trend_5m_with|g_cci_extreme_with|g_tr_partial_stack_with,4,589,0.7741935483870968,2.030623283150864,304,0.8026315789473685,2.2316795574596653,325,0.7723076923076924,1.2964370059551207,264.69360986307606,5,421.3420269354142,1.3903782944034664,1218,0.7807881773399015,1.8849012530205342,2295.809726179011,2293.505099951771,2272.1559290001965,2272.1559290001965
g_R1_full|g_btc_trend_5m_with|g_cci_extreme_with|g_tr_above_ema200,4,589,0.7741935483870968,2.030623283150864,304,0.8026315789473685,2.2316795574596653,325,0.7723076923076924,1.2964370059551207,264.69360986307606,5,421.3420269354142,1.3903782944034664,1218,0.7807881773399015,1.8849012530205342,2295.809726179011,2293.505099951771,2272.1559290001965,2272.1559290001965
g_2asset_confluence_against|g_cci_extreme_with|g_ribbon_slope_with|g_vwap_in_45_85,4,913,0.7349397590361446,1.6438168606687062,483,0.6832298136645962,-0.1987434676708523,591,0.7123519458544839,1.5045228048099646,268.62302566803646,5,889.172977642689,2.0804117336360446,1987,0.7156517362858581,1.1544965659527913,2293.984676548196,4840.064908301703,2270.3496829110327,2270.3496829110327
g_2asset_either_trending_with|g_R1_five|g_cci_extreme_with|g_tr_above_ema200,4,365,0.736986301369863,2.298212005884576,236,0.75,4.167928633181336,122,0.7704918032786885,3.8581485683998564,139.85122183445378,3,470.6941253447825,1.7353819115678957,723,0.7468879668049793,3.17174642451376,2293.1726649234483,2562.1450222934322,2269.5460374666613,2269.5460374666613
g_2asset_either_trending_with|g_R1_five|g_cci_extreme_with|g_tr_partial_stack_with,4,365,0.736986301369863,2.298212005884576,236,0.75,4.167928633181336,122,0.7704918032786885,3.8581485683998564,139.85122183445378,3,470.6941253447825,1.7353819115678957,723,0.7468879668049793,3.17174642451376,2293.1726649234483,2562.1450222934322,2269.5460374666613,2269.5460374666613
g_btc_f7_with|g_cci_extreme_with|g_mp_no_extreme_100|g_rf_strong,4,1099,0.8180163785259327,1.8918796313470856,333,0.7477477477477478,-0.6645992060245504,304,0.75,1.3955991240232999,216.10973518304155,5,424.2621337030832,1.293859039136517,1736,0.7926267281105991,1.3145888899466331,2282.126312947355,2309.400214457116,2258.6134963897157,2258.6134963897157
g_2asset_either_trending_with|g_cci_extreme_with|g_cci_with|g_tr_above_ema200,4,367,0.7356948228882834,2.221081351922877,236,0.75,4.167928633181336,122,0.7704918032786885,3.8581485683998564,139.85122183445378,3,470.6941253447825,1.7353819115678957,725,0.7462068965517241,3.1302926054224467,2269.462138931274,2562.1450222934322,2246.079801742285,2246.079801742285
g_2asset_either_trending_with|g_cci_extreme_with|g_tr_partial_stack_with,3,367,0.7356948228882834,2.221081351922877,236,0.75,4.167928633181336,122,0.7704918032786885,3.8581485683998564,139.85122183445378,3,470.6941253447825,1.7353819115678957,725,0.7462068965517241,3.1302926054224467,2269.462138931274,2562.1450222934322,2246.079801742285,2246.079801742285
g_2asset_either_trending_with|g_cci_extreme_with|g_tr_above_ema50|g_tr_partial_stack_with,4,367,0.7356948228882834,2.221081351922877,236,0.75,4.167928633181336,122,0.7704918032786885,3.8581485683998564,139.85122183445378,3,470.6941253447825,1.7353819115678957,725,0.7462068965517241,3.1302926054224467,2269.462138931274,2562.1450222934322,2246.079801742285,2246.079801742285
g_2asset_either_trending_with|g_cci_extreme_with|g_cci_strong_with|g_tr_above_ema200,4,367,0.7356948228882834,2.221081351922877,236,0.75,4.167928633181336,122,0.7704918032786885,3.8581485683998564,139.85122183445378,3,470.6941253447825,1.7353819115678957,725,0.7462068965517241,3.1302926054224467,2269.462138931274,2562.1450222934322,2246.079801742285,2246.079801742285
g_2asset_either_trending_with|g_bb_pos_with|g_cci_extreme_with|g_tr_partial_stack_with,4,367,0.7356948228882834,2.221081351922877,236,0.75,4.167928633181336,122,0.7704918032786885,3.8581485683998564,139.85122183445378,3,470.6941253447825,1.7353819115678957,725,0.7462068965517241,3.1302926054224467,2269.462138931274,2562.1450222934322,2246.079801742285,2246.079801742285
g_2asset_either_trending_with|g_cci_extreme_with|g_cci_strong_with|g_tr_partial_stack_with,4,367,0.7356948228882834,2.221081351922877,236,0.75,4.167928633181336,122,0.7704918032786885,3.8581485683998564,139.85122183445378,3,470.6941253447825,1.7353819115678957,725,0.7462068965517241,3.1302926054224467,2269.462138931274,2562.1450222934322,2246.079801742285,2246.079801742285
g_2asset_either_trending_with|g_cci_extreme_with|g_tr_above_ema200,3,367,0.7356948228882834,2.221081351922877,236,0.75,4.167928633181336,122,0.7704918032786885,3.8581485683998564,139.85122183445378,3,470.6941253447825,1.7353819115678957,725,0.7462068965517241,3.1302926054224467,2269.462138931274,2562.1450222934322,2246.079801742285,2246.079801742285
g_2asset_either_trending_with|g_bb_pos_with|g_cci_extreme_with|g_tr_above_ema200,4,367,0.7356948228882834,2.221081351922877,236,0.75,4.167928633181336,122,0.7704918032786885,3.8581485683998564,139.85122183445378,3,470.6941253447825,1.7353819115678957,725,0.7462068965517241,3.1302926054224467,2269.462138931274,2562.1450222934322,2246.079801742285,2246.079801742285
g_2asset_either_trending_with|g_cci_extreme_with|g_tr_above_cloud|g_tr_partial_stack_with,4,367,0.7356948228882834,2.221081351922877,236,0.75,4.167928633181336,122,0.7704918032786885,3.8581485683998564,139.85122183445378,3,470.6941253447825,1.7353819115678957,725,0.7462068965517241,3.1302926054224467,2269.462138931274,2562.1450222934322,2246.079801742285,2246.079801742285
g_2asset_either_trending_with|g_cci_extreme_with|g_cci_with|g_tr_partial_stack_with,4,367,0.7356948228882834,2.221081351922877,236,0.75,4.167928633181336,122,0.7704918032786885,3.8581485683998564,139.85122183445378,3,470.6941253447825,1.7353819115678957,725,0.7462068965517241,3.1302926054224467,2269.462138931274,2562.1450222934322,2246.079801742285,2246.079801742285
g_2asset_either_trending_with|g_cci_extreme_with|g_tr_above_ema200|g_tr_above_ema50,4,367,0.7356948228882834,2.221081351922877,236,0.75,4.167928633181336,122,0.7704918032786885,3.8581485683998564,139.85122183445378,3,470.6941253447825,1.7353819115678957,725,0.7462068965517241,3.1302926054224467,2269.462138931274,2562.1450222934322,2246.079801742285,2246.079801742285
g_2asset_either_trending_with|g_cci_extreme_with|g_tr_above_ema200|g_tr_partial_stack_with,4,367,0.7356948228882834,2.221081351922877,236,0.75,4.167928633181336,122,0.7704918032786885,3.8581485683998564,139.85122183445378,3,470.6941253447825,1.7353819115678957,725,0.7462068965517241,3.1302926054224467,2269.462138931274,2562.1450222934322,2246.079801742285,2246.079801742285
g_2asset_either_trending_with|g_cci_extreme_with|g_tr_above_cloud|g_tr_above_ema200,4,367,0.7356948228882834,2.221081351922877,236,0.75,4.167928633181336,122,0.7704918032786885,3.8581485683998564,139.85122183445378,3,470.6941253447825,1.7353819115678957,725,0.7462068965517241,3.1302926054224467,2269.462138931274,2562.1450222934322,2246.079801742285,2246.079801742285
