source,strategy_id,hypothesis,asset,tf,n_trades,win_rate,dpt_usd,sharpe,max_dd_usd,p_value,perm_p,boot_lo,gates_passed,n_gates_total,notes,n_gates_passed,rank_score
,BTC_15m_sms_markov_sized_hold3,N_sms_port,BTC,15m,3966.0,0.2713061018658598,-0.2989034283693089,-5.307138030189231,-1191.6518924314214,4.109763341339151e-189,,-0.3222574123390439,G1,4,,1,-4.882138030189231
,ETH_5m_sms_session_asia_hold3,N_sms_port,ETH,5m,16871.0,0.3126074328729773,-0.3047137908299158,-5.207778777410718,-5141.69608518913,0.0,,-0.3162859630974828,none,4,,0,-4.907778777410718
,N5.2_sweep_nan_to_SOL,N5,SOL,,115.0,0.2608695652173913,-0.334675264518758,-5.333330272485855,,0.0004677681046623,,,G1,4,UP/0.2,1,-4.9083302724858555
,SOL_5m_sms_regime_trending_hold3,N_sms_port,SOL,5m,32.0,0.40625,-0.718582876073066,-4.933144209049738,-24.22104081081737,0.3770855874754488,,-1.4293145038730255,none,4,,0,-4.933144209049738
,SOL_5m_sms_markov_sized_hold3,N_sms_port,SOL,5m,17824.0,0.3255722621184919,-0.2925555868033348,-5.28593227780782,-5215.084705049358,0.0,,-0.3034986117403286,none,4,,0,-4.98593227780782
,N2-C_pos|SOL|h4h|z1.5,N2-C_pos,SOL,4h_hold,27.0,0.3333333333333333,-0.8939225585254178,-5.043237308559718,,0.1220781207084655,0.9410589410589412,-0.6853829902505308,none,5,OK,0,-5.043237308559718
,BTC_15m_sms_session_asia_hold3,N_sms_port,BTC,15m,5694.0,0.3047067088162978,-0.3192019972420903,-5.49589164442096,-1817.715603776433,7.378530025960518e-196,,-0.3401395269571842,G1,4,,1,-5.07089164442096
,SOL_1m_liq_long_250k_15m_continuation,N1,SOL,1m,7.0,0.2857,-3.0422,-4.199,-38.75,0.45312,,,NONE,4,liq_long_>=$250k_15m_continuation,1,-5.074
,SOL_1m_cascade_15m_continuation,N1,SOL,1m,15.0,0.3333,-2.9594,-4.228,-70.41,0.30176,,,NONE,4,cascade_5+_60s_15m_continuation,1,-5.103
,N5.2_sweep_nan_to_SOL,N5,SOL,,26.0,0.3076923076923077,-0.5527927901083874,-5.173625216981959,,0.1090412630377741,,,none,4,UP/0.3,0,-5.173625216981959
,N5.2_sweep_nan_to_SOL,N5,SOL,,7.0,0.5714285714285714,-2.829998949248413,-4.327308387281684,,0.4979028367386142,,,none,4,DOWN/0.5,0,-5.327308387281684
,ETH_1m_liq_long_500k_30m_continuation,N1,ETH,1m,8.0,0.375,-1.9542,-4.467,-21.33,0.72656,,,NONE,4,liq_long_>=$500k_30m_continuation,1,-5.342
,SOL_1m_liq_long_100k_15m_continuation,N1,SOL,1m,8.0,0.25,-3.05,-4.5,-38.75,0.28906,,,NONE,4,liq_long_>=$100k_15m_continuation,1,-5.375
,BTC_5m_choch_pure_hold5,N_sms_port,BTC,5m,4386.0,0.2694938440492476,-0.2939851965301862,-5.823923503694835,-1292.2124465376055,2.2710892820125116e-212,,-0.312772144842125,G1,4,,1,-5.398923503694835
,N11_inv_nan_to_nan,N11_inverse,,,911.0,0.2579582875960483,-0.6492329599215056,-5.85773953280234,,0.0,,,none,4,DOWN/nan,0,-5.55773953280234
,BTC_5m_pure_sms_hold5,N_sms_port,BTC,5m,54500.0,0.2668623853211009,-0.2902999324885492,-5.941930093111527,-15832.148313687265,0.0,,-0.2959241794251919,none,4,,0,-5.641930093111527
,N5.2_sweep_nan_to_ETH,N5,ETH,,24.0,0.2083333333333333,-1.8542491706653133,-5.659234273622856,,0.094071959938192,,,none,4,DOWN/0.3,0,-5.659234273622856
,BTC_5m_5m_liq_AND_15m_ranging,N_sms_port,BTC,5m,45906.0,0.2598353156450137,-0.2919126732002211,-5.968487409319853,-13412.573899184545,0.0,,-0.297702849951124,none,4,,0,-5.668487409319853
,N5.2_sweep_nan_to_SOL,N5,SOL,,10.0,0.4,-0.7063685850016207,-4.691949789700467,,0.374361608166367,,,none,4,UP/0.5,0,-5.691949789700467
,N2-B|BTC|h1h|z1.5,N2-B,BTC,1h_hold,64.0,0.234375,-0.5372751200772181,-6.1252430688277695,,2.436457216293327e-05,1.0,-0.7227946130407363,G1,5,OK,1,-5.72524306882777
,ETH_1m_liq_long_100k_15m_continuation,N1,ETH,1m,9.0,0.4444,-2.3896,-4.89,-29.17,1.0,,,NONE,4,liq_long_>=$100k_15m_continuation,1,-5.765
,ETH_1m_liq_long_250k_15m_continuation,N1,ETH,1m,9.0,0.4444,-2.3896,-4.89,-29.17,1.0,,,NONE,4,liq_long_>=$250k_15m_continuation,1,-5.765
,N5.2_sweep_nan_to_ETH,N5,ETH,,24.0,0.25,-1.0684301557422955,-5.775810610951127,,0.0878822971009163,,,none,4,DOWN/0.3,0,-5.775810610951127
,BTC_5m_bos_pure_hold5,N_sms_port,BTC,5m,6503.0,0.2451176380132246,-0.3195962175949495,-6.17146024945011,-2077.3141640177014,0.0,,-0.3369002554222134,none,4,,0,-5.87146024945011
,N5.6_xasset_nan_to_LINKUSDT,N5,LINKUSDT,,38.0,0.2368421052631578,-0.7041829961429584,-6.087929952602382,,0.023435580123202,,,G1,4,UP/0.5,1,-5.962929952602382
,ETH_5m_sms_regime_trending_hold3,N_sms_port,ETH,5m,47.0,0.2553191489361702,-0.4413765437068146,-6.134227659260899,-19.075614245984497,0.0010885382064742,,-0.7069731940957773,G1,4,,1,-6.009227659260899
,N11_pair_nan_to_nan,N11,,,1069.0,0.2899906454630496,-0.6727907768170552,-6.365922917934299,,0.0,,,none,4,UP/nan,0,-6.065922917934299
,N5.2_sweep_nan_to_SOL,N5,SOL,,3.0,0.6666666666666666,-3.484309568434796,-5.18781777482921,,0.6284101823671855,,,none,4,DOWN/1.0,0,-6.18781777482921
,SOL_1m_liq_long_500k_5m_continuation,N1,SOL,1m,6.0,0.3333,-2.9218,-5.376,-26.36,0.6875,,,NONE,4,liq_long_>=$500k_5m_continuation,1,-6.251
,N5.2_sweep_nan_to_SOL,N5,SOL,,26.0,0.3846153846153846,-2.1184682034229905,-6.262419387322601,,0.055165780469444,,,none,4,DOWN/0.3,0,-6.262419387322601
,N2-C_pos|SOL|h72h|z1.5,N2-C_pos,SOL,72h_hold,27.0,0.4444444444444444,-4.418492286170241,-6.268226167894776,,0.7011080384254456,0.9690309690309692,-0.7752177151537689,none,5,OK,0,-6.268226167894776
,N5.2_sweep_nan_to_ETH,N5,ETH,,24.0,0.25,-0.5403692913040602,-6.358649522638991,,0.0619344857462547,,,none,4,DOWN/0.3,0,-6.358649522638991
,N5.2_sweep_nan_to_ETH,N5,ETH,,27.0,0.1851851851851851,-0.6324623291091889,-6.484720928975155,,0.0434698339895793,,,G1,4,UP/0.3,1,-6.359720928975155
,SOL_5m_pure_sms_hold1,N_sms_port,SOL,5m,41173.0,0.2615306147232409,-0.2911678810513349,-6.717375738824355,-11988.699623002976,0.0,,-0.2966617341070007,none,4,,0,-6.417375738824355
,BTC_1m_liq_long_500k_5m_reversion,N1,BTC,1m,5.0,0.4,-1.2974,-5.636,-10.48,1.0,,,NONE,4,liq_long_>=$500k_5m_reversion,1,-6.511
,BTC_5m_bos_AND_liq_hold5,N_sms_port,BTC,5m,188.0,0.2393617021276596,-0.2722156458805582,-7.026626631761461,-52.4497647085712,4.310641117829026e-13,,-0.3471458697367436,G1,4,,1,-6.601626631761461
,ETH_5m_sms_markov_sized_hold3,N_sms_port,ETH,5m,15122.0,0.25935722787991,-0.3098190742997463,-6.960269062467705,-4688.236053929014,0.0,,-0.3189015014435414,none,4,,0,-6.660269062467705
,BTC_5m_sms_session_londNy_hold3,N_sms_port,BTC,5m,33402.0,0.2317825279923357,-0.2897344601513648,-7.098404481487753,-9686.092187910752,0.0,,-0.2957954075011804,none,4,,0,-6.798404481487753
,BTC_15m_pure_sms_hold1,N_sms_port,BTC,15m,13706.0,0.2363198599153655,-0.3014018353050558,-7.2223817411261795,-4132.656829514939,0.0,,-0.3105615103629933,none,4,,0,-6.92238174112618
,ETH_1m_cascade_15m_continuation,N1,ETH,1m,15.0,0.4,-3.2509,-6.101,-60.7,0.60724,,,NONE,4,cascade_5+_60s_15m_continuation,1,-6.976
,N5.2_sweep_nan_to_SOL,N5,SOL,,3.0,0.3333333333333333,-3.6001402482520004,-6.050627886767564,,0.5770033643632582,,,none,4,DOWN/1.0,0,-7.050627886767564
,N5.6_xasset_nan_to_DOGEUSDT,N5,DOGEUSDT,,29.0,0.2758620689655172,-0.8283581032246077,-7.311521624179956,,0.0194070147276488,,,G1,4,UP/0.5,1,-7.186521624179956
,BTC_1m_cascade_30m_continuation,N1,BTC,1m,12.0,0.4167,-3.9493,-6.386,-64.45,0.77441,,,NONE,4,cascade_5+_60s_30m_continuation,1,-7.261
,BTC_5m_pure_sms_hold3,N_sms_port,BTC,5m,54500.0,0.2184036697247706,-0.2918072074811975,-7.564558730499047,-15912.220468752175,0.0,,-0.2961633264935349,none,4,,0,-7.264558730499047
,SOL_1m_liq_long_500k_15m_continuation,N1,SOL,1m,6.0,0.1667,-4.9816,-6.4,-39.42,0.21875,,,NONE,4,liq_long_>=$500k_15m_continuation,1,-7.275
,BTC_5m_sms_ranging_hold3,N_sms_port,BTC,5m,45929.0,0.2137647238128415,-0.2908075679251135,-7.605972455676759,-13362.895172322003,0.0,,-0.2954063661029493,none,4,,0,-7.305972455676759
,ETH_5m_pure_sms_hold1,N_sms_port,ETH,5m,38165.0,0.2149875540416612,-0.2977903944919207,-8.043021618534949,-11365.270682506509,0.0,,-0.3026020473117695,none,4,,0,-7.743021618534949
,SOL_15m_sms_regime_trending_hold3,N_sms_port,SOL,15m,11.0,0.4545454545454545,-1.4696647877456,-6.808220107743865,-17.09604820350957,1.0,,-3.1868742148676,none,4,,0,-7.808220107743865
,N11_pair_nan_to_nan,N11,,,911.0,0.2458836443468715,-0.5432617763498527,-8.148623295621466,,0.0,,,none,4,DOWN/nan,0,-7.848623295621466
,N5.2_sweep_nan_to_ETH,N5,ETH,,7.0,0.2857142857142857,-1.1702412802902926,-7.171476085065211,,0.2770857545325254,,,none,4,UP/0.5,0,-8.171476085065212
,ETH_1m_liq_long_250k_30m_continuation,N1,ETH,1m,9.0,0.3333,-4.9572,-7.338,-50.31,0.50781,,,NONE,4,liq_long_>=$250k_30m_continuation,1,-8.213000000000001
,ETH_1m_liq_long_100k_30m_continuation,N1,ETH,1m,9.0,0.3333,-4.9572,-7.338,-50.31,0.50781,,,NONE,4,liq_long_>=$100k_30m_continuation,1,-8.213000000000001
,N5.2_sweep_nan_to_ETH,N5,ETH,,2.0,0.5,-5.306039941180679,-7.256438989371022,,0.6346572392620904,,,none,4,DOWN/1.0,0,-8.256438989371022
,SOL_1m_cascade_30m_continuation,N1,SOL,1m,15.0,0.2,-7.737,-7.589,-107.88,0.03516,,,G1,4,cascade_5+_60s_30m_continuation,1,-8.464
,BTC_5m_sms_session_asia_hold3,N_sms_port,BTC,5m,23886.0,0.1949677635434983,-0.2969077300627719,-8.790329135894464,-7092.948801034161,0.0,,-0.3024313027014327,none,4,,0,-8.490329135894463
,N11_inv_nan_to_nan,N11_inverse,,,1069.0,0.2114125350795135,-0.530208809091759,-8.957279113513325,,0.0,,,none,4,UP/nan,0,-8.657279113513324
,N5.2_sweep_nan_to_ETH,N5,ETH,,6.0,0.1666666666666666,-2.537463467368681,-7.720826087589685,,0.2869796808296272,,,none,4,DOWN/0.5,0,-8.720826087589685
,ETH_5m_bos_AND_liq_hold5,N_sms_port,ETH,5m,86.0,0.2093023255813953,-0.4977028163722776,-9.332002421576837,-44.3128450138904,5.293689508572569e-08,,-0.6517867691700288,G1,4,,1,-8.907002421576836
,SOL_1m_cascade_60m_continuation,N1,SOL,1m,15.0,0.2,-5.1407,-8.127,-69.08,0.03516,,,G1,4,cascade_5+_60s_60m_continuation,1,-9.002
,BTC_1m_liq_long_100k_15m_continuation,N1,BTC,1m,8.0,0.25,-2.2054,-8.209,-22.46,0.28906,,,NONE,4,liq_long_>=$100k_15m_continuation,1,-9.084
,BTC_1m_cascade_60m_continuation,N1,BTC,1m,12.0,0.25,-5.1953,-8.326,-78.39,0.146,,,NONE,4,cascade_5+_60s_60m_continuation,1,-9.201
,N5.6_xasset_nan_to_LINKUSDT,N5,LINKUSDT,,3.0,0.3333333333333333,-2.6278367045408797,-8.388137226439714,,0.4566895384687279,,,none,4,UP/1.0,0,-9.388137226439714
,N11_inv_nan_to_nan,N11_inverse,,,911.0,0.2129527991218441,-0.6567382236501472,-9.850706641496442,,0.0,,,none,4,DOWN/nan,0,-9.550706641496442
,ETH_1h_sms_regime_trending_hold3,N_sms_port,ETH,1h,3.0,0.3333333333333333,-2.957013095685733,-8.605947560276949,-3.882308900945463,1.0,,,none,4,,0,-9.605947560276949
,ETH_1m_liq_long_1000k_60m_continuation,N1,ETH,1m,7.0,0.2857,-5.1402,-9.345,-39.96,0.45312,,,NONE,4,liq_long_>=$1000k_60m_continuation,1,-10.22
,BTC_5m_sms_markov_sized_hold3,N_sms_port,BTC,5m,28350.0,0.1551675485008818,-0.2963941422324843,-10.886478336348114,-8403.968277448454,0.0,,-0.3005971467545674,none,4,,0,-10.586478336348113
,ETH_1m_liq_long_500k_60m_continuation,N1,ETH,1m,8.0,0.25,-5.1796,-10.066,-45.42,0.28906,,,NONE,4,liq_long_>=$500k_60m_continuation,1,-10.941
,N11_pair_nan_to_nan,N11,,,1069.0,0.1749298409728718,-0.669791190908241,-11.315365836743984,,0.0,,,none,4,UP/nan,0,-11.015365836743984
,N5.2_sweep_nan_to_SOL,N5,SOL,,3.0,0.3333333333333333,-6.741701042782373,-10.339412431632995,,0.3764004908045957,,,none,4,DOWN/1.0,0,-11.339412431632995
,ETH_1m_cascade_30m_continuation,N1,ETH,1m,15.0,0.2667,-6.5977,-10.491,-105.14,0.11847,,,NONE,4,cascade_5+_60s_30m_continuation,1,-11.366
,BTC_1m_liq_long_500k_30m_continuation,N1,BTC,1m,5.0,0.2,-2.8633,-11.022,-14.53,0.375,,,NONE,4,liq_long_>=$500k_30m_continuation,1,-11.897
,N5.2_sweep_nan_to_SOL,N5,SOL,,7.0,0.2857142857142857,-6.247201263497328,-11.112127356061604,,0.1134717860186644,,,none,4,DOWN/0.5,0,-12.112127356061604
,BTC_1m_liq_long_250k_30m_continuation,N1,BTC,1m,6.0,0.1667,-2.6873,-11.271,-16.34,0.21875,,,NONE,4,liq_long_>=$250k_30m_continuation,1,-12.146
,ETH_15m_sms_regime_trending_hold3,N_sms_port,ETH,15m,18.0,0.2777777777777778,-1.1569857297561812,-11.5493024303554,-18.73082187375256,0.09625244140625,,-1.77149050661815,none,4,,0,-12.5493024303554
,BTC_5m_sms_regime_trending_hold3,N_sms_port,BTC,5m,88.0,0.1136363636363636,-0.4097794422653369,-13.107739465334106,-35.61240049265126,3.33213360770301e-14,,-0.4960641657742522,G1,4,,1,-12.682739465334105
,ETH_1m_liq_long_100k_60m_continuation,N1,ETH,1m,9.0,0.2222,-7.098,-11.96,-67.86,0.17969,,,NONE,4,liq_long_>=$100k_60m_continuation,1,-12.835
,ETH_1m_liq_long_250k_60m_continuation,N1,ETH,1m,9.0,0.2222,-7.098,-11.96,-67.86,0.17969,,,NONE,4,liq_long_>=$250k_60m_continuation,1,-12.835
,BTC_5m_pure_sms_hold1,N_sms_port,BTC,5m,54500.0,0.1142018348623853,-0.294448114312998,-13.27148018586916,-16047.502154766007,0.0,,-0.2969484029361542,none,4,,0,-12.97148018586916
,N5.2_sweep_nan_to_ETH,N5,ETH,,6.0,0.1666666666666666,-6.156480839882406,-12.981673261247998,,0.1015347200339762,,,none,4,DOWN/0.5,0,-13.981673261247998
,ETH_4h_baseline_lev2,N9_cyclops_N4_markov_sizing,ETH,4h,23.0,0.1739130434782608,-10.661320110804011,-14.031127511820932,-244.32226868227252,,,,n/a,0,lev=2.0,0,-14.031127511820932
,ETH_4h_markov_gate,N9_cyclops_N4_markov_sizing,ETH,4h,23.0,0.1739130434782608,-10.661320110804011,-14.031127511820932,-244.32226868227252,,,,n/a,0,lev=2.0,0,-14.031127511820932
,ETH_4h_markov_sized,N9_cyclops_N4_markov_sizing,ETH,4h,23.0,0.1739130434782608,-10.661320110804011,-14.031127511820932,-244.32226868227252,,,,n/a,0,lev=2.0,0,-14.031127511820932
,ETH_1m_cascade_60m_continuation,N1,ETH,1m,15.0,0.2,-9.3672,-14.118,-144.49,0.03516,,,G1,4,cascade_5+_60s_60m_continuation,1,-14.993
,N5.2_sweep_nan_to_ETH,N5,ETH,,2.0,0.0,-1.3782025603000565,-15.416393523873014,,0.4006564654133033,,,none,4,DOWN/1.0,0,-16.416393523873012
,BTC_1m_liq_long_100k_30m_continuation,N1,BTC,1m,8.0,0.125,-4.0704,-16.207,-32.78,0.07031,,,NONE,4,liq_long_>=$100k_30m_continuation,1,-17.082
,ETH_1h_bos_AND_liq_hold5,N_sms_port,ETH,1h,4.0,0.25,-3.7183646702060535,-17.59395637000076,-7.539065119426536,0.625,,,none,4,,0,-18.59395637000076
,SOL_1m_liq_long_250k_30m_continuation,N1,SOL,1m,7.0,0.1429,-7.4565,-17.804,-50.95,0.125,,,NONE,4,liq_long_>=$250k_30m_continuation,1,-18.679
,SOL_1m_liq_long_100k_30m_continuation,N1,SOL,1m,8.0,0.125,-7.0795,-17.843,-52.2,0.07031,,,NONE,4,liq_long_>=$100k_30m_continuation,1,-18.718
,BTC_1h_sms_regime_trending_hold3,N_sms_port,BTC,1h,4.0,0.0,-3.20127505917101,-17.80843818360567,-5.039832377159161,0.125,,,none,4,,0,-18.80843818360567
,SOL_1m_liq_long_250k_60m_continuation,N1,SOL,1m,7.0,0.0,-6.1063,-19.61,-41.75,0.01562,,,G1,4,liq_long_>=$250k_60m_continuation,1,-20.485
,BTC_1m_liq_long_250k_60m_continuation,N1,BTC,1m,6.0,0.0,-3.9314,-19.741,-23.05,0.03125,,,G1,4,liq_long_>=$250k_60m_continuation,1,-20.616
,BTC_1m_liq_long_500k_60m_continuation,N1,BTC,1m,5.0,0.0,-4.2322,-19.855,-20.62,0.0625,,,NONE,4,liq_long_>=$500k_60m_continuation,1,-20.73
,SOL_1m_liq_long_100k_60m_continuation,N1,SOL,1m,8.0,0.0,-5.8883,-20.06,-42.74,0.00781,,,G1,4,liq_long_>=$100k_60m_continuation,1,-20.935
,N5.2_sweep_nan_to_ETH,N5,ETH,,2.0,0.0,-9.879337983854324,-23.960021798581295,,0.2789167303620574,,,none,4,DOWN/1.0,0,-24.960021798581295
,BTC_1m_liq_long_100k_60m_continuation,N1,BTC,1m,8.0,0.0,-4.7954,-24.8,-37.82,0.00781,,,G1,4,liq_long_>=$100k_60m_continuation,1,-25.675
,SOL_1m_liq_long_500k_60m_continuation,N1,SOL,1m,6.0,0.0,-7.9678,-29.444,-39.78,0.03125,,,G1,4,liq_long_>=$500k_60m_continuation,1,-30.319
,SOL_1m_liq_long_500k_30m_continuation,N1,SOL,1m,6.0,0.0,-10.0017,-30.465,-51.83,0.03125,,,G1,4,liq_long_>=$500k_30m_continuation,1,-31.34
,SOL_1m_liq_long_1000k_30m_continuation,N1,SOL,1m,5.0,0.0,-8.3294,-33.249,-33.47,0.0625,,,NONE,4,liq_long_>=$1000k_30m_continuation,1,-34.124
,N5.2_sweep_nan_to_ETH,N5,ETH,,2.0,0.0,-6.406300475973881,-33.41061853304749,,0.2063423804620208,,,none,4,DOWN/1.0,0,-34.41061853304749
,BTC_4h_sms_regime_trending_hold3,N_sms_port,BTC,4h,2.0,0.0,-1.822082740971896,-44.89650996155218,-1.177830730525261,0.5,,,none,4,,0,-45.89650996155218
,SOL_1m_liq_long_1000k_60m_continuation,N1,SOL,1m,5.0,0.0,-6.243,-47.822,-23.19,0.0625,,,NONE,4,liq_long_>=$1000k_60m_continuation,1,-48.697
,N5.6_xasset_nan_to_DOGEUSDT,N5,DOGEUSDT,,2.0,0.0,-1.470822879994357,-75.79041535381727,,0.0936063786620537,,,none,4,UP/1.0,0,-76.79041535381727
