size,sleeves,avg_pair_corr,sharpe,cagr,max_dd,calmar,min_year_return,max_year_return,per_year_positive,per_year_total
3,TTM_BTC_4h + HTFD_DOGE_4h + REGSW_ETH_4h,0.234,0.575,0.1123,-0.292,0.384,0.0225,0.2244,6,6
3,TTM_BTC_4h + HTFD_SOL_4h + LATBB_ETH_4h,0.073,0.717,0.1247,-0.2374,0.525,0.0125,0.3705,6,6
3,TTM_BTC_4h + HTFD_SOL_4h + LATBB_SOL_4h,0.121,0.737,0.1313,-0.26,0.505,0.0019,0.4953,6,6
3,TTM_BTC_4h + HTFD_SOL_4h + LATBB_BTC_4h,0.104,0.593,0.1009,-0.3034,0.332,-0.0162,0.2948,5,6
3,TTM_BTC_4h + HTFD_SOL_4h + REGSW_BTC_4h,0.264,0.584,0.116,-0.3123,0.372,0.0058,0.4711,6,6
3,TTM_BTC_4h + HTFD_SOL_4h + REGSW_ETH_4h,0.24,0.712,0.1498,-0.2706,0.554,0.0205,0.5008,6,6
3,TTM_BTC_4h + LATBB_ETH_4h + LATBB_SOL_4h,0.055,0.081,0.0024,-0.242,0.01,-0.0886,0.166,2,6
3,TTM_BTC_4h + LATBB_ETH_4h + LATBB_BTC_4h,0.065,-0.187,-0.032,-0.307,-0.104,-0.1275,0.0776,2,6
3,TTM_BTC_4h + LATBB_ETH_4h + REGSW_BTC_4h,0.136,0.01,-0.0133,-0.3354,-0.04,-0.1876,0.1078,3,6
3,TTM_BTC_4h + LATBB_ETH_4h + REGSW_ETH_4h,0.224,0.206,0.0213,-0.24,0.089,-0.0782,0.1376,3,6
3,TTM_BTC_4h + LATBB_SOL_4h + LATBB_BTC_4h,0.055,-0.09,-0.0194,-0.2379,-0.082,-0.0874,0.104,2,6
3,TTM_BTC_4h + LATBB_SOL_4h + REGSW_BTC_4h,0.151,0.066,-0.0037,-0.2593,-0.014,-0.1311,0.2323,2,6
3,TTM_BTC_4h + LATBB_SOL_4h + REGSW_ETH_4h,0.122,0.247,0.0282,-0.2602,0.108,-0.1181,0.2621,3,6
3,TTM_BTC_4h + LATBB_BTC_4h + REGSW_BTC_4h,0.29,-0.094,-0.0357,-0.3766,-0.095,-0.175,0.0436,3,6
3,TTM_BTC_4h + LATBB_BTC_4h + REGSW_ETH_4h,0.12,0.082,-0.0011,-0.2518,-0.004,-0.069,0.0619,4,6
3,TTM_BTC_4h + REGSW_BTC_4h + REGSW_ETH_4h,0.305,0.177,0.0147,-0.3277,0.045,-0.1257,0.2381,3,6
3,TTM_SOL_4h + TTM_AVAX_4h + TTM_DOGE_4h,0.17,0.665,0.1179,-0.1921,0.614,0.0289,0.2795,6,6
3,TTM_SOL_4h + TTM_AVAX_4h + VWZ_ETH_4h,0.064,0.536,0.0739,-0.2856,0.259,-0.1129,0.3681,4,6
3,TTM_SOL_4h + TTM_AVAX_4h + VWZ_DOGE_4h,0.05,0.655,0.0924,-0.2274,0.406,-0.0597,0.362,5,6
3,TTM_SOL_4h + TTM_AVAX_4h + VWZ_INJ_4h,0.077,0.755,0.1101,-0.2102,0.524,-0.0741,0.3647,5,6
3,TTM_SOL_4h + TTM_AVAX_4h + BB_BTC_4h,0.199,0.511,0.0891,-0.2996,0.297,-0.0803,0.6735,3,6
3,TTM_SOL_4h + TTM_AVAX_4h + BB_ETH_4h,0.202,0.728,0.1398,-0.2417,0.578,-0.1266,0.4418,5,6
3,TTM_SOL_4h + TTM_AVAX_4h + BB_SOL_4h,0.288,1.105,0.2549,-0.2184,1.167,0.0008,0.4938,6,6
3,TTM_SOL_4h + TTM_AVAX_4h + BB_DOGE_4h,0.196,0.72,0.1392,-0.2227,0.625,0.0033,0.3069,6,6
3,TTM_SOL_4h + TTM_AVAX_4h + HTFD_DOGE_4h,0.199,1.019,0.2166,-0.2237,0.968,0.0082,0.3931,6,6
3,TTM_SOL_4h + TTM_AVAX_4h + HTFD_SOL_4h,0.28,1.071,0.2462,-0.2265,1.087,0.0504,0.7748,6,6
3,TTM_SOL_4h + TTM_AVAX_4h + LATBB_ETH_4h,0.076,0.819,0.1254,-0.181,0.693,0.0239,0.4117,6,6
3,TTM_SOL_4h + TTM_AVAX_4h + LATBB_SOL_4h,0.092,0.836,0.1287,-0.265,0.486,-0.0599,0.5363,4,6
3,TTM_SOL_4h + TTM_AVAX_4h + LATBB_BTC_4h,0.056,0.692,0.1028,-0.1632,0.63,-0.0043,0.3362,5,6
3,TTM_SOL_4h + TTM_AVAX_4h + REGSW_BTC_4h,0.141,0.67,0.1168,-0.243,0.481,0.0125,0.5122,6,6
3,TTM_SOL_4h + TTM_AVAX_4h + REGSW_ETH_4h,0.172,0.798,0.1484,-0.2373,0.626,-0.0182,0.5418,4,6
3,TTM_SOL_4h + TTM_DOGE_4h + VWZ_ETH_4h,0.044,0.42,0.0557,-0.1597,0.348,-0.0347,0.1811,5,6
3,TTM_SOL_4h + TTM_DOGE_4h + VWZ_DOGE_4h,0.043,0.518,0.0714,-0.1711,0.417,-0.035,0.145,5,6
3,TTM_SOL_4h + TTM_DOGE_4h + VWZ_INJ_4h,0.058,0.618,0.0889,-0.1764,0.504,-0.0055,0.1763,5,6
3,TTM_SOL_4h + TTM_DOGE_4h + BB_BTC_4h,0.188,0.471,0.0815,-0.2639,0.309,-0.1243,0.3216,5,6
3,TTM_SOL_4h + TTM_DOGE_4h + BB_ETH_4h,0.191,0.64,0.1218,-0.2089,0.583,-0.0345,0.2855,5,6
3,TTM_SOL_4h + TTM_DOGE_4h + BB_SOL_4h,0.231,1.028,0.2309,-0.2889,0.799,0.0252,0.4085,6,6
3,TTM_SOL_4h + TTM_DOGE_4h + BB_DOGE_4h,0.274,0.558,0.1074,-0.2698,0.398,-0.0732,0.2952,4,6
3,TTM_SOL_4h + TTM_DOGE_4h + HTFD_DOGE_4h,0.256,0.854,0.1853,-0.2622,0.707,-0.0137,0.4434,5,6
3,TTM_SOL_4h + TTM_DOGE_4h + HTFD_SOL_4h,0.233,1.025,0.2331,-0.2762,0.844,-0.0262,0.4228,5,6
3,TTM_SOL_4h + TTM_DOGE_4h + LATBB_ETH_4h,0.078,0.688,0.1057,-0.1598,0.661,0.0435,0.1657,6,6
3,TTM_SOL_4h + TTM_DOGE_4h + LATBB_SOL_4h,0.071,0.759,0.1174,-0.1636,0.718,0.0396,0.1973,6,6
3,TTM_SOL_4h + TTM_DOGE_4h + LATBB_BTC_4h,0.055,0.538,0.0782,-0.1929,0.406,-0.0185,0.1862,4,6
3,TTM_SOL_4h + TTM_DOGE_4h + REGSW_BTC_4h,0.146,0.584,0.1018,-0.2241,0.454,-0.0123,0.1602,5,6
3,TTM_SOL_4h + TTM_DOGE_4h + REGSW_ETH_4h,0.165,0.72,0.1349,-0.2154,0.626,0.0246,0.2027,6,6
3,TTM_SOL_4h + VWZ_ETH_4h + VWZ_DOGE_4h,0.011,0.337,0.0318,-0.2065,0.154,-0.144,0.1623,4,6
3,TTM_SOL_4h + VWZ_ETH_4h + VWZ_INJ_4h,0.032,0.473,0.0485,-0.2102,0.231,-0.1583,0.1874,5,6
3,TTM_SOL_4h + VWZ_ETH_4h + BB_BTC_4h,0.049,0.293,0.0365,-0.2691,0.136,-0.1645,0.4104,3,6
3,TTM_SOL_4h + VWZ_ETH_4h + BB_ETH_4h,0.038,0.514,0.0764,-0.2392,0.32,-0.2108,0.3028,4,6
3,TTM_SOL_4h + VWZ_ETH_4h + BB_SOL_4h,0.122,1.021,0.197,-0.2099,0.939,0.0245,0.3183,6,6
3,TTM_SOL_4h + VWZ_ETH_4h + BB_DOGE_4h,0.049,0.509,0.0763,-0.2081,0.367,-0.0665,0.2682,5,6
3,TTM_SOL_4h + VWZ_ETH_4h + HTFD_DOGE_4h,0.052,0.881,0.1512,-0.2065,0.732,0.0318,0.4606,6,6
3,TTM_SOL_4h + VWZ_ETH_4h + HTFD_SOL_4h,0.119,0.988,0.1913,-0.2181,0.877,-0.0194,0.5117,5,6
3,TTM_SOL_4h + VWZ_ETH_4h + LATBB_ETH_4h,-0.027,0.601,0.0675,-0.1638,0.412,-0.0584,0.1581,5,6
3,TTM_SOL_4h + VWZ_ETH_4h + LATBB_SOL_4h,0.023,0.635,0.0725,-0.2606,0.278,-0.1442,0.2728,4,6
3,TTM_SOL_4h + VWZ_ETH_4h + LATBB_BTC_4h,-0.006,0.407,0.0431,-0.1492,0.289,-0.0379,0.1707,4,6
3,TTM_SOL_4h + VWZ_ETH_4h + REGSW_BTC_4h,0.044,0.458,0.0622,-0.231,0.269,-0.0669,0.2487,4,6
3,TTM_SOL_4h + VWZ_ETH_4h + REGSW_ETH_4h,0.034,0.62,0.0915,-0.2221,0.412,-0.1024,0.2785,4,6
3,TTM_SOL_4h + VWZ_DOGE_4h + VWZ_INJ_4h,0.041,0.628,0.066,-0.1685,0.392,-0.1052,0.164,5,6
3,TTM_SOL_4h + VWZ_DOGE_4h + BB_BTC_4h,0.045,0.396,0.0546,-0.2367,0.231,-0.1179,0.4043,4,6
3,TTM_SOL_4h + VWZ_DOGE_4h + BB_ETH_4h,0.043,0.619,0.0954,-0.1959,0.487,-0.1577,0.2666,4,6
3,TTM_SOL_4h + VWZ_DOGE_4h + BB_SOL_4h,0.109,1.105,0.2138,-0.2098,1.019,0.0317,0.2822,6,6
3,TTM_SOL_4h + VWZ_DOGE_4h + BB_DOGE_4h,0.029,0.601,0.0922,-0.1954,0.472,-0.0668,0.2321,5,6
3,TTM_SOL_4h + VWZ_DOGE_4h + HTFD_DOGE_4h,0.025,0.983,0.1687,-0.1941,0.869,0.039,0.4245,6,6
3,TTM_SOL_4h + VWZ_DOGE_4h + HTFD_SOL_4h,0.107,1.078,0.2096,-0.2056,1.019,-0.0197,0.5056,5,6
3,TTM_SOL_4h + VWZ_DOGE_4h + LATBB_ETH_4h,0.016,0.735,0.0848,-0.1438,0.589,-0.0052,0.1421,5,6
3,TTM_SOL_4h + VWZ_DOGE_4h + LATBB_SOL_4h,0.014,0.796,0.092,-0.1842,0.499,-0.091,0.2667,5,6
3,TTM_SOL_4h + VWZ_DOGE_4h + LATBB_BTC_4h,-0.011,0.546,0.0597,-0.119,0.502,-0.012,0.1345,5,6
3,TTM_SOL_4h + VWZ_DOGE_4h + REGSW_BTC_4h,0.033,0.567,0.0794,-0.2098,0.378,-0.0137,0.2427,4,6
3,TTM_SOL_4h + VWZ_DOGE_4h + REGSW_ETH_4h,0.041,0.731,0.1104,-0.2008,0.55,-0.0492,0.2724,5,6
3,TTM_SOL_4h + VWZ_INJ_4h + BB_BTC_4h,0.049,0.495,0.0727,-0.2138,0.34,-0.1258,0.407,4,6
3,TTM_SOL_4h + VWZ_INJ_4h + BB_ETH_4h,0.044,0.704,0.1112,-0.203,0.548,-0.1721,0.2918,5,6
3,TTM_SOL_4h + VWZ_INJ_4h + BB_SOL_4h,0.118,1.182,0.2316,-0.2145,1.08,0.0277,0.3073,6,6
3,TTM_SOL_4h + VWZ_INJ_4h + BB_DOGE_4h,0.05,0.693,0.1099,-0.191,0.575,-0.0373,0.2572,5,6
3,TTM_SOL_4h + VWZ_INJ_4h + HTFD_DOGE_4h,0.052,1.059,0.1857,-0.1899,0.978,0.035,0.4497,6,6
3,TTM_SOL_4h + VWZ_INJ_4h + HTFD_SOL_4h,0.12,1.155,0.228,-0.2095,1.088,0.0098,0.5083,6,6
3,TTM_SOL_4h + VWZ_INJ_4h + LATBB_ETH_4h,0.01,0.859,0.1021,-0.1418,0.721,-0.0196,0.1471,5,6
3,TTM_SOL_4h + VWZ_INJ_4h + LATBB_SOL_4h,0.029,0.914,0.1092,-0.1797,0.608,-0.1054,0.2694,5,6
3,TTM_SOL_4h + VWZ_INJ_4h + LATBB_BTC_4h,0.01,0.672,0.077,-0.1181,0.652,0.0009,0.1597,6,6
3,TTM_SOL_4h + VWZ_INJ_4h + REGSW_BTC_4h,0.043,0.669,0.0972,-0.2049,0.475,-0.0281,0.2453,5,6
3,TTM_SOL_4h + VWZ_INJ_4h + REGSW_ETH_4h,0.042,0.829,0.1282,-0.1961,0.654,-0.0636,0.2751,5,6
3,TTM_SOL_4h + BB_BTC_4h + BB_ETH_4h,0.294,0.514,0.1,-0.2741,0.365,-0.1783,0.4842,4,6
3,TTM_SOL_4h + BB_BTC_4h + BB_SOL_4h,0.308,0.935,0.223,-0.2433,0.916,0.0571,0.5363,6,6
3,TTM_SOL_4h + BB_BTC_4h + BB_DOGE_4h,0.236,0.53,0.1021,-0.2801,0.365,-0.1562,0.3491,5,6
3,TTM_SOL_4h + BB_BTC_4h + HTFD_DOGE_4h,0.239,0.825,0.1838,-0.2393,0.768,-0.0029,0.3801,5,6
3,TTM_SOL_4h + BB_BTC_4h + HTFD_SOL_4h,0.317,0.868,0.2056,-0.2476,0.83,-0.1091,0.8177,5,6
3,TTM_SOL_4h + BB_BTC_4h + LATBB_ETH_4h,0.086,0.57,0.09,-0.2305,0.39,-0.0394,0.454,4,6
3,TTM_SOL_4h + BB_BTC_4h + LATBB_SOL_4h,0.114,0.584,0.0932,-0.2395,0.389,-0.1116,0.5788,3,6
3,TTM_SOL_4h + BB_BTC_4h + LATBB_BTC_4h,0.096,0.447,0.0671,-0.2093,0.321,-0.1014,0.3784,4,6
3,TTM_SOL_4h + BB_BTC_4h + REGSW_BTC_4h,0.28,0.444,0.0789,-0.2653,0.297,-0.0952,0.5546,3,6
3,TTM_SOL_4h + BB_BTC_4h + REGSW_ETH_4h,0.239,0.578,0.1108,-0.2616,0.423,-0.0698,0.5843,4,6
3,TTM_SOL_4h + BB_ETH_4h + BB_SOL_4h,0.314,1.076,0.2662,-0.2229,1.194,0.0594,0.4227,6,6
3,TTM_SOL_4h + BB_ETH_4h + BB_DOGE_4h,0.225,0.688,0.1419,-0.2087,0.68,-0.0663,0.3726,5,6
3,TTM_SOL_4h + BB_ETH_4h + HTFD_DOGE_4h,0.237,0.951,0.2175,-0.1965,1.107,0.0524,0.565,6,6
3,TTM_SOL_4h + BB_ETH_4h + HTFD_SOL_4h,0.32,1.033,0.2563,-0.2214,1.158,-0.0192,0.5855,5,6
3,TTM_SOL_4h + BB_ETH_4h + LATBB_ETH_4h,0.083,0.791,0.1339,-0.1852,0.723,-0.0721,0.2625,5,6
3,TTM_SOL_4h + BB_ETH_4h + LATBB_SOL_4h,0.106,0.811,0.1382,-0.206,0.671,-0.1579,0.3468,5,6
3,TTM_SOL_4h + BB_ETH_4h + LATBB_BTC_4h,0.069,0.666,0.1088,-0.1648,0.66,-0.0516,0.275,4,6
3,TTM_SOL_4h + BB_ETH_4h + REGSW_BTC_4h,0.213,0.656,0.1281,-0.2399,0.534,-0.0806,0.3227,4,6
3,TTM_SOL_4h + BB_ETH_4h + REGSW_ETH_4h,0.279,0.745,0.1574,-0.2362,0.666,-0.1161,0.3524,5,6
3,TTM_SOL_4h + BB_SOL_4h + BB_DOGE_4h,0.285,1.039,0.251,-0.272,0.923,0.0044,0.4528,6,6
3,TTM_SOL_4h + BB_SOL_4h + HTFD_DOGE_4h,0.288,1.275,0.3272,-0.2997,1.092,0.0044,0.5805,6,6
3,TTM_SOL_4h + BB_SOL_4h + HTFD_SOL_4h,0.548,1.244,0.3734,-0.3019,1.237,0.0505,0.6377,6,6
3,TTM_SOL_4h + BB_SOL_4h + LATBB_ETH_4h,0.139,1.21,0.2455,-0.2221,1.105,0.0208,0.3233,6,6
3,TTM_SOL_4h + BB_SOL_4h + LATBB_SOL_4h,0.174,1.24,0.255,-0.2244,1.136,0.0115,0.3988,6,6
3,TTM_SOL_4h + BB_SOL_4h + LATBB_BTC_4h,0.131,1.098,0.219,-0.244,0.898,-0.0079,0.3438,5,6
3,TTM_SOL_4h + BB_SOL_4h + REGSW_BTC_4h,0.246,1.053,0.2414,-0.267,0.904,0.0287,0.3747,6,6
3,TTM_SOL_4h + BB_SOL_4h + REGSW_ETH_4h,0.273,1.15,0.2751,-0.2597,1.059,0.0767,0.4044,6,6
3,TTM_SOL_4h + BB_DOGE_4h + HTFD_DOGE_4h,0.391,0.836,0.2042,-0.3037,0.672,0.0117,0.5305,6,6
3,TTM_SOL_4h + BB_DOGE_4h + HTFD_SOL_4h,0.285,1.03,0.2514,-0.2767,0.909,-0.058,0.4503,5,6
3,TTM_SOL_4h + BB_DOGE_4h + LATBB_ETH_4h,0.073,0.756,0.1269,-0.2201,0.577,0.0118,0.2279,6,6
3,TTM_SOL_4h + BB_DOGE_4h + LATBB_SOL_4h,0.079,0.817,0.1386,-0.2132,0.65,0.0187,0.2844,6,6
3,TTM_SOL_4h + BB_DOGE_4h + LATBB_BTC_4h,0.069,0.611,0.0985,-0.2184,0.451,-0.0503,0.2405,4,6
3,TTM_SOL_4h + BB_DOGE_4h + REGSW_BTC_4h,0.168,0.645,0.1229,-0.2629,0.468,-0.044,0.2014,5,6
3,TTM_SOL_4h + BB_DOGE_4h + REGSW_ETH_4h,0.183,0.771,0.1558,-0.2611,0.597,-0.0071,0.2898,5,6
3,TTM_SOL_4h + HTFD_DOGE_4h + HTFD_SOL_4h,0.296,1.268,0.3317,-0.2734,1.213,0.0579,0.6138,6,6
3,TTM_SOL_4h + HTFD_DOGE_4h + LATBB_ETH_4h,0.084,1.1,0.2034,-0.2184,0.931,0.0281,0.4204,6,6
3,TTM_SOL_4h + HTFD_DOGE_4h + LATBB_SOL_4h,0.087,1.152,0.2132,-0.2116,1.008,0.0188,0.4768,6,6
3,TTM_SOL_4h + HTFD_DOGE_4h + LATBB_BTC_4h,0.07,0.972,0.1751,-0.2167,0.808,-0.0006,0.4329,5,6
3,TTM_SOL_4h + HTFD_DOGE_4h + REGSW_BTC_4h,0.18,0.944,0.2017,-0.2587,0.779,0.036,0.3728,6,6
3,TTM_SOL_4h + HTFD_DOGE_4h + REGSW_ETH_4h,0.2,1.046,0.2327,-0.2636,0.883,0.0842,0.4822,6,6
3,TTM_SOL_4h + HTFD_SOL_4h + LATBB_ETH_4h,0.139,1.196,0.2444,-0.2298,1.064,0.0589,0.5553,6,6
3,TTM_SOL_4h + HTFD_SOL_4h + LATBB_SOL_4h,0.189,1.197,0.2489,-0.2323,1.071,0.0648,0.6803,6,6
3,TTM_SOL_4h + HTFD_SOL_4h + LATBB_BTC_4h,0.141,1.083,0.2191,-0.2263,0.968,-0.0032,0.4797,5,6
3,TTM_SOL_4h + HTFD_SOL_4h + REGSW_BTC_4h,0.258,1.016,0.2352,-0.2788,0.843,0.0031,0.656,6,6
3,TTM_SOL_4h + HTFD_SOL_4h + REGSW_ETH_4h,0.28,1.112,0.2673,-0.2714,0.985,0.04,0.6856,6,6
3,TTM_SOL_4h + LATBB_ETH_4h + LATBB_SOL_4h,0.069,0.965,0.1257,-0.1809,0.695,-0.0054,0.3166,5,6
3,TTM_SOL_4h + LATBB_ETH_4h + LATBB_BTC_4h,0.048,0.743,0.0935,-0.156,0.599,0.0157,0.1304,6,6
3,TTM_SOL_4h + LATBB_ETH_4h + REGSW_BTC_4h,0.077,0.725,0.1127,-0.2432,0.464,0.0492,0.2925,6,6
3,TTM_SOL_4h + LATBB_ETH_4h + REGSW_ETH_4h,0.211,0.829,0.1447,-0.235,0.616,0.0311,0.3222,6,6
3,TTM_SOL_4h + LATBB_SOL_4h + LATBB_BTC_4h,0.04,0.815,0.1027,-0.1564,0.656,0.0064,0.2409,6,6
3,TTM_SOL_4h + LATBB_SOL_4h + REGSW_BTC_4h,0.093,0.761,0.1191,-0.2464,0.484,-0.0139,0.4172,5,6
3,TTM_SOL_4h + LATBB_SOL_4h + REGSW_ETH_4h,0.111,0.898,0.1489,-0.238,0.626,-0.0495,0.4469,4,6
3,TTM_SOL_4h + LATBB_BTC_4h + REGSW_BTC_4h,0.202,0.564,0.0888,-0.2258,0.393,0.0108,0.2168,6,6
3,TTM_SOL_4h + LATBB_BTC_4h + REGSW_ETH_4h,0.078,0.753,0.121,-0.2138,0.566,0.032,0.2466,6,6
3,TTM_SOL_4h + REGSW_BTC_4h + REGSW_ETH_4h,0.22,0.708,0.1376,-0.2921,0.471,0.0196,0.4228,6,6
3,TTM_AVAX_4h + TTM_DOGE_4h + VWZ_ETH_4h,0.042,0.256,0.028,-0.1973,0.142,-0.0517,0.1049,3,6
3,TTM_AVAX_4h + TTM_DOGE_4h + VWZ_DOGE_4h,0.04,0.348,0.0423,-0.185,0.228,-0.0878,0.1408,4,6
3,TTM_AVAX_4h + TTM_DOGE_4h + VWZ_INJ_4h,0.055,0.459,0.0604,-0.1598,0.378,-0.0626,0.1264,4,6
3,TTM_AVAX_4h + TTM_DOGE_4h + BB_BTC_4h,0.17,0.319,0.0461,-0.2869,0.161,-0.1729,0.41,2,6
3,TTM_AVAX_4h + TTM_DOGE_4h + BB_ETH_4h,0.186,0.543,0.0982,-0.1978,0.496,-0.0097,0.1787,5,6
3,TTM_AVAX_4h + TTM_DOGE_4h + BB_SOL_4h,0.174,0.93,0.1952,-0.2456,0.795,-0.0722,0.4693,5,6
3,TTM_AVAX_4h + TTM_DOGE_4h + BB_DOGE_4h,0.267,0.456,0.0814,-0.2058,0.396,-0.065,0.3559,5,6
3,TTM_AVAX_4h + TTM_DOGE_4h + HTFD_DOGE_4h,0.253,0.762,0.1608,-0.2194,0.733,-0.0649,0.3509,5,6
3,TTM_AVAX_4h + TTM_DOGE_4h + HTFD_SOL_4h,0.169,0.947,0.2014,-0.2203,0.914,-0.0186,0.511,5,6
3,TTM_AVAX_4h + TTM_DOGE_4h + LATBB_ETH_4h,0.069,0.512,0.0717,-0.1996,0.359,-0.0919,0.2264,4,6
3,TTM_AVAX_4h + TTM_DOGE_4h + LATBB_SOL_4h,0.04,0.589,0.0834,-0.1823,0.458,-0.0578,0.2729,3,6
3,TTM_AVAX_4h + TTM_DOGE_4h + LATBB_BTC_4h,0.037,0.369,0.0473,-0.2248,0.211,-0.0794,0.2469,4,6
3,TTM_AVAX_4h + TTM_DOGE_4h + REGSW_BTC_4h,0.126,0.422,0.0655,-0.2478,0.264,-0.1394,0.2489,4,6
3,TTM_AVAX_4h + TTM_DOGE_4h + REGSW_ETH_4h,0.158,0.585,0.1024,-0.1882,0.544,-0.0301,0.2786,4,6
3,TTM_AVAX_4h + VWZ_ETH_4h + VWZ_DOGE_4h,0.018,0.099,0.0049,-0.2045,0.024,-0.0832,0.1871,2,6
3,TTM_AVAX_4h + VWZ_ETH_4h + VWZ_INJ_4h,0.038,0.259,0.0224,-0.1947,0.115,-0.0976,0.1898,3,6
3,TTM_AVAX_4h + VWZ_ETH_4h + BB_BTC_4h,0.041,0.109,0.0043,-0.2885,0.015,-0.1556,0.4987,1,6
3,TTM_AVAX_4h + VWZ_ETH_4h + BB_ETH_4h,0.043,0.402,0.0555,-0.223,0.249,-0.1501,0.2671,4,6
3,TTM_AVAX_4h + VWZ_ETH_4h + BB_SOL_4h,0.075,0.916,0.1625,-0.1679,0.968,-0.0728,0.3189,5,6
3,TTM_AVAX_4h + VWZ_ETH_4h + BB_DOGE_4h,0.051,0.376,0.0511,-0.2509,0.203,-0.0656,0.1323,5,6
3,TTM_AVAX_4h + VWZ_ETH_4h + HTFD_DOGE_4h,0.058,0.767,0.1273,-0.2362,0.539,-0.0656,0.2278,5,6
3,TTM_AVAX_4h + VWZ_ETH_4h + HTFD_SOL_4h,0.065,0.91,0.1616,-0.1659,0.974,-0.0193,0.5999,5,6
3,TTM_AVAX_4h + VWZ_ETH_4h + LATBB_ETH_4h,-0.026,0.363,0.0355,-0.1689,0.21,-0.0747,0.2369,3,6
3,TTM_AVAX_4h + VWZ_ETH_4h + LATBB_SOL_4h,0.003,0.413,0.0411,-0.2744,0.15,-0.0975,0.3614,2,6
3,TTM_AVAX_4h + VWZ_ETH_4h + LATBB_BTC_4h,-0.014,0.176,0.0137,-0.1544,0.089,-0.0779,0.1613,3,6
3,TTM_AVAX_4h + VWZ_ETH_4h + REGSW_BTC_4h,0.034,0.258,0.0281,-0.1816,0.155,-0.1222,0.3374,2,6
3,TTM_AVAX_4h + VWZ_ETH_4h + REGSW_ETH_4h,0.036,0.454,0.0613,-0.205,0.299,-0.0792,0.3671,3,6
3,TTM_AVAX_4h + VWZ_DOGE_4h + VWZ_INJ_4h,0.048,0.407,0.0381,-0.1547,0.246,-0.0815,0.1837,3,6
3,TTM_AVAX_4h + VWZ_DOGE_4h + BB_BTC_4h,0.036,0.204,0.0202,-0.2805,0.072,-0.1917,0.4926,1,6
3,TTM_AVAX_4h + VWZ_DOGE_4h + BB_ETH_4h,0.047,0.501,0.0728,-0.1802,0.404,-0.0969,0.261,4,6
3,TTM_AVAX_4h + VWZ_DOGE_4h + BB_SOL_4h,0.061,1.003,0.1781,-0.1928,0.924,-0.0656,0.3129,5,6
3,TTM_AVAX_4h + VWZ_DOGE_4h + BB_DOGE_4h,0.031,0.464,0.0658,-0.1753,0.375,-0.0584,0.1851,4,6
3,TTM_AVAX_4h + VWZ_DOGE_4h + HTFD_DOGE_4h,0.031,0.867,0.144,-0.1671,0.862,-0.0583,0.195,5,6
3,TTM_AVAX_4h + VWZ_DOGE_4h + HTFD_SOL_4h,0.053,1.003,0.1786,-0.1531,1.167,-0.012,0.5938,5,6
3,TTM_AVAX_4h + VWZ_DOGE_4h + LATBB_ETH_4h,0.016,0.496,0.0511,-0.17,0.3,-0.1108,0.2309,4,6
3,TTM_AVAX_4h + VWZ_DOGE_4h + LATBB_SOL_4h,-0.007,0.575,0.0589,-0.195,0.302,-0.0543,0.3554,2,6
3,TTM_AVAX_4h + VWZ_DOGE_4h + LATBB_BTC_4h,-0.02,0.31,0.0288,-0.1744,0.165,-0.0982,0.1553,4,6
3,TTM_AVAX_4h + VWZ_DOGE_4h + REGSW_BTC_4h,0.022,0.36,0.0435,-0.21,0.207,-0.1583,0.3313,4,6
3,TTM_AVAX_4h + VWZ_DOGE_4h + REGSW_ETH_4h,0.044,0.561,0.0787,-0.1576,0.499,-0.0489,0.361,4,6
3,TTM_AVAX_4h + VWZ_INJ_4h + BB_BTC_4h,0.04,0.316,0.0392,-0.2396,0.164,-0.1666,0.4953,3,6
3,TTM_AVAX_4h + VWZ_INJ_4h + BB_ETH_4h,0.049,0.592,0.0893,-0.1871,0.477,-0.1113,0.2637,4,6
3,TTM_AVAX_4h + VWZ_INJ_4h + BB_SOL_4h,0.07,1.09,0.1965,-0.1736,1.132,-0.0696,0.3155,5,6
3,TTM_AVAX_4h + VWZ_INJ_4h + BB_DOGE_4h,0.052,0.563,0.084,-0.1596,0.526,-0.0624,0.1707,5,6
3,TTM_AVAX_4h + VWZ_INJ_4h + HTFD_DOGE_4h,0.058,0.948,0.1614,-0.1727,0.935,-0.0624,0.2245,5,6
3,TTM_AVAX_4h + VWZ_INJ_4h + HTFD_SOL_4h,0.066,1.089,0.1974,-0.1674,1.18,-0.0161,0.5965,5,6
3,TTM_AVAX_4h + VWZ_INJ_4h + LATBB_ETH_4h,0.011,0.641,0.0693,-0.1367,0.507,-0.0856,0.2335,4,6
3,TTM_AVAX_4h + VWZ_INJ_4h + LATBB_SOL_4h,0.008,0.716,0.077,-0.1722,0.447,-0.0552,0.358,3,6
3,TTM_AVAX_4h + VWZ_INJ_4h + LATBB_BTC_4h,0.001,0.458,0.0468,-0.1517,0.309,-0.0747,0.1579,4,6
3,TTM_AVAX_4h + VWZ_INJ_4h + REGSW_BTC_4h,0.033,0.476,0.0622,-0.1832,0.339,-0.1331,0.334,4,6
3,TTM_AVAX_4h + VWZ_INJ_4h + REGSW_ETH_4h,0.044,0.669,0.0973,-0.1432,0.679,-0.0238,0.3637,4,6
3,TTM_AVAX_4h + BB_BTC_4h + BB_ETH_4h,0.283,0.414,0.0732,-0.3302,0.222,-0.1175,0.5723,3,6
