n_full,wr_full,sum_pnl_full,dpt_full_25,days_full,n_train,wr_train,dpt_train_25,sum_pnl_train,days_train,n_val,wr_val,dpt_val_25,sum_pnl_val,days_val,n_lock,wr_lock,dpt_lock_25,sum_pnl_lock,days_lock,max_dd_25,loss_streak,sharpe_daily,bootstrap_p_lockbox,passes_v8,fails,sleeve_id,gate_stack,split_kind,n_gates,proj_32d,proj_full,proj_honest
50,0.8,409.66092350530784,8.193218470106157,20,27,0.7777777777777778,8.40909105172567,227.04545839659303,11,15,0.7333333333333333,5.673603078281684,85.10404617422526,6,8,1.0,12.188927366811182,97.51141893448946,3,60.96563374821619,2,10.84995589171512,0.0,True,,V8_PJ_3A_TREND_UNANIM,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_3a_trend_unanimity_with,v8,5,1061.5743141334751,668.9762880841677,668.9762880841677
50,0.76,310.295694969265,6.2059138993853,17,28,0.7142857142857143,5.432516445653306,152.11046047829257,10,12,0.75,6.496023853970448,77.95228624764538,4,10,0.9,8.023294824332703,80.23294824332703,3,50.0,2,7.716946279953143,0.137,True,,V8_PK_CORE_US_PM,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_tod_us_pm,v8,5,873.4693632090202,596.1327880997761,596.1327880997761
54,0.7407407407407407,302.7223478332942,5.605969404320263,17,28,0.6428571428571429,3.1377335583982875,87.85653963515205,9,14,0.7857142857142857,8.109170349320223,113.52838489048312,5,12,0.9166666666666666,8.444785275638246,101.33742330765897,3,73.25367410753424,2,7.502574543201853,0.0,True,,V8_PL_1H_TREND_STRONG,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_gp_1h_trend_strong_with,v8,5,1103.2267484093804,581.5830517785522,581.5830517785522
31,0.8064516129032258,243.8249850687721,7.865322098992648,15,17,0.7647058823529411,6.6791497819588415,113.5455462933003,9,9,0.7777777777777778,8.49915796940093,76.49242172460836,3,5,1.0,10.757403410172683,53.78701705086342,3,50.0,2,9.85023833073626,0.0,True,,V8_PK_PW_TS_US_PM,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_trend_slope_with&g_tod_us_pm,v8,6,585.5613256270664,530.8882674897397,530.8882674897397
72,0.7222222222222222,335.2884553841427,4.656784102557538,21,40,0.675,3.998438734017217,159.93754936068868,12,19,0.6842105263157895,3.510278953129089,66.69530010945269,6,13,0.9230769230769232,8.35812353184626,108.65560591400138,3,100.0,4,6.486489940846298,0.0,True,,V8_PL_1H_TREND,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_gp_1h_trend_with,v8,5,1182.8973630504283,521.4533787069571,521.4533787069571
30,0.8,221.7085577393265,7.390285257977549,14,15,0.7333333333333333,4.9263417239002285,73.89512585850343,9,9,0.7777777777777778,8.49915796940093,76.49242172460836,3,6,1.0,11.88683502603577,71.32101015621463,2,25.0,1,8.790697145722275,0.0,True,,V8_PK_V7TOP_US_PM,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_btc_15m_trend_with&g_tod_us_pm,v8,6,1164.6720958509848,517.214392554743,517.214392554743
36,0.7777777777777778,251.63066356882547,6.989740654689596,18,21,0.7142857142857143,5.519943440446768,115.91881224938211,10,9,0.8888888888888888,10.548396494735677,94.93556845262108,5,6,0.8333333333333334,6.796047144470378,40.77628286682226,3,50.0,2,9.047290338765016,0.137,True,,V8_PJ_2A_RF_BTC_SOL,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_2a_rf_btc_sol_with,v8,5,443.917799476805,456.5698595643244,443.917799476805
23,0.8260869565217391,216.0036755173961,9.391464152930268,13,13,0.8461538461538461,11.62061677510624,151.0680180763811,8,8,0.75,4.891877269370378,39.13501815496302,3,2,1.0,12.900319643026029,25.800639286052053,2,25.0,1,13.31282856850187,0.0,False,n_lock<5 (2),V8_PK_CORE_ASIA,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_tod_asia,v8,5,421.32443954123,542.667695569089,421.32443954123
19,0.7368421052631579,127.79113936527894,6.725849440277838,10,8,0.75,8.455152483784264,67.64121987027411,5,7,0.5714285714285714,1.2734190834880457,8.91393358441632,4,4,1.0,12.808996477647126,51.2359859105885,1,50.5,2,6.212733679116386,1.0,False,n_lock<5 (4),V8_PL_V7TOP_AND_1H_EXTREME,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_btc_15m_trend_with&g_gp_1h_trend_extreme_with,v8,6,1673.3672998398204,417.3658611670009,417.3658611670009
23,0.782608695652174,190.46194283477053,8.280954036294371,15,13,0.8461538461538461,11.669135877741835,151.69876641064386,8,7,0.5714285714285714,-0.5468033314523782,-3.827623320166648,5,3,1.0,14.196933248097771,42.590799744293314,2,75.0,3,8.54165909401818,0.0,False,n_lock<5 (3),V8_PJ_3A_TREND_UNANIM_STRONG,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_3a_trend_unanimity_strong_with,v8,5,695.5077598243097,414.6991368655737,414.6991368655737
40,0.75,236.50019256205928,5.912504814051482,20,21,0.6666666666666666,3.9399305419137183,82.73854138018808,12,10,0.7,5.972238149100417,59.72238149100417,5,9,1.0,10.44880774342967,94.03926969086704,3,100.0,4,6.688703532104163,0.0,True,,V8_PL_V7TOP_AND_1H_TREND,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_btc_15m_trend_with&g_gp_1h_trend_with,v8,6,1023.774182701239,386.2048144538428,386.2048144538428
34,0.6764705882352942,157.39760816694553,4.629341416674869,14,18,0.6111111111111112,3.2334978334095137,58.20296100137125,8,11,0.7272727272727273,6.632605568635075,72.95866125498583,5,5,0.8,5.247197182117701,26.235985910588507,1,53.63172314863724,2,4.587380850168619,1.0,True,,V8_PL_1H_TREND_EXTREME,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_gp_1h_trend_extreme_with,v8,5,856.8672998398206,367.1861344808886,367.1861344808886
30,0.7333333333333333,158.79041006144206,5.293013668714735,16,13,0.6153846153846154,2.1510549844697566,27.963714798106835,8,9,0.6666666666666666,4.900623130978959,44.10560817881063,5,8,1.0,10.840135885565577,86.7210870845246,3,54.21417158283562,2,6.079321716307457,0.0,True,,V8_PL_V7TOP_AND_1H_STRONG,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_btc_15m_trend_with&g_gp_1h_trend_strong_with,v8,6,944.103568060191,324.1309245379186,324.1309245379186
19,0.7894736842105263,147.8698990814366,7.782626267444031,15,11,0.7272727272727273,7.219537577556418,79.4149133531206,8,4,0.75,6.135403259405276,24.541613037621104,4,4,1.0,10.97834317267372,43.91337269069488,3,25.0,1,8.139209623269867,0.0,False,n_lock<5 (4),V8_PJ_3A_RF_AND_BTC_SOL_TREND,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_xa_unanimity_with&g_2a_btc_sol_trend_with,v8,6,478.07025069269815,321.9620602666479,321.9620602666479
40,0.725,196.136936403184,4.9034234100796,20,24,0.6666666666666666,4.057873408957707,97.38896181498497,12,9,0.6666666666666666,4.900623130978959,44.10560817881063,5,7,1.0,7.806052344198348,54.64236640938844,3,75.0,3,5.855139869977267,0.0,True,,V8_PL_CASCADE_ALIGNED,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_cascade_5m_15m_1h_aligned,v8,5,594.8732289768753,320.2916171463994,320.2916171463994
34,0.7352941176470589,190.9423290446868,5.615950854255495,20,19,0.6842105263157895,4.920201498121763,93.48382846431348,12,9,0.6666666666666666,4.900623130978959,44.10560817881063,5,6,1.0,8.892148733593777,53.352892401562656,3,75.0,3,6.031983696780459,0.0,True,,V8_PL_V7TOP_AND_CASCADE_ALIGNED,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_btc_15m_trend_with&g_cascade_5m_15m_1h_aligned,v8,6,580.8351552783454,311.8088233299735,311.8088233299735
8,0.75,36.97775875041363,4.622219843801704,4,5,0.6,1.5209366031905014,7.604683015952506,3,0,0.0,0.0,0.0,0,3,1.0,9.791025244820371,29.37307573446112,1,25.0,2,3.6714491436723913,1.0,False,n_lock<5 (3),V8_JKL_V7TOP_3A_1H_US_EVE,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_btc_15m_trend_with&g_3a_trend_unanimity_with&g_gp_1h_trend_with&g_tod_us_eve,v8,8,959.3246534875,301.92340019712725,301.92340019712725
26,0.7307692307692307,143.1040327721377,5.504001260466835,16,12,0.6666666666666666,4.413642899842237,52.96371479810684,8,9,0.6666666666666666,4.900623130978959,44.10560817881063,5,5,1.0,9.206941959044046,46.03470979522023,3,44.621950958897,1,5.951682734853871,0.0,True,,V8_PL_V7TOP_AND_CASCADE_STRONG,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_btc_15m_trend_with&g_cascade_full_strong,v8,6,501.16454063729753,292.1111068961261,292.1111068961261
21,0.7619047619047619,136.6511499370892,6.507197616051867,16,13,0.6923076923076923,5.245858785290247,68.19616420877321,9,4,0.75,6.135403259405276,24.541613037621104,4,4,1.0,10.97834317267372,43.91337269069488,3,33.66666828923749,1,6.467079056723673,0.0,False,n_lock<5 (4),V8_PJ_3A_RF_AND_TREND,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_3a_rf_and_trend_with,v8,5,478.07025069269815,278.9391598090833,278.9391598090833
31,0.7096774193548387,134.70226989934503,4.345234512882097,16,16,0.625,2.704529869843024,43.27247791748839,8,9,0.6666666666666666,4.900623130978959,44.10560817881063,5,6,1.0,7.887363967174334,47.324183803046,3,50.0,2,4.836024996423327,0.0,True,,V8_PL_CASCADE_FULL_STRONG,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_cascade_full_strong,v8,5,515.2026143358274,274.961008432038,274.961008432038
12,0.9166666666666666,159.62079358309185,13.301732798590988,9,7,1.0,17.767172419032413,124.37020693322688,5,4,0.75,6.983101010880638,27.93240404352256,3,1,1.0,7.318182606342428,7.318182606342428,1,25.0,1,19.036423715753923,1.0,False,n_lock<5 (1),V8_PK_V7TOP_ASIA,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_btc_15m_trend_with&g_tod_asia,v8,6,239.0118439231437,579.2461242693089,239.0118439231437
13,0.8461538461538461,134.62079358309182,10.355445660237832,9,8,0.875,12.421275866653358,99.37020693322688,5,4,0.75,6.983101010880638,27.93240404352256,3,1,1.0,7.318182606342428,7.318182606342428,1,25.0,1,20.71935218436402,1.0,False,n_lock<5 (1),V8_PK_PW_TS_ASIA,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_trend_slope_with&g_tod_asia,v8,6,239.0118439231437,488.5239020470865,239.0118439231437
22,0.7727272727272727,131.2504494830642,5.965929521957463,15,11,0.8181818181818182,10.322123909819146,113.5433630080106,7,7,0.5714285714285714,-0.5468033314523782,-3.827623320166648,5,4,1.0,5.383677448805057,21.534709795220227,3,75.0,3,5.425747762899372,0.0,False,n_lock<5 (4),V8_PJ_SOL15M_STRONG,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_sol_15m_trend_strong_with,v8,5,234.4412073039641,285.7759786744584,234.4412073039641
21,0.7619047619047619,101.30600359633446,4.82409540934926,14,10,0.8,8.359891712128087,83.59891712128088,6,7,0.5714285714285714,-0.5468033314523782,-3.827623320166648,5,4,1.0,5.383677448805057,21.534709795220227,3,75.0,3,4.441858180455065,0.0,False,n_lock<5 (4),V8_PJ_V7TOP_AND_SOL_STRONG,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_btc_15m_trend_with&g_pw_sol_15m_trend_strong_with,v8,6,234.4412073039641,236.33243410402025,234.4412073039641
12,0.75,56.2864469586462,4.690537246553849,8,5,0.8,6.600815354589249,33.00407677294625,4,5,0.6,-1.03705863194727,-5.18529315973635,3,2,1.0,14.233831672718146,28.467663345436293,1,50.0,2,5.759937090895993,1.0,False,n_lock<5 (2),V8_PK_CORE_EURO,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_tod_european,v8,5,929.7538848619492,229.78941970867308,229.78941970867308
7,0.7142857142857143,41.02719242909384,5.861027489870549,6,3,0.6666666666666666,6.653524871690775,19.960574615072325,3,3,0.6666666666666666,1.808605885676944,5.42581765703083,2,1,1.0,15.640800156990684,15.640800156990684,1,34.98387127165739,1,4.249767166579734,1.0,False,n_lock<5 (1),V8_PK_V7TOP_EURO,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_btc_15m_trend_with&g_tod_european,v8,6,510.82853312731567,223.32468412236747,223.32468412236747
23,0.6956521739130435,84.8709290266814,3.690040392464408,13,16,0.8125,9.336614450085587,149.3858312013694,10,6,0.3333333333333333,-11.972180796838408,-71.83308478103044,2,1,1.0,7.318182606342428,7.318182606342428,1,87.44985809322398,3,3.1069925510571266,1.0,False,n_lock<5 (1),V8_PL_1H_RANGING,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_gp_1h_ranging,v8,5,239.0118439231437,213.22188784703184,213.22188784703184
29,0.6896551724137931,102.54300326753004,3.5359656299148288,19,17,0.6470588235294118,3.0921540457555285,52.56661877784399,11,7,0.5714285714285714,0.5630963849236907,3.941674694465835,5,5,1.0,9.206941959044046,46.03470979522023,3,75.0,3,3.616109442685745,0.0,True,,V8_JKL_V7TOP_3A_AND_1H,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_btc_15m_trend_with&g_3a_trend_unanimity_with&g_gp_1h_trend_with,v8,7,501.16454063729753,176.26602561671214,176.26602561671214
29,0.6896551724137931,102.54300326753004,3.5359656299148288,19,17,0.6470588235294118,3.0921540457555285,52.56661877784399,11,7,0.5714285714285714,0.5630963849236907,3.941674694465835,5,5,1.0,9.206941959044046,46.03470979522023,3,75.0,3,3.616109442685745,0.0,True,,V8_JKL_V7TOP_SOL_AND_1H,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_btc_15m_trend_with&g_pw_sol_15m_trend_with&g_gp_1h_trend_with,v8,7,501.16454063729753,176.26602561671214,176.26602561671214
29,0.6896551724137931,102.54300326753004,3.5359656299148288,19,17,0.6470588235294118,3.0921540457555285,52.56661877784399,11,7,0.5714285714285714,0.5630963849236907,3.941674694465835,5,5,1.0,9.206941959044046,46.03470979522023,3,75.0,3,3.616109442685745,0.0,True,,V8_JKL_BASE_BTC_SOL_1H,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_2a_btc_sol_trend_with&g_gp_1h_trend_with,v8,6,501.16454063729753,176.26602561671214,176.26602561671214
29,0.6896551724137931,102.54300326753004,3.5359656299148288,19,17,0.6470588235294118,3.0921540457555285,52.56661877784399,11,7,0.5714285714285714,0.5630963849236907,3.941674694465835,5,5,1.0,9.206941959044046,46.03470979522023,3,75.0,3,3.616109442685745,0.0,True,,V8_JKL_V7TOP_2A_BTC_SOL_AND_1H,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_btc_15m_trend_with&g_2a_btc_sol_trend_with&g_gp_1h_trend_with,v8,7,501.16454063729753,176.26602561671214,176.26602561671214
29,0.6896551724137931,102.54300326753004,3.5359656299148288,19,17,0.6470588235294118,3.0921540457555285,52.56661877784399,11,7,0.5714285714285714,0.5630963849236907,3.941674694465835,5,5,1.0,9.206941959044046,46.03470979522023,3,75.0,3,3.616109442685745,0.0,True,,V8_JKL_BASE_3A_1H_TREND,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_3a_trend_unanimity_with&g_gp_1h_trend_with,v8,6,501.16454063729753,176.26602561671214,176.26602561671214
6,0.6666666666666666,25.41041911690029,4.235069852816714,6,3,0.6666666666666666,6.653524871690775,19.960574615072325,3,2,0.5,-5.095477827581361,-10.19095565516272,2,1,1.0,15.640800156990684,15.640800156990684,1,34.98387127165739,1,2.8779639191759703,1.0,False,n_lock<5 (1),V8_PK_PW_TS_EURO,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_trend_slope_with&g_tod_european,v8,6,510.82853312731567,138.31738139299387,138.31738139299387
22,0.6818181818181818,62.02288960132336,2.819222254605608,15,10,0.6,1.2046505111637316,12.046505111637316,7,7,0.5714285714285714,0.5630963849236907,3.941674694465835,5,5,1.0,9.206941959044046,46.03470979522023,3,44.621950958897,1,2.96019970288921,0.0,True,,V8_JKL_V7TOP_3A_AND_1H_STRONG,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_btc_15m_trend_with&g_3a_trend_unanimity_with&g_gp_1h_trend_strong_with,v8,7,501.16454063729753,135.0445049586147,135.0445049586147
6,1.0,110.4814980109892,18.413583001831537,5,5,1.0,19.289426351841083,96.44713175920542,4,1,1.0,14.0343662517838,14.0343662517838,1,0,0.0,0.0,0.0,0,0.0,0,30.72021159681344,1.0,False,n_lock<5 (0);wr_lock<0.65 & dpt<$10;dpt_lock<$4,V8_JKL_V7TOP_3A_1H_ASIA,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_btc_15m_trend_with&g_3a_trend_unanimity_with&g_gp_1h_trend_with&g_tod_asia,v8,8,0.0,721.6651450077815,0.0
4,0.5,-4.414753956279599,-1.1036884890698997,4,2,0.5,2.4722229433648586,4.944445886729717,2,1,0.0,-25.0,-25.0,1,1,1.0,15.640800156990684,15.640800156990684,1,50.0,2,-0.6212020537931818,1.0,False,n_lock<5 (1),V8_JKL_V7TOP_3A_1H_EURO,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_btc_15m_trend_with&g_3a_trend_unanimity_with&g_gp_1h_trend_with&g_tod_european,v8,8,510.82853312731567,-36.04646605302292,-36.04646605302292
11,0.5454545454545454,-40.501499537593205,-3.681954503417564,9,5,0.4,-11.28592837680873,-56.42964188404365,5,5,0.6,2.981461688536408,14.907308442682035,3,1,1.0,1.020833903768422,1.020833903768422,1,50.0,2,-4.005396442916721,1.0,False,n_lock<5 (1);dpt_lock<$4,V8_JKL_V7TOP_3A_1H_US_PM,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_btc_15m_trend_with&g_3a_trend_unanimity_with&g_gp_1h_trend_with&g_tod_us_pm,v8,8,33.34043529707666,-146.97544165531045,-146.97544165531045
64,0.828125,609.2813630895398,9.52002129827406,21,33,0.7878787878787878,8.98480699640766,296.49863088145275,12,19,0.7894736842105263,8.803513335681624,167.26675337795083,6,12,1.0,12.12633156917802,145.51597883013625,3,75.0,3,12.101797663949991,0.0,True,,V8_BASELINE_V7_TOP_V8SPLIT,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_btc_15m_trend_with,v8,5,1584.1839561974164,947.577586595446,947.577586595446
11,0.8181818181818182,121.16559398084564,11.015053998258692,5,6,0.8333333333333334,14.696914141323528,88.18148484794116,3,3,0.6666666666666666,2.011369848533948,6.034109545601844,1,2,1.0,13.474999793651316,26.94999958730263,1,25.0,1,10.961633251504496,1.0,False,n_lock<5 (2),V8_JK_RG_V7TOP_3A_US_EVE,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with&g_3a_trend_unanimity_with&g_tod_us_eve,v8,7,880.1869865213039,791.4536598828836,791.4536598828836
12,0.8333333333333334,133.23275724908387,11.102729770756987,6,6,0.8333333333333334,14.696914141323528,88.18148484794116,3,3,0.6666666666666666,2.011369848533948,6.034109545601844,1,3,1.0,13.00572095184696,39.01716285554088,2,25.0,1,11.09202790394036,0.0,False,n_lock<5 (3),V8_PK_RG_V7TOP_US_EVE,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with&g_tod_us_eve,v8,6,637.1502694309825,725.2303086258464,637.1502694309825
18,0.7777777777777778,144.43272356538696,8.024040198077053,10,9,0.6666666666666666,5.198843614374313,46.78959252936882,6,5,0.8,8.596117039332375,42.98058519666188,1,4,1.0,13.665636459839066,54.66254583935626,3,50.0,2,7.131819256633988,0.0,False,n_lock<5 (4),V8_PK_RG_CORE_US_EVE,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_tod_us_eve,v8,5,595.0929157044584,471.71727516455377,471.71727516455377
54,0.6851851851851852,224.9615008369136,4.165953719202102,18,33,0.5757575757575758,0.8992645821979162,29.675731212531232,10,10,0.8,8.190795262569042,81.90795262569041,3,11,0.9090909090909092,10.307074272608356,113.37781699869193,5,110.78064120833818,3,5.276328019107229,0.059,True,,V8_PK_RG_CORE_US_PM,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_tod_us_pm,v8,5,740.5839006354555,408.180145407422,408.180145407422
60,0.7166666666666667,283.3899412113409,4.7231656868556815,23,24,0.6666666666666666,4.527142574473732,108.65142178736956,11,6,0.6666666666666666,2.864321892504184,17.185931355025104,3,20,0.85,8.995975913026491,179.91951826052983,5,148.30444340118132,4,4.664956639037321,0.001,True,,V8_V7TOP_VOLRG_HUR22,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with,hur22,5,1175.2342932777808,402.413716520104,402.413716520104
60,0.7166666666666667,283.3899412113409,4.7231656868556815,23,29,0.5862068965517241,0.2327979538263241,6.751140660963401,13,19,0.7368421052631579,6.045441145818359,114.8633817705488,6,12,1.0,13.481284898319052,161.77541877982864,4,148.30444340118132,4,4.664956639037321,0.0,True,,V8_V7TOP_VOLRG_V8,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with,v8,5,1320.8962943373008,402.413716520104,402.413716520104
