proxyWallet,side,asset,conditionId,size,price,timestamp,title,slug,icon,eventSlug,outcome,outcomeIndex,name,pseudonym,bio,profileImage,profileImageOptimized,transactionHash
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,41159759489201808159182108303550986739712281249688086046555093078929049554321,0x383a434d0918c17a8efccf5a494e01b2b638a9517d4be28f89750ec0f4e48ff5,5,0.85,1782979048,"Bitcoin Up or Down - July 2, 3:45AM-4:00AM ET",btc-updown-15m-1782978300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782978300,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0xa7c210a65defd3ac31277cadeb92ec0ed1ade53783a968fe31d62ba1fe8a56d2
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,41159759489201808159182108303550986739712281249688086046555093078929049554321,0x383a434d0918c17a8efccf5a494e01b2b638a9517d4be28f89750ec0f4e48ff5,15,0.78,1782979042,"Bitcoin Up or Down - July 2, 3:45AM-4:00AM ET",btc-updown-15m-1782978300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782978300,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x958ca8e3f7affc6a9653a4df182e0623986a2c086144758b045bd1486860f2b1
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,41159759489201808159182108303550986739712281249688086046555093078929049554321,0x383a434d0918c17a8efccf5a494e01b2b638a9517d4be28f89750ec0f4e48ff5,5,0.74,1782979012,"Bitcoin Up or Down - July 2, 3:45AM-4:00AM ET",btc-updown-15m-1782978300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782978300,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x3160a8b5d4af928bc36a80922098d6c3ee5897f77a8a7316fcc974995e897683
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,41159759489201808159182108303550986739712281249688086046555093078929049554321,0x383a434d0918c17a8efccf5a494e01b2b638a9517d4be28f89750ec0f4e48ff5,5,0.74,1782979012,"Bitcoin Up or Down - July 2, 3:45AM-4:00AM ET",btc-updown-15m-1782978300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782978300,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x3913360b598a419d9a2b8bbc470392e4ef1b8b681fbd318132eb522bb646e0b6
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,41159759489201808159182108303550986739712281249688086046555093078929049554321,0x383a434d0918c17a8efccf5a494e01b2b638a9517d4be28f89750ec0f4e48ff5,30,0.68,1782978982,"Bitcoin Up or Down - July 2, 3:45AM-4:00AM ET",btc-updown-15m-1782978300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782978300,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x43a7ce68402d2394addf5972006a4d827a07d99c3f6557fb943384095de12a0a
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,41159759489201808159182108303550986739712281249688086046555093078929049554321,0x383a434d0918c17a8efccf5a494e01b2b638a9517d4be28f89750ec0f4e48ff5,30,0.68,1782978982,"Bitcoin Up or Down - July 2, 3:45AM-4:00AM ET",btc-updown-15m-1782978300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782978300,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0xd59585fcdd92bd790aba153dd3c40dc7d5d6c4878cbd95ca534b5f88a54b3a0f
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,41159759489201808159182108303550986739712281249688086046555093078929049554321,0x383a434d0918c17a8efccf5a494e01b2b638a9517d4be28f89750ec0f4e48ff5,30,0.68,1782978982,"Bitcoin Up or Down - July 2, 3:45AM-4:00AM ET",btc-updown-15m-1782978300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782978300,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0xcc34afd0a2dc4af2afec8c1bb281a8dc4bc9ac7c9f64d786308b8ff316e2ae7f
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,58189821378428648753264188403768342571489279111049550633758639306792999940283,0x383a434d0918c17a8efccf5a494e01b2b638a9517d4be28f89750ec0f4e48ff5,30,0.47,1782978877,"Bitcoin Up or Down - July 2, 3:45AM-4:00AM ET",btc-updown-15m-1782978300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782978300,Down,1,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x065444d708dd06b486cfa4ea2ac8802d849980cf87a4ed1d844a03879aeab3e7
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,113424937387581357617696656494512465754899937146080127873310214955132917074752,0x9eea584f5ecf5abb6eb033d9de6b60f25bb3971b929aa1226a154567d37a215e,19,0.8,1782978830,"Bitcoin Up or Down - July 2, 3:50AM-3:55AM ET",btc-updown-5m-1782978600,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1782978600,Down,1,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0xba0ac0f7b216833ed5156872e2bf91bd17138769652512b3b928daec03859217
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,113424937387581357617696656494512465754899937146080127873310214955132917074752,0x9eea584f5ecf5abb6eb033d9de6b60f25bb3971b929aa1226a154567d37a215e,30,0.8,1782978830,"Bitcoin Up or Down - July 2, 3:50AM-3:55AM ET",btc-updown-5m-1782978600,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1782978600,Down,1,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0xba8e4e95e64d2936b76f629c01e552fd4a4a467f47dcae8fd0d00fc35042a351
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,113424937387581357617696656494512465754899937146080127873310214955132917074752,0x9eea584f5ecf5abb6eb033d9de6b60f25bb3971b929aa1226a154567d37a215e,30,0.83,1782978826,"Bitcoin Up or Down - July 2, 3:50AM-3:55AM ET",btc-updown-5m-1782978600,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1782978600,Down,1,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x433602ca84327098729adb8788e23f8c63b278186a62c2fd71f19f2d6ebfc96a
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,113424937387581357617696656494512465754899937146080127873310214955132917074752,0x9eea584f5ecf5abb6eb033d9de6b60f25bb3971b929aa1226a154567d37a215e,30,0.83,1782978826,"Bitcoin Up or Down - July 2, 3:50AM-3:55AM ET",btc-updown-5m-1782978600,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1782978600,Down,1,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x4d0514cbfc8b3e500a145d8847cb83e85a4bad742da6f3cc3fd107ac20cad52b
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,51252032246981755485041031100998798680665575261158623705705421909478206949906,0x9eea584f5ecf5abb6eb033d9de6b60f25bb3971b929aa1226a154567d37a215e,2.22,0.36,1782978815,"Bitcoin Up or Down - July 2, 3:50AM-3:55AM ET",btc-updown-5m-1782978600,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1782978600,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0xa9949ab072ad38b9a2ba3170d6506b3d1545af3dd7880f74fbd0d12832b7ceb9
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,58189821378428648753264188403768342571489279111049550633758639306792999940283,0x383a434d0918c17a8efccf5a494e01b2b638a9517d4be28f89750ec0f4e48ff5,30,0.2,1782978773,"Bitcoin Up or Down - July 2, 3:45AM-4:00AM ET",btc-updown-15m-1782978300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782978300,Down,1,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x196fee68bc6d115fc3fb020b52d4b97959f37c66453666a027771d087d0b3964
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,41159759489201808159182108303550986739712281249688086046555093078929049554321,0x383a434d0918c17a8efccf5a494e01b2b638a9517d4be28f89750ec0f4e48ff5,5,0.79,1782978658,"Bitcoin Up or Down - July 2, 3:45AM-4:00AM ET",btc-updown-15m-1782978300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782978300,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0xc26c2f599b43966e3c69521725de6bee081adddb46391aa3ba31d854b532b1e0
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,41159759489201808159182108303550986739712281249688086046555093078929049554321,0x383a434d0918c17a8efccf5a494e01b2b638a9517d4be28f89750ec0f4e48ff5,5,0.79,1782978658,"Bitcoin Up or Down - July 2, 3:45AM-4:00AM ET",btc-updown-15m-1782978300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782978300,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x64a528d6394389eb2135f558284564dbb632f5c6cc69b5664f36b55cf9cb0666
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,41159759489201808159182108303550986739712281249688086046555093078929049554321,0x383a434d0918c17a8efccf5a494e01b2b638a9517d4be28f89750ec0f4e48ff5,5,0.85,1782978647,"Bitcoin Up or Down - July 2, 3:45AM-4:00AM ET",btc-updown-15m-1782978300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782978300,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x86d5319dc5210b83a5909126aa137a613eb1faffbecc65a88b2d33b920dae158
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,51252032246981755485041031100998798680665575261158623705705421909478206949906,0x9eea584f5ecf5abb6eb033d9de6b60f25bb3971b929aa1226a154567d37a215e,28.77,0.65,1782978625,"Bitcoin Up or Down - July 2, 3:50AM-3:55AM ET",btc-updown-5m-1782978600,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1782978600,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x31327236435939ef861c40ba1686991442f7571b3eda72b698a040cd627d8132
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,41159759489201808159182108303550986739712281249688086046555093078929049554321,0x383a434d0918c17a8efccf5a494e01b2b638a9517d4be28f89750ec0f4e48ff5,30,0.74,1782978566,"Bitcoin Up or Down - July 2, 3:45AM-4:00AM ET",btc-updown-15m-1782978300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782978300,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0xd4079698e4075317cf619aa8babee45aeb26e7a90c6c37212bebf329424675f2
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,41159759489201808159182108303550986739712281249688086046555093078929049554321,0x383a434d0918c17a8efccf5a494e01b2b638a9517d4be28f89750ec0f4e48ff5,30,0.69,1782978563,"Bitcoin Up or Down - July 2, 3:45AM-4:00AM ET",btc-updown-15m-1782978300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782978300,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x37f91886fef2204e578a69815cf407be01f86a6e4d586fc3722a224e18c900fd
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,41159759489201808159182108303550986739712281249688086046555093078929049554321,0x383a434d0918c17a8efccf5a494e01b2b638a9517d4be28f89750ec0f4e48ff5,30,0.68,1782978563,"Bitcoin Up or Down - July 2, 3:45AM-4:00AM ET",btc-updown-15m-1782978300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782978300,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0xc52bcfb3eba7d9a6e016e5f4dafffc560047cda4bb5a15349f9fa9505c898cc1
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,28231783211503803922954935564376555272327906426669304423595622421246944783481,0xc287941a455d2baeb43c53723663c4f660f659f01a5989e6504daf552d155483,30.576922,0.5199999856,1782978437,"Bitcoin Up or Down - July 2, 3:45AM-3:50AM ET",btc-updown-5m-1782978300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1782978300,Down,1,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x578274583d09444e2c84e8eaec6bf86ea74c3c4cf4d96cdaecefb9165b1bded8
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,28231783211503803922954935564376555272327906426669304423595622421246944783481,0xc287941a455d2baeb43c53723663c4f660f659f01a5989e6504daf552d155483,30.576922,0.5199999856,1782978437,"Bitcoin Up or Down - July 2, 3:45AM-3:50AM ET",btc-updown-5m-1782978300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1782978300,Down,1,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x30b8934e53c9af495793658b848873586ff3a63658eb97489b2e565304ff3cbe
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,677639346607003496579639336221095398537248531997740230781580690664959635957,0x1eef77819a505abe6399c440c3b76b3a02ed84995e50862dbe294d3bcb0bb1d1,30,0.04,1782978280,"Bitcoin Up or Down - July 2, 3:30AM-3:45AM ET",btc-updown-15m-1782977400,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782977400,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0xf4a4888229807d5bc0d13e6c651983f92f8bcc3181422e6b41721c2d4e627d58
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,110677224534514772097679586033711357653883907993588081257351776668508918833290,0x1eef77819a505abe6399c440c3b76b3a02ed84995e50862dbe294d3bcb0bb1d1,30,0.96,1782978272,"Bitcoin Up or Down - July 2, 3:30AM-3:45AM ET",btc-updown-15m-1782977400,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782977400,Down,1,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x8c56040ec392b38505a1fae3e42cda856d5e84c9f5d95f1808a2b486291b26c3
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,14387063756227265685208913187205539116183375593303878781758046921982539566654,0x13462863468f5d862e85832ad7e02bc99f8ab480a1c17cc2ea6906be97797907,35,0.03,1782978247,"Bitcoin Up or Down - July 2, 3:40AM-3:45AM ET",btc-updown-5m-1782978000,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1782978000,Down,1,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x3e7e2f71a816a4a27363b1f5a2f4d2d1affd839af93e31ab5dba2a486a773956
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,677639346607003496579639336221095398537248531997740230781580690664959635957,0x1eef77819a505abe6399c440c3b76b3a02ed84995e50862dbe294d3bcb0bb1d1,10,0.72,1782978247,"Bitcoin Up or Down - July 2, 3:30AM-3:45AM ET",btc-updown-15m-1782977400,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782977400,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0xa7d455e5294b1425aac36151e037e12a99652c02aa77cee2c79abfee96c9810a
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,677639346607003496579639336221095398537248531997740230781580690664959635957,0x1eef77819a505abe6399c440c3b76b3a02ed84995e50862dbe294d3bcb0bb1d1,30,0.72,1782978245,"Bitcoin Up or Down - July 2, 3:30AM-3:45AM ET",btc-updown-15m-1782977400,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782977400,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0xddd49fea6cc100fa223a0005148154f97fe46a486da6b35bf1a0cd6220645182
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,677639346607003496579639336221095398537248531997740230781580690664959635957,0x1eef77819a505abe6399c440c3b76b3a02ed84995e50862dbe294d3bcb0bb1d1,30,0.72,1782978245,"Bitcoin Up or Down - July 2, 3:30AM-3:45AM ET",btc-updown-15m-1782977400,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782977400,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0xcc4e40bf6fe83be19f9944e5dbf9afe9221064ec3d18dba1860dd27f2717b7e1
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,677639346607003496579639336221095398537248531997740230781580690664959635957,0x1eef77819a505abe6399c440c3b76b3a02ed84995e50862dbe294d3bcb0bb1d1,30.833332,0.7199999987,1782978245,"Bitcoin Up or Down - July 2, 3:30AM-3:45AM ET",btc-updown-15m-1782977400,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782977400,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x731adf13f14db2130f104bc71f7e1fa0497c938dff0217faaf55bd27b1d0c709
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,6030957277894819304687548927706195268002258401931427600598469415082866725755,0x13462863468f5d862e85832ad7e02bc99f8ab480a1c17cc2ea6906be97797907,11.07,0.89,1782978194,"Bitcoin Up or Down - July 2, 3:40AM-3:45AM ET",btc-updown-5m-1782978000,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1782978000,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x87c6fe49cc2dabf47cce686275a0efa8a4f39a7c30cbb30894c68f7d4ffdc721
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,677639346607003496579639336221095398537248531997740230781580690664959635957,0x1eef77819a505abe6399c440c3b76b3a02ed84995e50862dbe294d3bcb0bb1d1,30,0.48,1782978194,"Bitcoin Up or Down - July 2, 3:30AM-3:45AM ET",btc-updown-15m-1782977400,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782977400,Up,0,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0xa1efdf415bd310edf91bc7c4d9fdfd95a1fca4f9877f09d67da1834e8504c688
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,110677224534514772097679586033711357653883907993588081257351776668508918833290,0x1eef77819a505abe6399c440c3b76b3a02ed84995e50862dbe294d3bcb0bb1d1,30,0.67,1782978170,"Bitcoin Up or Down - July 2, 3:30AM-3:45AM ET",btc-updown-15m-1782977400,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782977400,Down,1,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x23cb31ae720f44c6fe6d2a63de4277011d2849f58cb38956ad7ff4bfe89664e9
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,110677224534514772097679586033711357653883907993588081257351776668508918833290,0x1eef77819a505abe6399c440c3b76b3a02ed84995e50862dbe294d3bcb0bb1d1,9,0.68,1782978143,"Bitcoin Up or Down - July 2, 3:30AM-3:45AM ET",btc-updown-15m-1782977400,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782977400,Down,1,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x5fa17ec6912a2f3f49ba7555ac3a8be4f4e9d419a08bdd64556635e9c7febc64
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,110677224534514772097679586033711357653883907993588081257351776668508918833290,0x1eef77819a505abe6399c440c3b76b3a02ed84995e50862dbe294d3bcb0bb1d1,30,0.65,1782978140,"Bitcoin Up or Down - July 2, 3:30AM-3:45AM ET",btc-updown-15m-1782977400,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782977400,Down,1,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x381950380369c053d436e66d6913a739b726dc61db34fcefd94eb7eb354a377b
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,BUY,110677224534514772097679586033711357653883907993588081257351776668508918833290,0x1eef77819a505abe6399c440c3b76b3a02ed84995e50862dbe294d3bcb0bb1d1,30,0.65,1782978140,"Bitcoin Up or Down - July 2, 3:30AM-3:45AM ET",btc-updown-15m-1782977400,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1782977400,Down,1,l5Zn1bWoM8eTsK,Noisy-Colonisation,,,,0x4037e0eb9298276f21ca08ed1d570ae5948a7af33945862f7a9ea749984b9bff
