fid,slug,outcome,ts,price,size,bid0,ask0,snap_us,age_s,cls,ticks_vs_bid
330,sol-updown-15m-1782963000,Up,1782963787,0.8156989247,29.76,0.84,0.85,1782963786796000.0,0.204,MAKER_at_bid,-2.0
331,eth-updown-15m-1782963000,Up,1782963782,0.97,46.0,0.96,0.97,1782963780406000.0,1.594,TAKER_at_ask,1.0
332,eth-updown-15m-1782963000,Up,1782963764,0.96,46.0,0.95,0.96,1782963763316000.0,0.684,TAKER_at_ask,1.0
340,eth-updown-15m-1782963000,Up,1782963722,0.89,18.0,0.88,0.89,1782963714830000.0,7.17,TAKER_at_ask,1.0
341,eth-updown-15m-1782963000,Up,1782963721,0.89,26.0,0.88,0.89,1782963714830000.0,6.17,TAKER_at_ask,1.0
342,eth-updown-15m-1782963000,Up,1782963710,0.87,21.0,0.86,0.87,1782963708582000.0,1.418,TAKER_at_ask,1.0
343,eth-updown-15m-1782963000,Up,1782963707,0.86,20.0,0.85,0.86,1782963706530000.0,0.47,TAKER_at_ask,1.0
344,eth-updown-15m-1782963000,Down,1782963671,0.16,5.0,0.14,0.15,1782963670484000.0,0.516,TAKER_at_ask,2.0
345,eth-updown-15m-1782963000,Down,1782963665,0.12,14.0,0.13,0.14,1782963664182000.0,0.818,MAKER_at_bid,-1.0
346,sol-updown-15m-1782963000,Down,1782963664,0.37,17.0,0.39,0.41,1782963663580000.0,0.42,MAKER_at_bid,-2.0
347,eth-updown-15m-1782963000,Down,1782963623,0.19,21.0,0.19,0.2,1782963621820000.0,1.18,MAKER_at_bid,0.0
348,eth-updown-15m-1782963000,Down,1782963611,0.17,13.0,0.16,0.18,1782963609387000.0,1.613,INSIDE_spread,1.0
349,eth-updown-15m-1782963000,Down,1782963611,0.17,21.0,0.16,0.18,1782963609387000.0,1.613,INSIDE_spread,1.0
350,sol-updown-15m-1782963000,Down,1782963611,0.3761538462,13.0,0.36,0.39,1782963608993000.0,2.007,INSIDE_spread,2.0
352,eth-updown-15m-1782963000,Down,1782963611,0.16,17.0,0.16,0.18,1782963609387000.0,1.613,MAKER_at_bid,0.0
354,eth-updown-15m-1782963000,Down,1782963547,0.24,9.99,0.24,0.25,1782963546279000.0,0.721,MAKER_at_bid,0.0
355,eth-updown-15m-1782963000,Down,1782963547,0.24,3.95,0.24,0.25,1782963546279000.0,0.721,MAKER_at_bid,0.0
357,sol-updown-15m-1782963000,Down,1782963539,0.31,4.83,0.31,0.33,1782963536912000.0,2.088,MAKER_at_bid,0.0
358,sol-updown-15m-1782963000,Down,1782963538,0.28,5.0,0.31,0.33,1782963536912000.0,1.088,MAKER_at_bid,-3.0
359,eth-updown-15m-1782963000,Down,1782963535,0.24,16.0,0.23,0.24,1782963534058000.0,0.942,TAKER_at_ask,1.0
360,sol-updown-15m-1782963000,Down,1782963535,0.31,28.0,0.29,0.31,1782963533761000.0,1.239,TAKER_at_ask,2.0
361,eth-updown-15m-1782963000,Down,1782963533,0.2379345673,24.208332,0.23,0.24,1782963531845000.0,1.155,INSIDE_spread,1.0
362,eth-updown-15m-1782963000,Down,1782963533,0.2370943913,17.208332,0.23,0.24,1782963531845000.0,1.155,INSIDE_spread,1.0
363,sol-updown-15m-1782963000,Down,1782963533,0.301627907,17.2,0.3,0.32,1782963531823000.0,1.177,INSIDE_spread,0.0
364,eth-updown-15m-1782963000,Down,1782963529,0.3848665298,9.74,0.27,0.32,1782963528744000.0,0.256,TAKER_at_ask,11.0
365,eth-updown-15m-1782963000,Down,1782963524,0.36,5.0,0.37,0.38,1782963523801000.0,0.199,MAKER_at_bid,-1.0
367,sol-updown-15m-1782963000,Up,1782963520,0.41,6.14,0.51,0.52,1782963519897000.0,0.103,MAKER_at_bid,-10.0
368,sol-updown-15m-1782963000,Up,1782963517,0.41,7.0,0.4,0.41,1782963516452000.0,0.548,TAKER_at_ask,1.0
369,sol-updown-15m-1782963000,Up,1782963514,0.36,7.71,0.4,0.41,1782963513818000.0,0.182,MAKER_at_bid,-4.0
378,btc-updown-15m-1782963000,Down,1782963322,0.37,15.0,0.36,0.37,1782963315844000.0,6.156,TAKER_at_ask,1.0
381,btc-updown-15m-1782963000,Down,1782963274,0.4,21.0,0.39,0.4,1782963273252000.0,0.748,TAKER_at_ask,1.0
382,btc-updown-15m-1782963000,Down,1782963268,0.47,15.0,0.45,0.46,1782963267962000.0,0.038,TAKER_at_ask,2.0
383,btc-updown-15m-1782963000,Down,1782963250,0.49,18.0,0.48,0.49,1782963249530000.0,0.47,TAKER_at_ask,1.0
384,eth-updown-15m-1782963000,Down,1782963248,0.58,15.0,0.6,0.61,1782963247786000.0,0.214,MAKER_at_bid,-2.0
391,eth-updown-15m-1782963000,Down,1782963149,0.65,3.0,0.68,0.69,1782963147941000.0,1.059,MAKER_at_bid,-3.0
392,eth-updown-15m-1782963000,Down,1782963140,0.64,15.0,0.64,0.65,1782963139684000.0,0.316,MAKER_at_bid,0.0
393,btc-updown-15m-1782963000,Down,1782963140,0.62,12.0,0.61,0.63,1782963138358000.0,1.642,INSIDE_spread,1.0
394,sol-updown-15m-1782963000,Down,1782963137,0.72,21.93,0.66,0.68,1782963136814000.0,0.186,TAKER_at_ask,6.0
395,sol-updown-15m-1782963000,Down,1782963134,0.68,10.04,0.71,0.72,1782963133718000.0,0.282,MAKER_at_bid,-3.0
396,btc-updown-15m-1782963000,Up,1782963086,0.4,58.0,0.42,0.43,1782963085880000.0,0.12,MAKER_at_bid,-2.0
397,eth-updown-15m-1782963000,Up,1782963034,0.37,17.0,0.36,0.37,1782963031392000.0,2.608,TAKER_at_ask,1.0
398,sol-updown-15m-1782962100,Down,1782962959,0.323,8.78,0.32,0.352,1782962958296000.0,0.704,INSIDE_spread,0.0
399,sol-updown-15m-1782962100,Down,1782962953,0.2599999431,10.53846,0.247,0.34,1782962951271000.0,1.729,INSIDE_spread,1.0
400,sol-updown-15m-1782962100,Down,1782962939,0.24,5.0,0.25,0.325,1782962938809000.0,0.191,MAKER_at_bid,-1.0
401,eth-updown-15m-1782962100,Down,1782962899,0.01,108.0,0.009,0.01,1782962896120000.0,2.88,TAKER_at_ask,0.0
402,btc-updown-15m-1782962100,Down,1782962897,0.01,100.0,0.006,0.01,1782962896108000.0,0.892,TAKER_at_ask,0.0
403,eth-updown-15m-1782962100,Down,1782962839,0.98,30.0,0.977,0.98,1782962838943000.0,0.057,TAKER_at_ask,0.0
404,eth-updown-15m-1782962100,Up,1782962716,0.06,2.0,0.051,0.07,1782962715984000.0,0.016,INSIDE_spread,1.0
405,eth-updown-15m-1782962100,Up,1782962711,0.073,5.0,0.065,0.069,1782962710480000.0,0.52,TAKER_at_ask,1.0
406,btc-updown-15m-1782962100,Up,1782962567,0.03,35.0,0.02,0.03,1782962565742000.0,1.258,TAKER_at_ask,1.0
407,btc-updown-15m-1782962100,Down,1782962285,0.77,20.0,0.76,0.78,1782962284853000.0,0.147,INSIDE_spread,1.0
408,sol-updown-15m-1782962100,Down,1782962266,0.71,22.0,0.7,0.71,1782962264391000.0,1.609,TAKER_at_ask,1.0
409,btc-updown-15m-1782962100,Down,1782962246,0.7,18.0,0.71,0.72,1782962244883000.0,1.117,MAKER_at_bid,-1.0
410,btc-updown-15m-1782962100,Down,1782962201,0.56,45.0,0.57,0.58,1782962200447000.0,0.553,MAKER_at_bid,-1.0
412,btc-updown-15m-1782962100,Up,1782962128,0.53,23.44,0.55,0.56,1782962127788000.0,0.212,MAKER_at_bid,-2.0
413,eth-updown-15m-1782962100,Up,1782962122,0.44,26.0,0.46,0.47,1782962120385000.0,1.615,MAKER_at_bid,-2.0
414,btc-updown-15m-1782961200,Up,1782962056,0.99,78.0,0.98,0.99,1782962046209000.0,9.791,TAKER_at_ask,1.0
415,sol-updown-15m-1782961200,Up,1782962036,0.81,10.0,0.85,0.86,1782962034764000.0,1.236,MAKER_at_bid,-4.0
416,sol-updown-15m-1782961200,Down,1782962027,0.3,20.0,0.41,0.43,1782962025740000.0,1.26,MAKER_at_bid,-11.0
417,sol-updown-15m-1782961200,Down,1782962023,0.39,15.0,0.38,0.42,1782962021203000.0,1.797,INSIDE_spread,1.0
418,btc-updown-15m-1782961200,Down,1782962009,0.06,2.01,0.06,0.07,1782962008635000.0,0.365,MAKER_at_bid,0.0
419,sol-updown-15m-1782961200,Up,1782962009,0.7595652174,29.44,0.74,0.76,1782962008777000.0,0.223,INSIDE_spread,2.0
420,sol-updown-15m-1782961200,Up,1782962008,0.65,5.0,0.74,0.75,1782962007790000.0,0.21,MAKER_at_bid,-9.0
421,sol-updown-15m-1782961200,Up,1782962003,0.63,12.0,0.62,0.64,1782962001673000.0,1.327,INSIDE_spread,1.0
422,sol-updown-15m-1782961200,Up,1782962003,0.6349407115,10.12,0.62,0.64,1782962001673000.0,1.327,INSIDE_spread,1.0
423,sol-updown-15m-1782961200,Up,1782962000,0.6321304448,72.07373,0.61,0.62,1782961998816000.0,1.184,TAKER_at_ask,2.0
424,sol-updown-15m-1782961200,Up,1782961999,0.38,5.0,0.61,0.62,1782961998816000.0,0.184,MAKER_at_bid,-23.0
425,btc-updown-15m-1782961200,Up,1782961997,0.74,18.0,0.79,0.8,1782961996907000.0,0.093,MAKER_at_bid,-5.0
426,btc-updown-15m-1782961200,Up,1782961970,0.6968888759,16.071426,0.68,0.7,1782961968219000.0,1.781,INSIDE_spread,2.0
427,sol-updown-15m-1782961200,Down,1782961949,0.75,25.0,0.74,0.76,1782961947816000.0,1.184,INSIDE_spread,1.0
428,sol-updown-15m-1782961200,Down,1782961948,0.75,17.0,0.74,0.76,1782961947816000.0,0.184,INSIDE_spread,1.0
429,btc-updown-15m-1782961200,Down,1782961943,0.3812098106,28.64564,0.38,0.39,1782961941092000.0,1.908,INSIDE_spread,0.0
430,btc-updown-15m-1782961200,Down,1782961943,0.33,18.0,0.38,0.39,1782961941092000.0,1.908,MAKER_at_bid,-5.0
431,sol-updown-15m-1782961200,Down,1782961940,0.61,21.0,0.6,0.67,1782961939795000.0,0.205,INSIDE_spread,1.0
432,btc-updown-15m-1782961200,Down,1782961940,0.33,20.0,0.32,0.33,1782961939542000.0,0.458,TAKER_at_ask,1.0
433,sol-updown-15m-1782961200,Down,1782961939,0.6,19.0,0.59,0.61,1782961938277000.0,0.723,INSIDE_spread,1.0
434,btc-updown-15m-1782961200,Down,1782961939,0.33,14.99,0.32,0.33,1782961938458000.0,0.542,TAKER_at_ask,1.0
435,btc-updown-15m-1782961200,Down,1782961931,0.31,30.0,0.3,0.31,1782961929822000.0,1.178,TAKER_at_ask,1.0
436,sol-updown-15m-1782961200,Up,1782961927,0.55,25.64,0.54,0.56,1782961924632000.0,2.368,INSIDE_spread,1.0
437,btc-updown-15m-1782961200,Up,1782961925,0.7,31.0,0.69,0.7,1782961924292000.0,0.708,TAKER_at_ask,1.0
438,eth-updown-15m-1782961200,Up,1782961888,0.8,9.6,0.65,0.66,1782961874731000.0,13.269,TAKER_at_ask,15.0
439,eth-updown-15m-1782961200,Up,1782961880,0.68,6.1,0.65,0.66,1782961874731000.0,5.269,TAKER_at_ask,3.0
440,btc-updown-15m-1782961200,Up,1782961868,0.43,20.0,0.42,0.44,1782961865692000.0,2.308,INSIDE_spread,1.0
441,sol-updown-15m-1782961200,Down,1782961819,0.5435954369,15.176726,0.53,0.57,1782961816778000.0,2.222,INSIDE_spread,1.0
442,eth-updown-15m-1782961200,Down,1782961811,0.28,20.0,0.27,0.29,1782961810961000.0,0.039,INSIDE_spread,1.0
443,btc-updown-15m-1782961200,Up,1782961810,0.47,37.0,0.48,0.49,1782961809718000.0,0.282,MAKER_at_bid,-1.0
444,btc-updown-15m-1782961200,Up,1782961786,0.44,52.0,0.44,0.45,1782961785990000.0,0.01,MAKER_at_bid,0.0
445,eth-updown-15m-1782961200,Down,1782961783,0.33,4.43,0.42,0.43,1782961782655000.0,0.345,MAKER_at_bid,-9.0
446,sol-updown-15m-1782961200,Down,1782961781,0.47,5.12,0.46,0.47,1782961780388000.0,0.612,TAKER_at_ask,1.0
447,sol-updown-15m-1782961200,Down,1782961777,0.45,21.0,0.44,0.45,1782961776249000.0,0.751,TAKER_at_ask,1.0
448,sol-updown-15m-1782961200,Down,1782961775,0.43,18.25,0.44,0.45,1782961774610000.0,0.39,MAKER_at_bid,-1.0
449,eth-updown-15m-1782961200,Down,1782961771,0.19,9.0,0.21,0.23,1782961770841000.0,0.159,MAKER_at_bid,-2.0
451,btc-updown-15m-1782961200,Up,1782961744,0.73,14.0,0.78,0.79,1782961729982000.0,14.018,MAKER_at_bid,-5.0
452,btc-updown-15m-1782961200,Down,1782961742,0.27,79.0,0.21,0.22,1782961729982000.0,12.018,TAKER_at_ask,6.0
453,btc-updown-15m-1782961200,Down,1782961738,0.26,137.76,0.21,0.22,1782961729982000.0,8.018,TAKER_at_ask,5.0
454,eth-updown-15m-1782961200,Down,1782961738,0.23,2.81,0.14,0.15,1782961728735000.0,9.265,TAKER_at_ask,9.0
455,btc-updown-15m-1782961200,Down,1782961736,0.23,16.0,0.21,0.22,1782961729982000.0,6.018,TAKER_at_ask,2.0
456,btc-updown-15m-1782961200,Up,1782961708,0.75,0.21,0.75,0.78,1782961705925000.0,2.075,MAKER_at_bid,0.0
457,btc-updown-15m-1782961200,Up,1782961699,0.74,48.0,0.73,0.74,1782961697863000.0,1.137,TAKER_at_ask,1.0
458,eth-updown-15m-1782961200,Down,1782961697,0.24,10.0,0.19,0.22,1782961696897000.0,0.103,TAKER_at_ask,5.0
459,eth-updown-15m-1782961200,Down,1782961696,0.23,5.0,0.21,0.23,1782961695937000.0,0.063,TAKER_at_ask,2.0
460,btc-updown-15m-1782961200,Up,1782961669,0.74,20.0,0.73,0.74,1782961667979000.0,1.021,TAKER_at_ask,1.0
461,eth-updown-15m-1782961200,Up,1782961646,0.6799999951,32.470587,0.65,0.66,1782961645500000.0,0.5,TAKER_at_ask,3.0
462,btc-updown-15m-1782961200,Up,1782961642,0.7,20.0,0.69,0.7,1782961639337000.0,2.663,TAKER_at_ask,1.0
463,sol-updown-15m-1782961200,Up,1782961642,0.64,20.0,0.64,0.69,1782961639149000.0,2.851,MAKER_at_bid,0.0
464,eth-updown-15m-1782961200,Up,1782961639,0.5866666667,15.0,0.65,0.66,1782961637626000.0,1.374,MAKER_at_bid,-6.0
