fid,slug,outcome,ts,price,size
1767,btc-updown-5m-1783683600,Up,1783683872,0.9,40.0
1768,btc-updown-15m-1783683000,Up,1783683872,0.08,11.19
1769,btc-updown-5m-1783683600,Down,1783683860,0.09,40.0
1770,btc-updown-15m-1783683000,Down,1783683857,0.85,5.0
1771,btc-updown-15m-1783683000,Down,1783683856,0.85,5.0
1772,btc-updown-15m-1783683000,Up,1783683856,0.09,4.93
1773,btc-updown-5m-1783683600,Down,1783683842,0.4,40.0
1774,btc-updown-5m-1783683600,Down,1783683842,0.4,40.0
1775,btc-updown-5m-1783683600,Down,1783683839,0.52,40.0
1776,btc-updown-5m-1783683600,Down,1783683797,0.47,33.17
1777,btc-updown-5m-1783683600,Up,1783683791,0.52,40.0
1778,btc-updown-5m-1783683600,Up,1783683791,0.52,40.0
1779,btc-updown-15m-1783683000,Down,1783683758,0.85,15.35294
1780,btc-updown-15m-1783683000,Down,1783683719,0.94,30.0
1781,btc-updown-15m-1783683000,Up,1783683709,0.06,13.0
1782,btc-updown-15m-1783683000,Down,1783683691,0.93,8.3
1783,btc-updown-15m-1783683000,Down,1783683659,0.91,30.0
1784,btc-updown-15m-1783683000,Down,1783683619,0.75,5.0
1785,btc-updown-15m-1783683000,Down,1783683617,0.75,10.0
1786,btc-updown-15m-1783683000,Down,1783683617,0.75,10.0
1787,btc-updown-5m-1783683600,Down,1783683611,0.6,40.0
1788,btc-updown-5m-1783683600,Down,1783683610,0.59,39.0
1789,btc-updown-15m-1783683000,Down,1783683604,0.72,15.0
1790,btc-updown-5m-1783683300,Up,1783683580,0.04,40.0
1791,btc-updown-5m-1783683300,Down,1783683563,0.86,30.0
1792,btc-updown-5m-1783683300,Up,1783683562,0.12,40.0
1793,btc-updown-5m-1783683300,Down,1783683560,0.89,35.0
1794,btc-updown-5m-1783683300,Down,1783683559,0.89,39.38
1795,btc-updown-5m-1783683300,Up,1783683557,0.12,40.0
1796,btc-updown-15m-1783683000,Down,1783683527,0.78,1.96
1797,btc-updown-15m-1783683000,Down,1783683523,0.76,5.0
1798,btc-updown-5m-1783683300,Up,1783683509,0.62,40.0
1799,btc-updown-5m-1783683300,Up,1783683509,0.62,40.0
1800,btc-updown-15m-1783683000,Up,1783683509,0.26,26.49
1801,btc-updown-15m-1783683000,Up,1783683509,0.25,13.0
1802,btc-updown-5m-1783683300,Down,1783683503,0.39,36.43
1803,btc-updown-15m-1783683000,Up,1783683496,0.23,16.35
1804,btc-updown-5m-1783683300,Down,1783683466,0.59,15.21
1805,btc-updown-5m-1783683300,Down,1783683457,0.4,40.0
1806,btc-updown-15m-1783683000,Down,1783683419,0.74,5.0
1807,btc-updown-15m-1783683000,Down,1783683418,0.74,5.0
1808,btc-updown-15m-1783683000,Down,1783683418,0.74,5.0
1809,btc-updown-15m-1783683000,Up,1783683406,0.23,30.0
1810,btc-updown-15m-1783683000,Up,1783683406,0.23,6.89
1811,btc-updown-15m-1783683000,Down,1783683370,0.76,20.0
1812,btc-updown-15m-1783683000,Down,1783683370,0.76,20.0
1813,btc-updown-15m-1783683000,Down,1783683335,0.58,30.0
1814,btc-updown-15m-1783683000,Up,1783683322,0.34,12.0
1815,btc-updown-15m-1783683000,Up,1783683289,0.25,30.0
1816,btc-updown-15m-1783683000,Down,1783683283,0.76,30.0
1817,btc-updown-15m-1783683000,Down,1783683283,0.76,30.0
1818,btc-updown-15m-1783683000,Up,1783683280,0.21,30.0
1819,btc-updown-15m-1783683000,Up,1783683280,0.21,30.0
1820,btc-updown-15m-1783683000,Down,1783683202,0.72,5.0
1821,btc-updown-15m-1783683000,Up,1783683127,0.36,1.69
1822,btc-updown-15m-1783683000,Up,1783683112,0.3,29.53
1823,btc-updown-15m-1783683000,Up,1783683056,0.39,2.25
1824,btc-updown-15m-1783683000,Up,1783683056,0.38,18.0
1825,btc-updown-15m-1783682100,Down,1783682972,0.81,7.43
1826,btc-updown-15m-1783682100,Up,1783682968,0.18,1.33
1827,btc-updown-15m-1783682100,Down,1783682966,0.83,12.96
1828,btc-updown-5m-1783682700,Down,1783682963,0.05,48.0
1829,btc-updown-5m-1783682700,Up,1783682960,0.8599999967,30.348835
1830,btc-updown-5m-1783682700,Up,1783682960,0.87,40.0
1831,btc-updown-5m-1783682700,Up,1783682957,0.88,40.0
1832,btc-updown-5m-1783682700,Up,1783682957,0.88,40.0
1833,btc-updown-15m-1783682100,Down,1783682953,0.93,15.0
1834,btc-updown-15m-1783682100,Down,1783682953,0.94,16.83
1835,btc-updown-15m-1783682100,Up,1783682951,0.09,30.0
1836,btc-updown-15m-1783682100,Up,1783682951,0.09,30.0
1837,btc-updown-5m-1783682700,Up,1783682951,0.91,40.0
1838,btc-updown-15m-1783682100,Down,1783682950,0.88,3.68
1839,btc-updown-15m-1783682100,Up,1783682944,0.14,30.0
1840,btc-updown-15m-1783682100,Up,1783682944,0.14,30.0
1841,btc-updown-15m-1783682100,Up,1783682942,0.13,4.0
1842,btc-updown-15m-1783682100,Down,1783682939,0.79,20.0
1843,btc-updown-15m-1783682100,Down,1783682938,0.77,5.0
1844,btc-updown-15m-1783682100,Down,1783682938,0.78,16.0
1845,btc-updown-15m-1783682100,Up,1783682927,0.25,19.52
1846,btc-updown-15m-1783682100,Down,1783682920,0.74,15.0
1847,btc-updown-15m-1783682100,Down,1783682920,0.74,30.0
1848,btc-updown-15m-1783682100,Down,1783682918,0.73,26.55
1849,btc-updown-15m-1783682100,Down,1783682918,0.69,30.0
1850,btc-updown-15m-1783682100,Up,1783682911,0.1,30.0
1851,btc-updown-15m-1783682100,Up,1783682911,0.1,30.0
1852,btc-updown-15m-1783682100,Up,1783682909,0.11,30.0
1853,btc-updown-15m-1783682100,Up,1783682908,0.08,9.0
1854,btc-updown-15m-1783682100,Up,1783682890,0.1,5.0
1855,btc-updown-15m-1783682100,Up,1783682890,0.07,30.0
1856,btc-updown-15m-1783682100,Down,1783682878,0.91,30.0
1857,btc-updown-15m-1783682100,Down,1783682876,0.91,30.0
1858,btc-updown-15m-1783682100,Down,1783682869,0.91,30.0
1859,btc-updown-15m-1783682100,Down,1783682867,0.91,30.0
1860,btc-updown-15m-1783682100,Down,1783682849,0.98,30.0
1861,btc-updown-5m-1783682700,Down,1783682836,0.72,40.0
1862,btc-updown-15m-1783682100,Up,1783682818,0.02,50.0
1863,btc-updown-15m-1783682100,Up,1783682795,0.06,30.0
1864,btc-updown-15m-1783682100,Down,1783682794,0.93,29.19
1865,btc-updown-5m-1783682700,Down,1783682786,0.59,40.0
1866,btc-updown-15m-1783682100,Down,1783682767,0.81,10.3
1867,btc-updown-15m-1783682100,Down,1783682746,0.79,30.0
1868,btc-updown-5m-1783682700,Up,1783682738,0.65,20.0
1869,btc-updown-5m-1783682700,Up,1783682738,0.65,40.0
1870,btc-updown-5m-1783682700,Up,1783682738,0.65,40.0
1871,btc-updown-15m-1783682100,Down,1783682716,0.88,15.0
1872,btc-updown-15m-1783682100,Down,1783682713,0.85,18.5
1873,btc-updown-15m-1783682100,Up,1783682698,0.12,16.0
1874,btc-updown-5m-1783682400,Up,1783682660,0.02,50.0
1875,btc-updown-5m-1783682400,Up,1783682653,0.04,40.0
1876,btc-updown-5m-1783682400,Up,1783682636,0.07,25.18
1877,btc-updown-5m-1783682400,Up,1783682621,0.11,40.0
1878,btc-updown-5m-1783682400,Up,1783682621,0.11,40.0
1879,btc-updown-15m-1783682100,Down,1783682617,0.83,5.0
1880,btc-updown-15m-1783682100,Down,1783682596,0.86,30.0
1881,btc-updown-15m-1783682100,Up,1783682548,0.11,5.0
1882,btc-updown-5m-1783682400,Down,1783682534,0.81,40.0
1883,btc-updown-15m-1783682100,Down,1783682533,0.83,5.0
1884,btc-updown-5m-1783682100,Up,1783682387,0.02,25.0
1885,btc-updown-5m-1783682100,Up,1783682377,0.1,40.0
1886,btc-updown-5m-1783682100,Down,1783682372,0.92,40.0
1887,btc-updown-5m-1783682100,Down,1783682372,0.92,25.0
1888,btc-updown-5m-1783682100,Up,1783682369,0.02,50.0
1889,btc-updown-5m-1783682100,Up,1783682369,0.02,50.0
1890,btc-updown-5m-1783682100,Down,1783682333,0.75,40.0
1891,btc-updown-5m-1783682100,Down,1783682333,0.75,40.0
1892,btc-updown-5m-1783682100,Down,1783682320,0.7,40.0
1893,btc-updown-15m-1783682100,Up,1783682318,0.38,30.0
1894,btc-updown-5m-1783682100,Down,1783682315,0.66,40.0
1895,btc-updown-5m-1783682100,Up,1783682300,0.43,40.0
1896,btc-updown-5m-1783682100,Down,1783682297,0.63,40.0
1897,btc-updown-5m-1783682100,Down,1783682291,0.57,25.0
1898,btc-updown-5m-1783682100,Down,1783682291,0.57,25.0
1899,btc-updown-5m-1783682100,Down,1783682290,0.48,5.0
1900,btc-updown-5m-1783682100,Down,1783682273,0.47,40.0
1901,btc-updown-15m-1783682100,Up,1783682255,0.49,26.0
1902,btc-updown-5m-1783682100,Up,1783682176,0.59,32.0
1903,btc-updown-15m-1783682100,Up,1783682162,0.55,30.0
1904,btc-updown-15m-1783682100,Down,1783682134,0.41,23.0
1905,btc-updown-5m-1783681800,Up,1783682053,0.97,40.0
1906,btc-updown-5m-1783681800,Up,1783682053,0.97,40.0
1907,btc-updown-5m-1783681800,Down,1783682035,0.04,40.0
1908,btc-updown-5m-1783681800,Down,1783682035,0.04,40.0
1909,btc-updown-5m-1783681800,Down,1783682032,0.03,40.0
1910,btc-updown-15m-1783681200,Down,1783682020,0.02,50.0
1911,btc-updown-15m-1783681200,Down,1783682020,0.02,50.0
1912,btc-updown-5m-1783681800,Up,1783682012,0.95,40.0
1913,btc-updown-5m-1783681800,Up,1783682012,0.95,40.0
1914,btc-updown-5m-1783681800,Up,1783682012,0.95,20.0
1915,btc-updown-15m-1783681200,Down,1783681993,0.06,30.0
1916,btc-updown-15m-1783680300,Down,1783680661,0.46,30.0
1917,btc-updown-15m-1783679400,Down,1783680191,0.37,5.0
1918,btc-updown-15m-1783679400,Down,1783680191,0.37,5.0
1919,btc-updown-5m-1783680000,Down,1783680188,0.5099999942,20.784312
1920,btc-updown-5m-1783680000,Down,1783680188,0.5099999937,41.568626
1921,btc-updown-5m-1783680000,Down,1783680188,0.53,40.0
1922,btc-updown-5m-1783680000,Down,1783680167,0.67,40.0
1923,btc-updown-5m-1783680000,Down,1783680128,0.7,40.0
1924,btc-updown-15m-1783679400,Down,1783680127,0.8035451823,30.240984
1925,btc-updown-15m-1783679400,Down,1783680127,0.8,7.25
1926,btc-updown-15m-1783679400,Down,1783680127,0.7809156715,30.348985
1927,btc-updown-15m-1783679400,Down,1783680122,0.77,25.0
1928,btc-updown-15m-1783679400,Down,1783680122,0.78,25.0
1929,btc-updown-15m-1783679400,Up,1783680118,0.21,30.0
1930,btc-updown-15m-1783679400,Down,1783680107,0.76,10.131575
1931,btc-updown-5m-1783680000,Down,1783680106,0.71,27.38
1932,btc-updown-5m-1783680000,Down,1783680094,0.75,7.97
1933,btc-updown-15m-1783679400,Down,1783680032,0.67,25.0
1934,btc-updown-15m-1783679400,Down,1783680019,0.58,30.0
1935,btc-updown-15m-1783679400,Down,1783679999,0.77,30.0
1936,btc-updown-15m-1783679400,Down,1783679983,0.73,25.11
1937,btc-updown-15m-1783679400,Down,1783679971,0.73,30.0
1938,btc-updown-15m-1783679400,Up,1783679966,0.24,19.66
1939,btc-updown-15m-1783679400,Up,1783679965,0.24,30.0
1940,btc-updown-15m-1783679400,Up,1783679965,0.23,0.82
1941,btc-updown-15m-1783679400,Down,1783679960,0.78,9.69
1942,btc-updown-5m-1783679700,Down,1783679953,0.26,5.0
1943,btc-updown-5m-1783679700,Down,1783679938,0.2699999891,42.962961
1944,btc-updown-5m-1783679700,Up,1783679935,0.6,29.56
1945,btc-updown-5m-1783679700,Down,1783679914,0.34,25.0
1946,btc-updown-15m-1783679400,Up,1783679911,0.1624386169,31.396469
1947,btc-updown-5m-1783679700,Down,1783679905,0.38,40.0
1948,btc-updown-5m-1783679700,Down,1783679905,0.3799999903,41.05263
1949,btc-updown-5m-1783679700,Down,1783679896,0.39,15.0
1950,btc-updown-5m-1783679700,Down,1783679894,0.39,19.43
1951,btc-updown-5m-1783679700,Down,1783679891,0.44,38.14
1952,btc-updown-5m-1783679700,Down,1783679881,0.5599999915,42.142856
1953,btc-updown-15m-1783679400,Up,1783679881,0.12,5.0
1954,btc-updown-15m-1783679400,Up,1783679879,0.11,25.0
1955,btc-updown-5m-1783679700,Down,1783679878,0.71,40.0
1956,btc-updown-5m-1783679700,Up,1783679870,0.24,7.0
1957,btc-updown-5m-1783679700,Down,1783679867,0.72,25.0
1958,btc-updown-15m-1783679400,Up,1783679837,0.18,30.0
1959,btc-updown-15m-1783679400,Up,1783679837,0.18,30.0
1960,btc-updown-15m-1783679400,Up,1783679767,0.37,30.0
1961,btc-updown-5m-1783679700,Down,1783679710,0.66,40.0
1962,btc-updown-5m-1783679700,Down,1783679708,0.65,0.99
1963,btc-updown-15m-1783679400,Down,1783679704,0.61,23.0
1964,btc-updown-5m-1783679400,Up,1783679681,0.16,25.0
1965,btc-updown-5m-1783679400,Up,1783679657,0.57,40.0
1966,btc-updown-5m-1783679400,Down,1783679654,0.38,35.0
1967,btc-updown-5m-1783679400,Down,1783679654,0.34,20.42
1968,btc-updown-5m-1783679400,Up,1783679644,0.8,40.0
1969,btc-updown-5m-1783679400,Up,1783679644,0.8,40.0
1970,btc-updown-5m-1783679400,Up,1783679638,0.87,18.89
1971,btc-updown-5m-1783679400,Down,1783679636,0.12,10.0
1972,btc-updown-5m-1783679400,Up,1783679629,0.9,40.0
1973,btc-updown-5m-1783679400,Up,1783679627,0.9,37.69
1974,btc-updown-5m-1783679400,Up,1783679609,0.82,40.0
1975,btc-updown-5m-1783679400,Up,1783679608,0.82,40.0
1976,btc-updown-15m-1783679400,Up,1783679579,0.59,30.0
1977,btc-updown-5m-1783679400,Up,1783679569,0.89,40.0
1978,btc-updown-5m-1783679400,Up,1783679569,0.89,20.0
1979,btc-updown-5m-1783679400,Down,1783679569,0.07,40.0
1980,btc-updown-15m-1783679400,Down,1783679495,0.48,30.0
1981,btc-updown-15m-1783679400,Down,1783679425,0.59,21.16
1982,btc-updown-5m-1783679400,Up,1783679417,0.45,40.0
1983,btc-updown-5m-1783679400,Up,1783679417,0.45,40.0
1984,btc-updown-5m-1783679100,Up,1783679384,0.93,10.0
1985,btc-updown-5m-1783679100,Up,1783679384,0.93,40.0
1986,btc-updown-5m-1783679100,Up,1783679381,0.9250793625,30.483857
1987,btc-updown-5m-1783679100,Down,1783679380,0.04,50.0
1988,btc-updown-5m-1783679100,Down,1783679380,0.05,40.0
1989,btc-updown-5m-1783679100,Up,1783679369,0.46,38.88
1990,btc-updown-5m-1783679100,Up,1783679363,0.3,40.0
1991,btc-updown-5m-1783679100,Up,1783679363,0.3,40.0
1992,btc-updown-5m-1783679100,Down,1783679339,0.9,40.0
1993,btc-updown-15m-1783678500,Up,1783679314,0.981,19.37
1994,btc-updown-5m-1783679100,Up,1783679309,0.25,40.0
1995,btc-updown-5m-1783679100,Up,1783679308,0.25,40.0
1996,btc-updown-15m-1783678500,Up,1783679282,0.964999999,30.124342
1997,btc-updown-15m-1783678500,Down,1783679249,0.03,15.0
1998,btc-updown-15m-1783678500,Up,1783679234,0.964,25.0
1999,btc-updown-5m-1783679100,Down,1783679231,0.72,40.0
2000,btc-updown-5m-1783679100,Down,1783679216,0.7,40.0
2001,btc-updown-5m-1783679100,Down,1783679216,0.7,35.0
2002,btc-updown-5m-1783679100,Down,1783679215,0.67,13.97
2003,btc-updown-15m-1783678500,Up,1783679213,0.961,8.91
2004,btc-updown-15m-1783678500,Up,1783679083,0.92,23.0
2005,btc-updown-15m-1783678500,Down,1783679059,0.06,30.0
2006,btc-updown-5m-1783678800,Up,1783679032,0.97,40.0
2007,btc-updown-15m-1783678500,Up,1783679032,0.86,17.07
2008,btc-updown-5m-1783678800,Down,1783679027,0.04,40.0
2009,btc-updown-15m-1783678500,Up,1783679015,0.79,25.0
2010,btc-updown-15m-1783678500,Up,1783678993,0.66,30.0
2011,btc-updown-15m-1783678500,Up,1783678993,0.66,30.0
2012,btc-updown-15m-1783678500,Up,1783678988,0.64,30.0
2013,btc-updown-15m-1783678500,Up,1783678978,0.56,30.0
2014,btc-updown-15m-1783678500,Up,1783678978,0.57,30.0
2015,btc-updown-15m-1783678500,Up,1783678976,0.56,30.0
2016,btc-updown-15m-1783678500,Up,1783678928,0.84,6.66
2017,btc-updown-15m-1783678500,Down,1783678925,0.14,30.0
2018,btc-updown-15m-1783678500,Down,1783678918,0.21,15.0
2019,btc-updown-15m-1783678500,Down,1783678918,0.21,30.0
2020,btc-updown-15m-1783678500,Down,1783678916,0.2099999777,31.42857
2021,btc-updown-15m-1783678500,Up,1783678913,0.67,30.0
2022,btc-updown-15m-1783678500,Up,1783678913,0.67,30.0
2023,btc-updown-15m-1783678500,Up,1783678913,0.67,30.0
2024,btc-updown-15m-1783678500,Up,1783678913,0.65,2.92
2025,btc-updown-15m-1783678500,Down,1783678898,0.31,27.52
2026,btc-updown-15m-1783678500,Down,1783678817,0.51,30.0
2027,btc-updown-15m-1783678500,Down,1783678816,0.51,30.0
2028,btc-updown-5m-1783678800,Down,1783678814,0.51,40.0
2029,btc-updown-15m-1783678500,Up,1783678810,0.51,30.0
2030,btc-updown-15m-1783678500,Up,1783678810,0.51,30.0
2031,btc-updown-15m-1783678500,Up,1783678810,0.51,30.0
2032,btc-updown-15m-1783678500,Down,1783678802,0.43,30.0
2033,btc-updown-15m-1783678500,Up,1783678796,0.53,13.94
2034,btc-updown-5m-1783678500,Down,1783678775,0.2399999856,41.666665
2035,btc-updown-5m-1783678500,Down,1783678775,0.2399999856,41.666665
2036,btc-updown-15m-1783678500,Down,1783678774,0.46,30.0
2037,btc-updown-5m-1783678500,Up,1783678769,0.8163116611,40.180727
2038,btc-updown-5m-1783678500,Up,1783678768,0.81,19.76
2039,btc-updown-5m-1783678500,Up,1783678768,0.78,6.79
2040,btc-updown-5m-1783678500,Down,1783678760,0.25,40.0
2041,btc-updown-5m-1783678500,Down,1783678760,0.24,19.5
2042,btc-updown-5m-1783678500,Up,1783678754,0.68,40.0
2043,btc-updown-5m-1783678500,Down,1783678750,0.29,5.77
2044,btc-updown-5m-1783678500,Down,1783678718,0.07,40.0
2045,btc-updown-5m-1783678500,Down,1783678717,0.07,40.0
2046,btc-updown-5m-1783678500,Up,1783678684,0.61,40.0
2047,btc-updown-15m-1783678500,Down,1783678607,0.32,30.0
2048,btc-updown-5m-1783678500,Up,1783678522,0.66,40.0
2049,btc-updown-5m-1783678500,Up,1783678517,0.63,21.41
2050,btc-updown-5m-1783678200,Up,1783678486,0.06,40.0
2051,btc-updown-5m-1783678200,Down,1783678436,0.88,35.96
2052,btc-updown-5m-1783678200,Up,1783678363,0.17,37.02
2053,btc-updown-5m-1783678200,Up,1783678363,0.17,40.0
2054,btc-updown-15m-1783677600,Down,1783678279,0.93,20.0
2055,btc-updown-15m-1783677600,Down,1783678231,0.93,30.0
2056,btc-updown-15m-1783677600,Down,1783678202,0.93,20.39
2057,btc-updown-5m-1783677900,Down,1783678159,0.9338119441,31.48
2058,btc-updown-5m-1783677900,Down,1783678126,0.94,12.67
2059,btc-updown-15m-1783677600,Up,1783678066,0.12,13.58
2060,btc-updown-15m-1783677600,Up,1783677905,0.27,30.0
2061,btc-updown-5m-1783677600,Up,1783677823,0.04,40.0
2062,btc-updown-5m-1783677600,Up,1783677727,0.5,8.94
2063,btc-updown-5m-1783677600,Down,1783677698,0.56,40.0
2064,btc-updown-15m-1783677600,Up,1783677659,0.6,30.0
2065,btc-updown-15m-1783677600,Down,1783677644,0.38,30.0
2066,btc-updown-5m-1783677300,Down,1783677586,0.94,40.0
2067,btc-updown-5m-1783677300,Up,1783677578,0.09,40.0
2068,btc-updown-5m-1783677300,Up,1783677578,0.09,40.0
2069,btc-updown-5m-1783677300,Down,1783677539,0.9,40.0
2070,btc-updown-5m-1783677300,Down,1783677539,0.9,40.0
2071,btc-updown-5m-1783677300,Down,1783677530,0.87,40.0
2072,btc-updown-5m-1783677300,Down,1783677529,0.87,5.11
2073,btc-updown-5m-1783677300,Up,1783677523,0.1,40.0
2074,btc-updown-5m-1783677300,Up,1783677523,0.1,40.0
2075,btc-updown-5m-1783677300,Down,1783677508,0.79,28.55
2076,btc-updown-5m-1783677300,Down,1783677505,0.79,40.0
2077,btc-updown-5m-1783677300,Down,1783677505,0.79,40.0
2078,btc-updown-15m-1783676700,Down,1783677503,0.98,18.88
2079,btc-updown-15m-1783676700,Down,1783677496,0.98,30.0
2080,btc-updown-15m-1783676700,Up,1783677485,0.02,50.0
2081,btc-updown-5m-1783677300,Up,1783677478,0.14,40.0
2082,btc-updown-15m-1783676700,Down,1783677455,0.98,30.0
2083,btc-updown-5m-1783677300,Down,1783677427,0.73,7.09
2084,btc-updown-15m-1783676700,Up,1783677425,0.02,50.0
2085,btc-updown-15m-1783676700,Down,1783677376,0.95,10.0
2086,btc-updown-15m-1783676700,Down,1783677376,0.95,10.0
2087,btc-updown-15m-1783676700,Down,1783677356,0.93,25.0
2088,btc-updown-15m-1783676700,Down,1783677335,0.88,25.0
2089,btc-updown-15m-1783676700,Up,1783677334,0.12,15.0
2090,btc-updown-5m-1783677000,Up,1783677286,0.1,40.0
2091,btc-updown-5m-1783677000,Up,1783677283,0.12,33.0
2092,btc-updown-5m-1783677000,Down,1783677281,0.83,11.63
2093,btc-updown-15m-1783676700,Down,1783677265,0.88,12.58
2094,btc-updown-5m-1783677000,Down,1783677241,0.72,40.0
2095,btc-updown-15m-1783676700,Up,1783677235,0.09,30.0
2096,btc-updown-15m-1783676700,Down,1783677215,0.88,12.68
2097,btc-updown-5m-1783677000,Down,1783677209,0.6999999951,41.142856
2098,btc-updown-15m-1783676700,Down,1783677151,0.85,5.0
2099,btc-updown-15m-1783676700,Up,1783677137,0.12,26.22
2100,btc-updown-15m-1783676700,Up,1783677112,0.13,5.0
2101,btc-updown-15m-1783676700,Down,1783677089,0.84,5.0
2102,btc-updown-15m-1783676700,Up,1783677076,0.16,27.0
2103,btc-updown-15m-1783676700,Up,1783677076,0.16,30.0
2104,btc-updown-5m-1783676700,Up,1783676951,0.02,50.0
2105,btc-updown-5m-1783676700,Down,1783676939,0.93,5.0
2106,btc-updown-15m-1783676700,Down,1783676938,0.74,15.0
2107,btc-updown-5m-1783676700,Down,1783676938,0.93,10.0
2108,btc-updown-5m-1783676700,Down,1783676938,0.93,10.0
2109,btc-updown-15m-1783676700,Up,1783676909,0.35,30.0
2110,btc-updown-15m-1783676700,Down,1783676905,0.65,30.0
2111,btc-updown-5m-1783676700,Up,1783676900,0.17,40.0
2112,btc-updown-5m-1783676700,Up,1783676900,0.17,35.0
2113,btc-updown-5m-1783676700,Down,1783676710,0.62,40.0
2114,btc-updown-15m-1783675800,Down,1783676681,0.322316479,30.71515
2115,btc-updown-15m-1783675800,Down,1783676681,0.2832146339,33.89655
2116,btc-updown-15m-1783675800,Down,1783676668,0.41,30.0
2117,btc-updown-15m-1783675800,Down,1783676668,0.41,30.0
2118,btc-updown-15m-1783675800,Down,1783676660,0.51,17.62
2119,btc-updown-15m-1783675800,Down,1783676656,0.5,12.0
2120,btc-updown-15m-1783675800,Up,1783676630,0.43,21.0
2121,btc-updown-15m-1783675800,Up,1783676630,0.41,15.97
2122,btc-updown-15m-1783675800,Up,1783676629,0.42,26.0
2123,btc-updown-15m-1783675800,Down,1783676626,0.56,5.0
2124,btc-updown-15m-1783675800,Down,1783676620,0.55,5.0
2125,btc-updown-15m-1783675800,Down,1783676617,0.54,30.0
2126,btc-updown-15m-1783675800,Down,1783676617,0.54,6.88
2127,btc-updown-15m-1783675800,Up,1783676599,0.45,30.0
2128,btc-updown-15m-1783675800,Up,1783676587,0.28,30.0
2129,btc-updown-15m-1783675800,Up,1783676587,0.28,21.42
2130,btc-updown-5m-1783676400,Down,1783676587,0.8,27.1875
2131,btc-updown-5m-1783676400,Down,1783676585,0.8,27.1875
2132,btc-updown-15m-1783675800,Down,1783676585,0.75,30.0
2133,btc-updown-5m-1783676400,Down,1783676584,0.89,14.26
2134,btc-updown-15m-1783675800,Down,1783676584,0.73,11.85
2135,btc-updown-15m-1783675800,Down,1783676573,0.63,4.61
2136,btc-updown-15m-1783675800,Down,1783676572,0.62,10.96
2137,btc-updown-15m-1783675800,Down,1783676572,0.61,5.0
2138,btc-updown-15m-1783675800,Up,1783676569,0.43,30.0
2139,btc-updown-15m-1783675800,Down,1783676548,0.45,30.0
2140,btc-updown-15m-1783675800,Up,1783676537,0.41,29.87
2141,btc-updown-15m-1783675800,Down,1783676519,0.54,22.43
2142,btc-updown-15m-1783675800,Down,1783676513,0.67,30.0
2143,btc-updown-15m-1783675800,Down,1783676513,0.67,30.0
2144,btc-updown-15m-1783675800,Down,1783676483,0.46,13.1
2145,btc-updown-15m-1783675800,Up,1783676468,0.55,30.0
2146,btc-updown-15m-1783675800,Down,1783676456,0.39,13.28
2147,btc-updown-15m-1783675800,Down,1783676419,0.35,30.0
2148,btc-updown-15m-1783675800,Up,1783676380,0.54,6.0
2149,btc-updown-15m-1783675800,Up,1783676378,0.54,30.0
2150,btc-updown-5m-1783676100,Up,1783676350,0.83,16.36
2151,btc-updown-5m-1783676100,Up,1783676347,0.8639798719,10.93
2152,btc-updown-15m-1783675800,Up,1783676188,0.65,30.0
2153,btc-updown-15m-1783675800,Up,1783676182,0.53,19.09
2154,btc-updown-15m-1783675800,Up,1783676164,0.66,4.0
2155,btc-updown-15m-1783675800,Up,1783676140,0.59,30.0
2156,btc-updown-15m-1783675800,Up,1783676140,0.59,30.0
2157,btc-updown-15m-1783675800,Down,1783676107,0.58,0.58
2158,btc-updown-5m-1783675800,Up,1783676075,0.44,25.0
2159,btc-updown-15m-1783675800,Down,1783676066,0.53,20.0
2160,btc-updown-5m-1783675800,Down,1783676065,0.51,40.0
2161,btc-updown-5m-1783675800,Down,1783676060,0.39,40.0
2162,btc-updown-15m-1783675800,Up,1783676047,0.54,4.0
2163,btc-updown-15m-1783675800,Up,1783676045,0.54,30.0
2164,btc-updown-5m-1783675800,Down,1783676036,0.36,40.0
2165,btc-updown-15m-1783675800,Up,1783676030,0.5,21.0
2166,btc-updown-5m-1783675800,Up,1783675999,0.53,40.0
2167,btc-updown-5m-1783675800,Up,1783675984,0.79,5.74
2168,btc-updown-15m-1783675800,Down,1783675943,0.41,30.0
2169,btc-updown-15m-1783675800,Down,1783675910,0.44,12.73
2170,btc-updown-5m-1783675800,Up,1783675837,0.29,40.0
2171,btc-updown-5m-1783675800,Up,1783675837,0.27,30.0
2172,btc-updown-5m-1783675800,Up,1783675835,0.3099999876,41.290321
2173,btc-updown-15m-1783675800,Down,1783675835,0.67,7.39
2174,btc-updown-5m-1783675800,Up,1783675835,0.32,40.0
2175,btc-updown-15m-1783675800,Up,1783675828,0.37,10.0
2176,btc-updown-5m-1783675500,Down,1783675769,0.02,50.0
2177,btc-updown-5m-1783675500,Down,1783675756,0.06,15.0
2178,btc-updown-5m-1783675500,Down,1783675756,0.06,40.0
2179,btc-updown-5m-1783675500,Up,1783675753,0.9,28.86
2180,btc-updown-5m-1783675500,Up,1783675748,0.84,40.0
2181,btc-updown-5m-1783675500,Up,1783675726,0.93,40.0
2182,btc-updown-5m-1783675500,Up,1783675724,0.93,40.0
2183,btc-updown-5m-1783675500,Down,1783675565,0.73,40.0
2184,btc-updown-5m-1783675500,Down,1783675565,0.7255754555,40.795203
2185,btc-updown-15m-1783674900,Down,1783675552,0.02,25.0
2186,btc-updown-5m-1783675200,Down,1783675459,0.09,30.0
2187,btc-updown-5m-1783675200,Up,1783675412,0.7,20.0
