slug,coin,tf,slot_start,n_fills,up_cost,dn_cost,up_sh,dn_sh,total_cost,won_side,win_sh,win_px_avg,gross_pnl,fee_est,net_pnl
btc-updown-15m-1783612800,btc,15m,1783612800,42,305.6168,191.10160000000002,530.5999999999999,443.38,496.71840000000003,Down,443.38,0.43101087103613156,-53.338400000000036,7.611431304932113,-60.94983130493215
btc-updown-15m-1783613700,btc,15m,1783613700,8,40.5,113.73000000000002,90.0,150.0,154.23000000000002,Down,150.0,0.7582000000000001,-4.230000000000018,1.9249939799999995,-6.154993980000018
btc-updown-15m-1783614600,btc,15m,1783614600,49,656.6343999999998,133.90739900136364,791.62,475.461817,790.5417990013634,Up,791.62,0.8294818220863543,1.0782009986365892,7.837767101039396,-6.759566102402807
btc-updown-15m-1783615500,btc,15m,1783615500,43,113.84639999999999,359.2191,623.62,459.36,473.06550000000004,Down,459.36,0.7819990856844306,-13.705500000000029,5.481706456773119,-19.187206456773147
btc-updown-15m-1783616400,btc,15m,1783616400,56,359.4844999999999,295.418999000459,620.66,548.5618020000001,654.9034990004589,Up,620.66,0.5791971449747042,-34.24349900045888,10.589047275613863,-44.83254627607275
btc-updown-15m-1783617300,btc,15m,1783617300,7,93.25800000000001,3.46,103.8,154.0,96.718,Up,103.8,0.8984393063583817,7.081999999999994,0.6629943017341032,6.419005698265891
btc-updown-15m-1783618200,btc,15m,1783618200,22,152.8928,104.42419999999998,236.04000000000002,316.33000000000004,257.317,Up,236.04000000000002,0.6477410608371461,-21.276999999999987,3.770049887354687,-25.047049887354675
btc-updown-15m-1783619100,btc,15m,1783619100,12,129.24577400154183,24.4647,151.717308,125.83,153.71047400154183,Up,151.717308,0.8518854948411149,-1.993166001541823,1.3400221702080832,-3.3331881717499066
btc-updown-15m-1783668600,btc,15m,1783668600,26,28.139899999999997,323.9487890013487,164.27,382.695042,352.0886890013487,Down,382.695042,0.8464933000134052,30.60635299865129,3.4809816694975524,27.125371329153737
btc-updown-15m-1783669500,btc,15m,1783669500,35,464.14339999999993,78.8538,574.8199999999999,313.86,542.9971999999999,Up,574.8199999999999,0.8074586827180682,31.82280000000003,6.255674715060021,25.56712528494001
btc-updown-15m-1783670400,btc,15m,1783670400,74,762.8016999999999,130.084,955.71,581.22,892.8856999999998,Up,955.71,0.7981518452250158,62.82430000000022,10.777908092295474,52.046391907704745
btc-updown-15m-1783671300,btc,15m,1783671300,19,225.49320000000003,12.09999999838,264.8,271.78,237.59319999838004,Up,264.8,0.8515604229607252,27.206800001619968,2.3430480663262823,24.863751935293685
btc-updown-15m-1783672200,btc,15m,1783672200,11,11.750399999999999,139.308,44.95,198.0,151.0584,Down,198.0,0.7035757575757575,46.941599999999994,2.890598785454546,44.05100121454545
btc-updown-15m-1783673100,btc,15m,1783673100,59,461.98929999999996,160.9324,689.0600000000001,587.76,622.9217,Up,689.0600000000001,0.6704630946506834,66.13830000000007,10.656976695854793,55.48132330414528
btc-updown-15m-1783674000,btc,15m,1783674000,19,46.527199001724156,269.8582900006001,227.799309,344.99533900000006,316.3854890023243,Down,344.99533900000006,0.7822085097810555,28.60984999767578,4.114098738901675,24.495751258774106
btc-updown-15m-1783674900,btc,15m,1783674900,5,22.1083,6.5,24.75,85.0,28.6083,Up,24.75,0.8932646464646464,-3.8583,0.165181605159596,-4.023481605159596
btc-updown-15m-1783675800,btc,15m,1783675800,47,215.6997,249.7576979986799,448.35,503.0417,465.4573979986799,Up,448.35,0.48109668785547005,-17.107397998679858,7.834910213100702,-24.94230821178056
btc-updown-15m-1783676700,btc,15m,1783676700,22,29.916400000000003,202.8312,263.22,229.14,232.7476,Down,229.14,0.885184603299293,-3.6076000000000192,1.6301701283896304,-5.237770128389649
btc-updown-15m-1783677600,btc,15m,1783677600,7,27.7296,76.8627,73.58,100.39,104.59230000000001,Down,100.39,0.7656410000996116,-4.202300000000008,1.2609425851150513,-5.46324258511506
btc-updown-15m-1783678500,btc,15m,1783678500,34,366.9052699998757,97.9311989991429,531.9943420000001,328.94857,464.8364689990186,Up,531.9943420000001,0.6896788951185419,67.15787300098145,7.970091414123381,59.18778158685807
btc-updown-15m-1783679400,btc,15m,1783679400,28,66.45699899990373,249.9028920018298,261.876469,361.931544,316.35989100173356,Up,261.876469,0.2537723196500856,-54.48342200173357,3.4714436544700322,-57.9548656562036
btc-updown-15m-1783680300,btc,15m,1783680300,1,0.0,13.8,0.0,30.0,13.8,Down,30.0,0.46,16.2,0.5216400000000001,15.67836
btc-updown-15m-1783681200,btc,15m,1783681200,3,0.0,3.8,0.0,130.0,3.8,Up,0.0,,-3.8,0.0,-3.8
btc-updown-15m-1783682100,btc,15m,1783682100,46,77.96940000000001,425.5399,465.84999999999997,514.44,503.5093,Down,514.44,0.8271905372832593,10.930700000000058,5.14761250384749,5.783087496152569
btc-updown-15m-1783683000,btc,15m,1783683000,40,65.8664,241.64779900000002,275.32,305.61294,307.514199,Down,305.61294,0.7906988460632591,-1.9012590000000387,3.540401422388154,-5.441660422388193
btc-updown-15m-1783683900,btc,15m,1783683900,28,272.59360000000004,62.905499999999996,370.14,351.02,335.49910000000006,Up,370.14,0.7364607986167397,34.64089999999993,5.028736975233153,29.61216302476678
btc-updown-15m-1783684800,btc,15m,1783684800,36,239.1878,276.11749600089655,380.41999999999996,590.514823,515.3052960008965,Up,380.41999999999996,0.6287466484411967,-134.88529600089657,6.215949068138373,-141.10124506903495
btc-updown-15m-1783685700,btc,15m,1783685700,41,75.5896,485.9293,444.81,570.76,561.5189,Down,570.76,0.851372380685402,9.24109999999996,5.055576050994637,4.185523949005323
btc-updown-15m-1783686600,btc,15m,1783686600,20,46.901199999999996,181.1887,152.57999999999998,255.31,228.0899,Down,255.31,0.7096811719086601,27.220100000000002,3.6821743733175354,23.537925626682465
btc-updown-15m-1783687500,btc,15m,1783687500,25,49.2124,241.78172999999998,221.94,346.51,290.99413,Down,346.51,0.6977626331130414,55.51587000000001,5.11528314056015,50.400586859439855
btc-updown-15m-1783688400,btc,15m,1783688400,39,172.48319999999998,245.35569999999998,460.89000000000004,384.21000000000004,417.83889999999997,Down,384.21000000000004,0.638597902188907,-33.62889999999993,6.207044528293643,-39.835944528293574
btc-updown-15m-1783689300,btc,15m,1783689300,37,191.339,285.05609999999996,443.15,382.98,476.39509999999996,Down,382.98,0.7443106689644367,-93.41509999999994,5.102006246162466,-98.5171062461624
btc-updown-15m-1783690200,btc,15m,1783690200,13,179.224,5.475899999999999,199.8,103.31,184.69989999999999,Up,199.8,0.8970170170170169,15.100100000000026,1.291991549949952,13.808108450050074
btc-updown-15m-1783691100,btc,15m,1783691100,39,328.1268789997782,41.840994996935216,381.070537,699.665954,369.9678739967134,Up,381.070537,0.8610659894700236,11.10266300328658,3.191158828348645,7.911504174937935
btc-updown-15m-1783692000,btc,15m,1783692000,8,0.0,169.8524,0.0,190.36,169.8524,Down,190.36,0.8922693843244378,20.507600000000025,1.28088125381803,19.226718746181994
btc-updown-15m-1783692900,btc,15m,1783692900,25,10.6751,276.56659999999994,237.77,321.08000000000004,287.2416999999999,Down,321.08000000000004,0.8613635231095051,33.83830000000012,2.683955333470791,31.154344666529326
btc-updown-15m-1783693800,btc,15m,1783693800,24,19.2505,217.79189800222227,124.87,326.01110800000004,237.04239800222226,Down,326.01110800000004,0.6680505438551567,88.96870999777778,5.06071314662136,83.90799685115641
btc-updown-15m-1783694700,btc,15m,1783694700,7,40.199999999999996,67.5,120.0,90.0,107.69999999999999,Down,90.0,0.75,-17.69999999999999,1.1812500000000001,-18.881249999999987
btc-updown-15m-1783695600,btc,15m,1783695600,17,157.61700000000002,13.2188,179.1,259.18,170.8358,Up,179.1,0.8800502512562816,8.264199999999988,1.3234283683417072,6.940771631658281
btc-updown-15m-1783696500,btc,15m,1783696500,10,231.1391980002308,0.0,270.544613,0.0,231.1391980002308,Up,270.544613,0.8543478113912059,39.40541499976922,2.3566151043410524,37.04879989542817
btc-updown-15m-1783697400,btc,15m,1783697400,6,0.0048,83.04400000000001,0.06,110.4,83.04880000000001,Down,110.4,0.7522101449275362,27.35119999999999,1.440422250724638,25.910777749275354
btc-updown-15m-1783698300,btc,15m,1783698300,39,455.5362,25.927799999999998,518.7,301.88,481.464,Up,518.7,0.8782267206477732,37.23600000000005,3.8830495856356313,33.352950414364415
btc-updown-15m-1783699200,btc,15m,1783699200,23,84.68639999999999,142.6656,195.52999999999997,302.33000000000004,227.352,Up,195.52999999999997,0.43311205441620215,-31.82200000000003,3.3605389520421416,-35.18253895204217
btc-updown-15m-1783700100,btc,15m,1783700100,28,56.6162,183.7036,357.1,254.36,240.3198,Down,254.36,0.7222189023431357,14.040200000000027,3.5720571356062285,10.468142864393798
btc-updown-15m-1783701000,btc,15m,1783701000,25,17.278200000000002,148.4525,393.62,159.49,165.73069999999998,Down,159.49,0.9307950341714213,-6.2406999999999755,0.7191555132766957,-6.959855513276671
btc-updown-15m-1783701900,btc,15m,1783701900,22,233.6221,35.811,293.93,147.11,269.43309999999997,Up,293.93,0.7948222365869424,24.49690000000004,3.3553841973303182,21.141515802669723
btc-updown-15m-1783702800,btc,15m,1783702800,8,12.139,82.1125,164.65,100.4,94.2515,Down,100.4,0.8178535856573704,6.148500000000013,1.046954821339642,5.101545178660371
btc-updown-15m-1783703700,btc,15m,1783703700,53,651.2054,61.3406,804.67,393.87,712.546,Up,804.67,0.8092825630382643,92.12399999999991,8.693735737654933,83.43026426234498
btc-updown-15m-1783704600,btc,15m,1783704600,19,3.1632,285.43550000000005,55.44,342.0,288.59870000000006,Down,342.0,0.8346067251461989,53.401299999999935,3.3046378473172497,50.09666215268268
btc-updown-15m-1783705500,btc,15m,1783705500,34,258.22520000000003,161.80720000000002,423.33,343.65999999999997,420.03240000000005,Down,343.65999999999997,0.47083512774253633,-76.37240000000008,5.993588042283653,-82.36598804228373
btc-updown-15m-1783954800,btc,15m,1783954800,24,237.0318,71.7,426.09,150.0,308.7318,Up,426.09,0.5562951489122017,117.35819999999995,7.362051166545096,109.99614883345485
btc-updown-15m-1783955700,btc,15m,1783955700,32,359.5385980002953,56.41079899876888,497.729653,236.217141,415.94939699906416,Up,497.729653,0.7223571989999464,81.78025600093582,6.987631239150398,74.79262476178542
btc-updown-15m-1783956600,btc,15m,1783956600,13,21.4,142.92628000000002,170.0,163.26999999999998,164.32628000000003,Down,163.26999999999998,0.8753982972989529,-1.0562800000000436,1.2466200494108632,-2.3029000494109066
btc-updown-15m-1783957500,btc,15m,1783957500,23,35.175200000000004,274.1937,217.44,314.15999999999997,309.3689,Down,314.15999999999997,0.8727836134453781,4.791099999999972,2.4417352211029413,2.3493647788970304
btc-updown-15m-1783958400,btc,15m,1783958400,33,71.8172,382.6603940011236,343.88,478.11707199999995,454.47759400112363,Down,478.11707199999995,0.8003487355103766,23.639477998876316,5.34790420726953,18.291573791606787
btc-updown-15m-1783959300,btc,15m,1783959300,3,4.5,48.599999999999994,30.0,60.0,53.099999999999994,Down,60.0,0.8099999999999999,6.900000000000006,0.6463800000000002,6.253620000000005
btc-updown-15m-1783960200,btc,15m,1783960200,36,322.29110000000003,142.38660000000002,479.01,358.98,464.6777000000001,Up,479.01,0.6728274983820798,14.332299999999918,7.381134980533391,6.9511650194665275
btc-updown-15m-1783961100,btc,15m,1783961100,20,43.69870000000001,281.0072930011231,92.06,350.27233299999995,324.70599300112315,Down,350.27233299999995,0.8022537509439067,25.5663399988768,3.8897696703865074,21.676570328490293
btc-updown-15m-1783962000,btc,15m,1783962000,36,418.29970000000003,33.160399999999996,488.13,342.98,451.4601,Up,488.13,0.8569432323356484,36.669899999999984,4.188842209787759,32.481057790212226
btc-updown-15m-1783962900,btc,15m,1783962900,5,16.3159,24.3,183.26999999999998,30.0,40.615899999999996,Down,30.0,0.81,-10.615899999999996,0.3231899999999999,-10.939089999999997
btc-updown-15m-1783963800,btc,15m,1783963800,12,21.5,130.79518900048726,130.0,148.455473,152.29518900048726,Down,148.455473,0.8810398590053143,-3.8397160004872433,1.0891589887447166,-4.92887498923196
btc-updown-5m-1783603500,btc,5m,1783603500,1,0.0,8.0,0.0,10.0,8.0,Down,10.0,0.8,2.0,0.112,1.888
btc-updown-5m-1783603800,btc,5m,1783603800,6,20.2,83.4,110.0,90.0,103.60000000000001,Down,90.0,0.9266666666666667,-13.600000000000009,0.42811999999999967,-14.028120000000008
btc-updown-5m-1783604100,btc,5m,1783604100,14,265.86826400068225,12.0,310.180183,60.0,277.86826400068225,Up,310.180183,0.8571413603192124,32.311918999317754,2.658710497060099,29.653208502257655
btc-updown-5m-1783604400,btc,5m,1783604400,9,69.04639899853333,56.909997997129096,113.026665,122.943259,125.95639699566243,Up,113.026665,0.6108859267725305,-12.929731995662436,1.8806847889205862,-14.810416784583023
btc-updown-5m-1783604700,btc,5m,1783604700,1,0.0,18.599999999999998,0.0,31.0,18.599999999999998,Down,31.0,0.6,12.400000000000002,0.5208,11.879200000000003
btc-updown-5m-1783608900,btc,5m,1783608900,2,28.0,0.0,35.0,0.0,28.0,Up,35.0,0.8,7.0,0.392,6.608
btc-updown-5m-1783609200,btc,5m,1783609200,7,2.0,94.72839899964707,100.0,136.07117499999998,96.72839899964707,Down,136.07117499999998,0.6961680091293919,39.34277600035291,2.014706264203366,37.328069736149544
btc-updown-5m-1783618500,btc,5m,1783618500,1,28.2,0.0,30.0,0.0,28.2,Up,30.0,0.94,1.8000000000000007,0.1184400000000001,1.6815600000000006
btc-updown-5m-1783618800,btc,5m,1783618800,1,0.0,19.199997998545484,0.0,34.909088,19.199997998545484,Up,0.0,,-19.199997998545484,0.0,-19.199997998545484
btc-updown-5m-1783619100,btc,5m,1783619100,7,98.69999500107146,13.0486,120.357137,67.49,111.74859500107146,Up,120.357137,0.8200593455548171,8.60854199892853,1.2432099185960357,7.365332080332494
btc-updown-5m-1783619400,btc,5m,1783619400,2,0.0,43.199999999999996,0.0,60.0,43.199999999999996,Up,0.0,,-43.199999999999996,0.0,-43.199999999999996
btc-updown-5m-1783628100,btc,5m,1783628100,19,233.67690000000002,41.503498999902455,291.21000000000004,243.69024199999998,275.1803989999025,Up,291.21000000000004,0.8024343257443082,16.029601000097557,3.231657401453592,12.797943598643965
btc-updown-5m-1783628400,btc,5m,1783628400,4,4.65,14.7,5.0,90.0,19.35,Up,5.0,0.93,-14.350000000000001,0.022784999999999986,-14.372785000000002
btc-updown-5m-1783628700,btc,5m,1783628700,9,94.20439999999999,6.300000000000001,130.64,60.0,100.50439999999999,Up,130.64,0.7210992039191672,30.135599999999997,1.8391577508022046,28.296442249197792
btc-updown-5m-1783629300,btc,5m,1783629300,15,22.7166,128.9043,136.34,194.17000000000002,151.6209,Down,194.17000000000002,0.6638734098985425,42.54910000000001,3.0329713965890717,39.51612860341094
btc-updown-5m-1783629600,btc,5m,1783629600,2,40.800000000000004,0.0,60.0,0.0,40.800000000000004,Up,60.0,0.68,19.199999999999996,0.9139200000000001,18.286079999999995
btc-updown-5m-1783629900,btc,5m,1783629900,10,42.612998999832016,76.4999969986517,142.417871,120.674154,119.11299599848371,Down,120.674154,0.6339385399681501,1.56115800151629,1.9602590415631007,-0.3991010400468107
btc-updown-5m-1783630200,btc,5m,1783630200,3,0.0,41.57280000000001,0.0,71.75999999999999,41.57280000000001,Down,71.75999999999999,0.5793311036789299,30.187199999999983,1.2241868725083611,28.96301312749162
btc-updown-5m-1783630500,btc,5m,1783630500,2,44.4,0.0,60.0,0.0,44.4,Up,60.0,0.74,15.600000000000001,0.8080800000000001,14.791920000000001
btc-updown-5m-1783630800,btc,5m,1783630800,7,141.89999800111363,1.2,155.681816,30.0,143.09999800111362,Up,155.681816,0.911474452489131,12.581817998886379,0.8793242510387866,11.702493747847592
btc-updown-5m-1783631100,btc,5m,1783631100,3,5.7,52.2,30.0,60.0,57.900000000000006,Down,60.0,0.87,2.0999999999999943,0.47502,1.6249799999999943
btc-updown-5m-1783631400,btc,5m,1783631400,3,0.0,75.0,0.0,90.0,75.0,Down,90.0,0.8333333333333334,15.0,0.8749999999999999,14.125
btc-updown-5m-1783631700,btc,5m,1783631700,5,50.1,9.8596,60.0,48.519999999999996,59.9596,Up,60.0,0.8350000000000001,0.040399999999998215,0.5786549999999998,-0.5382550000000016
btc-updown-5m-1783632300,btc,5m,1783632300,2,0.0,49.25,0.0,55.0,49.25,Down,55.0,0.8954545454545455,5.75,0.3604204545454544,5.389579545454546
btc-updown-5m-1783632600,btc,5m,1783632600,2,34.14,0.0,48.0,0.0,34.14,Up,48.0,0.71125,13.86,0.6900547499999999,13.16994525
btc-updown-5m-1783632900,btc,5m,1783632900,2,0.0,10.200000000000001,0.0,60.0,10.200000000000001,Up,0.0,,-10.200000000000001,0.0,-10.200000000000001
btc-updown-5m-1783633200,btc,5m,1783633200,2,0.0,26.9296,0.0,31.84,26.9296,Down,31.84,0.8457788944723619,4.910399999999999,0.29071788783919594,4.619682112160803
btc-updown-5m-1783633500,btc,5m,1783633500,26,316.4099890023167,89.9864,431.35164299999997,276.28,406.3963890023167,Up,431.35164299999997,0.7335314334303271,24.955253997683258,5.901932135244131,19.053321862439127
btc-updown-5m-1783633800,btc,5m,1783633800,15,140.19728999978884,65.32569900117647,203.040424,168.804116,205.5229890009653,Up,203.040424,0.6904895450759541,-2.482565000965309,3.0374768904867127,-5.5200418914520215
btc-updown-5m-1783634100,btc,5m,1783634100,10,69.64999800106486,62.69999800027911,125.648145,151.39534600000002,132.34999600134398,Up,125.648145,0.5543257164764737,-6.701851001343982,2.1728849069577736,-8.874735908301755
btc-updown-5m-1783634400,btc,5m,1783634400,19,185.2984989992308,101.1,311.519229,183.75,286.3984989992308,Up,311.519229,0.594822026216657,25.120730000769186,5.25552092587222,19.865209074896967
btc-updown-5m-1783634700,btc,5m,1783634700,2,12.896,0.0,14.94,0.0,12.896,Down,0.0,,-12.896,0.0,-12.896
btc-updown-5m-1783635000,btc,5m,1783635000,5,0.0,74.199999,0.0,95.12195,74.199999,Down,95.12195,0.7800512815391191,20.921950999999993,1.1424136282894055,19.77953737171059
btc-updown-5m-1783635300,btc,5m,1783635300,5,114.2025,0.0,125.85,0.0,114.2025,Up,125.85,0.9074493444576878,11.647499999999994,0.7398661367699639,10.90763386323003
btc-updown-5m-1783635600,btc,5m,1783635600,6,0.0,27.3,0.0,165.0,27.3,Up,0.0,,-27.3,0.0,-27.3
btc-updown-5m-1783635900,btc,5m,1783635900,2,4.199999999999999,0.0,55.0,0.0,4.199999999999999,Down,0.0,,-4.199999999999999,0.0,-4.199999999999999
btc-updown-5m-1783636200,btc,5m,1783636200,2,1.5,18.3,30.0,30.0,19.8,Down,30.0,0.61,10.2,0.49959000000000003,9.70041
btc-updown-5m-1783636500,btc,5m,1783636500,5,12.9,51.5856,30.0,111.22,64.4856,Down,111.22,0.4638158604567524,46.734399999999994,1.9361566384175508,44.79824336158244
btc-updown-5m-1783636800,btc,5m,1783636800,4,116.3999939984812,0.0,122.750433,0.0,116.3999939984812,Up,122.750433,0.9482654452101297,6.350439001518808,0.4215331306938502,5.928905870824957
btc-updown-5m-1783637100,btc,5m,1783637100,7,8.7,93.9495,70.0,129.21,102.6495,Down,129.21,0.7271070350592059,26.560500000000005,1.7946710326793596,24.765828967320644
btc-updown-5m-1783637400,btc,5m,1783637400,1,0.0,4.2958,0.0,4.57,4.2958,Down,4.57,0.94,0.27420000000000044,0.018042360000000018,0.2561576400000004
btc-updown-5m-1783637700,btc,5m,1783637700,2,0.0,40.7526,0.0,43.82,40.7526,Down,43.82,0.93,3.0673999999999992,0.19968773999999986,2.8677122599999993
btc-updown-5m-1783638000,btc,5m,1783638000,10,163.6694,35.598,192.37,81.15,199.2674,Up,192.37,0.8508052191090086,-6.897400000000005,1.7093034190092016,-8.606703419009206
btc-updown-5m-1783638300,btc,5m,1783638300,3,15.9,56.099999999999994,30.0,60.0,72.0,Down,60.0,0.9349999999999999,-12.0,0.2552550000000003,-12.255255
btc-updown-5m-1783638600,btc,5m,1783638600,8,22.8696,31.92,112.32,64.5,54.7896,Down,64.5,0.4948837209302326,9.7104,1.1286318139534885,8.581768186046512
btc-updown-5m-1783638900,btc,5m,1783638900,4,7.199999999999999,34.818,60.0,44.04,42.018,Down,44.04,0.7905994550408719,2.0219999999999985,0.5103635722070845,1.511636427792914
btc-updown-5m-1783639200,btc,5m,1783639200,6,92.84999200061374,1.0,137.850526,50.0,93.84999200061374,Up,137.850526,0.6735555873077607,44.00053399938626,2.121725277498363,41.8788087218879
btc-updown-5m-1783639500,btc,5m,1783639500,7,1.05,116.06070000000001,35.0,154.17000000000002,117.11070000000001,Down,154.17000000000002,0.7528098851916716,37.05930000000001,2.008234043041448,35.05106595695856
btc-updown-5m-1783640100,btc,5m,1783640100,4,51.44,0.0,66.0,0.0,51.44,Up,66.0,0.7793939393939393,14.560000000000002,0.7943583030303033,13.765641696969698
btc-updown-5m-1783640400,btc,5m,1783640400,12,164.59998500061747,13.867997999528306,203.372287,171.06285400000002,178.46798300014578,Up,203.372287,0.8093530708076143,24.90430399985422,2.1966337179836324,22.707670281870588
btc-updown-5m-1783640700,btc,5m,1783640700,1,0.0,20.400000000000002,0.0,30.0,20.400000000000002,Down,30.0,0.68,9.599999999999998,0.45696000000000003,9.143039999999997
btc-updown-5m-1783641000,btc,5m,1783641000,28,232.7749959965377,103.28879799800004,426.34184700000003,349.20272500000004,336.0637939945377,Up,426.34184700000003,0.5459820508694697,90.27805300546231,7.397881840385081,82.88017116507723
btc-updown-5m-1783641300,btc,5m,1783641300,4,1.7999999999999998,54.6,30.0,65.0,56.4,Down,65.0,0.84,8.600000000000001,0.6115200000000002,7.988480000000001
btc-updown-5m-1783641600,btc,5m,1783641600,19,73.07279900100002,104.64999600070604,320.76941,252.41479,177.72279500170606,Down,252.41479,0.41459534126627856,74.69199499829395,4.2883816636695045,70.40361333462445
btc-updown-5m-1783641900,btc,5m,1783641900,16,85.04999400017488,100.943999,224.497633,243.313332,185.9939930001749,Up,224.497633,0.3788458384332937,38.50363999982511,3.6980410400102417,34.80559895981487
btc-updown-5m-1783642200,btc,5m,1783642200,20,3.6,346.6357990000814,72.0,405.146278,350.23579900008144,Up,72.0,0.05,-278.23579900008144,0.23940000000000003,-278.47519900008143
btc-updown-5m-1783666200,btc,5m,1783666200,16,32.949597999274815,178.312,162.97378799999998,248.64,211.26159799927484,Down,248.64,0.7171492921492922,37.378402000725146,3.530497279279279,33.847904721445865
btc-updown-5m-1783666500,btc,5m,1783666500,13,99.89999800262862,107.7858,181.714282,205.94,207.68579800262862,Up,181.714282,0.5497641511888902,-25.97151600262862,3.148499227785918,-29.120015230414538
btc-updown-5m-1783666800,btc,5m,1783666800,5,13.2,72.59999600091204,60.0,90.3012,85.79999600091205,Down,90.3012,0.8039759826105528,4.501203999087949,0.9961940014989606,3.505009997588988
btc-updown-5m-1783667100,btc,5m,1783667100,3,10.75,36.6,25.0,60.0,47.35,Up,25.0,0.43,-22.35,0.42892500000000006,-22.778925
btc-updown-5m-1783667400,btc,5m,1783667400,1,29.099999999999998,0.0,30.0,0.0,29.099999999999998,Up,30.0,0.97,0.9000000000000021,0.06111000000000006,0.838890000000002
btc-updown-5m-1783667700,btc,5m,1783667700,14,42.74899800174302,112.7296,159.474924,203.79,155.47859800174302,Up,159.474924,0.2680609397985543,3.996325998256964,2.1902762995364484,1.8060496987205155
btc-updown-5m-1783668000,btc,5m,1783668000,5,102.34,4.8,120.4,30.0,107.14,Up,120.4,0.85,13.260000000000005,1.0745700000000002,12.185430000000006
btc-updown-5m-1783668300,btc,5m,1783668300,2,0.0,51.658100000000005,0.0,65.39,51.658100000000005,Down,65.39,0.79,13.731899999999996,0.75937407,12.972525929999996
btc-updown-5m-1783668600,btc,5m,1783668600,3,0.0,92.7772,0.0,98.03999999999999,92.7772,Down,98.03999999999999,0.9463198694410445,5.262799999999999,0.3486204546226027,4.9141795453773955
btc-updown-5m-1783668900,btc,5m,1783668900,8,1.2,184.44999599675677,40.0,221.081076,185.64999599675676,Down,221.081076,0.8343092920208004,35.43108000324324,2.1393155296424213,33.291764473600814
btc-updown-5m-1783669200,btc,5m,1783669200,2,59.599999999999994,0.0,80.0,0.0,59.599999999999994,Up,80.0,0.7449999999999999,20.400000000000006,1.0638600000000005,19.336140000000004
btc-updown-5m-1783669500,btc,5m,1783669500,8,11.998999999999999,138.9082,41.949999999999996,172.54,150.9072,Down,172.54,0.8050782427263243,21.632800000000003,1.8953361310606236,19.73746386893938
btc-updown-5m-1783669800,btc,5m,1783669800,15,275.8,10.436499999999999,340.0,51.95,286.23650000000004,Up,340.0,0.8111764705882353,53.763499999999965,3.64542705882353,50.118072941176436
btc-updown-5m-1783670100,btc,5m,1783670100,18,353.3269829996405,16.799999000761932,414.06131000000005,121.90476000000001,370.12698200040245,Up,414.06131000000005,0.8533204490891468,43.9343279995976,3.6278090233751743,40.30651897622243
btc-updown-5m-1783670400,btc,5m,1783670400,9,129.09038600000002,14.458499999999999,141.39020000000002,37.27,143.548886,Up,141.39020000000002,0.9130080161142711,-2.158685999999989,0.7860880145100171,-2.944774014510006
btc-updown-5m-1783670700,btc,5m,1783670700,12,232.18200000000002,16.8,265.70000000000005,120.0,248.98200000000003,Up,265.70000000000005,0.8738502070003763,16.718000000000018,2.0502797866767044,14.667720213323314
btc-updown-5m-1783671000,btc,5m,1783671000,27,17.2312,606.3499850004137,167.76,726.511544,623.5811850004136,Up,167.76,0.10271340009537436,-455.8211850004136,1.0822927402193612,-456.903477740633
btc-updown-5m-1783671300,btc,5m,1783671300,2,63.2,0.0,80.0,0.0,63.2,Up,80.0,0.79,16.799999999999997,0.92904,15.870959999999997
