sleeve,at,symbol,tf,signal,outcome,won,pnl_usd,entry_qty,entry_price,cid
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 17:30:50.536050+02:00,ETH,15m,DOWN,Up,False,-26.01,50.0,0.5202,0x6bbd56db318313e0a1fc42236bd264bf18ecb162daaecffd3a38b171edf79282
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 17:40:41.143849+02:00,SOL,5m,DOWN,Up,False,-25.72,50.0,0.5144,0xba09d70e9e31124a8f791e61655a55faa664c1d1a07c782fd62108b3a7904aa2
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 17:45:31.083790+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0x9779729f4887fe77110075458488181d2bb6797561e4951f783cdee827c91719
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 17:55:32.981496+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0xa01290be355874756e3f03d2bdd36d8c670e66e3a7f282cbee28abe8da419433
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 17:55:34.502791+02:00,SOL,5m,DOWN,Down,True,23.226134,50.0,0.518,0x8e6c9b4abe068b50e40a01caaab8c0e21b1d09efb5d33855537e253afae14de8
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 18:15:21.859342+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0xb14fef1198cf751f83e5bb6b9839d7050f07f4603d2d37e95cca99dd78a18f78
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 18:15:23.914733+02:00,ETH,15m,DOWN,Up,False,-25.430757,48.0769,0.5289599995007997,0x13e9c4168990d8fa4205171bf34a3d334bada94dc94a24615d5909b6c7c24697
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 18:15:25.176072+02:00,SOL,5m,UP,Up,True,21.76449802,48.0769,0.5298606399331072,0x125d3ad0d8e400828b50fcafa942c6d2ab065bc8af48c321b15e19f587d2dad6
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 18:20:49.269817+02:00,SOL,5m,DOWN,Up,False,-25.8985,50.0,0.51797,0x593e4b8483ab5743da2caca9622d430a3d5ce5519cb28db1d51ff470a8a9919d
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 18:20:50.694239+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0x09a29698172e4c2a17093f991c8081d6a60ef43e970ddb273000076e62c5855d
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 18:25:37.028260+02:00,SOL,5m,DOWN,Up,False,-26.02,50.0,0.5204,0x17e1ce5eae33e33fa8f9489c5df21112ac4fd076f81f75c7b10e47b3cd3b8438
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 18:25:38.850543+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0x9329facf4915d8a0bc91ff3ac6d5468bc6190aa70abefdcec1563c0b35fbd72c
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 18:35:50.914996+02:00,BTC,5m,DOWN,Up,False,-24.999994,47.1698,0.53,0xdad03b4a765ef84e2d5fca660ee89300a610c289a387c5462b8c51470f904bc3
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 18:40:57.432478+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0x126b02b7c9f4a70fea935d0442a6248498de6b0e37e2ae6b38caf7f46e203d52
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 18:45:47.051917+02:00,ETH,15m,DOWN,Up,False,-25.380757,48.0769,0.5279199990015995,0xb679aa3ddaaf05ea729bfca29d16a98b727200e1e99f80b1d1387a3b5f8c798f
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 18:45:49.673357+02:00,SOL,5m,DOWN,Up,False,-25.9,50.0,0.518,0xf5f7081e2e675995227b38278775e28a970e9fd8c128561a4eba33c1fb408a12
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 18:50:42.996272+02:00,BTC,5m,DOWN,Down,True,23.16210414,49.0196,0.51,0x5cab67d0e8358f77f08e87a0c6ff0b76be2c6a145b65a477d6558aaf5d7b99e2
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 18:55:40.654253+02:00,BTC,5m,DOWN,Up,False,-24.999988,48.0769,0.52,0x02a679b2a615b782fa49eff61ff7e2717b9c1446028f1ac3fad07586c03604e0
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 18:55:44.762905+02:00,SOL,5m,DOWN,Up,False,-25.430757,48.0769,0.5289599995007997,0xaa90f86c096222fccf21d514d4f1980ad8eb416446965b888834a903364bcb64
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 19:01:05.208639+02:00,ETH,15m,UP,Up,True,25.12790414,51.0204,0.49,0xceedce283c7e82576081aec4fc5891bf8dac2c486153ae3c1f9cab9008ab7ba7
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-28 19:15:22.426461+02:00,SOL,15m,DOWN,Up,False,-25.865088,47.1698,0.5483399972015993,0xe1056b2969a7d4ea1c206eb2220eb8c7da10eecf227b85222bf35ef80736230e
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 19:15:25.511991+02:00,ETH,15m,DOWN,Up,False,-25.450057,48.0769,0.529361439693491,0x94173041eb03e38e102524af2a33590ed5921efa5230b5ff293474d6879a3945
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 19:20:48.460662+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0x05bb27f42f1054f5c1c67643908f5b3e269b31a9461da949bcdf7b119bb498b6
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 19:32:03.474106+02:00,SOL,5m,DOWN,Down,True,22.78920747,50.0,0.526766,0xfccabce54eeb9a23cdf82d7470da0a60fe2d6b784b40ebea75cacc330fa76472
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 19:36:36.839007+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0x4c8745344168c4cf7c379dd4532b7782970163370685f07545f6c41d02e9d431
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 19:45:31.218602+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0x533edf17adf3291ce07708c024c384901cb529130b00c387cb186b1c99c1ecad
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 19:45:31.867857+02:00,SOL,5m,DOWN,Down,True,23.01124208,50.0,0.52231,0xad79ee30596707279e32e216c4d64e84ef77efbae32a0e7eb8f995dc15bc71d7
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 19:55:50.668326+02:00,SOL,5m,DOWN,Down,True,23.13128631,50.0,0.519902,0x8cb4b1ac26a98a6e386b6beead3d1ae18be3c610cbd62fb1475b92b692ecd0a7
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 19:55:53.968316+02:00,SOL,5m,UP,Down,False,-25.380388,49.0196,0.5177599980415997,0x8cb4b1ac26a98a6e386b6beead3d1ae18be3c610cbd62fb1475b92b692ecd0a7
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 19:55:54.671094+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0xe328c3e7ac6e04037f9299fd57a12bf479bf953ec2f01a3ead6f44153568feec
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 20:00:53.629743+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0xc135336a54deeacabd8bf11cbc009b940190a262eb03869750e249c7d27d0cec
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 20:06:39.750662+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0x3705878544c13cd586d6ffbfc479e298ab09e0fe87e2343509678729f6d6ae0d
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 20:15:19.772667+02:00,SOL,5m,DOWN,Down,True,23.3757875,50.0,0.515,0xd524482f4fc046537d51bdee366f8444598d12ee7aea8dbc7436dc3e24027d49
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-28 20:15:20.044812+02:00,SOL,15m,DOWN,Up,False,-26.073064,48.0769,0.5423199915135959,0x81cfb35ca00fad9461b851a701a542dadac781220d5f5ce124210007a204d32f
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 20:15:23.041966+02:00,ETH,15m,UP,Up,True,25.12790414,51.0204,0.49,0x6abcd1b1b308c3990fa1a165ed5cabafdd9e86ad95ef9fd50568115e10293595
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 20:30:55.992735+02:00,SOL,5m,UP,Down,False,-25.139692,49.0196,0.5128497988559678,0x02a95d6d83bfcbdc87d91e4ce9eefdae613e389be0e252d7c06744e814f32732
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 20:55:39.134608+02:00,SOL,5m,DOWN,Up,False,-25.8985,50.0,0.51797,0x081cc71918f87ad880050119fe61c82a89bcce7b2e2a0b84ef8edacd2f1131cf
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 21:15:20.590929+02:00,SOL,5m,UP,Down,False,-25.480388,49.0196,0.5197999983679997,0x22a0c935607afef1b3e2e30d1606fdefdd74bb1a17ebe6bd007d6cecb3f86e3c
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-28 21:15:22.778966+02:00,SOL,15m,DOWN,Down,True,21.34826315,48.0769,0.5385599945087973,0xd83f272fb4caa9608310f31474dcf539b17665d350c772ae0a984b65ed2cf92a
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 21:15:23.398890+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0x49b21c1d6b197ccd4d6c4101215018dd23d95a166569f1d6b3b4b8bda91f99e3
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 21:45:37.780856+02:00,SOL,5m,UP,Down,False,-25.680388,49.0196,0.5238799990207998,0xc03b127efabcb2e0196c2bea595e1b87901a4ca82fd3a21f7911a33c73d4b051
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 21:45:39.586223+02:00,SOL,5m,UP,Down,False,-25.680388,49.0196,0.5238799990207998,0xc03b127efabcb2e0196c2bea595e1b87901a4ca82fd3a21f7911a33c73d4b051
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 21:45:40.346709+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0xbfee2ca9ee5905e309652e49e985b59f0131c2daa73d5778b814fba7a607a682
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 22:10:41.961711+02:00,SOL,5m,UP,Down,False,-25.827484,49.0196,0.5268807579009213,0x761bbb3a5e5a92dc0476658dbedaab11f650ee6aa8c6d96e1a477b0021126613
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 22:10:44.614782+02:00,SOL,5m,UP,Down,False,-25.827484,49.0196,0.5268807579009213,0x761bbb3a5e5a92dc0476658dbedaab11f650ee6aa8c6d96e1a477b0021126613
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 22:20:40.384880+02:00,SOL,5m,DOWN,Up,False,-25.0505,50.0,0.50101,0x41b2ea21e3be54b9c954a833c2e68beb6013557a5b8239770199fa816e7f1bdb
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 22:26:16.464342+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0x89bfeba6534c83c32025ec08b73587fc76838f02ffe8e0d233c424f8f46015a0
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 22:30:29.986287+02:00,SOL,5m,DOWN,Up,False,-25.2,50.0,0.504,0x5a2828f86a1fe2a0f7e2e3a420c5087dd249e563c16d85454767d8173a603cf1
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 22:30:31.869997+02:00,SOL,5m,DOWN,Up,False,-25.2,50.0,0.504,0x5a2828f86a1fe2a0f7e2e3a420c5087dd249e563c16d85454767d8173a603cf1
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 22:30:32.163894+02:00,BTC,5m,DOWN,Up,False,-25.2737,50.0,0.505474,0x3120afbbbc7979d697fabfb697a2d08838aa72402e2b57d5da339a77943cc0d7
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 22:30:32.531591+02:00,ETH,15m,UP,Up,True,21.80761973,48.0769,0.5289599995007997,0x58d974b9f54ba6a3b2c77450c62561bddc8bce8e4a6edc83233c78990d1fc9c9
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 23:10:38.920502+02:00,SOL,5m,UP,Up,True,22.83233056,49.0196,0.5167399978783996,0xc2b7bd5423a1943877d7ed9608f3f1f68da4dc069bb07a021a7d6cb980c081d3
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 23:30:37.631142+02:00,ETH,15m,UP,Up,True,21.80761973,48.0769,0.5289599995007997,0xd05c18557e383d5d7f53a205a0edcf3972b41d05f5a1554804ec9b382b6a4814
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 23:55:24.469212+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0x2759b10826c0f6315d47a9bf869e1e73a653eefcebc64a2441e4d911915a1bba
shadow_poly_updown_sol_5m_fade_sniper,2026-05-29 00:30:47.284283+02:00,SOL,5m,UP,Down,False,-25.682995,48.0769,0.5342065524191452,0x41fc9678430b54b68acf893fffe1950eef418378800d79f49c6f8ed8aa7f4800
shadow_poly_updown_eth_15m_fade_sniper,2026-05-29 01:00:37.650766+02:00,ETH,15m,UP,Down,False,-25.450057,48.0769,0.529361439693491,0x81a778725c070c6945a254b92581613bb89c4ce5f349f24b7af545c8be03e258
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-29 01:50:41.653727+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0x7d40c2bf9e54c688c170ca028bec1e348648987a0765a7c54b28efadd0d838c6
shadow_poly_updown_eth_15m_fade_sniper,2026-05-29 02:00:40.153247+02:00,ETH,15m,DOWN,Up,False,-25.330388,49.0196,0.5167399978783996,0x2fe8aefcce391349c6a344a86f8c360e7df105f5cc7cf8b7bb5888a112dfb777
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-29 02:11:14.685766+02:00,SOL,5m,DOWN,Up,False,-26.147,50.0,0.52294,0x48ce4806126c633e6d0f5d4e62405c2c59afac9269680df07f3e1c916ae8695b
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-29 02:21:51.909407+02:00,BTC,5m,DOWN,Up,False,-25.148592,47.1698,0.5331502783560668,0xf775e10dce14c3918aa7ff984c4c349ce2bb4289690d9f1eb474383d06a8e394
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-29 02:21:53.887328+02:00,SOL,5m,DOWN,Up,False,-26.2757,50.0,0.525514,0x86538957a40e88dae9e93b830a5bf6d3a6aef2d391aa0688d6be9e791f63e309
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-29 03:15:56.501780+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0x65410b8949c6ebccff28dde82e29e4772afc193b241b5a61923a2bb444fb4e5e
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-29 03:30:53.785237+02:00,SOL,5m,UP,Down,False,-25.830388,49.0196,0.5269399995103999,0xf8b27d32856d2526d6faaf40c964e2cf95b23e73362df2f8e90a95965cf01300
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-29 03:31:03.686788+02:00,BTC,5m,UP,Down,False,-25.024092,49.0196,0.5104915584786494,0x7838b666a9ae2290e151c05681427f8f62bf79e08efa4d31656160e080dd8269
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-29 04:05:24.367290+02:00,SOL,5m,DOWN,Up,False,-25.75,50.0,0.515,0x15e9ea240378be669f541ca308e20ab194e98c0142711b0634c223264efe8d1a
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-29 04:05:25.321400+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0x4b2d7c069dd048845f139a6d33fa129dd70aef5d0cd9e050269486234899832e
shadow_poly_updown_btc_5m_fade_sniper,2026-05-29 04:05:25.890790+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0x4b2d7c069dd048845f139a6d33fa129dd70aef5d0cd9e050269486234899832e
shadow_poly_updown_sol_5m_fade_sniper,2026-05-29 04:05:32.821548+02:00,SOL,5m,DOWN,Up,False,-25.75,50.0,0.515,0x15e9ea240378be669f541ca308e20ab194e98c0142711b0634c223264efe8d1a
shadow_poly_updown_btc_5m_fade_sniper,2026-05-29 04:35:19.095793+02:00,BTC,5m,UP,Up,True,23.1621041372,49.0196,0.51,0xab48b3fc370371cdcc1a04efd178f2cb6636455774d0f45bfa7a91c9de0e02ed
shadow_poly_updown_sol_5m_fade_sniper,2026-05-29 04:35:30.780205+02:00,SOL,5m,UP,Up,True,21.977798660067972,49.0196,0.5342348774775804,0x2bc07f8244f7380bdbe2c2b3186fe6a277aec44acf1d31ce65fd42deaadd21dd
shadow_poly_updown_sol_5m_fade_sniper,2026-05-29 04:55:43.601524+02:00,SOL,5m,UP,Down,False,-25.430757,48.0769,0.5289599995007997,0x3191442e2414dbb9e9e71481f7e87037f4dc31f04460c2a7bc068dd5e156c910
shadow_poly_updown_btc_5m_fade_sniper,2026-05-29 04:55:45.054231+02:00,BTC,5m,UP,Down,False,-25.044557,48.0769,0.5209270356449771,0x3ac0e923d0b83fe450d4180555e309978fd390213475b40d0a5c0e3bf9c3415d
shadow_poly_updown_eth_15m_fade_sniper,2026-05-29 05:00:55.513905+02:00,ETH,15m,UP,Down,False,-25.430757,48.0769,0.5289599995007997,0x59b8446d5c76164c2fba3ddfff0d173b0e956867481f6ff0be7247b9ec38483e
shadow_poly_updown_sol_5m_fade_sniper,2026-05-29 05:05:34.103779+02:00,SOL,5m,UP,Up,True,21.030397902639127,47.1698,0.5367499968199992,0x41501f4d91dd3ba26d7a33fd7b8b6732ac00b54df06669f26dbdada1dc1613a2
shadow_poly_updown_btc_5m_fade_sniper,2026-05-29 05:05:35.767746+02:00,BTC,5m,UP,Up,True,21.3473061974,47.1698,0.53,0x7f788957d7b67de3d87e9bc6e315a08ab6a272b1ffb15b60ecb9fb55a1ab49c1
shadow_poly_updown_eth_15m_fade_sniper,2026-05-29 05:16:09.064910+02:00,ETH,15m,UP,Up,True,21.807619734701746,48.0769,0.5289599995007997,0x16d322459f91739e5814c4d0ab685b805867242df91f653e4377a204fcc823b5
shadow_poly_updown_btc_5m_fade_sniper,2026-05-29 05:20:49.494360+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0xcd0cbfe4d4aa3c94a0f56f36828cab0de127c5201f0009c055620d9023dc6fe4
shadow_poly_updown_sol_5m_fade_sniper,2026-05-29 05:21:01.787775+02:00,SOL,5m,DOWN,Down,True,23.3757875,50.0,0.515,0x8e72c85d979610a134069a160d61eb3d0182469907dbbc014786755d416e7503
shadow_poly_updown_btc_5m_fade_sniper,2026-05-29 06:20:45.656654+02:00,BTC,5m,UP,Up,True,23.1621041372,49.0196,0.51,0xf50e63148ecc6a2f3a39bf376a0150e68f3409f1c61521de33a27c3c9d4dd5da
shadow_poly_updown_sol_5m_fade_sniper,2026-05-29 06:20:48.025816+02:00,SOL,5m,UP,Up,True,22.33385936480514,49.0196,0.5269399995103999,0x1462ec67fa8576ef48b539ef65e596a4cfe86ff734e344d8376df37da3dc0e05
shadow_poly_updown_eth_15m_fade_sniper,2026-05-29 07:00:31.495193+02:00,ETH,15m,DOWN,Up,False,-25.430757,48.0769,0.5289599995007997,0x3aebaf80df89b1ceda9b24abff8a2ebbc011e92a63e6437736c5d6c08c29b517
shadow_poly_updown_sol_5m_fade_sniper,2026-05-29 08:00:45.553467+02:00,SOL,5m,DOWN,Up,False,-25.747,50.0,0.51494,0x07d0cd69ce7b7c5463cca2debf306b2e0ee5c5fd2be3f8583d8ba05167eb5e3d
shadow_poly_updown_btc_5m_fade_sniper,2026-05-29 08:00:45.872268+02:00,BTC,5m,DOWN,Up,False,-24.999988,48.0769,0.52,0xa30a6cb4a44f3739131f115c9cba0e4d376c756ee77d4494ffb9f76d847ff484
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-29 09:40:27.972335+02:00,SOL,5m,UP,Down,False,-25.898988,49.0196,0.5283394397343104,0x994e7adb1155e9acc70b318af588177215eec9ebcc7bca739be1979e8375e52a
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-29 09:40:30.468369+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0x3cd532f56775b3212ec0a8143620ebf69c76fa5d48ee89e81bc1359c3ec46682
shadow_poly_updown_btc_5m_fade_sniper,2026-05-29 09:45:30.550198+02:00,BTC,5m,UP,Down,False,-24.999988,48.0769,0.52,0x6dbff7991277332270a9cba8007570ed6a18cb5a8bf31acb1c838ac718cc6a7d
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-29 09:45:31.623442+02:00,BTC,5m,UP,Down,False,-24.999994,47.1698,0.53,0x6dbff7991277332270a9cba8007570ed6a18cb5a8bf31acb1c838ac718cc6a7d
shadow_poly_updown_sol_5m_fade_sniper,2026-05-29 09:45:33.859308+02:00,SOL,5m,UP,Down,False,-26.14398,49.0196,0.5333372773339644,0x8fd1102cb7a7aaaa9016d95a394a94b27378660b31363836d140cfd77f3a13b4
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-29 10:00:24.939696+02:00,SOL,15m,UP,Up,True,22.0566971347629,48.0769,0.5237599970047986,0x0ec3059b09d9257b1b7b7527fe882518936f82b54c87f948b5e0119f2685f1c2
shadow_poly_updown_btc_5m_fade_sniper,2026-05-29 10:10:15.003551+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0x2e4b6c630a32eee04e335b9fb78dea237be6c21e061b1af39f04e56c342fbe87
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-29 10:10:48.077532+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0x2e4b6c630a32eee04e335b9fb78dea237be6c21e061b1af39f04e56c342fbe87
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-29 10:10:52.509670+02:00,SOL,5m,DOWN,Up,False,-26.047,50.0,0.52094,0xf44b4a68db778b9621426570d08805c42bff5ccfe945ffb3a09358c006a187bb
shadow_poly_updown_btc_5m_fade_sniper,2026-05-29 10:15:18.567778+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0xbc57c892856221f6861a2d8d1ff997dfe36ecf90ad47b34c1c2aab02b5e4cea0
shadow_poly_updown_eth_15m_fade_sniper,2026-05-29 10:15:49.849712+02:00,ETH,15m,UP,Up,True,21.807619734701746,48.0769,0.5289599995007997,0x9f4b820c4bbcc978ff3a0f38d63fc98b9db77e11c7e5fc73ed5967073c700728
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-29 10:30:42.688339+02:00,SOL,15m,DOWN,Up,False,-25.511526,48.0769,0.5306399955071979,0xc7f3c8f7758e77a29a563b3e7b8c70bb9a7b59457b37b84656310882eccfe8d0
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-29 11:20:49.187073+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0x735cd47d18769338420c5654556e8786de3d89256a11b467a6b2e4d54982112d
shadow_poly_updown_eth_15m_fade_sniper,2026-05-29 11:46:26.278633+02:00,ETH,15m,DOWN,Down,True,21.3473061974,47.1698,0.53,0xcb99cd3e2f366a04287b58fdde6497fcbf75a17239923b341ae130ef861217ea
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-29 12:40:18.019904+02:00,SOL,5m,UP,Up,True,21.096361322270617,47.1698,0.5353444788826749,0xce55f19a7260414f0ec62a5d1084ad427991e3e21298438eaac15bc9619f2e7b
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-29 12:45:29.059069+02:00,BTC,5m,DOWN,Down,True,26.1733165824,52.0833,0.48,0x050269695f1afe31cc2ffb92e342ba93cd43e84d1b3ac82b5aa3abc0209d59e4
shadow_poly_updown_btc_5m_fade_sniper,2026-05-29 13:40:30.984699+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0x4daa799088acbb8bf48b62cb72a2d577922d2a2f8197b34d7e0df1a622525abe
shadow_poly_updown_sol_5m_fade_sniper,2026-05-29 13:50:22.820739+02:00,SOL,5m,UP,Down,False,-25.913988,49.0196,0.5286454397832704,0xfd16588ce7263df2d930a0ade1aaf6aaea2e1ebf8548fac6f21e3e693f2ec150
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-29 14:00:31.063725+02:00,SOL,5m,UP,Up,True,21.738235588336664,49.0196,0.5391471982635517,0xca9c3ff742aa820ae068bbb998c8d7d173e6caf05331fc3b2817bc86fdbbe682
shadow_poly_updown_eth_15m_fade_sniper,2026-05-29 14:00:31.670923+02:00,ETH,15m,UP,Up,True,21.3473061974,47.1698,0.53,0x932f1852697e0aeb00fb744968350b3f97042b1e7fb5fead0e60a8dc71cce2e2
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-29 14:45:27.062903+02:00,SOL,5m,UP,Up,True,21.716356852859427,49.0196,0.5395959983353598,0xd124260978c5b2451ad3a3c52092f372b97c1277c95cd8a04e06ecaaeaecc316
