ts,symbol,signal,won,pnl_usd,entry_qty,entry_price,tf,sig_fe,sig_mult,sig_rule,qty25,mult_from_qty
2026-05-26 18:30:32.235499+02:00,BTC,UP,True,23.16210414,49.0196,0.51,5m,-1908.981315561079,1.0,S8,49.01960784313725,1.0
2026-05-26 18:45:23.057724+02:00,SOL,UP,False,-78.648428,147.0588,0.5348093959695034,5m,2907.185153270655,3.0,S4,46.745625990134215,3.0
2026-05-26 18:45:31.633990+02:00,BTC,UP,False,-74.999988,147.0588,0.51,5m,4378.576206729578,3.0,S4,49.01960784313725,3.0
2026-05-26 18:50:36.267304+02:00,ETH,UP,False,-25.329757,48.0769,0.5268591984924152,5m,805.1881881548973,1.0,S4,47.45100791926271,1.0
2026-05-26 19:10:45.569201+02:00,BTC,UP,False,-24.999988,48.0769,0.52,5m,737.6770320341009,1.0,S8,48.07692307692307,1.0
2026-05-26 19:30:41.633622+02:00,ETH,DOWN,True,98.31886377,204.0816,0.5007375285180046,5m,-3342.199199158112,3.0,S4,49.92635577762791,4.0
2026-05-26 19:31:04.300971+02:00,SOL,DOWN,True,103.33888055,208.3333,0.4864860778377725,5m,-5041.487973004709,4.0,S4,51.38893205559872,4.0
2026-05-26 19:31:54.111253+02:00,SOL,DOWN,True,90.07451576,200.0,0.5322,5m,-5041.487973004709,4.0,S4,46.97482149567831,4.0
2026-05-26 19:31:56.264621+02:00,ETH,DOWN,True,89.70623164,200.0,0.53405,5m,-3342.199199158112,3.0,S4,46.81209624566988,4.0
2026-05-26 19:32:00.909266+02:00,BTC,DOWN,True,96.5,200.0,0.5,5m,-3536.7423966886618,4.0,S8,50.0,4.0
2026-05-26 19:35:50.953967+02:00,ETH,DOWN,True,76.69138212,156.25,0.49168,5m,-3342.199199158112,3.0,S4,50.84607875040677,3.0
2026-05-26 19:40:24.538572+02:00,ETH,UP,True,76.93685009,181.8181,0.5595957498180875,5m,2665.9330395405823,3.0,S4,44.67510700023537,4.0
2026-05-26 19:41:27.934582+02:00,SOL,DOWN,False,-105.863809,212.7659,0.4975600366412099,5m,-4696.156285893915,4.0,S4,50.24519285906291,4.0
2026-05-26 19:46:01.028669+02:00,ETH,UP,False,-78.714885,144.2307,0.545756797963263,5m,-2032.0569224303304,1.0,S8,45.807949792469365,3.0
2026-05-26 19:46:03.876813+02:00,SOL,UP,True,59.00112063,136.3636,0.55,5m,-3109.8277446009224,1.0,S8,45.45454545454545,3.0
2026-05-26 19:50:30.559062+02:00,BTC,DOWN,False,-24.999996,51.0204,0.49,5m,-1952.2873773372396,1.0,S8,51.02040816326531,1.0
2026-05-26 19:50:34.031488+02:00,ETH,UP,True,21.3473062,47.1698,0.53,5m,-2032.0569224303304,1.0,S8,47.16981132075472,1.0
2026-05-26 19:50:37.495955+02:00,SOL,UP,True,21.27741034,47.1698,0.5314881979571675,5m,-3109.8277446009224,1.0,S8,47.03773309753671,1.0
2026-05-26 20:00:35.436200+02:00,ETH,UP,True,46.26440268,98.0392,0.5106108984977438,5m,1343.8933142233723,2.0,S4,48.960960436903925,2.0
2026-05-26 20:10:27.498517+02:00,SOL,UP,True,44.8181655,98.0392,0.5253997992639678,5m,1365.5259849950153,2.0,S4,47.582812241311245,2.0
2026-05-26 20:15:27.669310+02:00,ETH,UP,True,46.26440268,98.0392,0.5106108984977438,5m,1111.9217609160792,2.0,S4,48.960960436903925,2.0
2026-05-26 20:20:28.053844+02:00,BTC,UP,True,23.16210414,49.0196,0.51,5m,2561.917468595969,2.0,S8,49.01960784313725,1.0
2026-05-26 20:20:31.235655+02:00,SOL,UP,True,22.63385349,49.0196,0.5207995985279358,5m,-1622.5057015372079,1.0,S8,48.00310920105096,1.0
2026-05-26 20:25:23.057787+02:00,BTC,UP,True,46.32420827,98.0392,0.51,5m,4719.497773461579,2.0,S4,49.01960784313725,2.0
2026-05-26 20:25:25.045220+02:00,ETH,UP,False,-49.999992,98.0392,0.51,5m,1953.2933697672272,2.0,S4,49.01960784313725,2.0
2026-05-26 20:30:26.264684+02:00,ETH,UP,False,-49.999992,98.0392,0.51,5m,1953.2933697672272,2.0,S4,49.01960784313725,2.0
2026-05-26 20:31:11.972218+02:00,BTC,UP,False,-49.999992,98.0392,0.51,5m,4719.497773461579,2.0,S4,49.01960784313725,2.0
2026-05-26 20:35:20.681177+02:00,SOL,UP,True,23.16210414,49.0196,0.51,5m,-1909.5081755859667,1.0,S8,49.01960784313725,1.0
2026-05-26 20:45:19.579928+02:00,ETH,DOWN,True,95.07171471,200.0,0.507145,5m,-4836.229960913532,4.0,S4,49.295566356761874,4.0
2026-05-26 20:45:26.399237+02:00,SOL,DOWN,True,90.37568412,200.0,0.5306875,5m,-4254.075150965701,4.0,S4,47.10870333294076,4.0
2026-05-26 20:45:41.672399+02:00,BTC,DOWN,True,96.5,200.0,0.5,5m,-4901.994145389661,4.0,S4,50.0,4.0
2026-05-26 20:50:57.852406+02:00,BTC,DOWN,False,-100.0,200.0,0.5,5m,-4901.994145389661,4.0,S4,50.0,4.0
2026-05-26 20:50:59.245434+02:00,SOL,DOWN,False,-103.898,200.0,0.51949,5m,-4254.075150965701,4.0,S4,48.12412173477834,4.0
2026-05-26 20:51:00.023585+02:00,ETH,DOWN,False,-100.0,200.0,0.5,5m,-4836.229960913532,4.0,S4,50.0,4.0
2026-05-26 21:35:17.392517+02:00,ETH,UP,True,89.99410041,196.0784,0.5235688989710239,5m,4677.793102882979,4.0,S4,47.74920750474826,4.0
2026-05-26 21:35:19.918391+02:00,BTC,UP,True,92.64841655,196.0784,0.51,5m,3639.091580212198,4.0,S4,49.01960784313725,4.0
2026-05-26 21:35:20.861592+02:00,SOL,UP,True,86.21036346,192.3076,0.5342881924583324,5m,3981.7246894363657,4.0,S4,46.79122681894131,4.0
2026-05-26 21:50:28.228253+02:00,SOL,UP,False,-76.790164,147.0588,0.5221731987477118,5m,2655.889401430931,3.0,S4,47.876834850880115,3.0
2026-05-26 22:05:29.277544+02:00,SOL,UP,True,68.81737627,147.0588,0.5145565991290558,5m,2302.665144166974,3.0,S4,48.585520120265244,3.0
2026-05-26 22:20:32.310594+02:00,BTC,UP,False,-24.999996,49.0196,0.51,5m,1531.0691750393867,1.0,S8,49.01960784313725,1.0
2026-05-26 22:20:34.995478+02:00,ETH,UP,False,-24.999996,49.0196,0.51,5m,2014.3883907153715,3.0,S8,49.01960784313725,1.0
2026-05-26 22:20:35.937143+02:00,SOL,UP,False,-25.089692,49.0196,0.5118297986927678,5m,999.6816679364051,1.0,S8,48.84436205912771,1.0
2026-05-26 22:25:24.178709+02:00,ETH,UP,True,71.8661209,150.0,0.5033933333333334,5m,2014.3883907153715,3.0,S8,49.662954084943514,3.0
2026-05-26 23:00:24.179079+02:00,ETH,UP,True,46.26440268,98.0392,0.5106108984977438,5m,1906.277520460149,2.0,S8,48.960960436903925,2.0
2026-05-26 23:15:20.248259+02:00,ETH,DOWN,True,48.05052786,100.0,0.501995,5m,-4867.150488803486,4.0,S4,49.80129284156217,2.0
2026-05-26 23:15:54.564998+02:00,SOL,DOWN,True,47.09243949,100.0,0.511585,5m,-3501.462144660476,4.0,S4,48.8677345895599,2.0
2026-05-26 23:20:31.566221+02:00,SOL,DOWN,False,-104.928,200.0,0.52464,5m,-3501.462144660476,4.0,S4,47.6517230863068,4.0
2026-05-26 23:20:35.146525+02:00,ETH,DOWN,False,-100.0,200.0,0.5,5m,-4867.150488803486,4.0,S4,50.0,4.0
2026-05-26 23:25:44.946216+02:00,ETH,UP,True,82.93128175,188.6792,0.5430940983425836,5m,4110.369522385929,4.0,S8,46.032538516428524,4.0
2026-05-26 23:25:46.513622+02:00,BTC,UP,True,89.77784919,196.0784,0.5246755175480828,5m,4741.086960513135,4.0,S8,47.64849733570602,4.0
2026-05-26 23:30:42.678410+02:00,SOL,UP,False,-77.68034,147.0588,0.5282263965162235,5m,3352.4963240050056,4.0,S4,47.32819140595934,3.0
2026-05-26 23:35:45.416688+02:00,ETH,UP,False,-99.999984,196.0784,0.51,5m,2670.011199019382,4.0,S4,49.01960784313725,4.0
2026-05-26 23:35:46.983618+02:00,SOL,UP,True,88.51920034,196.0784,0.5311197969791676,5m,3352.4963240050056,4.0,S4,47.070359911627605,4.0
2026-05-26 23:35:49.496919+02:00,BTC,UP,False,-99.999984,196.0784,0.51,5m,3872.095309644604,4.0,S4,49.01960784313725,4.0
2026-05-26 23:40:37.523935+02:00,BTC,DOWN,False,-25.0,50.0,0.5,5m,2332.4291294667287,1.0,S8,50.0,1.0
2026-05-27 00:00:21.382687+02:00,ETH,DOWN,True,93.12250209,200.0,0.5169075,5m,-3532.1926102943585,4.0,S8,48.364552652070245,4.0
2026-05-27 00:20:39.092015+02:00,ETH,DOWN,True,72.375,150.0,0.5,5m,-2918.5177163485,3.0,S4,50.0,3.0
2026-05-27 00:50:36.754542+02:00,SOL,DOWN,True,69.25555438,150.0,0.5208266666666667,5m,-2752.4618315466328,3.0,S4,48.00061440786442,3.0
2026-05-27 01:00:28.961633+02:00,ETH,UP,False,-52.20929,96.1538,0.5429768766289008,5m,1222.5691398073802,2.0,S8,46.04247634855789,2.0
2026-05-27 01:10:33.659513+02:00,ETH,UP,True,91.29859478,196.0784,0.5168970779035325,5m,4899.927872153123,4.0,S8,48.365527817252826,4.0
2026-05-27 01:20:51.416731+02:00,BTC,UP,True,23.16210414,49.0196,0.51,5m,2531.4599474578126,1.0,S8,49.01960784313725,1.0
2026-05-27 01:20:53.553438+02:00,ETH,UP,True,23.16210414,49.0196,0.51,5m,471.98793283644403,1.0,S8,49.01960784313725,1.0
2026-05-27 01:25:24.435588+02:00,BTC,DOWN,True,24.125,50.0,0.5,5m,924.5489726897671,1.0,S8,50.0,1.0
2026-05-27 01:41:02.870740+02:00,ETH,DOWN,False,-26.078,50.0,0.52156,5m,3500.772432259104,1.0,S8,47.933123705805656,1.0
2026-05-27 01:45:46.607696+02:00,ETH,UP,True,46.26440268,98.0392,0.5106108984977438,5m,1349.9662971646264,2.0,S8,48.960960436903925,2.0
2026-05-27 01:50:58.590673+02:00,SOL,UP,False,-51.710776,98.0392,0.5274499995919999,5m,1639.1504071408424,2.0,S8,47.397857653499536,2.0
2026-05-27 01:55:40.286208+02:00,SOL,DOWN,True,45.41166184,100.0,0.52844,5m,-1352.1355637176107,2.0,S8,47.309060631292105,2.0
2026-05-27 02:06:12.890730+02:00,ETH,DOWN,False,-74.999988,147.0588,0.51,5m,-2687.888736502977,3.0,S4,49.01960784313725,3.0
2026-05-27 02:10:31.472466+02:00,BTC,UP,True,92.64841655,196.0784,0.51,5m,3120.7775273812376,4.0,S8,49.01960784313725,4.0
2026-05-27 02:25:18.979848+02:00,BTC,UP,False,-101.808368,196.0784,0.5192227598756416,5m,-4358.963835068264,4.0,S8,48.14889086523811,4.0
2026-05-27 02:25:53.307058+02:00,SOL,DOWN,False,-107.6475,200.0,0.5382375,5m,-3781.997309825994,4.0,S8,46.44789707146008,4.0
2026-05-27 02:30:15.149363+02:00,ETH,DOWN,False,-25.0,50.0,0.5,5m,1389.0811245558932,1.0,S8,50.0,1.0
2026-05-27 02:35:36.046286+02:00,BTC,DOWN,False,-25.0,50.0,0.5,5m,1323.48655470665,1.0,S8,50.0,1.0
2026-05-27 03:15:43.524794+02:00,ETH,DOWN,False,-105.028,200.0,0.52514,5m,-4378.032187875748,4.0,S4,47.60635259168983,4.0
2026-05-27 03:30:27.515098+02:00,BTC,DOWN,False,-100.0,200.0,0.5,5m,-5001.719651495069,4.0,S4,50.0,4.0
2026-05-27 03:30:28.924445+02:00,ETH,DOWN,False,-100.9051,200.0,0.5045255,5m,-5066.7685611374345,4.0,S4,49.55150928942145,4.0
2026-05-27 03:40:40.791614+02:00,ETH,DOWN,False,-75.0,150.0,0.5,5m,-3822.3275970626282,4.0,S4,50.0,3.0
2026-05-27 03:40:42.219388+02:00,BTC,DOWN,False,-75.0,150.0,0.5,5m,-1274.046397492027,3.0,S8,50.0,3.0
2026-05-27 03:45:38.501198+02:00,ETH,DOWN,True,98.65806821,204.0816,0.49907544825207173,5m,-3822.3275970626282,4.0,S4,50.0926264506866,4.0
2026-05-27 03:50:20.558176+02:00,SOL,UP,True,66.09364861,147.0588,0.5331399957023993,5m,2727.349563605579,3.0,S4,46.891998727394466,3.0
2026-05-27 04:05:52.086261+02:00,SOL,DOWN,True,23.53648569,50.0,0.51178,5m,-567.6223626092564,1.0,S8,48.849114854038845,1.0
2026-05-27 04:15:22.853343+02:00,ETH,UP,True,44.59759576,98.0392,0.5276579980252797,5m,1161.565101460258,2.0,S8,47.37917380871818,2.0
2026-05-27 04:35:47.171502+02:00,SOL,UP,True,66.09364861,147.0588,0.5331399957023993,5m,2194.5615433559906,3.0,S4,46.891998727394466,3.0
2026-05-27 04:40:26.939298+02:00,BTC,DOWN,True,96.5,200.0,0.5,5m,-3568.770471891201,4.0,S8,50.0,4.0
2026-05-27 04:40:27.316725+02:00,SOL,DOWN,True,94.00215797,204.0816,0.5219229955076793,5m,-3208.612087478297,4.0,S8,47.89978639604157,4.0
2026-05-27 04:55:22.635889+02:00,BTC,UP,True,92.64841655,196.0784,0.51,5m,2630.922838442733,4.0,S8,49.01960784313725,4.0
2026-05-27 04:55:24.858504+02:00,ETH,UP,True,87.50730424,192.3076,0.5275147940071011,5m,4409.66177469174,4.0,S8,47.392035795044386,4.0
2026-05-27 05:05:33.771629+02:00,ETH,UP,True,92.64841655,196.0784,0.51,5m,3022.1969315186857,4.0,S4,49.01960784313725,4.0
2026-05-27 05:15:30.133331+02:00,ETH,UP,False,-101.63665,208.3333,0.48785599805695967,5m,4508.783746781234,4.0,S4,51.24462976691971,4.0
2026-05-27 05:35:16.069900+02:00,ETH,UP,False,-101.569952,196.0784,0.518006838081094,5m,3657.303273218817,4.0,S8,48.26191116049755,4.0
2026-05-27 05:45:33.045886+02:00,ETH,DOWN,True,95.22157254,200.0,0.506395,5m,-5008.362977566594,4.0,S4,49.36857591405918,4.0
2026-05-27 05:46:08.902778+02:00,SOL,DOWN,True,90.32092147,200.0,0.5309625,5m,-3112.418824817486,4.0,S4,47.08430444711256,4.0
2026-05-27 06:05:52.641190+02:00,SOL,UP,True,39.09509101,90.909,0.5526475926475927,5m,1258.6357918552503,2.0,S8,45.23678440402033,2.0
2026-05-27 06:15:41.888922+02:00,ETH,UP,False,-25.65679,47.1698,0.5439240785417788,5m,-300.0000000000003,1.0,S8,45.96229692023048,1.0
2026-05-27 06:40:58.673484+02:00,BTC,DOWN,False,-101.512111,217.3913,0.4669557199391144,5m,-1307.2653517963995,2.0,S4,53.53826697584882,4.0
2026-05-27 06:46:31.248268+02:00,BTC,DOWN,True,54.49617719,106.3829,0.47029731282001147,5m,-3116.546472646226,4.0,S4,53.15786273600888,2.0
2026-05-27 06:50:50.190541+02:00,BTC,DOWN,False,-103.335791,212.7659,0.4856783488331542,5m,-3116.546472646226,4.0,S4,51.4743967073325,4.0
2026-05-27 07:06:25.225324+02:00,ETH,UP,True,24.125,50.0,0.5,5m,-769.953433189377,1.0,S8,50.0,1.0
2026-05-27 07:10:43.686039+02:00,SOL,UP,True,44.61790909,98.0392,0.5274499995919999,5m,1349.2175463974454,2.0,S8,47.397857653499536,2.0
2026-05-27 07:25:14.977496+02:00,BTC,UP,True,23.16210414,49.0196,0.51,5m,-898.613875581446,1.0,S8,49.01960784313725,1.0
2026-05-27 07:36:05.578135+02:00,SOL,UP,False,-80.504272,153.0612,0.5259613278871458,5m,2806.20091823377,3.0,S4,47.532011717340914,3.0
2026-05-27 07:36:06.810903+02:00,ETH,UP,False,-76.4114,153.0612,0.4992212265420629,5m,3448.7842546278803,3.0,S4,50.07799883263492,3.0
2026-05-27 07:36:11.772986+02:00,BTC,UP,False,-75.0,150.0,0.5,5m,2223.6545825968333,3.0,S4,50.0,3.0
2026-05-27 08:00:30.927960+02:00,ETH,UP,True,91.51988766,196.0784,0.5157658977225437,5m,4576.523724070965,4.0,S4,48.471603319242234,4.0
2026-05-27 08:05:54.964601+02:00,BTC,UP,True,27.26394356,53.1914,0.47,5m,674.978762339582,1.0,S8,53.19148936170213,1.0
2026-05-27 08:35:41.158965+02:00,SOL,UP,True,22.43349648,49.0196,0.5248999991839999,5m,-100.00000000000009,1.0,S8,47.62811971587836,1.0
2026-05-27 08:40:31.892579+02:00,ETH,DOWN,False,-25.420892,47.1698,0.5389230397415296,5m,4379.459243164046,1.0,S8,46.38881279224977,1.0
2026-05-27 08:45:27.664969+02:00,SOL,DOWN,False,-25.65,50.0,0.513,5m,1319.2017151744394,1.0,S8,48.732943469785575,1.0
2026-05-27 08:55:31.057089+02:00,SOL,UP,True,22.9727251,49.0196,0.5138697990191678,5m,429.82580051495023,1.0,S8,48.6504559087106,1.0
2026-05-27 09:00:45.206619+02:00,BTC,UP,False,-99.999984,204.0816,0.49,5m,4870.463454328808,4.0,S8,51.02040816326531,4.0
2026-05-27 09:10:42.580931+02:00,SOL,DOWN,True,23.11832277,50.0,0.520162,5m,-100.00000000000009,1.0,S8,48.06194993098304,1.0
2026-05-27 09:10:43.367523+02:00,BTC,UP,False,-24.999996,49.0196,0.51,5m,1816.3710092851438,1.0,S8,49.01960784313725,1.0
2026-05-27 09:20:40.758532+02:00,SOL,DOWN,False,-25.95,50.0,0.519,5m,-1090.5515721985037,1.0,S4,48.16955684007707,1.0
2026-05-27 09:35:44.837714+02:00,SOL,UP,True,44.61790909,98.0392,0.5274499995919999,5m,1894.548404709191,2.0,S4,47.397857653499536,2.0
2026-05-27 09:40:39.439227+02:00,ETH,UP,False,-51.460776,98.0392,0.5248999991839999,5m,1749.2749276868303,2.0,S8,47.62811971587836,2.0
2026-05-27 09:55:25.899242+02:00,BTC,UP,True,46.32420827,98.0392,0.51,5m,2669.8155291603152,2.0,S8,49.01960784313725,2.0
2026-05-27 09:55:26.308991+02:00,SOL,UP,True,44.61790909,98.0392,0.5274499995919999,5m,1839.4752422575732,2.0,S8,47.397857653499536,2.0
2026-05-27 10:25:36.985058+02:00,ETH,DOWN,False,-101.83116,188.6792,0.5397052775292666,5m,-3759.397841104264,4.0,S8,46.32157779603022,4.0
2026-05-27 10:30:34.180282+02:00,BTC,DOWN,False,-25.0,50.0,0.5,5m,-506.29944117068004,1.0,S8,50.0,1.0
2026-05-27 10:30:34.973816+02:00,ETH,UP,True,24.99088534,52.0833,0.502675195312125,5m,4981.178293445318,4.0,S4,49.73390418533941,1.0
2026-05-27 10:35:43.405611+02:00,ETH,UP,False,-100.0,200.0,0.5,5m,4981.178293445318,4.0,S4,50.0,4.0
2026-05-27 10:35:55.453318+02:00,BTC,UP,False,-99.999984,196.0784,0.51,5m,4889.515815751502,4.0,S4,49.01960784313725,4.0
2026-05-27 10:40:16.189805+02:00,BTC,DOWN,True,96.5,200.0,0.5,5m,-3708.2698090051426,4.0,S8,50.0,4.0
2026-05-27 10:45:32.958210+02:00,SOL,DOWN,True,23.1762635,50.0,0.519,5m,353.65897848404273,1.0,S8,48.16955684007707,1.0
2026-05-27 10:51:20.419200+02:00,ETH,UP,False,-25.410917,52.0833,0.48788991864954795,5m,-1624.20291467763,1.0,S8,51.24106697920425,1.0
2026-05-27 10:55:32.890467+02:00,BTC,DOWN,True,85.20843736,163.0434,0.46,5m,-2127.2091844054185,3.0,S8,54.347826086956516,3.0
2026-05-27 11:00:29.657167+02:00,SOL,DOWN,True,91.69348168,204.0816,0.533279394124703,5m,-1811.13612085061,2.0,S4,46.87974123026766,4.0
2026-05-27 11:00:32.182966+02:00,ETH,DOWN,False,-100.289868,196.0784,0.5114784086365454,5m,-4283.182575568157,4.0,S4,48.87791855504287,4.0
2026-05-27 11:05:47.354605+02:00,BTC,DOWN,True,48.25,100.0,0.5,5m,-5075.558446402886,4.0,S4,50.0,2.0
