at,tf,symbol,signal,fair_edge_bp,kelly_mult,kelly_rule,kelly_notional_usd,cvd_30s,macd_hist,rvol_30_300,vwap_dev_bps,fair_up,entry_phase
2026-05-26 15:22:06.307423+02,5m,SOL,DOWN,-2852.174253955564,3.0,S4,75.0,-322758.88823,-0.012862525154771057,3.6202115610779773,-15.308330566898812,0.22478257460444362,t_plus_120
2026-05-26 15:22:06.45699+02,5m,ETH,DOWN,-5231.299962421779,3.0,S4,75.0,-670681.3637139999,-0.30932382212774634,3.5482287987698835,-17.08608459928603,0.016870003757822105,t_plus_120
2026-05-26 15:27:11.603816+02,5m,BTC,DOWN,-3751.4378303796893,4.0,S4,100.0,-25563.50001209999,0.3697639582349992,0.151191274525998,-8.10039175662035,0.17485621696203113,t_plus_120
2026-05-26 15:27:11.604408+02,5m,SOL,DOWN,-3780.1756501333616,4.0,S4,100.0,-58666.48297,0.0010181482735475006,0.667952430855508,-12.693651311210122,0.13198243498666384,t_plus_120
2026-05-26 15:32:10.9364+02,5m,BTC,DOWN,-2847.552376872115,3.0,S8,75.0,314836.93217820005,-1.3453003627346294,1.407050697188254,-2.5801424708951446,0.24524476231278852,t_plus_120
2026-05-26 15:42:11.762418+02,5m,SOL,UP,1398.9577500352025,2.0,S4,50.0,93986.72416000003,0.0028340643396158856,2.777249617682125,20.059714588915355,0.6598957750035203,t_plus_120
2026-05-26 15:47:07.965684+02,5m,BTC,UP,4870.85154578425,4.0,S4,100.0,294789.41864259995,0.015253748029737224,0.7526364471090226,9.941205213474706,0.987085154578425,t_plus_120
2026-05-26 15:57:09.780825+02,5m,SOL,UP,3356.7896026439103,4.0,S4,100.0,88056.65567,0.0032209942453458205,0.8367889959091741,12.665984366736385,0.845678960264391,t_plus_120
2026-05-26 16:02:04.269828+02,5m,BTC,UP,1798.494282727221,2.0,S8,50.0,-91975.0059465,1.188300767300376,1.5775629425624318,4.801067049401549,0.6698494282727221,t_plus_120
2026-05-26 16:07:07.95753+02,5m,BTC,UP,1597.884536571005,2.0,S8,50.0,315958.2633578,1.8297815666142823,1.3492672131716923,0.9327366983362935,0.6697884536571005,t_plus_120
2026-05-26 16:12:06.375811+02,5m,SOL,UP,521.9912845444929,1.0,S4,25.0,21682.14014,0.000685765752106922,0.23996123639833775,8.60948118593293,0.5621991284544493,t_plus_120
2026-05-26 16:17:07.743232+02,5m,SOL,DOWN,-763.4452627631339,1.0,S8,25.0,45039.12912,-0.008016159367458559,2.0820643572742923,-1.0380694170209994,0.4336554737236866,t_plus_120
2026-05-26 16:22:02.923992+02,5m,BTC,UP,4464.690310463766,4.0,S4,100.0,1766.1403622000398,-0.4475736568289159,0.41719389126075473,11.723304293346358,0.9264690310463766,t_plus_120
2026-05-26 16:27:11.032898+02,5m,SOL,UP,4154.428123899674,4.0,S4,100.0,46284.81879000002,0.008159734523626587,0.7737584108302991,28.049354071989608,0.9054428123899674,t_plus_120
2026-05-26 16:27:11.043341+02,5m,BTC,UP,5059.843845566413,4.0,S4,100.0,460055.1234791002,4.6745357524723214,0.592227551515908,32.976071364997225,0.9759843845566413,t_plus_120
2026-05-26 16:27:11.048038+02,5m,ETH,UP,3523.017488872633,4.0,S4,100.0,25260.771533999992,0.1212595328535207,0.3092971955428001,13.862020898954105,0.8623017488872633,t_plus_120
2026-05-26 16:32:05.271186+02,5m,BTC,DOWN,-4418.528030208693,3.0,S4,75.0,-697367.9644998001,2.545971671373538,0.6911084764082369,-18.3457782530009,0.03814719697913066,t_plus_120
2026-05-26 16:32:05.279246+02,5m,SOL,DOWN,-3058.50451334639,3.0,S4,75.0,-54055.502789999984,0.0022024740266795547,0.7324246029140884,-8.563848371404733,0.18414954866536098,t_plus_120
2026-05-26 16:37:08.196923+02,5m,ETH,DOWN,-3877.3146008863073,4.0,S4,100.0,-663150.1197580001,0.02377691656893899,2.215584558486659,-24.51110599704292,0.11226853991136926,t_plus_120
2026-05-26 16:37:08.19823+02,5m,BTC,DOWN,-4236.434471813641,4.0,S4,100.0,-3135194.8783078,-0.020169518465706915,1.7581361391127117,-29.41168941400859,0.08635655281863597,t_plus_120
2026-05-26 16:37:08.204359+02,5m,SOL,DOWN,-3584.071410166497,4.0,S4,100.0,-177314.69230999998,-0.0032965732026626546,1.520600803089431,-24.95219881036809,0.1515928589833503,t_plus_120
2026-05-26 16:42:08.47197+02,5m,ETH,DOWN,-2640.4643096710656,3.0,S4,75.0,-1083117.993739,-0.06195824696371177,0.8439142074236504,-50.717295810500815,0.25595356903289346,t_plus_120
2026-05-26 16:52:05.919597+02,5m,BTC,UP,3474.570803970529,4.0,S4,100.0,370770.09330089996,-2.2382399079059,1.007720438845997,32.043674629062224,0.8574570803970529,t_plus_120
2026-05-26 16:52:05.92503+02,5m,SOL,UP,4228.209725107253,4.0,S4,100.0,124295.23737999999,-0.005656518676197174,1.706150593838335,44.46389752216934,0.9328209725107253,t_plus_120
2026-05-26 16:52:05.951492+02,5m,ETH,UP,3113.7245337103604,4.0,S4,100.0,140722.79861899998,-0.07551062155473731,1.198264999903816,25.00600431214029,0.831372453371036,t_plus_120
2026-05-26 17:12:10.444233+02,5m,ETH,UP,3592.7634648433173,4.0,S4,100.0,207144.56137,0.02756103914833008,1.6791278130305345,7.323480223079526,0.8892763464843317,t_plus_120
2026-05-26 17:12:10.46438+02,5m,SOL,UP,3488.152177739323,4.0,S4,100.0,13311.337199999998,0.0005201072921823865,1.2365027477875932,8.623586999709545,0.8788152177739323,t_plus_120
2026-05-26 17:17:08.826452+02,5m,SOL,DOWN,-3063.5864524971425,3.0,S4,75.0,-26060.34354,-0.0009807955911375031,1.1689426851664761,-8.453545073328433,0.20364135475028577,t_plus_120
2026-05-26 17:22:05.159882+02,5m,SOL,DOWN,-4572.739454407389,4.0,S4,100.0,-121144.53686000001,0.004303625590059068,1.8219663770916663,-22.093485962124674,0.052726054559261104,t_plus_120
2026-05-26 17:22:05.161293+02,5m,BTC,DOWN,-5240.714519538931,4.0,S4,100.0,-624508.3277682,3.327082514199377,2.8839317952585257,-13.109543889051054,0.015928548046106827,t_plus_120
2026-05-26 17:22:05.164832+02,5m,ETH,DOWN,-5006.988476069283,4.0,S4,100.0,-832336.0464200001,0.122315440388923,3.298946524388862,-17.285750050363326,0.009301152393071777,t_plus_120
2026-05-26 17:32:04.491282+02,5m,SOL,DOWN,-5097.792543017718,4.0,S4,100.0,-96054.69147999998,0.004985047127322907,1.8258795331886208,-16.422069774284545,0.020220745698228182,t_plus_120
2026-05-26 17:37:07.779455+02,5m,BTC,DOWN,-431.55338224890204,1.0,S8,25.0,371305.67311619985,-1.7238010588523234,1.3502284844282246,-4.135693264013112,0.4668446617751098,t_plus_120
2026-05-26 17:42:10.704361+02,5m,SOL,UP,1759.2810732305563,2.0,S4,50.0,49219.480749999995,-0.0007121577398244254,0.6696521939241948,8.524779722979016,0.7059281073230557,t_plus_120
2026-05-26 17:47:08.500258+02,5m,BTC,DOWN,-2145.185515229353,3.0,S8,75.0,686214.7195024998,-5.000043853111318,1.4418321309242592,-0.18968776398298556,0.2954814484770647,t_plus_120
2026-05-26 18:07:11.934172+02,5m,SOL,DOWN,-1777.8554799536262,2.0,S8,50.0,102977.85504999997,-0.0011236242680352278,1.5840870719193916,-9.823685603013265,0.3422144520046374,t_plus_120
2026-05-26 18:12:05.947683+02,5m,SOL,DOWN,-5117.170795648201,4.0,S4,100.0,-81305.29552000001,0.00030842227803041036,1.4100374368141,-30.97924512609919,0.018282920435179872,t_plus_120
2026-05-26 18:12:05.956705+02,5m,ETH,DOWN,-5051.928637106366,4.0,S4,100.0,-727862.3660629999,0.0031468980479390785,2.4955820840485723,-19.909858765920475,0.01480713628936331,t_plus_120
2026-05-26 18:17:08.19803+02,5m,ETH,UP,4519.288567740307,4.0,S4,100.0,236909.98319200007,-0.05447599196178654,0.8448023489531278,13.471987119148963,0.9619288567740307,t_plus_120
2026-05-26 18:17:08.252641+02,5m,SOL,UP,4302.5800533849615,4.0,S4,100.0,107451.72208,-0.0004405030396076974,0.5377148741678114,15.613774734002362,0.9602580053384961,t_plus_120
2026-05-26 18:17:08.262864+02,5m,BTC,UP,4181.752271309397,4.0,S4,100.0,622795.2332059002,-0.21962479208853658,0.1308578016996217,16.650111413282684,0.9381752271309397,t_plus_120
2026-05-26 18:22:07.839489+02,5m,BTC,UP,-1908.981315561079,1.0,S8,25.0,235661.00851220003,1.624772959626653,1.2944472688489919,3.484363105420457,0.3191018684438921,t_plus_120
2026-05-26 18:37:11.531076+02,5m,SOL,UP,2907.185153270655,3.0,S4,75.0,32392.922399999996,-0.0013016422990689506,0.6140784120335049,20.881578559345478,0.8007185153270655,t_plus_120
2026-05-26 18:37:11.536898+02,5m,BTC,UP,4378.576206729578,3.0,S4,75.0,189230.38484820002,0.8840984302490424,1.0385951017214712,16.47738635814057,0.9478576206729579,t_plus_120
2026-05-26 18:42:03.383478+02,5m,ETH,UP,805.1881881548973,1.0,S4,25.0,81023.479358,0.02442234722425418,0.8107123470454807,10.944679482023101,0.6005188188154897,t_plus_120
2026-05-26 19:02:05.71876+02,5m,BTC,UP,737.6770320341009,1.0,S8,25.0,-88033.23618200001,0.13335915336183302,1.3646041868352554,1.7718775008601635,0.5937677032034101,t_plus_120
2026-05-26 19:17:11.475263+02,5m,BTC,DOWN,-3536.7423966886618,4.0,S8,100.0,-428930.69538800005,-1.1434919828086603,1.6635919218215538,-2.1897475578469248,0.15632576033113382,t_plus_120
2026-05-26 19:17:11.476244+02,5m,SOL,DOWN,-3405.2224883590397,4.0,S8,100.0,-28005.937870000005,-0.0009453933314806651,1.2318164800129732,-3.1587919222091365,0.18947775116409604,t_plus_120
2026-05-26 19:17:11.538586+02,5m,ETH,DOWN,-3173.014728236376,4.0,S8,100.0,-55487.083935000024,-0.00647031432398984,1.2207215370300024,-1.3735979244976262,0.21269852717636245,t_plus_120
2026-05-26 19:22:07.869213+02,5m,ETH,DOWN,-4337.809113194777,4.0,S4,100.0,-82549.040966,0.15319889210239768,0.5572458216704044,-8.650770224420212,0.0862190886805223,t_plus_120
2026-05-26 19:22:07.875848+02,5m,SOL,DOWN,-5041.487973004709,4.0,S4,100.0,-29761.517590000007,0.004461867040235972,0.846415771399433,-15.17009361241836,0.02585120269952912,t_plus_120
2026-05-26 19:27:08.252091+02,5m,ETH,DOWN,-3342.199199158112,3.0,S4,75.0,-55819.07141099998,0.024639045699650322,0.7111442451512477,-18.383718832315058,0.22578008008418882,t_plus_120
2026-05-26 19:32:08.352248+02,5m,SOL,DOWN,-4696.156285893915,4.0,S4,100.0,-34612.92393999997,0.003298956451896722,1.5726737839136455,-9.705604496724222,0.08038437141060856,t_plus_120
2026-05-26 19:32:08.385686+02,5m,ETH,UP,-4241.86374684506,4.0,S4,100.0,-917715.0123570004,0.2564368180488318,2.7501588657286096,0.37283180824023043,0.12581362531549406,t_plus_120
2026-05-26 19:37:08.691671+02,5m,SOL,UP,2268.7303443623864,3.0,S4,75.0,10908.191029999996,0.0009269755034131471,0.4062632854035737,19.829734510194314,0.7768730344362387,t_plus_120
2026-05-26 19:37:08.723307+02,5m,ETH,UP,2665.9330395405823,3.0,S4,75.0,11521.631227999997,0.034500286253089624,0.7408817987704386,27.068023212563386,0.7865933039540582,t_plus_120
2026-05-26 19:42:02.78363+02,5m,BTC,DOWN,-1952.2873773372396,1.0,S8,25.0,2425665.4180320012,-3.1765430012563076,4.426835908576882,-4.039797387751241,0.32477126226627606,t_plus_120
2026-05-26 19:42:02.793885+02,5m,ETH,UP,-2032.0569224303304,1.0,S8,25.0,74774.82875500001,0.00987167719408992,1.9517672236284669,13.69072421969701,0.326794307756967,t_plus_120
2026-05-26 19:42:02.794852+02,5m,SOL,UP,-3109.8277446009224,1.0,S8,25.0,-178583.94793999995,0.0016606259336406845,4.584657537447714,9.109425605737067,0.21901722553990777,t_plus_120
2026-05-26 19:52:04.65463+02,5m,ETH,UP,1343.8933142233723,2.0,S4,50.0,104550.02303599998,0.07950655060464584,0.2945096580308629,15.634559350942295,0.6443893314223372,t_plus_120
2026-05-26 20:02:12.223064+02,5m,SOL,UP,1365.5259849950153,2.0,S4,50.0,39032.95495,0.0011290769681013384,1.3797962623858986,8.052506491410785,0.6465525984995015,t_plus_120
2026-05-26 20:07:08.468315+02,5m,ETH,UP,1111.9217609160792,2.0,S4,50.0,99069.18852000001,-0.011663510704363875,0.3884206842692925,17.43035204052439,0.6211921760916079,t_plus_120
2026-05-26 20:12:07.550674+02,5m,SOL,UP,-1622.5057015372079,1.0,S8,25.0,2610.2982900000043,0.006093646928967073,1.3296888973022525,9.83888987421492,0.3477494298462792,t_plus_120
2026-05-26 20:12:07.562761+02,5m,BTC,UP,-1869.6932022789524,1.0,S8,25.0,89372.32699499998,3.1093639731175307,1.3573759918598136,1.301535989226115,0.32303067977210476,t_plus_120
2026-05-26 20:17:03.341879+02,5m,ETH,UP,1307.4617713380633,2.0,S8,50.0,152586.16923100004,0.06155982034790869,3.683300381511269,3.1808550591052116,0.6407461771338063,t_plus_120
2026-05-26 20:17:03.342918+02,5m,BTC,UP,2561.917468595969,2.0,S8,50.0,-261496.4127494,0.27089901178385745,2.3471026618816646,3.0546641824965888,0.7661917468595969,t_plus_120
2026-05-26 20:22:07.562566+02,5m,ETH,UP,1953.2933697672272,2.0,S4,50.0,41029.435052999994,-0.029117244198387793,0.867162315370554,9.756816611166979,0.7053293369767227,t_plus_120
2026-05-26 20:22:07.565933+02,5m,BTC,UP,4719.497773461579,2.0,S4,50.0,1239722.9195063002,-0.6414828432151758,2.9833266846597115,14.68405602637205,0.9819497773461578,t_plus_120
2026-05-26 20:27:12.752367+02,5m,SOL,UP,-1909.5081755859667,1.0,S8,25.0,2918.264450000003,0.0017235796890311926,2.4854146365490544,2.1195205825589696,0.31904918244140335,t_plus_120
2026-05-26 20:37:09.948703+02,5m,SOL,DOWN,-4185.976395547425,4.0,S4,100.0,-372292.4068799999,-0.007683260430270039,4.365567045631185,-9.920909763677036,0.09140236044525746,t_plus_120
2026-05-26 20:37:09.953694+02,5m,BTC,DOWN,-3523.5751298560863,4.0,S4,100.0,-210003.9602832,-2.875018381291861,1.2593994326993383,-3.0763755431377287,0.15764248701439137,t_plus_120
2026-05-26 20:37:09.954405+02,5m,ETH,DOWN,-4837.167480329108,4.0,S4,100.0,-208703.91816599996,-0.07820532775502864,2.139732921671247,-11.160304923425159,0.02628325196708925,t_plus_120
2026-05-26 20:42:09.30708+02,5m,BTC,DOWN,-4901.994145389661,4.0,S4,100.0,-77668.3248147,-0.1929373187822555,0.6424011415336484,-9.9489570546882,0.019800585461033915,t_plus_120
2026-05-26 20:42:09.307106+02,5m,SOL,DOWN,-4254.075150965701,4.0,S4,100.0,-23698.059250000002,-0.0008294434594043701,0.7892220106120267,-16.08635086046829,0.08459248490342991,t_plus_120
2026-05-26 20:42:09.310054+02,5m,ETH,DOWN,-4836.229960913532,4.0,S4,100.0,-10844.810811,-0.010864801498262168,0.06952897291071965,-10.262193705726729,0.026377003908646834,t_plus_120
2026-05-26 21:27:08.047464+02,5m,SOL,UP,3981.7246894363657,4.0,S4,100.0,59151.08585,0.00090440884186253,0.8892277376656452,14.608464830124227,0.9181724689436366,t_plus_120
2026-05-26 21:27:08.048269+02,5m,BTC,UP,3639.091580212198,4.0,S4,100.0,219086.26473320008,0.13324718835414107,0.8652088254282571,8.274097081056457,0.8739091580212198,t_plus_120
2026-05-26 21:27:08.050169+02,5m,ETH,UP,4677.793102882979,4.0,S4,100.0,167548.05078,0.017425310830068597,1.6496800893599521,14.24025937763123,0.9777793102882979,t_plus_120
2026-05-26 21:42:07.964046+02,5m,SOL,UP,2655.889401430931,3.0,S4,75.0,52319.893760000006,-0.0001224972788207608,0.859827713957962,16.53391590671305,0.7755889401430931,t_plus_120
2026-05-26 21:57:11.126157+02,5m,SOL,UP,2302.665144166974,3.0,S4,75.0,534.4252800000004,0.0016726311544110971,0.7137019574048233,9.862506245907111,0.7402665144166974,t_plus_120
2026-05-26 22:12:07.920796+02,5m,BTC,UP,1531.0691750393867,1.0,S8,25.0,-112399.25703769996,0.6128926488623168,1.3268375318391776,3.6811968392420154,0.6631069175039387,t_plus_120
2026-05-26 22:12:07.931323+02,5m,SOL,UP,999.6816679364051,1.0,S8,25.0,56129.68893,0.0023415964184335457,1.7832757956622762,5.099454443501362,0.6099681667936405,t_plus_120
2026-05-26 22:12:08.068882+02,5m,ETH,UP,2450.2929062710386,1.0,S8,25.0,72956.080849,0.028352776253009693,1.9171208155268935,3.0443353727618545,0.7550292906271039,t_plus_120
2026-05-26 22:17:05.041691+02,5m,ETH,UP,2014.3883907153715,3.0,S8,75.0,42672.227982000004,0.013313561089535325,1.252701318078257,2.319085973026939,0.7014388390715371,t_plus_120
2026-05-26 22:52:07.590514+02,5m,ETH,UP,1906.277520460149,2.0,S8,50.0,65336.93654600001,0.010216304156887582,1.4237445570006506,1.1801451893510486,0.7006277520460149,t_plus_120
2026-05-26 23:07:05.850552+02,5m,SOL,DOWN,-1984.1217034197466,2.0,S4,50.0,-23705.947990000004,8.676247603717907e-07,1.3336113272241212,-12.068316010243612,0.31158782965802534,t_plus_120
2026-05-26 23:07:05.855711+02,5m,ETH,DOWN,-3613.3548609625605,2.0,S4,50.0,-20967.652846999998,-0.009030915488988267,0.7066335127313095,-10.452139221956864,0.14866451390374397,t_plus_120
2026-05-26 23:12:09.25845+02,5m,ETH,DOWN,-4867.150488803486,4.0,S4,100.0,-2444.879618,0.0003390795199551518,0.0688325072710784,-10.963891857447704,0.023284951119651398,t_plus_120
2026-05-26 23:12:09.315923+02,5m,SOL,DOWN,-3501.462144660476,4.0,S4,100.0,-10516.519340000003,-0.00021605153939821022,0.4702986489526284,-11.398624098515098,0.1598537855339524,t_plus_120
2026-05-26 23:17:05.032825+02,5m,ETH,UP,4110.369522385929,4.0,S8,100.0,2013.9389110000047,0.01621502105987388,1.2680620921979102,3.336360899812517,0.9410369522385928,t_plus_120
2026-05-26 23:17:05.044655+02,5m,BTC,UP,4741.086960513135,4.0,S8,100.0,873678.4931518001,1.7091632908582284,2.090438466332247,2.947958683984725,0.9841086960513135,t_plus_120
2026-05-26 23:22:08.738242+02,5m,SOL,UP,2920.299567307654,3.0,S4,75.0,112.47371,-0.0006432534853164648,0.14419376780144233,13.38471034866791,0.8020299567307654,t_plus_120
2026-05-26 23:27:01.924896+02,5m,ETH,UP,2670.011199019382,4.0,S4,100.0,71417.222941,0.01598680452083332,1.6192356150959697,9.063506198165115,0.7770011199019382,t_plus_120
2026-05-26 23:27:01.925894+02,5m,SOL,UP,3352.4963240050056,4.0,S4,100.0,53640.39644,0.0013465961095221698,2.726089664103581,14.952196816617263,0.8452496324005006,t_plus_120
2026-05-26 23:27:01.926545+02,5m,BTC,UP,3872.095309644604,4.0,S4,100.0,83610.4514941,0.973175379077476,0.680689927155847,10.064272078530045,0.8972095309644604,t_plus_120
2026-05-26 23:32:05.944858+02,5m,BTC,DOWN,2332.4291294667287,1.0,S8,25.0,-52344.10145249994,-0.4646414185322043,2.0448200786857575,-1.2799713251847797,0.7432429129466729,t_plus_120
2026-05-26 23:52:04.490154+02,5m,ETH,DOWN,-3532.1926102943585,4.0,S8,100.0,-60126.439034999996,-0.009440211226384401,1.2590275936124062,-7.023970631911562,0.15678073897056416,t_plus_120
2026-05-27 00:12:04.465505+02,5m,ETH,DOWN,-2918.5177163485,3.0,S4,75.0,-62678.68509499999,0.05000957136016258,1.948065114312148,-8.063108769003334,0.21814822836515002,t_plus_120
2026-05-27 00:42:05.931072+02,5m,SOL,DOWN,-2752.4618315466328,3.0,S4,75.0,-6446.064550000001,0.0017115119481459218,1.9299848758551397,-10.715049720233349,0.24475381684533676,t_plus_120
2026-05-27 00:52:03.153307+02,5m,ETH,UP,1222.5691398073802,2.0,S8,50.0,54921.710286000016,0.019987855379839332,1.2449309160355844,0.864552618137337,0.642256913980738,t_plus_120
2026-05-27 01:02:02.973608+02,5m,ETH,UP,4899.927872153123,4.0,S8,100.0,123725.47242399999,0.00527348525773047,1.4050266231482567,7.526536017860859,0.9999927872153123,t_plus_120
2026-05-27 01:12:07.950811+02,5m,ETH,UP,471.98793283644403,1.0,S8,25.0,-4613.295868999979,0.09753447689905698,2.5609449818141443,5.108717907444401,0.5571987932836444,t_plus_120
2026-05-27 01:12:07.951718+02,5m,BTC,UP,2531.4599474578126,1.0,S8,25.0,347320.8881149,2.239565211660482,2.2857191470717875,5.162672685239096,0.7631459947457813,t_plus_120
2026-05-27 01:17:11.650799+02,5m,BTC,DOWN,924.5489726897671,1.0,S8,25.0,327987.38686070015,-0.45687038205632335,1.5472475321614316,-1.0125361215851363,0.6024548972689767,t_plus_120
2026-05-27 01:32:05.06522+02,5m,ETH,DOWN,3500.772432259104,1.0,S8,25.0,-34413.224786,-0.0016407527364941804,1.9056122156038329,-0.04595620424835339,0.8600772432259104,t_plus_120
2026-05-27 01:37:02.600421+02,5m,ETH,UP,1349.9662971646264,2.0,S8,50.0,66750.674464,0.005241324509231551,1.3774376495516136,2.524497178695662,0.6449966297164627,t_plus_120
2026-05-27 01:42:08.114453+02,5m,SOL,UP,1639.1504071408424,2.0,S8,50.0,55977.39754,0.0011261884132059829,4.259964410741907,6.872693029555113,0.6739150407140843,t_plus_120
2026-05-27 01:47:03.132392+02,5m,SOL,DOWN,-1352.1355637176107,2.0,S8,50.0,49963.788830000005,-0.001118918129863351,3.140878349654079,-2.2537838273437965,0.37478644362823893,t_plus_120
2026-05-27 01:57:05.908165+02,5m,ETH,DOWN,-2687.888736502977,3.0,S4,75.0,-13291.161911,0.004577302008186665,0.37372575051083595,-9.308442595519614,0.2312111263497023,t_plus_120
2026-05-27 02:02:08.768225+02,5m,BTC,UP,3120.7775273812376,4.0,S8,100.0,-1726014.8866771,1.3772458508903918,2.5346022484610597,1.0823307445843031,0.8220777527381238,t_plus_120
2026-05-27 02:17:09.805027+02,5m,BTC,UP,-4358.963835068264,4.0,S8,100.0,283707.1251737,0.4939184039411293,2.03555572741084,1.4927549043364357,0.07410361649317354,t_plus_120
2026-05-27 02:17:09.807882+02,5m,SOL,DOWN,-3781.997309825994,4.0,S8,100.0,21519.870199999998,-0.0005810239722895839,1.699227342830747,-1.2264191028451819,0.1318002690174006,t_plus_120
2026-05-27 02:22:11.119625+02,5m,ETH,DOWN,1389.0811245558932,1.0,S8,25.0,86465.434814,-0.020094176867008637,2.8243655936643868,-0.7247418006329834,0.6489081124555893,t_plus_120
2026-05-27 02:27:08.016861+02,5m,BTC,DOWN,1323.48655470665,1.0,S8,25.0,-380875.4281092001,-0.0015173732632676185,2.5604424307523423,-0.0024351073746898644,0.642348655470665,t_plus_120
2026-05-27 03:07:05.280559+02,5m,ETH,DOWN,-4378.032187875748,4.0,S4,100.0,-40916.55395400001,0.024098987599241214,0.5997587764456696,-8.456579237374465,0.07219678121242523,t_plus_120
2026-05-27 03:22:09.894065+02,5m,BTC,DOWN,-5001.719651495069,4.0,S4,100.0,-278794.12837270007,0.6904993368133718,0.6078535776516133,-12.8816874314056,0.01982803485049317,t_plus_120
2026-05-27 03:22:10.012807+02,5m,ETH,DOWN,-5066.7685611374345,4.0,S4,100.0,-288739.121095,0.05644094960365659,2.420060798355769,-14.807568614162433,0.003323143886256541,t_plus_120
2026-05-27 03:32:06.706554+02,5m,ETH,DOWN,-2411.3226097466,3.0,S8,75.0,106563.951952,-0.05388336003373873,1.6675387974675104,-3.716472285197206,0.26886773902534,t_plus_120
2026-05-27 03:32:06.71622+02,5m,BTC,DOWN,-1274.046397492027,3.0,S8,75.0,192495.3106291,-1.7554948696756982,1.4683648230087505,-0.8492757686555252,0.3825953602507973,t_plus_120
2026-05-27 03:37:09.124401+02,5m,ETH,DOWN,-3822.3275970626282,4.0,S4,100.0,-58141.534469,-0.09339512441886622,1.7137139078056802,-10.226004686066478,0.13776724029373721,t_plus_120
2026-05-27 03:42:02.957263+02,5m,SOL,UP,2727.349563605579,3.0,S4,75.0,8467.206370000002,8.79875725776514e-05,0.6901226039450149,11.957188764828194,0.7827349563605579,t_plus_120
2026-05-27 03:57:05.698509+02,5m,SOL,DOWN,-567.6223626092564,1.0,S8,25.0,-3343.4140599999982,-0.002423693179255877,2.118263352294256,-1.9895715491092232,0.4532377637390744,t_plus_120
2026-05-27 04:07:07.137865+02,5m,ETH,UP,1161.565101460258,2.0,S8,50.0,104478.725745,0.044101621455330364,1.3805137250664055,4.851107318209152,0.6261565101460258,t_plus_120
2026-05-27 04:27:06.052706+02,5m,SOL,UP,2194.5615433559906,3.0,S4,75.0,23354.363040000004,0.00039213732782559206,1.3571718228071337,11.362326620056866,0.7294561543355991,t_plus_120
2026-05-27 04:32:02.268327+02,5m,SOL,DOWN,-3208.612087478297,4.0,S8,100.0,-17447.297070000004,-0.0014267616603583187,1.240333980300947,-7.317795046971408,0.19913879125217032,t_plus_120
2026-05-27 04:32:02.285158+02,5m,BTC,DOWN,-3568.770471891201,4.0,S8,100.0,-75499.1796496,-1.5939802562001475,1.2204560442764918,-2.2636429615960862,0.1531229528108799,t_plus_120
2026-05-27 04:47:10.490916+02,5m,BTC,UP,2630.922838442733,4.0,S8,100.0,152494.90012380003,0.9387200492007501,2.158661720745444,1.400958575795533,0.7730922838442733,t_plus_120
2026-05-27 04:47:10.493775+02,5m,ETH,UP,4409.66177469174,4.0,S8,100.0,61144.31121800002,0.026438106404092027,1.4959499881816913,4.22317602985881,0.960966177469174,t_plus_120
