stack,depth,n_tr,wr_tr,dpt_tr,dd_tr,ls_tr,n_v,wr_v,dpt_v,dd_v,ls_v,n_l,wr_l,dpt_l,dd_l,ls_l,sum_l,score_l,stack_canon
g_bb_pos_with|g_dir_up|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,5,232,0.7844827586206896,8.20016161195414,205.51805888034332,5,131,0.6946564885496184,-2.1194500139017034,356.15634800075713,8,51,0.4901960784313725,-9.226556302069326,445.5543714055357,9,-470.5543714055356,0.0,g_bb_pos_with|g_dir_up|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_cci_with|g_dir_up|g_tr_above_ema800|g_tr_in_active_session|g_vol_high,5,222,0.7747747747747747,8.386138048237525,230.27058437126288,5,142,0.6971830985915493,-2.0582495183275453,353.7444555884724,8,41,0.6585365853658537,-3.9332694162952975,165.1574859546031,5,-161.26404606810723,0.0,g_cci_with|g_dir_up|g_tr_above_ema800|g_tr_in_active_session|g_vol_high
g_cci_with|g_dir_up|g_ribbon_agrees|g_tr_above_ema800|g_vol_high,5,231,0.7922077922077922,8.220686711474617,180.51805888034323,5,132,0.7045454545454546,-1.8461441510482963,321.95194960892866,8,50,0.52,-8.29245245647481,389.6226228237406,9,-414.6226228237405,0.0,g_cci_with|g_dir_up|g_ribbon_agrees|g_tr_above_ema800|g_vol_high
g_cci_with|g_dir_up|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,5,232,0.7844827586206896,8.232038940770172,205.51805888034332,5,131,0.6946564885496184,-2.1194500139017034,356.15634800075713,8,51,0.4901960784313725,-9.226556302069326,445.5543714055357,9,-470.5543714055356,0.0,g_cci_with|g_dir_up|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_dir_up|g_tr_above_cloud|g_tr_above_ema800|g_tr_in_active_session|g_vol_high,5,216,0.7824074074074074,8.531932852095188,224.39366852542275,5,131,0.7175572519083969,-1.279749756749081,243.61477343861927,7,39,0.6666666666666666,-3.4348711702767685,135.20865842245018,4,-133.95997564079397,0.0,g_dir_up|g_tr_above_cloud|g_tr_above_ema800|g_tr_in_active_session|g_vol_high
g_dir_up|g_ribbon_slope_with|g_tr_above_cloud|g_tr_above_ema800|g_vol_high,5,184,0.782608695652174,9.26157420959782,198.82887640011165,4,82,0.7926829268292683,1.2994801723570524,163.85021220296213,5,37,0.5405405405405406,-8.364183915962796,284.4748048906234,5,-309.47480489062343,0.0,g_dir_up|g_ribbon_slope_with|g_tr_above_cloud|g_tr_above_ema800|g_vol_high
g_dir_up|g_mfi_with|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,5,183,0.7814207650273224,9.264586114257549,188.2709164998015,4,101,0.7128712871287128,-1.5652770243367842,279.6418289225979,7,44,0.5,-8.63458851212291,354.921894533408,9,-379.921894533408,0.0,g_dir_up|g_mfi_with|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_dir_up|g_ribbon_slope_with|g_tr_above_ema200|g_tr_above_ema800|g_vol_high,5,199,0.7738693467336684,8.91432279360481,219.23578925444792,5,94,0.7872340425531915,0.9949625988744352,213.85021220296213,6,42,0.5238095238095238,-8.79345866380817,344.3252638799432,6,-369.3252638799431,0.0,g_dir_up|g_ribbon_slope_with|g_tr_above_ema200|g_tr_above_ema800|g_vol_high
g_dir_up|g_mfi_with|g_tr_above_ema800|g_tr_in_active_session|g_vol_high,5,226,0.7566371681415929,8.379982584095108,280.3264452485678,6,135,0.7037037037037037,-2.048800288224151,410.96901774926926,8,37,0.7027027027027027,-1.864986929862724,145.58312662605005,4,-69.00451640492079,0.0,g_dir_up|g_mfi_with|g_tr_above_ema800|g_tr_in_active_session|g_vol_high
g_dir_up|g_ribbon_slope_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,145,0.7517241379310344,10.473375756938715,273.1109391930007,7,52,0.7115384615384616,-2.11992141710862,147.31805661294047,4,29,0.5172413793103449,-7.770007693388703,294.4045370216059,7,-225.3302231082724,0.0,g_dir_up|g_ribbon_slope_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_bb_pos_with|g_dir_up|g_ribbon_agrees|g_tr_above_ema800|g_vol_high,5,229,0.7947598253275109,8.35065737620457,179.7603276665592,5,130,0.7076923076923077,-1.763847911037003,307.5611501053638,8,50,0.52,-8.29245245647481,389.6226228237406,9,-414.6226228237405,0.0,g_bb_pos_with|g_dir_up|g_ribbon_agrees|g_tr_above_ema800|g_vol_high
g_bb_pos_with|g_dir_up|g_tr_above_ema800|g_tr_in_active_session|g_vol_high,5,220,0.7772727272727272,8.52292979776791,229.51285315747876,5,140,0.7,-1.9848616578496183,339.3536560849076,8,40,0.65,-4.070696898036218,166.7213158079446,5,-162.8278759214487,0.0,g_bb_pos_with|g_dir_up|g_tr_above_ema800|g_tr_in_active_session|g_vol_high
g_dir_up|g_ribbon_agrees|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,5,233,0.7939914163090128,8.296553415033546,202.77879505753455,5,131,0.7099236641221374,-1.5499614422760255,264.5179729241205,8,50,0.52,-8.280834280400827,389.04171402004135,9,-414.0417140200413,0.0,g_dir_up|g_ribbon_agrees|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_entry_vwap_gt_25|g_hod_european_morning|g_rf_aged|g_tr_above_ema800,4,196,0.8112244897959183,2.2528421287764107,209.67195070141287,4,48,0.8541666666666666,1.9404469495839065,53.65180705422232,1,21,0.6666666666666666,-2.455568967352739,92.98287818443646,2,-51.566948314407526,0.0,g_entry_vwap_gt_25|g_hod_european_morning|g_rf_aged|g_tr_above_ema800
g_ribbon_agrees|g_tr_above_ema800|g_tr_above_pp|g_vol_high,4,259,0.7258687258687259,5.183878819878179,351.52054652273694,9,155,0.7225806451612903,-1.7388827577361323,256.8908852669049,6,54,0.6111111111111112,-3.4774280345389945,340.16604613331367,10,-187.7811138651057,0.0,g_ribbon_agrees|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_tr_above_ema50|g_tr_above_ema800|g_tr_within_adr|g_vol_high,5,75,0.7466666666666667,14.674800106453992,100.0,4,74,0.7702702702702703,-0.5262101672118119,149.20228240683377,4,32,0.4375,-10.153859692154311,387.4547030300963,9,-324.923510148938,0.0,g_dir_up|g_tr_above_ema50|g_tr_above_ema800|g_tr_within_adr|g_vol_high
g_dir_up|g_rf_with|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high,5,185,0.772972972972973,9.316388922813166,267.1468144496903,6,84,0.75,0.5008518255945045,191.10990192901264,6,40,0.575,-7.194125058764047,268.1178965756359,5,-287.7650023505619,0.0,g_dir_up|g_rf_with|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high
g_dir_up|g_rf_with|g_tr_above_ema800|g_tr_in_active_session|g_vol_high,5,224,0.7678571428571429,7.949113036525828,359.38290714913035,6,119,0.6890756302521008,-1.7957315539602758,269.0845678327579,6,38,0.6842105263157895,-3.317537659374921,117.07548211905016,4,-126.066431056247,0.0,g_dir_up|g_rf_with|g_tr_above_ema800|g_tr_in_active_session|g_vol_high
g_cci_with|g_dir_up|g_tr_above_ema200|g_tr_above_ema800|g_vol_high,5,229,0.7860262008733624,7.890347298362768,180.27058437126288,5,130,0.7153846153846154,-1.546372202601713,262.5014103241837,7,52,0.5384615384615384,-7.867954072472869,384.1336117685892,8,-409.1336117685892,0.0,g_cci_with|g_dir_up|g_tr_above_ema200|g_tr_above_ema800|g_vol_high
g_dir_up|g_ribbon_slope_with|g_tr_above_ema800|g_tr_in_active_session|g_vol_high,5,205,0.751219512195122,8.43575725065164,369.2357892544478,6,114,0.7456140350877193,-0.448521978673238,247.6060734763724,7,36,0.6111111111111112,-5.39339692810007,172.4321491004245,4,-194.1622894116025,0.0,g_dir_up|g_ribbon_slope_with|g_tr_above_ema800|g_tr_in_active_session|g_vol_high
g_bb_pos_with|g_dir_up|g_tr_above_ema200|g_tr_above_ema800|g_vol_high,5,227,0.788546255506608,8.018552599670853,179.51285315747884,5,129,0.7209302325581395,-1.3645611344048274,238.69935293294776,7,51,0.5294117647058824,-8.052891012194717,385.6974416219306,8,-410.6974416219306,0.0,g_bb_pos_with|g_dir_up|g_tr_above_ema200|g_tr_above_ema800|g_vol_high
g_bb_pos_with|g_dir_up|g_mfi_with|g_tr_above_ema800|g_vol_high,5,176,0.7784090909090909,9.005510463278641,166.25765483169073,5,102,0.7156862745098039,-1.6439039676386416,290.3389493329449,7,44,0.5,-8.722495336683245,358.7897948140628,9,-383.7897948140628,0.0,g_bb_pos_with|g_dir_up|g_mfi_with|g_tr_above_ema800|g_vol_high
g_dir_up|g_tr_above_ema200|g_tr_above_ema800|g_tr_in_active_session|g_vol_high,5,295,0.7593220338983051,6.972553813132411,352.4501994929726,6,170,0.7411764705882353,-0.8836970643198807,288.60340942453934,9,47,0.6595744680851063,-3.880631382833343,158.3973540600282,4,-182.38967499316712,0.0,g_dir_up|g_tr_above_ema200|g_tr_above_ema800|g_tr_in_active_session|g_vol_high
g_cci_with|g_dir_up|g_tr_above_cloud|g_tr_above_ema800|g_vol_high,5,222,0.7837837837837838,8.151043433541407,180.51805888034323,5,124,0.7096774193548387,-1.7266097471392343,275.5726326312261,7,49,0.5102040816326531,-8.582742273582362,395.5543714055357,8,-420.5543714055357,0.0,g_cci_with|g_dir_up|g_tr_above_cloud|g_tr_above_ema800|g_vol_high
g_dir_up|g_mfi_with|g_tr_above_ema200|g_tr_above_ema800|g_vol_high,5,214,0.7710280373831776,8.385752634628496,230.14044303135813,4,122,0.7295081967213115,-1.1022582036817687,294.4155783600468,8,48,0.5208333333333334,-8.225364380015051,369.81749024072246,9,-394.81749024072246,0.0,g_dir_up|g_mfi_with|g_tr_above_ema200|g_tr_above_ema800|g_vol_high
g_bb_pos_with|g_dir_up|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,159,0.7547169811320755,9.807435890209558,203.8530145269325,5,59,0.7457627118644068,-0.978773601109986,97.91292400289684,3,32,0.46875,-9.289961032628074,365.16604613331367,9,-297.2787530440984,0.0,g_bb_pos_with|g_dir_up|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_ribbon_agrees|g_tr_above_cloud|g_tr_above_ema800|g_vol_high,5,228,0.7894736842105263,8.192667375276475,202.77879505753447,5,128,0.71875,-1.4306572789810064,269.0755582857159,7,49,0.5306122448979592,-7.9396268167355375,364.04171402004135,8,-389.04171402004135,0.0,g_dir_up|g_ribbon_agrees|g_tr_above_cloud|g_tr_above_ema800|g_vol_high
g_dir_up|g_rf_with|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,5,207,0.7874396135265701,8.60145344981464,242.14681444969028,5,106,0.6886792452830188,-1.756323113095813,239.906431464335,6,43,0.5581395348837209,-7.575975059646992,300.76692756482066,6,-325.76692756482066,0.0,g_dir_up|g_rf_with|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_dir_up|g_tr_above_cloud|g_tr_above_ema800|g_tr_within_adr|g_vol_high,5,72,0.75,14.629724485727772,100.0,4,67,0.7910447761194029,-0.009532592640245,94.6590055028016,3,30,0.4666666666666667,-9.1641170049646,337.4547030300963,8,-274.923510148938,0.0,g_dir_up|g_tr_above_cloud|g_tr_above_ema800|g_tr_within_adr|g_vol_high
g_bb_pos_with|g_dir_up|g_tr_above_cloud|g_tr_above_ema800|g_vol_high,5,221,0.7828054298642534,8.133917734597505,180.51805888034323,5,124,0.7096774193548387,-1.7266097471392343,275.5726326312261,7,49,0.5102040816326531,-8.582742273582362,395.5543714055357,8,-420.5543714055357,0.0,g_bb_pos_with|g_dir_up|g_tr_above_cloud|g_tr_above_ema800|g_vol_high
g_dir_up|g_rf_with|g_ribbon_agrees|g_tr_above_ema800|g_vol_high,5,200,0.795,8.564181570991927,214.84037577495724,5,108,0.6944444444444444,-1.426578989857043,209.2185358810705,6,41,0.5853658536585366,-6.757252479555877,252.04735166179103,6,-277.04735166179097,0.0,g_dir_up|g_rf_with|g_ribbon_agrees|g_tr_above_ema800|g_vol_high
g_rf_with|g_ribbon_slope_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,165,0.7393939393939394,8.87208539146588,293.7980316691581,8,102,0.7058823529411765,-1.768086739110303,220.9814660843782,5,38,0.6578947368421053,-2.2139837826416984,221.6979457894648,5,-84.13138374038454,0.0,g_rf_with|g_ribbon_slope_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_rf_with|g_tr_above_cloud|g_tr_above_ema800|g_vol_high,5,195,0.7846153846153846,8.280710750990812,217.1468144496904,5,100,0.71,-1.1649690726864608,170.23308874482487,5,42,0.5714285714285714,-7.16111732297192,275.76692756482066,6,-300.76692756482066,0.0,g_dir_up|g_rf_with|g_tr_above_cloud|g_tr_above_ema800|g_vol_high
g_dir_up|g_mfi_with|g_tr_above_cloud|g_tr_above_ema800|g_vol_high,5,175,0.7771428571428571,8.744291097661481,188.2709164998015,4,99,0.7171717171717171,-1.406242212138052,285.7668284662498,7,43,0.5116279069767442,-8.25399754728856,329.921894533408,8,-354.921894533408,0.0,g_dir_up|g_mfi_with|g_tr_above_cloud|g_tr_above_ema800|g_vol_high
g_dir_up|g_ribbon_agrees|g_tr_above_ema800|g_tr_within_adr|g_vol_high,5,86,0.7674418604651163,12.48149539518636,125.0,5,78,0.782051282051282,0.4960056928362935,100.0,4,32,0.4375,-10.193872945184635,381.5229544483012,10,-326.2039342459084,0.0,g_dir_up|g_ribbon_agrees|g_tr_above_ema800|g_tr_within_adr|g_vol_high
g_bb_pos_with|g_dir_up|g_tr_above_ema800|g_tr_within_adr|g_vol_high,5,73,0.726027397260274,13.582888333139303,153.18786327481578,5,74,0.7567567567567568,-0.8141765214771127,170.5117926224661,4,33,0.4545454545454545,-9.766022819518131,377.5977732464912,9,-322.2787530440984,0.0,g_bb_pos_with|g_dir_up|g_tr_above_ema800|g_tr_within_adr|g_vol_high
g_cci_with|g_dir_up|g_tr_above_ema800|g_tr_within_adr|g_vol_high,5,72,0.7222222222222222,13.761015515352574,153.18786327481578,5,75,0.76,-0.661864827904949,159.90259212603092,4,33,0.4545454545454545,-9.766022819518131,377.5977732464912,9,-322.2787530440984,0.0,g_cci_with|g_dir_up|g_tr_above_ema800|g_tr_within_adr|g_vol_high
g_dir_up|g_ribbon_agrees|g_tr_above_ema800|g_tr_in_active_session|g_vol_high,5,255,0.7803921568627451,7.315001189904536,235.0139633199456,6,153,0.7189542483660131,-1.2582957137448445,303.8509734140582,9,40,0.675,-3.356338230901975,135.20865842245018,4,-134.253529236079,0.0,g_dir_up|g_ribbon_agrees|g_tr_above_ema800|g_tr_in_active_session|g_vol_high
g_bb_pos_with|g_dir_up|g_rf_with|g_tr_above_ema800|g_vol_high,5,200,0.78,8.292128636733246,219.70105817832984,5,104,0.6826923076923077,-2.1302807552754874,295.7960839887934,6,42,0.5476190476190477,-7.941904977316319,308.56000904728535,6,-333.5600090472854,0.0,g_bb_pos_with|g_dir_up|g_rf_with|g_tr_above_ema800|g_vol_high
g_cci_with|g_dir_up|g_mfi_with|g_tr_above_ema800|g_vol_high,5,179,0.776536312849162,8.784389184081649,166.25765483169073,5,103,0.7087378640776699,-1.8706621815450624,290.3389493329449,7,44,0.5,-8.722495336683245,358.7897948140628,9,-383.7897948140628,0.0,g_cci_with|g_dir_up|g_mfi_with|g_tr_above_ema800|g_vol_high
g_bb_pos_with|g_cci_with|g_dir_up|g_tr_above_ema800|g_vol_high,5,242,0.7768595041322314,7.558787455462206,230.2705843712628,5,140,0.7,-1.9848616578496183,339.3536560849076,8,54,0.5,-8.99439706707279,460.6974416219306,9,-485.6974416219306,0.0,g_bb_pos_with|g_cci_with|g_dir_up|g_tr_above_ema800|g_vol_high
g_dir_up|g_rf_with|g_tr_above_ema200|g_tr_above_ema800|g_vol_high,5,211,0.7867298578199052,8.097350906617029,215.13509121439256,5,108,0.7129629629629629,-0.9551008964069868,184.2185358810705,5,46,0.5869565217391305,-6.542276975266825,289.4717457971337,7,-300.94474086227393,0.0,g_dir_up|g_rf_with|g_tr_above_ema200|g_tr_above_ema800|g_vol_high
g_dir_up|g_mfi_with|g_ribbon_agrees|g_tr_above_ema800|g_vol_high,5,200,0.795,8.31720005865693,155.38791754043848,3,113,0.7168141592920354,-1.5537889303677923,300.21671306695004,8,45,0.4888888888888889,-9.026718191786186,381.2023186303784,10,-406.2023186303784,0.0,g_dir_up|g_mfi_with|g_ribbon_agrees|g_tr_above_ema800|g_vol_high
g_cci_with|g_dir_up|g_rf_with|g_tr_above_ema800|g_vol_high,5,200,0.78,8.327817679658079,220.45878939211389,5,105,0.6761904761904762,-2.348087605225244,320.7960839887934,6,42,0.5476190476190477,-7.941904977316319,308.56000904728535,6,-333.5600090472854,0.0,g_cci_with|g_dir_up|g_rf_with|g_tr_above_ema800|g_vol_high
g_dir_up|g_tr_above_cloud|g_tr_above_ema200|g_tr_above_ema800|g_vol_high,5,236,0.7838983050847458,7.718772760720232,224.39366852542275,5,131,0.7175572519083969,-1.279749756749081,243.61477343861927,7,51,0.5294117647058824,-7.977049830221095,381.82954134127584,8,-406.82954134127584,0.0,g_dir_up|g_tr_above_cloud|g_tr_above_ema200|g_tr_above_ema800|g_vol_high
g_cci_with|g_dir_up|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,159,0.7547169811320755,9.853948722192698,208.393297141756,5,61,0.7377049180327869,-1.1825974093287543,122.91292400289684,4,32,0.46875,-9.289961032628074,365.16604613331367,9,-297.2787530440984,0.0,g_cci_with|g_dir_up|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_tr_above_cloud|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,152,0.756578947368421,10.0856999650005,224.1757308317434,7,60,0.75,-0.3648901174192622,85.24347984898864,3,29,0.4827586206896552,-8.618052074101309,321.0977947151088,8,-249.923510148938,0.0,g_dir_up|g_tr_above_cloud|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_tr_above_ema200|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,5,236,0.7838983050847458,7.718772760720232,224.39366852542275,5,131,0.7175572519083969,-1.279749756749081,243.61477343861927,7,51,0.5294117647058824,-7.977049830221095,381.82954134127584,8,-406.82954134127584,0.0,g_dir_up|g_tr_above_ema200|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_dir_up|g_tr_above_cloud|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,5,236,0.7838983050847458,7.718772760720232,224.39366852542275,5,131,0.7175572519083969,-1.279749756749081,243.61477343861927,7,51,0.5294117647058824,-7.977049830221095,381.82954134127584,8,-406.82954134127584,0.0,g_dir_up|g_tr_above_cloud|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_tr_above_ema200|g_tr_above_ema50|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,216,0.7268518518518519,6.151184299207305,261.32403551643233,9,138,0.7101449275362319,-1.8954246323137007,295.99301864638323,5,53,0.6226415094339622,-2.6422861381493186,321.0977947151088,8,-140.0411653219139,0.0,g_tr_above_ema200|g_tr_above_ema50|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_mfi_with|g_ribbon_agrees|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,197,0.7309644670050761,6.546296096246641,249.9036467807389,8,122,0.7213114754098361,-1.8210015530198291,209.92495049281163,5,44,0.5681818181818182,-4.200673661939882,290.66604564674515,10,-184.8296411253548,0.0,g_mfi_with|g_ribbon_agrees|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_rf_with|g_ribbon_agrees|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,179,0.7374301675977654,7.3065385977471475,310.0725878576666,7,117,0.717948717948718,-1.3175963104399584,198.61862203547227,5,37,0.7027027027027027,-0.0041017132762625,201.25967282333383,6,-0.1517633912217137,0.0,g_rf_with|g_ribbon_agrees|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_rf_with|g_tr_above_cloud|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,181,0.7237569060773481,6.898471953765499,359.6980176561806,8,122,0.7131147540983607,-1.2574354964428682,198.61862203547224,5,39,0.6923076923076923,-0.6057401226966886,226.25967282333383,6,-23.62386478517086,0.0,g_rf_with|g_tr_above_cloud|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_ribbon_slope_with|g_tr_above_ema200|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,180,0.7222222222222222,7.335434794267409,241.98942280173628,7,108,0.6944444444444444,-2.4757753061205885,242.8982490913984,6,41,0.6585365853658537,-1.1643528012976632,246.6979457894648,6,-47.73846485320419,0.0,g_ribbon_slope_with|g_tr_above_ema200|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_cci_with|g_mfi_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,179,0.7262569832402235,7.417967158803758,263.2562877264533,8,112,0.7142857142857143,-1.9741466081763333,202.5928577549386,5,43,0.627906976744186,-2.220533192215282,265.66604564674515,9,-95.48292726525712,0.0,g_cci_with|g_mfi_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_bb_pos_with|g_mfi_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,179,0.7262569832402235,7.504050831962877,263.2562877264533,8,110,0.7181818181818181,-1.7873129057198256,180.6506284824752,5,43,0.627906976744186,-2.220533192215282,265.66604564674515,9,-95.48292726525712,0.0,g_bb_pos_with|g_mfi_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_rf_with|g_tr_above_ema200|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,184,0.7391304347826086,7.507023814997975,312.1162443367766,7,118,0.7033898305084746,-1.7322562951742004,209.84300180729824,5,43,0.6976744186046512,-0.5535273972703297,251.25967282333383,7,-23.80167808262418,0.0,g_rf_with|g_tr_above_ema200|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_rf_with|g_tr_above_ema50|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,188,0.7393617021276596,7.527988431000979,309.69801765618024,7,121,0.7107438016528925,-1.3817221605097731,196.0607169177798,5,40,0.675,-1.2155966196292718,246.19794627603332,6,-48.62386478517087,0.0,g_rf_with|g_tr_above_ema50|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_tr_above_ema200|g_tr_above_ema800|g_tr_within_adr|g_vol_high,5,100,0.76,10.58678898976903,125.0,5,87,0.8160919540229885,0.8270830856090394,93.19027112277612,3,38,0.4736842105263157,-9.10989848012056,408.7073351257396,10,-346.17614224458134,0.0,g_dir_up|g_tr_above_ema200|g_tr_above_ema800|g_tr_within_adr|g_vol_high
g_mfi_with|g_tr_above_ema50|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,181,0.7458563535911602,8.349834849420985,237.0817667302164,8,114,0.7192982456140351,-1.616576369281155,212.8140612420617,4,44,0.6136363636363636,-2.4867986801346373,271.5977942285403,9,-109.41914192592404,0.0,g_mfi_with|g_tr_above_ema50|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_ribbon_agrees|g_tr_above_ema200|g_tr_above_ema800|g_vol_high,5,272,0.7867647058823529,6.83820714410673,214.94779731300628,5,146,0.726027397260274,-1.12197279157005,283.9301561854676,8,52,0.5192307692307693,-8.32903779688935,408.1099654382462,9,-433.1099654382462,0.0,g_dir_up|g_ribbon_agrees|g_tr_above_ema200|g_tr_above_ema800|g_vol_high
g_rf_strong|g_tr_above_ema50|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,132,0.7272727272727273,9.854556585488732,193.2212568300604,5,89,0.7191011235955056,-1.4523973099408891,171.48343470773145,3,28,0.6071428571428571,-3.5167210013708057,230.7257227016688,5,-98.46818803838256,0.0,g_rf_strong|g_tr_above_ema50|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_mfi_with|g_tr_above_ema800|g_tr_within_adr|g_vol_high,5,75,0.76,13.14571675275261,115.95718424240584,3,61,0.8032786885245902,0.9179900653409012,125.76405684492508,3,35,0.5142857142857142,-7.39552931528819,321.37471891624506,11,-258.84352603508665,0.0,g_dir_up|g_mfi_with|g_tr_above_ema800|g_tr_within_adr|g_vol_high
g_dir_up|g_tr_above_ema200|g_vol_high,3,410,0.6634146341463415,8.448060356265353,670.9779422110347,10,222,0.6576576576576577,-2.494040023322508,672.4704253885258,14,83,0.4819277108433735,-7.37770130952126,617.5321178982437,18,-612.3492086902646,0.0,g_dir_up|g_tr_above_ema200|g_vol_high
g_bb_pos_with|g_dir_up|g_off_120_360|g_tr_above_ema800|g_vol_high,5,92,0.7282608695652174,3.121191891518231,104.01867091030472,3,58,0.7586206896551724,1.945675205892526,76.58135139412556,2,28,0.3928571428571428,-12.097161040977635,315.12774878490234,7,-338.72050914737383,0.0,g_bb_pos_with|g_dir_up|g_off_120_360|g_tr_above_ema800|g_vol_high
g_cci_with|g_dir_up|g_off_120_360|g_tr_above_ema800|g_vol_high,5,93,0.7311827956989247,3.2159728701055927,104.01867091030472,3,59,0.7627118644067796,2.0925146175966383,76.58135139412556,2,28,0.3928571428571428,-12.097161040977635,315.12774878490234,7,-338.72050914737383,0.0,g_cci_with|g_dir_up|g_off_120_360|g_tr_above_ema800|g_vol_high
g_dir_up|g_rf_fresh|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high,5,212,0.7547169811320755,3.853464606922638,388.1485493706183,8,105,0.7333333333333333,-1.043192773939464,306.00980917126685,6,48,0.5208333333333334,-8.546335814033803,385.22411907362255,6,-410.22411907362255,0.0,g_dir_up|g_rf_fresh|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high
g_dir_up|g_off_240_480|g_ribbon_agrees|g_tr_above_ema800|g_vol_high,5,115,0.8434782608695652,5.398924364978732,75.0,3,57,0.7719298245614035,-0.1951265720688133,93.23726406800634,3,24,0.3333333333333333,-14.30025143070334,318.2060343368801,6,-343.2060343368802,0.0,g_dir_up|g_off_240_480|g_ribbon_agrees|g_tr_above_ema800|g_vol_high
g_dir_up|g_off_240_480|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,5,102,0.8333333333333334,5.903786414747882,75.0,3,55,0.7636363636363637,-0.1502558419518556,96.89818345388942,3,25,0.36,-13.439754466324588,310.99386165811467,6,-335.99386165811467,0.0,g_dir_up|g_off_240_480|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_rf_strong|g_tight_ribbon|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,116,0.7241379310344828,5.536222723386556,220.2112905822368,7,66,0.6666666666666666,-2.736102929630356,179.00937677050445,3,30,0.6666666666666666,-0.7586416956636537,205.7257227016688,4,-22.75925086990961,0.0,g_rf_strong|g_tight_ribbon|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_rf_fresh|g_rf_strong|g_tr_above_ema800|g_vol_high,5,147,0.7414965986394558,5.148897264733147,166.81395895749313,5,76,0.7368421052631579,-0.8570192655697305,206.33237194130652,4,37,0.4864864864864865,-10.21516823645864,352.96122474896976,5,-377.9612247489697,0.0,g_dir_up|g_rf_fresh|g_rf_strong|g_tr_above_ema800|g_vol_high
g_dir_up|g_rf_fresh|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,241,0.7427385892116183,4.147481105358914,722.0218706593444,19,87,0.7586206896551724,-0.8086618393896603,150.0,6,46,0.5,-7.010500887291651,487.2226379979939,12,-322.483040815416,0.0,g_dir_up|g_rf_fresh|g_tr_above_ema800|g_tr_above_pp|g_vol_high
