label,path,rows,size_mb,tmin,tmax,nan_pct_classic_ta,nan_pct_ema_basic,nan_pct_madrid,nan_pct_qr,nan_pct_sms,nan_pct_tr,nan_pct_rf,nan_pct_regime,nan_pct_markov,nan_pct_drz,nan_pct_hl_extra
SOL/1h/binance,C:\Users\alexandre bandarra\Desktop\global\strategy_lab\hl_research_2026_05_26\panels\hl_panel_SOL_1h.parquet,49391,22.947280883789062,2020-08-11 06:00:00+00:00,2026-03-31 23:00:00+00:00,0.03736418670313509,0.3418783641901214,0.06985078253123038,0.0,11.693552469073312,0.12082650554724284,0.0002024660363224069,0.0263205847219129,0.380636148286125,0.44171340257671776,55.87889060181583
SOL/4h/binance,C:\Users\alexandre bandarra\Desktop\global\strategy_lab\hl_research_2026_05_26\panels\hl_panel_SOL_4h.parquet,12353,6.053563117980957,2020-08-11 04:00:00+00:00,2026-03-31 20:00:00+00:00,0.14497766460852352,1.366932266308936,0.27928438436007447,0.0,11.714259694001457,0.3507049351992333,0.0008095199546668825,0.10523759410669473,0.5019023718934672,0.441188375293451,55.898509326826336
BTC/15m/hl,C:\Users\alexandre bandarra\Desktop\global\strategy_lab\hl_research_2026_05_26\panels\hl_native_panel_BTC_15m.parquet,6429,2.8379592895507812,2026-03-09 13:30:00+00:00,2026-05-16 07:00:00+00:00,0.27432514600036767,2.6264915672288516,0.5366308912739151,0.0,11.705747394618136,1.8043241561673666,0.0015554518587649713,0.20220874163944627,10.7637268626536,0.935863535023591,11.019265382307847
BTC/1h/hl,C:\Users\alexandre bandarra\Desktop\global\strategy_lab\hl_research_2026_05_26\panels\hl_native_panel_BTC_1h.parquet,2511,1.1699714660644531,2026-01-30 00:00:00+00:00,2026-05-16 07:00:00+00:00,0.7023641432243583,6.724697047277693,1.3739545997610514,0.0,11.710971724412584,2.538507984224252,0.00398247710075667,0.5177220230983672,7.4870569494225405,0.6703836452940396,12.288786482334869
BTC/4h/hl,C:\Users\alexandre bandarra\Desktop\global\strategy_lab\hl_research_2026_05_26\panels\hl_native_panel_BTC_4h.parquet,635,0.34944725036621094,2026-01-30 00:00:00+00:00,2026-05-16 04:00:00+00:00,2.777380100214746,22.902137232845895,5.433070866141732,0.0,11.692913385826772,6.106172212344425,0.015748031496062992,2.047244094488189,9.763779527559056,1.837270341207349,12.688413948256468
ETH/15m/hl,C:\Users\alexandre bandarra\Desktop\global\strategy_lab\hl_research_2026_05_26\panels\hl_native_panel_ETH_15m.parquet,6429,2.7910728454589844,2026-03-09 13:30:00+00:00,2026-05-16 07:00:00+00:00,0.27432514600036767,2.6264915672288516,0.5366308912739151,0.0,11.699914450147768,1.8043241561673666,0.0015554518587649713,0.20220874163944627,10.7637268626536,0.8969772385544668,11.019265382307847
ETH/1h/hl,C:\Users\alexandre bandarra\Desktop\global\strategy_lab\hl_research_2026_05_26\panels\hl_native_panel_ETH_1h.parquet,2535,1.174530029296875,2026-01-30 00:00:00+00:00,2026-05-16 07:00:00+00:00,0.695714541868388,6.661031276415891,1.3609467455621302,0.0,11.691321499013807,2.514474772539289,0.0039447731755424065,0.5128205128205128,7.4161735700197235,0.8021038790269559,12.307692307692308
ETH/4h/hl,C:\Users\alexandre bandarra\Desktop\global\strategy_lab\hl_research_2026_05_26\panels\hl_native_panel_ETH_4h.parquet,635,0.3516559600830078,2026-01-30 00:00:00+00:00,2026-05-16 04:00:00+00:00,2.777380100214746,22.902137232845895,5.433070866141732,0.0,11.702755905511811,6.106172212344425,0.015748031496062992,2.047244094488189,9.763779527559056,2.020997375328084,12.688413948256468
SOL/15m/hl,C:\Users\alexandre bandarra\Desktop\global\strategy_lab\hl_research_2026_05_26\panels\hl_native_panel_SOL_15m.parquet,6428,2.8237218856811523,2026-03-09 13:45:00+00:00,2026-05-16 07:00:00+00:00,0.2743678225943316,2.6269001689039024,0.5367143746110765,0.0,11.70951306782825,1.796073629483911,0.0015556938394523958,0.20224019912881144,10.76540136901058,0.8582244347645717,11.018757222864254
SOL/1h/hl,C:\Users\alexandre bandarra\Desktop\global\strategy_lab\hl_research_2026_05_26\panels\hl_native_panel_SOL_1h.parquet,2535,1.1963062286376953,2026-01-30 00:00:00+00:00,2026-05-16 07:00:00+00:00,0.7064730141653218,6.661031276415891,1.3609467455621302,0.0,11.73076923076923,2.514474772539289,0.0039447731755424065,0.5128205128205128,7.4161735700197235,0.7823800131492439,12.307692307692308
SOL/4h/hl,C:\Users\alexandre bandarra\Desktop\global\strategy_lab\hl_research_2026_05_26\panels\hl_native_panel_SOL_4h.parquet,635,0.3593006134033203,2026-01-30 00:00:00+00:00,2026-05-16 04:00:00+00:00,2.791696492483894,22.902137232845895,5.433070866141732,0.0,11.673228346456693,6.106172212344425,0.015748031496062992,2.047244094488189,9.763779527559056,1.5748031496062993,12.688413948256468
HYPE/15m/hl,C:\Users\alexandre bandarra\Desktop\global\strategy_lab\hl_research_2026_05_26\panels\hl_native_panel_HYPE_15m.parquet,6420,2.7899837493896484,2026-03-09 15:45:00+00:00,2026-05-16 07:00:00+00:00,0.2747097139620504,2.630173564753004,0.5373831775700935,0.0,11.724104361370717,1.7299768867450507,0.001557632398753894,0.20249221183800623,10.778816199376948,0.4101765316718588,11.014686248331108
HYPE/1h/hl,C:\Users\alexandre bandarra\Desktop\global\strategy_lab\hl_research_2026_05_26\panels\hl_native_panel_HYPE_1h.parquet,2535,1.1680116653442383,2026-01-30 00:00:00+00:00,2026-05-16 07:00:00+00:00,0.7100591715976331,6.661031276415891,1.3609467455621302,0.0,11.715976331360947,2.514474772539289,0.0039447731755424065,0.5128205128205128,7.4161735700197235,0.5456936226166995,12.307692307692308
HYPE/4h/hl,C:\Users\alexandre bandarra\Desktop\global\strategy_lab\hl_research_2026_05_26\panels\hl_native_panel_HYPE_4h.parquet,635,0.35301685333251953,2026-01-30 00:00:00+00:00,2026-05-16 04:00:00+00:00,2.777380100214746,22.902137232845895,5.433070866141732,0.0,11.761811023622048,6.106172212344425,0.015748031496062992,2.047244094488189,9.763779527559056,1.1811023622047243,12.688413948256468
