slug,outcome,taker_side,n_trades,total_size
btc-updown-15m-1776900600,Down,buy,4,22.302323
btc-updown-15m-1776900600,Down,sell,1,7.140000
btc-updown-15m-1776900600,Up,buy,6,91.799652
btc-updown-15m-1776901500,Down,buy,6,228.179088
btc-updown-15m-1776901500,Down,sell,2,2.500000
btc-updown-15m-1776901500,Up,buy,7,196.553155
btc-updown-15m-1776902400,Down,buy,8,276.045448
btc-updown-15m-1776902400,Down,sell,2,2.620000
btc-updown-15m-1776902400,Up,buy,10,220.152620
btc-updown-15m-1776902400,Up,sell,2,58.950000
btc-updown-15m-1776903300,Down,buy,6,195.907693
btc-updown-15m-1776903300,Up,buy,10,681.998809
btc-updown-15m-1776904200,Down,buy,6,54.333330
btc-updown-15m-1776904200,Up,buy,3,281.264780
btc-updown-15m-1776905100,Down,buy,1,4.980391
btc-updown-15m-1776905100,Up,buy,3,37.000000
btc-updown-15m-1776906000,Down,buy,4,18.988231
btc-updown-15m-1776906000,Up,buy,6,281.884900
btc-updown-15m-1776906900,Down,buy,5,34.170815
btc-updown-15m-1776906900,Up,buy,6,140.465380
btc-updown-15m-1776907800,Down,buy,2,7.083332
btc-updown-15m-1776907800,Up,buy,10,304.872303
btc-updown-15m-1776907800,Up,sell,1,11.790000
btc-updown-15m-1776908700,Down,buy,3,17.940000
btc-updown-15m-1776908700,Up,buy,1,11.000000
btc-updown-15m-1776909600,Down,buy,1,28.000000
btc-updown-15m-1776909600,Up,buy,3,19.900000
btc-updown-15m-1776910500,Down,buy,5,76.392153
btc-updown-15m-1776910500,Up,buy,4,114.490000
btc-updown-15m-1776911400,Down,buy,7,54.828044
btc-updown-15m-1776911400,Up,buy,8,245.027520
btc-updown-15m-1776912300,Down,buy,4,42.727271
btc-updown-15m-1776912300,Up,buy,2,14.035082
btc-updown-15m-1776913200,Down,buy,7,63.000000
btc-updown-15m-1776913200,Up,buy,3,54.315685
btc-updown-15m-1776913200,Up,sell,1,9.010000
btc-updown-15m-1776914100,Down,buy,10,142.186643
btc-updown-15m-1776914100,Up,buy,12,254.574552
btc-updown-15m-1776915900,Down,buy,5,42.604644
btc-updown-15m-1776915900,Up,buy,6,235.065514
btc-updown-15m-1776915900,Up,sell,1,9.010000
btc-updown-15m-1776916800,Down,buy,5,136.186200
btc-updown-15m-1776916800,Up,buy,8,162.584899
btc-updown-15m-1776917700,Down,buy,17,930.466310
btc-updown-15m-1776917700,Up,buy,7,199.670000
btc-updown-15m-1776918600,Down,buy,2,4.100000
btc-updown-15m-1776918600,Up,buy,2,19.000000
btc-updown-15m-1776919500,Down,buy,6,508.474805
btc-updown-15m-1776919500,Up,buy,6,103.350000
btc-updown-15m-1776920400,Down,buy,8,704.551537
btc-updown-15m-1776920400,Up,buy,7,2483.251941
btc-updown-15m-1776921300,Down,buy,3,165.090908
btc-updown-15m-1776921300,Up,buy,3,43.612126
btc-updown-15m-1776922200,Down,buy,8,1142.183820
btc-updown-15m-1776922200,Up,buy,3,935.650000
btc-updown-15m-1776923100,Down,buy,6,56.673912
btc-updown-15m-1776923100,Up,buy,12,448.346882
btc-updown-15m-1776923100,Up,sell,1,9.720000
btc-updown-15m-1776924000,Down,buy,1,69.960000
btc-updown-15m-1776924000,Up,buy,3,49.190000
btc-updown-15m-1776924900,Down,buy,6,162.981820
btc-updown-15m-1776924900,Up,buy,7,86.768886
btc-updown-15m-1776925800,Down,buy,3,37.063099
btc-updown-15m-1776925800,Up,buy,9,153.281357
btc-updown-15m-1776926700,Down,buy,10,248.405764
btc-updown-15m-1776926700,Up,buy,11,187.685638
btc-updown-15m-1776928500,Down,buy,11,490.220007
btc-updown-15m-1776928500,Up,buy,16,282.829782
btc-updown-15m-1776929400,Down,buy,1,5.000000
btc-updown-15m-1776929400,Up,buy,3,24.916665
btc-updown-15m-1776930300,Down,buy,2,10.000000
btc-updown-15m-1776930300,Up,buy,7,85.100000
btc-updown-15m-1776931200,Down,buy,2,14.500000
btc-updown-15m-1776931200,Up,buy,1,18.181817
btc-updown-15m-1776932100,Down,buy,1,4.000000
btc-updown-15m-1776932100,Up,buy,1,180.457734
btc-updown-15m-1776932100,Up,sell,1,54.680000
btc-updown-15m-1776933000,Down,buy,3,83.181817
btc-updown-15m-1776933000,Up,buy,7,410.095560
btc-updown-15m-1776933900,Down,buy,10,147.833657
btc-updown-15m-1776933900,Up,buy,10,168.210335
btc-updown-15m-1776934800,Down,buy,10,289.320313
btc-updown-15m-1776934800,Up,buy,4,224.100000
btc-updown-15m-1776935700,Down,buy,5,25.905452
btc-updown-15m-1776935700,Up,buy,7,136.746310
btc-updown-15m-1776936600,Down,buy,6,62.272724
btc-updown-15m-1776936600,Down,sell,2,12.890000
btc-updown-15m-1776936600,Up,buy,2,118.450000
btc-updown-15m-1776937500,Down,buy,6,412.936262
btc-updown-15m-1776937500,Down,sell,1,7.450000
btc-updown-15m-1776937500,Up,buy,5,201.691817
btc-updown-15m-1776938400,Down,buy,9,58.921629
btc-updown-15m-1776938400,Up,buy,3,17.792304
btc-updown-15m-1776939300,Down,buy,5,72.151161
btc-updown-15m-1776939300,Up,buy,3,62.872408
btc-updown-15m-1776940200,Down,buy,5,245.020000
btc-updown-15m-1776940200,Up,buy,9,96.490974
btc-updown-15m-1776941100,Down,buy,7,120.570046
btc-updown-15m-1776941100,Up,buy,28,806.874508
btc-updown-15m-1776942000,Down,buy,9,173.877547
btc-updown-15m-1776942000,Up,buy,9,337.809450
btc-updown-15m-1776942900,Down,buy,3,32.450978
btc-updown-15m-1776942900,Up,buy,4,55.100000
btc-updown-15m-1776944700,Down,buy,31,683.732651
btc-updown-15m-1776944700,Up,buy,12,151.946662
btc-updown-15m-1776945600,Down,buy,7,137.158858
btc-updown-15m-1776945600,Up,buy,11,106.004439
btc-updown-15m-1776946500,Down,buy,6,120.517854
btc-updown-15m-1776946500,Up,buy,5,39.939995
btc-updown-15m-1776947400,Down,buy,25,2366.509572
btc-updown-15m-1776947400,Down,sell,1,1.750000
btc-updown-15m-1776947400,Up,buy,6,71.205185
btc-updown-15m-1776948300,Down,buy,8,269.164916
btc-updown-15m-1776948300,Up,buy,7,271.332552
btc-updown-15m-1776949200,Down,buy,19,1003.910908
btc-updown-15m-1776949200,Up,buy,12,320.503154
btc-updown-15m-1776950100,Down,buy,3,47.692304
btc-updown-15m-1776950100,Up,buy,2,25.000000
btc-updown-15m-1776951000,Down,buy,7,143.908887
btc-updown-15m-1776951000,Up,buy,14,1249.624534
btc-updown-15m-1776951000,Up,sell,1,0.720000
btc-updown-15m-1776951900,Down,buy,11,516.239791
btc-updown-15m-1776951900,Up,buy,8,124.413627
btc-updown-15m-1776952800,Down,buy,8,54.780330
btc-updown-15m-1776952800,Up,buy,7,119.015452
btc-updown-15m-1776953700,Down,buy,10,185.310577
btc-updown-15m-1776953700,Up,buy,18,1114.109647
btc-updown-15m-1776954600,Down,buy,7,142.276481
btc-updown-15m-1776954600,Up,buy,10,90.535449
btc-updown-15m-1776955500,Down,buy,20,360.009942
btc-updown-15m-1776955500,Up,buy,24,2366.329020
btc-updown-15m-1776956400,Down,buy,4,78.534477
btc-updown-15m-1776956400,Up,buy,8,744.246042
btc-updown-15m-1776957300,Down,buy,20,1057.008642
btc-updown-15m-1776957300,Up,buy,9,92.204486
btc-updown-15m-1776958200,Down,buy,13,621.616915
btc-updown-15m-1776958200,Up,buy,4,42.041665
btc-updown-15m-1776959100,Down,buy,5,302.243114
btc-updown-15m-1776959100,Down,sell,1,1.000000
btc-updown-15m-1776959100,Up,buy,8,60.032221
btc-updown-15m-1776960000,Down,buy,18,697.980224
btc-updown-15m-1776960000,Down,sell,2,7.190000
btc-updown-15m-1776960000,Up,buy,4,66.596362
btc-updown-15m-1776960900,Down,buy,14,349.620229
btc-updown-15m-1776960900,Up,buy,23,1477.260557
btc-updown-15m-1776961800,Down,buy,2,44.215685
btc-updown-15m-1776962700,Down,buy,3,31.960783
btc-updown-15m-1776962700,Up,buy,5,35.100000
btc-updown-15m-1776963600,Down,buy,5,42.347825
btc-updown-15m-1776963600,Up,buy,5,31.042721
btc-updown-15m-1776964500,Down,buy,3,27.325580
btc-updown-15m-1776964500,Up,buy,3,44.703447
btc-updown-15m-1776965400,Down,buy,3,25.950462
btc-updown-15m-1776965400,Up,buy,2,11.918273
btc-updown-15m-1776966300,Down,buy,13,328.842902
btc-updown-15m-1776966300,Down,sell,1,2.280000
btc-updown-15m-1776966300,Up,buy,11,355.999315
btc-updown-15m-1776966300,Up,sell,1,1.640000
btc-updown-15m-1776968100,Down,buy,2,9.692306
btc-updown-15m-1776968100,Up,buy,6,65.597954
btc-updown-15m-1776969000,Down,buy,8,258.000000
btc-updown-15m-1776969000,Up,buy,7,143.750783
btc-updown-15m-1776969900,Down,buy,14,574.254152
btc-updown-15m-1776969900,Up,buy,11,827.884873
btc-updown-15m-1776970800,Down,buy,4,52.120000
btc-updown-15m-1776970800,Up,buy,4,146.482960
btc-updown-15m-1776971700,Down,buy,4,40.021274
btc-updown-15m-1776971700,Up,buy,5,33.914809
btc-updown-15m-1776971700,Up,sell,1,9.170000
btc-updown-15m-1776972600,Down,buy,11,71.306688
btc-updown-15m-1776972600,Up,buy,13,193.936800
btc-updown-15m-1776972600,Up,sell,1,24.000000
btc-updown-15m-1776973500,Down,buy,2,9.823600
btc-updown-15m-1776973500,Up,buy,7,267.480000
btc-updown-15m-1776974400,Down,buy,9,222.814960
btc-updown-15m-1776974400,Up,buy,3,13.879690
btc-updown-15m-1776975300,Down,buy,3,13.207541
btc-updown-15m-1776975300,Up,buy,4,45.600000
btc-updown-15m-1776976200,Down,buy,11,417.710947
btc-updown-15m-1776976200,Up,buy,8,168.491560
btc-updown-15m-1776977100,Down,buy,41,1250.912736
btc-updown-15m-1776977100,Up,buy,22,274.759915
btc-updown-15m-1776977100,Up,sell,1,28.370000
btc-updown-15m-1776978000,Down,buy,7,39.116354
btc-updown-15m-1776978000,Up,buy,13,212.548900
btc-updown-15m-1776978900,Down,buy,17,206.688873
btc-updown-15m-1776978900,Up,buy,1,9.750950
btc-updown-15m-1776979800,Down,buy,27,711.482736
btc-updown-15m-1776979800,Down,sell,2,10.000000
btc-updown-15m-1776979800,Up,buy,10,74.745235
btc-updown-15m-1776980700,Down,buy,30,896.375688
btc-updown-15m-1776980700,Up,buy,13,89.349476
btc-updown-15m-1776981600,Down,buy,3,13.921567
btc-updown-15m-1776981600,Up,buy,13,261.771567
btc-updown-15m-1776982500,Down,buy,2,15.000000
btc-updown-15m-1776982500,Up,buy,13,68.610635
btc-updown-15m-1776983400,Down,buy,6,114.212614
btc-updown-15m-1776983400,Up,buy,16,119.605452
btc-updown-15m-1776983400,Up,sell,1,2.640000
btc-updown-15m-1776984300,Down,buy,30,863.845988
btc-updown-15m-1776984300,Up,buy,14,2696.236970
btc-updown-15m-1776984300,Up,sell,1,7.780000
btc-updown-15m-1776985200,Down,buy,7,216.084682
btc-updown-15m-1776985200,Up,buy,8,176.708470
btc-updown-15m-1776985200,Up,sell,1,6.240000
btc-updown-15m-1776986100,Down,buy,4,25.400000
btc-updown-15m-1776986100,Down,sell,1,5.210000
btc-updown-15m-1776986100,Up,buy,28,661.925450
btc-updown-15m-1776987000,Down,buy,5,414.235020
btc-updown-15m-1776987000,Down,sell,1,5.090000
btc-updown-15m-1776987000,Up,buy,16,259.005160
btc-updown-15m-1776987900,Down,buy,39,942.846398
btc-updown-15m-1776987900,Down,sell,3,9.530000
btc-updown-15m-1776987900,Up,buy,19,163.219392
btc-updown-15m-1776988800,Down,buy,1,35.810376
btc-updown-15m-1776988800,Down,sell,2,56.740000
btc-updown-15m-1776988800,Up,buy,17,98.235785
btc-updown-15m-1776989700,Down,buy,7,71.589756
btc-updown-15m-1776989700,Up,buy,21,162.086030
btc-updown-15m-1776990600,Down,buy,4,825.187956
btc-updown-15m-1776990600,Up,buy,27,170.162720
btc-updown-15m-1776991500,Down,buy,8,84.608074
btc-updown-15m-1776991500,Down,sell,2,141.420000
btc-updown-15m-1776991500,Up,buy,4,40.085026
btc-updown-15m-1776992400,Down,buy,6,77.621600
btc-updown-15m-1776992400,Down,sell,2,10.000000
btc-updown-15m-1776992400,Up,buy,5,80.746063
btc-updown-15m-1776992400,Up,sell,1,4.000000
btc-updown-15m-1776993300,Down,buy,11,43.852652
btc-updown-15m-1776993300,Down,sell,1,5.210000
btc-updown-15m-1776993300,Up,buy,10,66.524258
btc-updown-15m-1776994200,Down,buy,5,32.081076
btc-updown-15m-1776994200,Up,buy,30,1304.176390
btc-updown-15m-1776995100,Down,buy,5,990.808139
btc-updown-15m-1776995100,Up,buy,15,137.859076
btc-updown-15m-1776996000,Down,buy,1,5.803570
btc-updown-15m-1776996000,Up,buy,3,22.760000
btc-updown-15m-1776996900,Down,buy,13,180.557200
btc-updown-15m-1776996900,Up,buy,7,110.636697
btc-updown-15m-1776997800,Down,buy,11,1939.556712
btc-updown-15m-1776997800,Down,sell,2,7.940000
btc-updown-15m-1776997800,Up,buy,17,427.762759
btc-updown-15m-1776998700,Down,buy,61,1702.724696
btc-updown-15m-1776998700,Up,buy,19,3892.662486
btc-updown-15m-1776999600,Down,buy,21,195.798599
btc-updown-15m-1776999600,Up,buy,16,532.337088
btc-updown-15m-1777000500,Down,buy,7,132.981604
btc-updown-15m-1777000500,Down,sell,2,10.420000
btc-updown-15m-1777000500,Up,buy,9,457.638979
btc-updown-15m-1777001400,Down,buy,8,75.008149
btc-updown-15m-1777001400,Down,sell,2,6.090000
btc-updown-15m-1777001400,Up,buy,7,298.433433
btc-updown-15m-1777002300,Down,buy,5,44.701140
btc-updown-15m-1777002300,Up,buy,13,274.535262
btc-updown-15m-1777003200,Down,buy,15,514.885861
btc-updown-15m-1777003200,Down,sell,1,5.210000
btc-updown-15m-1777003200,Up,buy,26,706.554828
btc-updown-15m-1777004100,Down,buy,13,224.686726
btc-updown-15m-1777004100,Down,sell,2,10.640000
btc-updown-15m-1777004100,Up,buy,18,561.354120
btc-updown-15m-1777005000,Down,buy,10,85.310527
btc-updown-15m-1777005000,Up,buy,11,152.394032
btc-updown-15m-1777005900,Down,buy,6,31.517945
btc-updown-15m-1777005900,Up,buy,16,136.475287
btc-updown-15m-1777005900,Up,sell,2,84.300000
btc-updown-15m-1777006800,Down,buy,7,70.152472
btc-updown-15m-1777006800,Up,buy,9,74.996920
btc-updown-15m-1777007700,Down,buy,8,63.150388
btc-updown-15m-1777007700,Up,buy,10,397.688595
btc-updown-15m-1777008600,Down,buy,10,236.737480
btc-updown-15m-1777008600,Up,buy,14,468.803342
btc-updown-15m-1777009500,Down,buy,23,392.866655
btc-updown-15m-1777009500,Up,buy,8,71.821730
btc-updown-15m-1777010400,Down,buy,10,410.755440
btc-updown-15m-1777010400,Up,buy,8,60.358910
btc-updown-15m-1777011300,Down,buy,57,1611.681992
btc-updown-15m-1777011300,Up,buy,16,174.992400
btc-updown-15m-1777012200,Down,buy,4,209.765610
btc-updown-15m-1777012200,Up,buy,8,113.641234
btc-updown-15m-1777013100,Down,buy,5,390.200277
btc-updown-15m-1777013100,Up,buy,10,148.561410
btc-updown-15m-1777014000,Down,buy,1,4.816400
btc-updown-15m-1777014000,Up,buy,2,8.911756
btc-updown-15m-1777014900,Down,buy,11,325.415800
btc-updown-15m-1777014900,Up,buy,38,5229.721030
btc-updown-15m-1777015800,Down,buy,19,146.433700
btc-updown-15m-1777015800,Down,sell,23,13.960000
btc-updown-15m-1777015800,Up,buy,10,129.354080
btc-updown-15m-1777016700,Down,buy,25,860.992654
btc-updown-15m-1777016700,Down,sell,10,80.880000
btc-updown-15m-1777016700,Up,buy,27,28853.571062
btc-updown-15m-1777017600,Down,buy,11,3525.630391
btc-updown-15m-1777017600,Up,buy,14,401.661782
btc-updown-15m-1777017600,Up,sell,10,596.260000
btc-updown-15m-1777018500,Down,buy,6,132.893572
btc-updown-15m-1777018500,Up,buy,12,1122.410408
btc-updown-15m-1777019400,Down,buy,11,389.561704
btc-updown-15m-1777019400,Up,buy,9,199.630650
btc-updown-15m-1777020300,Down,buy,10,258.258800
btc-updown-15m-1777020300,Up,buy,18,247.514294
btc-updown-15m-1777021200,Up,buy,7,44.930000
btc-updown-15m-1777022100,Down,buy,7,118.743332
btc-updown-15m-1777022100,Up,buy,15,347.504050
btc-updown-15m-1777023000,Down,buy,1,9.458040
btc-updown-15m-1777023000,Up,buy,10,184.186000
btc-updown-15m-1777023900,Down,buy,10,186.835720
btc-updown-15m-1777023900,Up,buy,8,86.707672
btc-updown-15m-1777024800,Down,buy,8,122.921030
btc-updown-15m-1777024800,Up,buy,3,26.768156
btc-updown-15m-1777025700,Down,buy,16,358.870974
btc-updown-15m-1777025700,Up,buy,15,498.451433
btc-updown-15m-1777025700,Up,sell,2,127.340000
btc-updown-15m-1777026600,Down,buy,37,1134.293271
btc-updown-15m-1777026600,Up,buy,4,82.698410
btc-updown-15m-1777026600,Up,sell,1,4.000000
btc-updown-15m-1777027500,Down,buy,3,29.903920
btc-updown-15m-1777027500,Up,buy,4,88.020000
btc-updown-15m-1777028400,Down,buy,3,45.420000
btc-updown-15m-1777028400,Up,buy,2,220.000000
btc-updown-15m-1777028400,Up,sell,1,0.430000
btc-updown-15m-1777029300,Down,buy,16,370.782878
btc-updown-15m-1777029300,Up,buy,8,116.580908
btc-updown-15m-1777029300,Up,sell,2,192.080000
btc-updown-15m-1777030200,Down,buy,8,377.314984
btc-updown-15m-1777030200,Up,buy,1,23.418603
btc-updown-15m-1777030200,Up,sell,1,0.950000
btc-updown-15m-1777031100,Down,buy,9,94.914934
btc-updown-15m-1777031100,Up,buy,5,24.082162
btc-updown-15m-1777032000,Down,buy,27,325.318410
btc-updown-15m-1777032000,Down,sell,2,10.000000
btc-updown-15m-1777032000,Up,buy,32,918.367130
btc-updown-15m-1777032900,Down,buy,16,1025.833258
btc-updown-15m-1777032900,Up,buy,10,302.015062
btc-updown-15m-1777032900,Up,sell,1,0.560000
btc-updown-15m-1777033800,Down,buy,8,500.067720
btc-updown-15m-1777033800,Up,buy,10,172.853444
btc-updown-15m-1777034700,Down,buy,8,122.421548
btc-updown-15m-1777034700,Up,buy,7,134.183367
btc-updown-15m-1777035600,Down,buy,20,168.578913
btc-updown-15m-1777035600,Down,sell,1,5.210000
btc-updown-15m-1777035600,Up,buy,6,53.830675
btc-updown-15m-1777035600,Up,sell,3,130.510000
btc-updown-15m-1777036500,Down,buy,8,87.208800
btc-updown-15m-1777036500,Down,sell,2,10.000000
btc-updown-15m-1777036500,Up,buy,8,130.051490
btc-updown-15m-1777037400,Down,buy,8,214.023723
btc-updown-15m-1777037400,Up,buy,6,237.563920
btc-updown-15m-1777037400,Up,sell,1,15.710000
btc-updown-15m-1777038300,Down,buy,3,223.059182
btc-updown-15m-1777038300,Up,buy,6,144.795682
btc-updown-15m-1777038300,Up,sell,1,62.280000
btc-updown-15m-1777039200,Down,buy,7,271.037288
btc-updown-15m-1777039200,Up,buy,7,59.385408
btc-updown-15m-1777039200,Up,sell,10,1113.040000
btc-updown-15m-1777040100,Down,buy,25,3628.487454
btc-updown-15m-1777040100,Up,buy,42,1287.134844
btc-updown-15m-1777041000,Down,buy,19,502.099898
btc-updown-15m-1777041000,Up,buy,18,597.957102
btc-updown-15m-1777041900,Down,buy,3,18.803702
btc-updown-15m-1777041900,Up,buy,5,116.355316
btc-updown-15m-1777041900,Up,sell,1,19.690000
btc-updown-15m-1777042800,Down,buy,8,279.137840
btc-updown-15m-1777042800,Up,buy,15,109.057108
btc-updown-15m-1777042800,Up,sell,3,7.980000
btc-updown-15m-1777043700,Down,buy,2,75.000000
btc-updown-15m-1777043700,Up,buy,2,29.411762
btc-updown-15m-1777044600,Down,buy,27,283.628525
btc-updown-15m-1777044600,Up,buy,16,620.590053
btc-updown-15m-1777045500,Down,buy,23,541.686322
btc-updown-15m-1777045500,Down,sell,1,14.440000
btc-updown-15m-1777045500,Up,buy,6,49.218527
btc-updown-15m-1777291200,Down,buy,2,100.256000
btc-updown-15m-1777291200,Up,buy,1,5.680000
btc-updown-15m-1777292100,Up,buy,6,69.180240
btc-updown-15m-1777293000,Down,buy,10,276.041466
btc-updown-15m-1777293000,Up,buy,11,353.922694
btc-updown-15m-1777293900,Down,buy,5,54.878320
btc-updown-15m-1777293900,Up,buy,12,595.857692
btc-updown-15m-1777293900,Up,sell,2,18.000000
btc-updown-15m-1777294800,Down,buy,7,1091.352321
btc-updown-15m-1777294800,Up,buy,19,540.432113
btc-updown-15m-1777295700,Down,buy,16,117.330688
btc-updown-15m-1777295700,Up,buy,16,561.470246
btc-updown-15m-1777296600,Down,buy,2,16.000000
btc-updown-15m-1777296600,Up,buy,4,177.960189
btc-updown-15m-1777297500,Down,buy,9,144.958879
btc-updown-15m-1777297500,Up,buy,5,258.404252
btc-updown-15m-1777298400,Down,buy,7,316.358461
btc-updown-15m-1777298400,Up,buy,12,99.142796
btc-updown-15m-1777299300,Down,buy,15,315.133577
btc-updown-15m-1777299300,Up,buy,12,545.072798
btc-updown-15m-1777300200,Down,buy,13,176.125348
btc-updown-15m-1777300200,Up,buy,13,96.204698
btc-updown-15m-1777301100,Down,buy,18,618.796829
btc-updown-15m-1777301100,Up,buy,13,385.955121
btc-updown-15m-1777301100,Up,sell,1,5.000000
btc-updown-15m-1777302000,Down,buy,4,102.037036
btc-updown-15m-1777302000,Down,sell,1,5.780000
btc-updown-15m-1777302000,Up,buy,13,315.859720
btc-updown-15m-1777302900,Down,buy,4,187.083332
btc-updown-15m-1777302900,Up,buy,17,737.158619
btc-updown-15m-1777303800,Down,buy,5,29.333331
btc-updown-15m-1777303800,Up,buy,11,205.757741
btc-updown-15m-1777304700,Down,buy,4,112.055036
btc-updown-15m-1777304700,Up,buy,13,113.439218
btc-updown-15m-1777305600,Down,buy,11,117.194373
btc-updown-15m-1777305600,Up,buy,12,1186.642597
btc-updown-15m-1777306500,Down,buy,2,4.263304
btc-updown-15m-1777306500,Up,buy,15,629.217192
btc-updown-15m-1777306500,Up,sell,1,9.010000
btc-updown-15m-1777307400,Down,buy,4,33.580126
btc-updown-15m-1777307400,Up,buy,17,804.219612
btc-updown-15m-1777308300,Down,buy,5,24.249467
btc-updown-15m-1777308300,Up,buy,9,727.972062
btc-updown-15m-1777309200,Down,buy,10,117.460162
btc-updown-15m-1777309200,Down,sell,1,4.820000
btc-updown-15m-1777309200,Up,buy,8,4332.145599
btc-updown-15m-1777309200,Up,sell,2,38.830000
btc-updown-15m-1777310100,Down,buy,7,36.481546
btc-updown-15m-1777310100,Down,sell,1,9.000000
btc-updown-15m-1777310100,Up,buy,11,115.223760
btc-updown-15m-1777311000,Down,buy,10,118.657474
btc-updown-15m-1777311000,Up,buy,10,90.286698
btc-updown-15m-1777311900,Down,buy,8,34.584133
btc-updown-15m-1777311900,Up,buy,11,86.854164
btc-updown-15m-1777312800,Down,buy,1,10.431371
btc-updown-15m-1777312800,Up,buy,4,79.520987
btc-updown-15m-1777313700,Down,buy,6,108.581410
btc-updown-15m-1777313700,Up,buy,9,85.302282
btc-updown-15m-1777313700,Up,sell,2,7.860000
btc-updown-15m-1777314600,Down,buy,10,231.866396
btc-updown-15m-1777314600,Up,buy,13,295.697898
btc-updown-15m-1777314600,Up,sell,2,19.220000
btc-updown-15m-1777315500,Down,buy,2,15.380000
btc-updown-15m-1777315500,Up,buy,1,10.000000
btc-updown-15m-1777315500,Up,sell,1,9.640000
btc-updown-15m-1777316400,Down,buy,1,3.703702
btc-updown-15m-1777316400,Up,buy,1,4.255318
