sid,fire_us,pnl,won,vwap,slug
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779923400000000,-5.0,0,0.64,sol-updown-5m-1779923100
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779924000000000,1.1953580246913573,1,0.8038904327113935,sol-updown-5m-1779923700
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779924300000000,0.5444444444444443,1,0.9,sol-updown-5m-1779924000
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779924600000000,3.1861245901639332,1,0.6059763172534373,sol-updown-5m-1779924300
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779924600000000,2.413432835820895,1,0.67,sol-updown-5m-1779924300
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779924900000000,1.8123287671232877,1,0.73,sol-updown-5m-1779924600
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779924900000000,1.8123287671232877,1,0.73,sol-updown-5m-1779924600
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779924900000000,0.2578947368421055,1,0.95,sol-updown-5m-1779924600
poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,1779925200000000,-5.0,0,0.95,sol-updown-5m-1779924900
poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,1779926100000000,-5.0,0,0.57,sol-updown-5m-1779925800
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779926700000000,1.1493827160493824,1,0.81,sol-updown-5m-1779926400
poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,1779926700000000,1.1493827160493824,1,0.81,sol-updown-5m-1779926400
poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,1779926700000000,1.0756097560975613,1,0.82,sol-updown-5m-1779926400
poly_sniper_v5_sol_5m_rf_tr_pp_mid,1779927000000000,-5.0,0,0.6455713803309299,sol-updown-5m-1779926700
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779927000000000,3.1327868852459013,1,0.61,sol-updown-5m-1779926700
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779927000000000,-5.0,0,0.6455713803309299,sol-updown-5m-1779926700
