msg_id,post_ts,slot_et,type,direction,btc_price,beat_strike,mv_from,mv_to,mv_delta,entry_cents,mult,ptb,ptb_up,ptb_dn,btc_dir_arrow,conf_dots,conf_label,rec_w,rec_l,rec_wr,streak,raw
7961,2026-05-23T15:24:07+00:00,,SIGNAL,DOWN,,,,,,,1.69,"🟥🟥🟥
├───────",0,3,DOWN,5,High,,,,,"🔴 BUY DOWN BTC |  | ┌─────────────────────────┐ | │  May 23  11:20-11:25 AM ET | ├─────────────────────────┤ | │  BTC        $75,533 | │  Beat       $75,573 | │  BTC ▼ PTB  🟥🟥🟥 | ├─────────────────────────┤ | │  Entry      59¢  (1.69x) | │  Confidence ●●●●●  High | │  Closes in  1 min | ├─────────────────────────┤ | │  Record     0W 1L  (0%)  ❄️ 1L streak | └─────────────────────────┘"
7962,2026-05-23T15:25:38+00:00,,WIN,DOWN,,,,,,,,,0,0,,,,,,,,"✅ WIN  BUY DOWN |  | ┌─────────────────────────┐ | │  May 23  11:20-11:25 AM ET | ├─────────────────────────┤ | │  📉 $75,573 → $75,535  (-38) | │  Entry     59¢ | ├─────────────────────────┤ | │  Record    1W 1L  (50%)  🔥1W | └─────────────────────────┘"
7963,2026-05-23T15:30:21+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 23  11:30-11:35 AM ET | ├─────────────────────────┤ | │  BTC       $75,454 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7964,2026-05-23T15:45:22+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 23  11:45-11:50 AM ET | ├─────────────────────────┤ | │  BTC       $75,421 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7965,2026-05-23T16:00:22+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 23  12:00-12:05 PM ET | ├─────────────────────────┤ | │  BTC       $75,541 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7966,2026-05-23T16:15:23+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 23  12:15-12:20 PM ET | ├─────────────────────────┤ | │  BTC       $75,446 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7967,2026-05-23T16:30:25+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 23  12:30-12:35 PM ET | ├─────────────────────────┤ | │  BTC       $75,390 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7968,2026-05-23T16:45:26+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 23  12:45-12:50 PM ET | ├─────────────────────────┤ | │  BTC       $75,422 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7969,2026-05-23T17:00:27+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 23  1:00-1:05 PM ET | ├─────────────────────────┤ | │  BTC       $75,367 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7970,2026-05-23T17:15:27+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 23  1:15-1:20 PM ET | ├─────────────────────────┤ | │  BTC       $75,385 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7971,2026-05-23T17:30:27+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 23  1:30-1:35 PM ET | ├─────────────────────────┤ | │  BTC       $75,397 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7972,2026-05-23T17:39:42+00:00,,SIGNAL,DOWN,,,,,,,1.75,"🟥🟥🟥
├───────",0,3,DOWN,5,High,,,,1,"🔴 BUY DOWN BTC |  | ┌─────────────────────────┐ | │  May 23  1:35-1:40 PM ET | ├─────────────────────────┤ | │  BTC        $75,347 | │  Beat       $75,389 | │  BTC ▼ PTB  🟥🟥🟥 | ├─────────────────────────┤ | │  Entry      56¢  (1.75x) | │  Confidence ●●●●●  High | │  Closes in  1 min | ├─────────────────────────┤ | │  Record     1W 1L  (50%)  🔥 1W streak | └─────────────────────────┘"
7973,2026-05-23T17:40:37+00:00,,WIN,DOWN,,,,,,,,,0,0,,,,,,,,"✅ WIN  BUY DOWN |  | ┌─────────────────────────┐ | │  May 23  1:35-1:40 PM ET | ├─────────────────────────┤ | │  📉 $75,389 → $75,355  (-35) | │  Entry     56¢ | ├─────────────────────────┤ | │  Record    2W 1L  (66%)  🔥2W | └─────────────────────────┘"
7974,2026-05-23T17:45:28+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 23  1:45-1:50 PM ET | ├─────────────────────────┤ | │  BTC       $75,332 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7975,2026-05-23T18:00:28+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 23  2:00-2:05 PM ET | ├─────────────────────────┤ | │  BTC       $75,400 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7976,2026-05-23T18:15:28+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 23  2:15-2:20 PM ET | ├─────────────────────────┤ | │  BTC       $75,631 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7977,2026-05-23T18:30:28+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 23  2:30-2:35 PM ET | ├─────────────────────────┤ | │  BTC       $75,784 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7978,2026-05-23T18:45:29+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 23  2:45-2:50 PM ET | ├─────────────────────────┤ | │  BTC       $75,801 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7979,2026-05-23T19:00:30+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 23  3:00-3:05 PM ET | ├─────────────────────────┤ | │  BTC       $75,776 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7980,2026-05-23T19:15:31+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 23  3:15-3:20 PM ET | ├─────────────────────────┤ | │  BTC       $75,740 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7981,2026-05-23T19:24:15+00:00,,SIGNAL,DOWN,,,,,,,1.67,"🟥🟥🟥
├───────",0,3,DOWN,5,High,,,,2,"🔴 BUY DOWN BTC |  | ┌─────────────────────────┐ | │  May 23  3:20-3:25 PM ET | ├─────────────────────────┤ | │  BTC        $75,820 | │  Beat       $75,858 | │  BTC ▼ PTB  🟥🟥🟥 | ├─────────────────────────┤ | │  Entry      60¢  (1.67x) | │  Confidence ●●●●●  High | │  Closes in  1 min | ├─────────────────────────┤ | │  Record     2W 1L  (66%)  🔥 2W streak | └─────────────────────────┘"
7982,2026-05-23T19:25:38+00:00,,WIN,DOWN,,,,,,,,,0,0,,,,,,,,"✅ WIN  BUY DOWN |  | ┌─────────────────────────┐ | │  May 23  3:20-3:25 PM ET | ├─────────────────────────┤ | │  📉 $75,858 → $75,820  (-38) | │  Entry     60¢ | ├─────────────────────────┤ | │  Record    3W 1L  (75%)  🔥3W | └─────────────────────────┘"
7983,2026-05-23T19:30:32+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 23  3:30-3:35 PM ET | ├─────────────────────────┤ | │  BTC       $75,889 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 4 min | └─────────────────────────┘"
7984,2026-05-23T19:45:33+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 23  3:45-3:50 PM ET | ├─────────────────────────┤ | │  BTC       $75,841 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 4 min | └─────────────────────────┘"
7985,2026-05-23T20:00:33+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 23  4:00-4:05 PM ET | ├─────────────────────────┤ | │  BTC       $75,904 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 4 min | └─────────────────────────┘"
7986,2026-05-23T20:15:34+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 23  4:15-4:20 PM ET | ├─────────────────────────┤ | │  BTC       $75,971 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 4 min | └─────────────────────────┘"
7987,2026-05-24T06:05:13+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  2:05-2:10 AM ET | ├─────────────────────────┤ | │  BTC       $76,739 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7988,2026-05-24T06:14:35+00:00,,SIGNAL,DOWN,,,,,,,1.67,"🟥🟥
├────────",0,2,DOWN,5,High,,,,,"🔴 BUY DOWN BTC |  | ┌─────────────────────────┐ | │  May 24  2:10-2:15 AM ET | ├─────────────────────────┤ | │  BTC        $76,724 | │  Beat       $76,741 | │  BTC ▼ PTB  🟥🟥 | ├─────────────────────────┤ | │  Entry      60¢  (1.67x) | │  Confidence ●●●●●  High | │  Closes in  1 min | ├─────────────────────────┤ | │  Record     0W 0L | └─────────────────────────┘"
7989,2026-05-24T06:15:38+00:00,,WIN,DOWN,,,,,,,,,0,0,,,,,,,,"✅ WIN  BUY DOWN |  | ┌─────────────────────────┐ | │  May 24  2:10-2:15 AM ET | ├─────────────────────────┤ | │  📉 $76,741 → $76,728  (-13) | │  Entry     60¢ | ├─────────────────────────┤ | │  Record    1W 0L  (100%)  🔥1W | └─────────────────────────┘"
7990,2026-05-24T06:20:13+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  2:20-2:25 AM ET | ├─────────────────────────┤ | │  BTC       $76,703 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7991,2026-05-24T06:35:13+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  2:35-2:40 AM ET | ├─────────────────────────┤ | │  BTC       $76,653 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7992,2026-05-24T06:38:55+00:00,,SIGNAL,UP,,,,,,,1.67,"🟩🟩🟩🟩
├──────",4,0,UP,5,High,,,,1,"🟢 BUY UP BTC |  | ┌─────────────────────────┐ | │  May 24  2:35-2:40 AM ET | ├─────────────────────────┤ | │  BTC        $76,694 | │  Beat       $76,646 | │  BTC ▲ PTB  🟩🟩🟩🟩 | ├─────────────────────────┤ | │  Entry      60¢  (1.67x) | │  Confidence ●●●●●  High | │  Closes in  1 min | ├─────────────────────────┤ | │  Record     1W 0L  (100%)  🔥 1W streak | └─────────────────────────┘"
7993,2026-05-24T06:40:37+00:00,,WIN,UP,,,,,,,,,0,0,,,,,,,,"✅ WIN  BUY UP |  | ┌─────────────────────────┐ | │  May 24  2:35-2:40 AM ET | ├─────────────────────────┤ | │  📈 $76,646 → $76,647  (+1) | │  Entry     60¢ | ├─────────────────────────┤ | │  Record    2W 0L  (100%)  🔥2W | └─────────────────────────┘"
7994,2026-05-24T06:50:13+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  2:50-2:55 AM ET | ├─────────────────────────┤ | │  BTC       $76,806 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7995,2026-05-24T07:05:13+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  3:05-3:10 AM ET | ├─────────────────────────┤ | │  BTC       $76,862 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7996,2026-05-24T07:20:14+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  3:20-3:25 AM ET | ├─────────────────────────┤ | │  BTC       $76,812 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7997,2026-05-24T07:33:51+00:00,,SIGNAL,DOWN,,,,,,,1.75,"🟥🟥🟥
├───────",0,3,DOWN,5,High,,,,2,"🔴 BUY DOWN BTC |  | ┌─────────────────────────┐ | │  May 24  3:30-3:35 AM ET | ├─────────────────────────┤ | │  BTC        $76,765 | │  Beat       $76,807 | │  BTC ▼ PTB  🟥🟥🟥 | ├─────────────────────────┤ | │  Entry      56¢  (1.75x) | │  Confidence ●●●●●  High | │  Closes in  1 min | ├─────────────────────────┤ | │  Record     2W 0L  (100%)  🔥 2W streak | └─────────────────────────┘"
7998,2026-05-24T07:35:13+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  3:35-3:40 AM ET | ├─────────────────────────┤ | │  BTC       $76,804 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7999,2026-05-24T07:35:38+00:00,,WIN,DOWN,,,,,,,,,0,0,,,,,,,,"✅ WIN  BUY DOWN |  | ┌─────────────────────────┐ | │  May 24  3:30-3:35 AM ET | ├─────────────────────────┤ | │  📉 $76,807 → $76,789  (-18) | │  Entry     56¢ | ├─────────────────────────┤ | │  Record    3W 0L  (100%)  🔥3W | └─────────────────────────┘"
8000,2026-05-24T07:50:15+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  3:50-3:55 AM ET | ├─────────────────────────┤ | │  BTC       $76,714 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8001,2026-05-24T08:05:15+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  4:05-4:10 AM ET | ├─────────────────────────┤ | │  BTC       $76,696 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8002,2026-05-24T08:20:15+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  4:20-4:25 AM ET | ├─────────────────────────┤ | │  BTC       $76,679 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8003,2026-05-24T08:35:15+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  4:35-4:40 AM ET | ├─────────────────────────┤ | │  BTC       $76,698 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8004,2026-05-24T08:48:51+00:00,,SIGNAL,UP,,,,,,,1.72,"🟩🟩
├────────",2,0,UP,5,High,,,,3,"🟢 BUY UP BTC |  | ┌─────────────────────────┐ | │  May 24  4:45-4:50 AM ET | ├─────────────────────────┤ | │  BTC        $76,731 | │  Beat       $76,713 | │  BTC ▲ PTB  🟩🟩 | ├─────────────────────────┤ | │  Entry      57¢  (1.72x) | │  Confidence ●●●●●  High | │  Closes in  1 min | ├─────────────────────────┤ | │  Record     3W 0L  (100%)  🔥 3W streak | └─────────────────────────┘"
8005,2026-05-24T08:50:16+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  4:50-4:55 AM ET | ├─────────────────────────┤ | │  BTC       $76,713 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8006,2026-05-24T08:50:37+00:00,,WIN,UP,,,,,,,,,0,0,,,,,,,,"✅ WIN  BUY UP |  | ┌─────────────────────────┐ | │  May 24  4:45-4:50 AM ET | ├─────────────────────────┤ | │  📈 $76,713 → $76,723  (+10) | │  Entry     57¢ | ├─────────────────────────┤ | │  Record    4W 0L  (100%)  🔥4W | └─────────────────────────┘"
8007,2026-05-24T08:55:05+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  4:55-5:00 AM ET | ├─────────────────────────┤ | │  BTC       $76,708 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8008,2026-05-24T09:10:06+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  5:10-5:15 AM ET | ├─────────────────────────┤ | │  BTC       $76,783 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8009,2026-05-24T09:25:07+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  5:25-5:30 AM ET | ├─────────────────────────┤ | │  BTC       $76,874 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8010,2026-05-24T09:29:21+00:00,,SIGNAL,DOWN,,,,,,,1.72,"🟥🟥🟥🟥🟥
├─────",0,5,DOWN,5,High,,,,,"🔴 BUY DOWN BTC |  | ┌─────────────────────────┐ | │  May 24  5:25-5:30 AM ET | ├─────────────────────────┤ | │  BTC        $76,807 | │  Beat       $76,884 | │  BTC ▼ PTB  🟥🟥🟥🟥🟥 | ├─────────────────────────┤ | │  Entry      57¢  (1.72x) | │  Confidence ●●●●●  High | │  Closes in  1 min | ├─────────────────────────┤ | │  Record     0W 0L | └─────────────────────────┘"
8011,2026-05-24T09:30:38+00:00,,WIN,DOWN,,,,,,,,,0,0,,,,,,,,"✅ WIN  BUY DOWN |  | ┌─────────────────────────┐ | │  May 24  5:25-5:30 AM ET | ├─────────────────────────┤ | │  📉 $76,884 → $76,861  (-23) | │  Entry     57¢ | ├─────────────────────────┤ | │  Record    1W 0L  (100%)  🔥1W | └─────────────────────────┘"
8012,2026-05-24T09:40:08+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  5:40-5:45 AM ET | ├─────────────────────────┤ | │  BTC       $76,882 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8013,2026-05-24T09:54:25+00:00,,SIGNAL,UP,,,,,,,1.79,"🟩🟩
├────────",2,0,UP,5,High,,,,1,"🟢 BUY UP BTC |  | ┌─────────────────────────┐ | │  May 24  5:50-5:55 AM ET | ├─────────────────────────┤ | │  BTC        $76,904 | │  Beat       $76,882 | │  BTC ▲ PTB  🟩🟩 | ├─────────────────────────┤ | │  Entry      56¢  (1.79x) | │  Confidence ●●●●●  High | │  Closes in  1 min | ├─────────────────────────┤ | │  Record     1W 0L  (100%)  🔥 1W streak | └─────────────────────────┘"
8014,2026-05-24T09:55:09+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  5:55-6:00 AM ET | ├─────────────────────────┤ | │  BTC       $76,905 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8015,2026-05-24T09:55:38+00:00,,WIN,UP,,,,,,,,,0,0,,,,,,,,"✅ WIN  BUY UP |  | ┌─────────────────────────┐ | │  May 24  5:50-5:55 AM ET | ├─────────────────────────┤ | │  📈 $76,882 → $76,904  (+22) | │  Entry     56¢ | ├─────────────────────────┤ | │  Record    2W 0L  (100%)  🔥2W | └─────────────────────────┘"
8016,2026-05-24T10:10:09+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  6:10-6:15 AM ET | ├─────────────────────────┤ | │  BTC       $76,881 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8017,2026-05-24T10:25:10+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  6:25-6:30 AM ET | ├─────────────────────────┤ | │  BTC       $76,890 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8018,2026-05-24T10:40:11+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  6:40-6:45 AM ET | ├─────────────────────────┤ | │  BTC       $77,101 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8019,2026-05-24T10:55:11+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  6:55-7:00 AM ET | ├─────────────────────────┤ | │  BTC       $77,069 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8020,2026-05-24T11:10:11+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  7:10-7:15 AM ET | ├─────────────────────────┤ | │  BTC       $77,189 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8021,2026-05-24T11:25:11+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  7:25-7:30 AM ET | ├─────────────────────────┤ | │  BTC       $77,206 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8022,2026-05-24T11:40:11+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  7:40-7:45 AM ET | ├─────────────────────────┤ | │  BTC       $77,164 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8023,2026-05-24T11:49:37+00:00,,SIGNAL,UP,,,,,,,1.67,"🟩🟩🟩🟩
├──────",4,0,UP,5,High,,,,2,"🟢 BUY UP BTC |  | ┌─────────────────────────┐ | │  May 24  7:45-7:50 AM ET | ├─────────────────────────┤ | │  BTC        $77,202 | │  Beat       $77,153 | │  BTC ▲ PTB  🟩🟩🟩🟩 | ├─────────────────────────┤ | │  Entry      60¢  (1.67x) | │  Confidence ●●●●●  High | │  Closes in  1 min | ├─────────────────────────┤ | │  Record     2W 0L  (100%)  🔥 2W streak | └─────────────────────────┘"
8024,2026-05-24T11:50:37+00:00,,LOSS,UP,,,,,,,,,0,0,,,,,,,,"❌ LOSS  BUY UP |  | ┌─────────────────────────┐ | │  May 24  7:45-7:50 AM ET | ├─────────────────────────┤ | │  📉 $77,153 → $77,134  (-19) | │  Entry     60¢ | ├─────────────────────────┤ | │  Record    2W 1L  (66%)  ❄️1L | └─────────────────────────┘"
8025,2026-05-24T11:55:12+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  7:55-8:00 AM ET | ├─────────────────────────┤ | │  BTC       $77,177 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8026,2026-05-24T12:10:12+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  8:10-8:15 AM ET | ├─────────────────────────┤ | │  BTC       $77,131 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8027,2026-05-24T12:25:12+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  8:25-8:30 AM ET | ├─────────────────────────┤ | │  BTC       $76,987 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8028,2026-05-24T12:40:12+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  8:40-8:45 AM ET | ├─────────────────────────┤ | │  BTC       $76,988 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8029,2026-05-24T12:55:14+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 24  8:55-9:00 AM ET | ├─────────────────────────┤ | │  BTC       $76,991 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
8030,2026-05-24T12:59:09+00:00,,SIGNAL,UP,,,,,,,1.82,"🟩🟩
├────────",2,0,UP,5,High,,,,,"🟢 BUY UP BTC |  | ┌─────────────────────────┐ | │  May 24  8:55-9:00 AM ET | ├─────────────────────────┤ | │  BTC        $77,025 | │  Beat       $76,998 | │  BTC ▲ PTB  🟩🟩 | ├─────────────────────────┤ | │  Entry      55¢  (1.82x) | │  Confidence ●●●●●  High | │  Closes in  1 min | ├─────────────────────────┤ | │  Record     2W 1L  (66%)  ❄️ 1L streak | └─────────────────────────┘"
8031,2026-05-24T13:00:37+00:00,,WIN,UP,,,,,,,,,0,0,,,,,,,,"✅ WIN  BUY UP |  | ┌─────────────────────────┐ | │  May 24  8:55-9:00 AM ET | ├─────────────────────────┤ | │  📈 $76,998 → $77,017  (+19) | │  Entry     55¢ | ├─────────────────────────┤ | │  Record    3W 1L  (75%)  🔥1W | └─────────────────────────┘"
