event_type,sleeve_id,asset,tf,direction,slug,fire_us,slot_start_us,fire_offset_s,fill_vwap,fill_shares,placed_size_usd,intended_size_usd,outcome,pnl_usd,book_source,exit_type,won,up_vwap,dn_vwap
sleeve_fire_placed,poly_sniper_v5_eth_15m_trstack_vwap_offearly,ETH,15m,DOWN,eth-updown-15m-1779902100,1779902160000000,1779902100000000,60,0.5865744054720433,8.524067796610169,5.0,5.0,,,ws_mirror,,,0.5413824546736171,0.6796683704763854
sleeve_fire_placed,poly_sniper_v5_eth_15m_trstack_vwap_offearly,ETH,15m,DOWN,eth-updown-15m-1779903000,1779903060000000,1779903000000000,60,0.58,8.620689655172415,5.0,5.0,,,ws_mirror,,,0.5365317851237956,0.684060848961568
sleeve_fire_resolved,poly_sniper_v5_eth_15m_trstack_vwap_offearly,ETH,15m,DOWN,eth-updown-15m-1779902100,1779903000000000,1779902100000000,30,0.6,8.333333333333334,5.0,5.0,Up,-5.0,ws_mirror,,False,0.523388392507624,0.7006743764906804
sleeve_fire_resolved,poly_sniper_v5_eth_15m_trstack_vwap_offearly,ETH,15m,DOWN,eth-updown-15m-1779902100,1779903000000000,1779902100000000,60,0.5865744054720433,8.524067796610169,5.0,5.0,Up,-5.0,ws_mirror,,False,0.5413824546736171,0.6796683704763854
sleeve_fire_resolved,poly_sniper_v5_eth_15m_trstack_vwap_offearly,ETH,15m,DOWN,eth-updown-15m-1779903000,1779903900000000,1779903000000000,60,0.58,8.620689655172415,5.0,5.0,Down,3.5482758620689663,ws_mirror,,True,0.5365317851237956,0.684060848961568
sleeve_fire_placed,poly_sniper_v5_eth_5m_ema200_vwap_regimerang_xa3_v7,ETH,5m,UP,eth-updown-5m-1779903900,1779903990000000,1779903900000000,90,0.76,6.578947368421052,5.0,5.0,,,ws_mirror,,,0.9253064954996865,0.354681680943208
sleeve_fire_resolved,poly_sniper_v5_eth_5m_ema200_vwap_regimerang_xa3_v7,ETH,5m,UP,eth-updown-5m-1779903900,1779904200000000,1779903900000000,90,0.76,6.578947368421052,5.0,5.0,Up,1.5473684210526313,ws_mirror,,True,0.9253064954996865,0.354681680943208
sleeve_fire_placed,poly_sniper_v5_eth_5m_ema200_vwap_regimerang_xa3_v7,ETH,5m,DOWN,eth-updown-5m-1779904200,1779904290000000,1779904200000000,90,0.72,6.944444444444445,5.0,5.0,,,ws_mirror,,,0.4116109475520663,0.8359723786228085
sleeve_fire_resolved,poly_sniper_v5_eth_5m_ema200_vwap_regimerang_xa3_v7,ETH,5m,DOWN,eth-updown-5m-1779904200,1779904500000000,1779904200000000,90,0.72,6.944444444444445,5.0,5.0,Down,1.9055555555555557,ws_mirror,,True,0.4116109475520663,0.8359723786228085
sleeve_fire_placed,poly_sniper_v5_eth_5m_ema200_vwap_regimerang_xa3_v7,ETH,5m,UP,eth-updown-5m-1779904800,1779904890000000,1779904800000000,90,0.48131704058779606,10.388163265306124,5.0,5.0,,,ws_mirror,,,0.6128013736742881,0.6316130633396992
sleeve_fire_resolved,poly_sniper_v5_eth_5m_ema200_vwap_regimerang_xa3_v7,ETH,5m,UP,eth-updown-5m-1779904800,1779905100000000,1779904800000000,90,0.48131704058779606,10.388163265306124,5.0,5.0,Down,-5.0,ws_mirror,,False,0.6128013736742881,0.6316130633396992
sleeve_fire_placed,poly_sniper_v5_eth_5m_ema200_vwap_regimerang_xa3_v7,ETH,5m,DOWN,eth-updown-5m-1779905100,1779905190000000,1779905100000000,90,0.56,8.928571428571427,5.0,5.0,,,ws_mirror,,,0.5996383337330675,0.6878852883201604
sleeve_fire_resolved,poly_sniper_v5_eth_5m_ema200_vwap_regimerang_xa3_v7,ETH,5m,DOWN,eth-updown-5m-1779905100,1779905400000000,1779905100000000,90,0.56,8.928571428571427,5.0,5.0,Down,3.8499999999999988,ws_mirror,,True,0.5996383337330675,0.6878852883201604
sleeve_fire_placed,poly_sniper_v5_eth_5m_ema200_vwap_regimerang_xa3_v7,ETH,5m,DOWN,eth-updown-5m-1779905400,1779905490000000,1779905400000000,90,0.45,11.11111111111111,5.0,5.0,,,ws_mirror,,,0.6807011659539919,0.5476348596205296
sleeve_fire_placed,poly_sniper_v5_eth_15m_trstack_vwap_offearly,ETH,15m,DOWN,eth-updown-15m-1779905700,1779905730000000,1779905700000000,30,0.52,9.615384615384615,5.0,5.0,,,ws_mirror,,,0.5750886518735528,0.6296968559417141
sleeve_fire_resolved,poly_sniper_v5_eth_5m_ema200_vwap_regimerang_xa3_v7,ETH,5m,DOWN,eth-updown-5m-1779905400,1779905700000000,1779905400000000,90,0.45,11.11111111111111,5.0,5.0,Down,5.988888888888889,ws_mirror,,True,0.6807011659539919,0.5476348596205296
sleeve_fire_resolved,poly_sniper_v5_eth_15m_trstack_vwap_offearly,ETH,15m,DOWN,eth-updown-15m-1779905700,1779906600000000,1779905700000000,30,0.52,9.615384615384615,5.0,5.0,Up,-5.0,ws_mirror,,False,0.5750886518735528,0.6296968559417141
sleeve_fire_placed,poly_sniper_v5_eth_5m_ema200_vwap_regimerang_xa3_v7,ETH,5m,DOWN,eth-updown-5m-1779906600,1779906690000000,1779906600000000,90,0.67,7.462686567164178,5.0,5.0,,,ws_mirror,,,0.46380304784596116,0.7903996383071482
sleeve_fire_resolved,poly_sniper_v5_eth_5m_ema200_vwap_regimerang_xa3_v7,ETH,5m,DOWN,eth-updown-5m-1779906600,1779906900000000,1779906600000000,90,0.67,7.462686567164178,5.0,5.0,Down,2.413432835820895,ws_mirror,,True,0.46380304784596116,0.7903996383071482
sleeve_fire_placed,poly_sniper_v5_eth_5m_ema200_vwap_regimerang_xa3_v7,ETH,5m,DOWN,eth-updown-5m-1779907500,1779907590000000,1779907500000000,90,0.57,8.771929824561404,5.0,5.0,,,ws_mirror,,,0.5764990731282867,0.6941110075224356
sleeve_fire_resolved,poly_sniper_v5_eth_5m_ema200_vwap_regimerang_xa3_v7,ETH,5m,DOWN,eth-updown-5m-1779907500,1779907800000000,1779907500000000,90,0.57,8.771929824561404,5.0,5.0,Up,-5.0,ws_mirror,,False,0.5764990731282867,0.6941110075224356
