sleeve,family,arm,coin,entry_ts,exit_ts,direction,entry_price,exit_price,bars_held,reason,ret_pct,paper_pnl_usd,status
VP_XRP,VP,OBSERVE,XRP,2026-04-15T16:00:00+00:00,2026-04-15T16:00:00+00:00,SHORT,1.372088,1.407842,0,SL,-3.142,-7.85,CLOSED
VP_LINK,VP,OBSERVE,LINK,2026-04-15T20:00:00+00:00,2026-04-16T16:00:00+00:00,SHORT,9.322302,9.647334,5,SL,-3.106,-7.76,CLOSED
VP_BTC,VP,OBSERVE,BTC,2026-04-16T00:00:00+00:00,2026-04-17T12:00:00+00:00,SHORT,74752.5675,76753.354083,9,SL,-3.138,-7.85,CLOSED
VP_DOGE,VP,OBSERVE,DOGE,2026-04-16T00:00:00+00:00,2026-04-16T16:00:00+00:00,SHORT,0.094874,0.098163,4,SL,-3.106,-7.77,CLOSED
VP_SUI,VP,OBSERVE,SUI,2026-04-16T08:00:00+00:00,2026-04-16T20:00:00+00:00,SHORT,0.970219,1.008517,3,SL,-3.094,-7.74,CLOSED
VP_ETH,VP,OBSERVE,ETH,2026-04-16T12:00:00+00:00,2026-04-17T12:00:00+00:00,SHORT,2333.09986,2408.321349,6,SL,-3.116,-7.79,CLOSED
VP_AVAX,VP,OBSERVE,AVAX,2026-04-18T04:00:00+00:00,2026-04-28T04:00:00+00:00,SHORT,9.638008,9.1713,60,TIME,3.203,8.01,CLOSED
VP_SUI,VP,OBSERVE,SUI,2026-04-18T04:00:00+00:00,2026-04-28T04:00:00+00:00,SHORT,0.996101,0.92568,60,TIME,4.545,11.36,CLOSED
VP_LINK,VP,OBSERVE,LINK,2026-04-18T12:00:00+00:00,2026-04-28T12:00:00+00:00,SHORT,9.39738,9.221,60,TIME,1.386,3.47,CLOSED
VP_SOL,VP,OBSERVE,SOL,2026-04-18T12:00:00+00:00,2026-04-27T00:00:00+00:00,SHORT,86.495044,88.008666,51,SL,-1.499,-3.75,CLOSED
VP_XRP,VP,OBSERVE,XRP,2026-04-18T12:00:00+00:00,2026-04-28T12:00:00+00:00,SHORT,1.430271,1.3745,60,TIME,3.119,7.8,CLOSED
VP_BTC,VP,OBSERVE,BTC,2026-04-19T00:00:00+00:00,2026-04-22T00:00:00+00:00,SHORT,75619.3074,77464.705122,18,SL,-3.152,-7.88,CLOSED
STF_BNB,STF,DEPLOY,BNB,2026-04-19T08:00:00+00:00,2026-04-21T08:00:00+00:00,SHORT,619.923967,634.406354,12,SL,-3.156,-7.89,CLOSED
STF_DOGE,STF,DEPLOY,DOGE,2026-04-19T08:00:00+00:00,2026-04-22T04:00:00+00:00,SHORT,0.094067,0.097641,17,SL,-3.096,-7.74,CLOSED
VP_DOGE,VP,OBSERVE,DOGE,2026-04-19T08:00:00+00:00,2026-04-29T08:00:00+00:00,LONG,0.094123,0.111812,60,TP,14.928,37.32,CLOSED
STF_ADA,STF,DEPLOY,ADA,2026-04-20T00:00:00+00:00,2026-04-21T08:00:00+00:00,SHORT,0.242177,0.251925,8,SL,-3.093,-7.73,CLOSED
STF_AVAX,STF,DEPLOY,AVAX,2026-04-20T00:00:00+00:00,2026-04-20T20:00:00+00:00,SHORT,8.9964,9.368564,5,SL,-3.089,-7.72,CLOSED
STF_SOL,STF,DEPLOY,SOL,2026-04-20T00:00:00+00:00,2026-04-21T12:00:00+00:00,SHORT,83.366982,86.392591,9,SL,-3.103,-7.76,CLOSED
VP_ADA,VP,OBSERVE,ADA,2026-04-22T04:00:00+00:00,2026-05-02T04:00:00+00:00,SHORT,0.254044,0.24764,60,TIME,2.005,5.01,CLOSED
STF_BNB,STF,DEPLOY,BNB,2026-04-22T08:00:00+00:00,2026-04-25T16:00:00+00:00,LONG,642.232612,628.076384,20,SL,-3.168,-7.92,CLOSED
STF_ETH,STF,DEPLOY,ETH,2026-04-22T08:00:00+00:00,2026-04-23T08:00:00+00:00,LONG,2389.31658,2307.749424,6,SL,-3.104,-7.76,CLOSED
VP_ETH,VP,OBSERVE,ETH,2026-04-22T08:00:00+00:00,2026-05-02T08:00:00+00:00,SHORT,2387.88342,2301.2,60,TIME,3.135,7.84,CLOSED
VP_BNB,VP,OBSERVE,BNB,2026-04-24T04:00:00+00:00,2026-05-04T04:00:00+00:00,SHORT,634.399623,631.282757,60,SL,0.569,1.42,CLOSED
STF_DOGE,STF,DEPLOY,DOGE,2026-04-25T04:00:00+00:00,2026-05-04T00:00:00+00:00,LONG,0.098836,0.112857,53,TP,14.909,37.27,CLOSED
VP_BTC,VP,OBSERVE,BTC,2026-04-26T20:00:00+00:00,2026-05-02T20:00:00+00:00,SHORT,78163.5439,78781.810045,36,SL,-1.567,-3.92,CLOSED
STF_BNB,STF,DEPLOY,BNB,2026-04-27T08:00:00+00:00,2026-05-04T04:00:00+00:00,SHORT,625.482299,631.282757,41,SL,-1.738,-4.34,CLOSED
VP_SOL,VP,OBSERVE,SOL,2026-04-28T00:00:00+00:00,2026-04-29T16:00:00+00:00,LONG,84.794431,82.656239,10,SL,-3.142,-7.86,CLOSED
VP_SUI,VP,OBSERVE,SUI,2026-04-29T04:00:00+00:00,2026-04-29T12:00:00+00:00,LONG,0.93201,0.904925,2,SL,-3.122,-7.81,CLOSED
VP_AVAX,VP,OBSERVE,AVAX,2026-04-29T12:00:00+00:00,2026-05-05T12:00:00+00:00,SHORT,9.347295,9.525325,36,SL,-2.326,-5.82,CLOSED
VP_LINK,VP,OBSERVE,LINK,2026-04-29T12:00:00+00:00,2026-05-04T08:00:00+00:00,SHORT,9.353493,9.431477,29,SL,-1.194,-2.99,CLOSED
VP_SOL,VP,OBSERVE,SOL,2026-05-01T00:00:00+00:00,2026-05-09T00:00:00+00:00,LONG,83.069914,93.266292,48,TP,14.852,37.13,CLOSED
STF_BTC,STF,DEPLOY,BTC,2026-05-01T16:00:00+00:00,2026-05-11T16:00:00+00:00,LONG,78436.5239,81906.0,60,TIME,6.357,15.89,CLOSED
VP_XRP,VP,OBSERVE,XRP,2026-05-01T16:00:00+00:00,2026-05-11T16:00:00+00:00,LONG,1.395418,1.4787,60,TIME,8.361,20.9,CLOSED
VP_ADA,VP,OBSERVE,ADA,2026-05-03T00:00:00+00:00,2026-05-05T04:00:00+00:00,SHORT,0.249995,0.25546,13,SL,-3.168,-7.92,CLOSED
VP_ETH,VP,OBSERVE,ETH,2026-05-03T00:00:00+00:00,2026-05-04T00:00:00+00:00,SHORT,2315.40517,2364.401289,6,SL,-3.174,-7.93,CLOSED
