run_ts,n_open,n_pending,n_recent_closed,ledger_total
2026-07-01T02:05:10.597415+00:00,3,0,44,63
2026-07-01T03:05:06.999712+00:00,3,0,44,63
2026-07-01T04:05:12.701824+00:00,3,0,44,63
2026-07-01T05:26:30.933737+00:00,3,0,44,63
2026-07-01T06:05:08.410074+00:00,3,0,44,63
2026-07-01T07:05:14.721565+00:00,3,0,44,63
2026-07-01T08:05:12.767999+00:00,3,0,44,63
2026-07-01T09:05:09.146073+00:00,3,0,44,63
2026-07-01T10:05:08.438865+00:00,3,0,44,63
2026-07-01T11:05:07.228155+00:00,3,0,44,63
2026-07-01T12:05:12.572551+00:00,3,0,44,63
2026-07-01T13:05:07.101362+00:00,3,0,44,63
2026-07-01T14:05:08.733096+00:00,3,0,44,63
2026-07-01T15:05:08.637513+00:00,3,0,44,63
2026-07-01T16:05:12.808758+00:00,3,0,44,63
2026-07-01T17:05:07.068380+00:00,3,0,44,63
2026-07-01T18:05:10.645784+00:00,3,0,44,63
2026-07-01T19:05:09.172820+00:00,3,0,44,63
2026-07-01T20:05:14.700334+00:00,2,1,45,64
2026-07-01T21:05:10.770992+00:00,2,1,45,64
2026-07-01T22:05:13.698494+00:00,2,1,45,64
2026-07-01T23:05:10.094344+00:00,2,1,45,64
2026-07-02T00:05:19.110357+00:00,2,0,45,64
2026-07-02T01:05:11.529502+00:00,2,0,45,64
2026-07-02T02:05:13.856014+00:00,2,0,45,64
2026-07-02T03:05:12.873816+00:00,2,0,45,64
2026-07-02T04:05:16.716985+00:00,2,0,45,64
2026-07-02T05:05:12.796509+00:00,2,0,45,64
2026-07-02T06:05:09.867548+00:00,2,0,45,64
2026-07-02T07:05:10.723318+00:00,2,0,45,64
2026-07-02T08:05:17.606256+00:00,2,1,45,64
2026-07-02T09:05:11.144606+00:00,2,1,45,64
2026-07-02T10:05:10.689855+00:00,2,1,45,64
2026-07-02T11:05:11.026516+00:00,2,1,45,64
