slug,asset,tf,slot_start_s,fire_ts_us,offset_s,n_trades_5s,flow_imbalance_5s,up_ask,dn_ask,sum_asks,direction,entry_px,shares,stake_usd,winner,outcome_truth,won,pnl_usd,fired,ws_s
btc-updown-5m-1777291800,BTC,5m,1777291800,1777291875000000,75,78,-0.9999999999997339,0.8199999928474426,0.1899999976158142,1.0099999904632568,Up,0.8199999928474426,1.2195122057593062,1.0,Up,Up,True,0.2069122052586271,True,1777291800
btc-updown-5m-1777291800,BTC,5m,1777291800,1777291880000000,80,127,0.9269779226020411,0.8999999761581421,0.10999999940395355,1.0099999755620956,Down,0.10999999940395355,9.090909140169128,1.0,Up,Up,False,-1.0623000000417233,True,1777291800
btc-updown-5m-1777291800,BTC,5m,1777291800,1777291885000000,85,50,0.8821200333424858,0.8899999856948853,0.11999999731779099,1.0099999830126762,Down,0.11999999731779099,8.333333519597852,1.0,Up,Up,False,-1.0616000001877546,True,1777291800
btc-updown-5m-1777292100,BTC,5m,1777292100,1777292168000000,68,74,0.31012838801710085,0.699999988079071,0.3100000023841858,1.0099999904632568,Down,0.3100000023841858,3.225806426803478,1.0,Down,Down,True,2.177506426970371,True,1777292100
btc-updown-5m-1777292100,BTC,5m,1777292100,1777292177000000,77,76,0.6229294931997326,0.7300000190734863,0.2800000011920929,1.0100000202655792,Down,0.2800000011920929,3.571428556223305,1.0,Down,Down,True,2.5210285563067516,True,1777292100
btc-updown-5m-1777292100,BTC,5m,1777292100,1777292182000000,82,57,-0.6022201665123957,0.7900000214576721,0.2199999988079071,1.0100000202655792,Up,0.7900000214576721,1.2658227504283424,1.0,Down,Down,False,-1.014699998497963,True,1777292100
btc-updown-5m-1777292100,BTC,5m,1777292100,1777292200000000,100,123,0.5915108604405682,0.6399999856948853,0.3700000047683716,1.0099999904632568,Down,0.3700000047683716,2.7027026678716473,1.0,Down,Down,True,1.6586026682054331,True,1777292100
btc-updown-5m-1777292100,BTC,5m,1777292100,1777292205000000,105,133,0.8446084556735237,0.5699999928474426,0.44999998807907104,1.0199999809265137,Down,0.44999998807907104,2.2222222810910086,0.9999999999999999,Down,Down,True,1.1837222802565437,True,1777292100
btc-updown-5m-1777292400,BTC,5m,1777292400,1777292466000000,66,50,-0.32509879732430624,0.550000011920929,0.46000000834465027,1.0100000202655792,Up,0.550000011920929,1.8181817787737895,1.0,Down,Down,False,-1.031499999165535,True,1777292400
btc-updown-5m-1777292400,BTC,5m,1777292400,1777292475000000,75,95,0.4164508373054247,0.6200000047683716,0.38999998569488525,1.0099999904632568,Down,0.38999998569488525,2.5641026581532893,1.0,Down,Down,True,1.521402657151931,True,1777292400
btc-updown-5m-1777292400,BTC,5m,1777292400,1777292484000000,84,76,0.3687060627313882,0.49000000953674316,0.5199999809265137,1.0099999904632568,Down,0.5199999809265137,1.9230769936149668,1.0,Down,Down,True,0.8894769922798228,True,1777292400
btc-updown-5m-1777292400,BTC,5m,1777292400,1777292507000000,107,58,0.6747716128377682,0.5099999904632568,0.5,1.0099999904632568,Down,0.5,2.0,1.0,Down,Down,True,0.965,True,1777292400
btc-updown-5m-1777292400,BTC,5m,1777292400,1777292521000000,121,84,0.5727230840116424,0.38999998569488525,0.6200000047683716,1.0099999904632568,Down,0.6200000047683716,1.612903213401739,1.0,Down,Down,True,0.586303213735525,True,1777292400
btc-updown-5m-1777292700,BTC,5m,1777292700,1777292760000000,60,52,0.5697144943799486,0.6000000238418579,0.4099999964237213,1.0100000202655792,Down,0.4099999964237213,2.4390244115186124,1.0,Down,Down,True,1.3977244112682727,True,1777292700
btc-updown-5m-1777292700,BTC,5m,1777292700,1777292767000000,67,93,-0.8912349949422916,0.5600000023841858,0.44999998807907104,1.0099999904632568,Up,0.5600000023841858,1.7857142781116524,1.0,Down,Down,False,-1.030799999833107,True,1777292700
btc-updown-5m-1777292700,BTC,5m,1777292700,1777292775000000,75,54,-0.5840241145439679,0.38999998569488525,0.6200000047683716,1.0099999904632568,Up,0.38999998569488525,2.5641026581532893,1.0,Down,Down,False,-1.042700001001358,True,1777292700
btc-updown-5m-1777292700,BTC,5m,1777292700,1777292785000000,85,57,-0.393785230894801,0.3499999940395355,0.6600000262260437,1.0100000202655792,Up,0.3499999940395355,2.857142905799711,1.0,Down,Down,False,-1.0455000004172326,True,1777292700
btc-updown-5m-1777292700,BTC,5m,1777292700,1777292792000000,92,67,-0.7143585020282083,0.3199999928474426,0.6899999976158142,1.0099999904632568,Up,0.3199999928474426,3.125000069849195,1.0,Down,Down,False,-1.0476000005006791,True,1777292700
btc-updown-5m-1777293000,BTC,5m,1777293000,1777293060000000,60,96,-0.9658704026061613,0.6200000047683716,0.38999998569488525,1.0099999904632568,Up,0.6200000047683716,1.612903213401739,1.0,Down,Down,False,-1.026599999666214,True,1777293000
btc-updown-5m-1777293000,BTC,5m,1777293000,1777293104000000,104,68,0.5760954567240639,0.5400000214576721,0.4699999988079071,1.0100000202655792,Down,0.4699999988079071,2.1276595798646123,0.9999999999999999,Down,Down,True,1.0905595797811658,True,1777293000
btc-updown-5m-1777293000,BTC,5m,1777293000,1777293109000000,109,112,0.6864399768345981,0.7599999904632568,0.25,1.0099999904632568,Down,0.25,4.0,1.0,Down,Down,True,2.9475,True,1777293000
btc-updown-5m-1777293000,BTC,5m,1777293000,1777293114000000,114,58,-0.6708918475286156,0.75,0.25999999046325684,1.0099999904632568,Up,0.75,1.3333333333333333,1.0,Down,Down,False,-1.0175,True,1777293000
btc-updown-5m-1777293000,BTC,5m,1777293000,1777293121000000,121,95,0.4194596081418316,0.7200000286102295,0.28999999165534973,1.0100000202655792,Down,0.28999999165534973,3.4482759612919205,1.0,Down,Down,True,2.398575960707795,True,1777293000
btc-updown-5m-1777293300,BTC,5m,1777293300,1777293361000000,61,59,0.9539938815794111,0.7699999809265137,0.2800000011920929,1.0499999821186066,Down,0.2800000011920929,3.571428556223305,1.0,Down,Down,True,2.5210285563067516,True,1777293300
btc-updown-5m-1777293300,BTC,5m,1777293300,1777293368000000,68,54,-0.3264297928937315,0.75,0.25999999046325684,1.0099999904632568,Up,0.75,1.3333333333333333,1.0,Down,Down,False,-1.0175,True,1777293300
btc-updown-5m-1777293300,BTC,5m,1777293300,1777293391000000,91,52,0.38963651498325536,0.6899999976158142,0.3199999928474426,1.0099999904632568,Down,0.3199999928474426,3.125000069849195,1.0,Down,Down,True,2.0774000693485157,True,1777293300
btc-updown-5m-1777293300,BTC,5m,1777293300,1777293398000000,98,52,0.5636730635976858,0.6700000166893005,0.3400000035762787,1.0100000202655792,Down,0.3400000035762787,2.941176439651569,1.0,Down,Down,True,1.8949764399019084,True,1777293300
btc-updown-5m-1777293300,BTC,5m,1777293300,1777293406000000,106,62,0.9044045148851934,0.5299999713897705,0.47999998927116394,1.0099999606609344,Down,0.47999998927116394,2.083333379899463,1.0,Down,Down,True,1.0469333791484445,True,1777293300
btc-updown-5m-1777293600,BTC,5m,1777293600,1777293670000000,70,55,0.7591308182655732,0.6000000238418579,0.4099999964237213,1.0100000202655792,Down,0.4099999964237213,2.4390244115186124,1.0,Up,Up,False,-1.0413000002503396,True,1777293600
btc-updown-5m-1777293600,BTC,5m,1777293600,1777293675000000,75,65,0.46959156465878854,0.7099999785423279,0.33000001311302185,1.0399999916553497,Down,0.33000001311302185,3.0303029098896115,1.0,Up,Up,False,-1.0468999990820886,True,1777293600
btc-updown-5m-1777293600,BTC,5m,1777293600,1777293682000000,82,118,0.4279984232474083,0.6200000047683716,0.38999998569488525,1.0099999904632568,Down,0.38999998569488525,2.5641026581532893,1.0,Up,Up,False,-1.042700001001358,True,1777293600
btc-updown-5m-1777293600,BTC,5m,1777293600,1777293698000000,98,52,0.48008358150013275,0.6299999952316284,0.3799999952316284,1.0099999904632568,Down,0.3799999952316284,2.6315789803903855,1.0,Up,Up,False,-1.0434000003337862,True,1777293600
btc-updown-5m-1777293600,BTC,5m,1777293600,1777293703000000,103,93,-0.9741528136092616,0.5199999809265137,0.5,1.0199999809265137,Up,0.5199999809265137,1.9230769936149668,1.0,Up,Up,True,0.8894769922798228,True,1777293600
btc-updown-5m-1777293900,BTC,5m,1777293900,1777293961000000,61,50,-0.681849138375712,0.23000000417232513,0.7799999713897705,1.0099999755620956,Up,0.23000000417232513,4.347826008084592,0.9999999999999999,Up,Up,True,3.293926008376655,True,1777293900
btc-updown-5m-1777293900,BTC,5m,1777293900,1777293966000000,66,50,-0.8441156098481705,0.30000001192092896,0.7099999785423279,1.0099999904632568,Up,0.30000001192092896,3.3333332008785725,1.0,Up,Up,True,2.2843332017130376,True,1777293900
btc-updown-5m-1777293900,BTC,5m,1777293900,1777294028000000,128,52,-0.931691320122686,0.33000001311302185,0.6800000071525574,1.0100000202655792,Up,0.33000001311302185,3.0303029098896115,1.0,Up,Up,True,1.983402910807523,True,1777293900
btc-updown-5m-1777293900,BTC,5m,1777293900,1777294057000000,157,56,0.5598538941109008,0.41999998688697815,0.5899999737739563,1.0099999606609344,Down,0.5899999737739563,1.6949153295778365,1.0,Up,Up,False,-1.028700001835823,True,1777293900
btc-updown-5m-1777293900,BTC,5m,1777293900,1777294062000000,162,73,0.44995168137362884,0.5,0.5099999904632568,1.0099999904632568,Down,0.5099999904632568,1.9607843503911702,1.0,Up,Up,False,-1.034300000667572,True,1777293900
btc-updown-5m-1777294200,BTC,5m,1777294200,1777294264000000,64,50,0.6572192794711329,0.49000000953674316,0.5199999809265137,1.0099999904632568,Down,0.5199999809265137,1.9230769936149668,1.0,Down,Down,True,0.8894769922798228,True,1777294200
btc-updown-5m-1777294200,BTC,5m,1777294200,1777294270000000,70,93,0.417440237835991,0.5099999904632568,0.5,1.0099999904632568,Down,0.5,2.0,1.0,Down,Down,True,0.965,True,1777294200
btc-updown-5m-1777294200,BTC,5m,1777294200,1777294275000000,75,61,0.5249420015546697,0.47999998927116394,0.5299999713897705,1.0099999606609344,Down,0.5299999713897705,1.8867925546822037,1.0,Down,Down,True,0.8538925526794877,True,1777294200
btc-updown-5m-1777294200,BTC,5m,1777294200,1777294292000000,92,56,-0.692455325611446,0.4399999976158142,0.5799999833106995,1.0199999809265137,Up,0.4399999976158142,2.272727285042282,1.0,Down,Down,False,-1.039200000166893,True,1777294200
btc-updown-5m-1777294200,BTC,5m,1777294200,1777294297000000,97,64,-0.7051881348994655,0.4399999976158142,0.5699999928474426,1.0099999904632568,Up,0.4399999976158142,2.272727285042282,1.0,Down,Down,False,-1.039200000166893,True,1777294200
btc-updown-5m-1777294500,BTC,5m,1777294500,1777294560000000,60,57,-0.4923037817380246,0.5299999713897705,0.47999998927116394,1.0099999606609344,Up,0.5299999713897705,1.8867925546822037,1.0,Down,Down,False,-1.0329000020027161,True,1777294500
btc-updown-5m-1777294500,BTC,5m,1777294500,1777294567000000,67,73,-0.8023231837239235,0.5299999713897705,0.47999998927116394,1.0099999606609344,Up,0.5299999713897705,1.8867925546822037,1.0,Down,Down,False,-1.0329000020027161,True,1777294500
btc-updown-5m-1777294500,BTC,5m,1777294500,1777294572000000,72,70,-0.8028212988191737,0.41999998688697815,0.5899999737739563,1.0099999606609344,Up,0.41999998688697815,2.380952455289242,1.0,Down,Down,False,-1.0406000009179117,True,1777294500
btc-updown-5m-1777294500,BTC,5m,1777294500,1777294579000000,79,65,-0.6124394391961758,0.3700000047683716,0.6700000166893005,1.0400000214576721,Up,0.3700000047683716,2.7027026678716473,1.0,Down,Down,False,-1.0440999996662141,True,1777294500
btc-updown-5m-1777294500,BTC,5m,1777294500,1777294584000000,84,65,-0.8014154681336978,0.30000001192092896,0.7099999785423279,1.0099999904632568,Up,0.30000001192092896,3.3333332008785725,1.0,Down,Down,False,-1.048999999165535,True,1777294500
btc-updown-5m-1777294800,BTC,5m,1777294800,1777294860000000,60,55,-0.9530113471049096,0.6399999856948853,0.3700000047683716,1.0099999904632568,Up,0.6399999856948853,1.5625000349245974,1.0,Down,Down,False,-1.025200001001358,True,1777294800
btc-updown-5m-1777294800,BTC,5m,1777294800,1777294867000000,67,51,0.516298360443184,0.6000000238418579,0.4099999964237213,1.0100000202655792,Down,0.4099999964237213,2.4390244115186124,1.0,Down,Down,True,1.3977244112682727,True,1777294800
btc-updown-5m-1777294800,BTC,5m,1777294800,1777294872000000,72,83,0.9272665433313582,0.75,0.25999999046325684,1.0099999904632568,Down,0.25999999046325684,3.8461539872299335,1.0,Down,Down,True,2.7943539865623612,True,1777294800
btc-updown-5m-1777294800,BTC,5m,1777294800,1777294880000000,80,55,0.9974075354302723,0.800000011920929,0.20999999344348907,1.010000005364418,Down,0.20999999344348907,4.761904910578484,1.0,Down,Down,True,3.706604910119528,True,1777294800
btc-updown-5m-1777294800,BTC,5m,1777294800,1777294885000000,85,51,0.6589856057328988,0.800000011920929,0.20999999344348907,1.010000005364418,Down,0.20999999344348907,4.761904910578484,1.0,Down,Down,True,3.706604910119528,True,1777294800
btc-updown-5m-1777295100,BTC,5m,1777295100,1777295160000000,60,51,-0.7425160249894254,0.4099999964237213,0.6000000238418579,1.0100000202655792,Up,0.4099999964237213,2.4390244115186124,1.0,Up,Up,True,1.3977244112682727,True,1777295100
btc-updown-5m-1777295100,BTC,5m,1777295100,1777295167000000,67,70,-0.8252155464270672,0.5699999928474426,0.4399999976158142,1.0099999904632568,Up,0.5699999928474426,1.7543859869269236,1.0,Up,Up,True,0.7242859864262445,True,1777295100
btc-updown-5m-1777295100,BTC,5m,1777295100,1777295177000000,77,58,0.5726589450116719,0.5899999737739563,0.41999998688697815,1.0099999606609344,Down,0.41999998688697815,2.380952455289242,1.0,Up,Up,False,-1.0406000009179117,True,1777295100
btc-updown-5m-1777295100,BTC,5m,1777295100,1777295184000000,84,52,-0.8724496029320662,0.6100000143051147,0.4399999976158142,1.050000011920929,Up,0.6100000143051147,1.6393442238508078,1.0,Up,Up,True,0.6120442248521659,True,1777295100
btc-updown-5m-1777295100,BTC,5m,1777295100,1777295195000000,95,52,-0.8773114364985443,0.44999998807907104,0.5600000023841858,1.0099999904632568,Up,0.44999998807907104,2.2222222810910086,0.9999999999999999,Up,Up,True,1.1837222802565437,True,1777295100
btc-updown-5m-1777295400,BTC,5m,1777295400,1777295460000000,60,59,0.5103650681929371,0.6899999976158142,0.3199999928474426,1.0099999904632568,Down,0.3199999928474426,3.125000069849195,1.0,Down,Down,True,2.0774000693485157,True,1777295400
btc-updown-5m-1777295400,BTC,5m,1777295400,1777295468000000,68,56,0.9021730900279544,0.6399999856948853,0.3700000047683716,1.0099999904632568,Down,0.3700000047683716,2.7027026678716473,1.0,Down,Down,True,1.6586026682054331,True,1777295400
btc-updown-5m-1777295400,BTC,5m,1777295400,1777295473000000,73,82,0.48130965712150425,0.6499999761581421,0.36000001430511475,1.0099999904632568,Down,0.36000001430511475,2.7777776673988104,1.0,Down,Down,True,1.7329776684001685,True,1777295400
btc-updown-5m-1777295400,BTC,5m,1777295400,1777295481000000,81,54,-0.6124077079570169,0.7099999785423279,0.30000001192092896,1.0099999904632568,Up,0.7099999785423279,1.408450746791654,1.0,Down,Down,False,-1.0203000015020371,True,1777295400
btc-updown-5m-1777295400,BTC,5m,1777295400,1777295486000000,86,77,0.6929195369646691,0.5899999737739563,0.41999998688697815,1.0099999606609344,Down,0.41999998688697815,2.380952455289242,1.0,Down,Down,True,1.3403524543713305,True,1777295400
btc-updown-5m-1777295700,BTC,5m,1777295700,1777295771000000,71,64,0.9356525799672608,0.6000000238418579,0.41999998688697815,1.020000010728836,Down,0.41999998688697815,2.380952455289242,1.0,Up,Up,False,-1.0406000009179117,True,1777295700
btc-updown-5m-1777295700,BTC,5m,1777295700,1777295776000000,76,86,0.6156905753056141,0.7200000286102295,0.28999999165534973,1.0100000202655792,Down,0.28999999165534973,3.4482759612919205,1.0,Up,Up,False,-1.0497000005841255,True,1777295700
btc-updown-5m-1777295700,BTC,5m,1777295700,1777295781000000,81,80,0.7898419021535812,0.6600000262260437,0.3499999940395355,1.0100000202655792,Down,0.3499999940395355,2.857142905799711,1.0,Up,Up,False,-1.0455000004172326,True,1777295700
btc-updown-5m-1777295700,BTC,5m,1777295700,1777295786000000,86,66,0.9104426593744231,0.6700000166893005,0.3400000035762787,1.0100000202655792,Down,0.3400000035762787,2.941176439651569,1.0,Up,Up,False,-1.0461999997496605,True,1777295700
btc-updown-5m-1777295700,BTC,5m,1777295700,1777295791000000,91,50,0.8764731048966554,0.6700000166893005,0.3400000035762787,1.0100000202655792,Down,0.3400000035762787,2.941176439651569,1.0,Up,Up,False,-1.0461999997496605,True,1777295700
btc-updown-5m-1777296000,BTC,5m,1777296000,1777296063000000,63,54,0.708012520954722,0.6499999761581421,0.36000001430511475,1.0099999904632568,Down,0.36000001430511475,2.7777776673988104,1.0,Up,Up,False,-1.044799998998642,True,1777296000
btc-updown-5m-1777296000,BTC,5m,1777296000,1777296073000000,73,75,0.5301460415065044,0.6899999976158142,0.3199999928474426,1.0099999904632568,Down,0.3199999928474426,3.125000069849195,1.0,Up,Up,False,-1.0476000005006791,True,1777296000
btc-updown-5m-1777296000,BTC,5m,1777296000,1777296078000000,78,65,0.3545262829024119,0.7900000214576721,0.2199999988079071,1.0100000202655792,Down,0.2199999988079071,4.545454570084564,1.0,Up,Up,False,-1.0546000000834466,True,1777296000
btc-updown-5m-1777296000,BTC,5m,1777296000,1777296083000000,83,58,0.5347885039746387,0.7300000190734863,0.2800000011920929,1.0100000202655792,Down,0.2800000011920929,3.571428556223305,1.0,Up,Up,False,-1.0503999999165534,True,1777296000
btc-updown-5m-1777296000,BTC,5m,1777296000,1777296088000000,88,70,0.4846789419895424,0.7200000286102295,0.30000001192092896,1.0200000405311584,Down,0.30000001192092896,3.3333332008785725,1.0,Up,Up,False,-1.048999999165535,True,1777296000
btc-updown-5m-1777296300,BTC,5m,1777296300,1777296363000000,63,57,-0.9712743929220874,0.1599999964237213,0.8500000238418579,1.0100000202655792,Up,0.1599999964237213,6.25000013969839,1.0,Down,Down,False,-1.0588000002503397,True,1777296300
btc-updown-5m-1777296300,BTC,5m,1777296300,1777296408000000,108,51,-0.9424227573708818,0.10000000149011612,0.9100000262260437,1.0100000277161598,Up,0.10000000149011612,9.99999985098839,1.0,Down,Down,False,-1.0629999998956918,True,1777296300
btc-updown-5m-1777296300,BTC,5m,1777296300,1777296413000000,113,55,-0.9753195708366651,0.09000000357627869,0.9200000166893005,1.0100000202655792,Up,0.09000000357627869,11.111110669595242,1.0,Down,Down,False,-1.0636999997496606,True,1777296300
btc-updown-5m-1777296300,BTC,5m,1777296300,1777296418000000,118,61,-0.9632480958887704,0.07999999821186066,0.9300000071525574,1.010000005364418,Up,0.07999999821186066,12.50000027939678,1.0,Down,Down,False,-1.0644000001251697,True,1777296300
btc-updown-5m-1777296300,BTC,5m,1777296300,1777296423000000,123,83,-0.9962271846639915,0.07000000029802322,0.9399999976158142,1.0099999979138374,Up,0.07000000029802322,14.28571422489322,1.0,Down,Down,False,-1.0650999999791384,True,1777296300
btc-updown-5m-1777296600,BTC,5m,1777296600,1777296660000000,60,81,-0.7134382566585615,0.33000001311302185,0.6800000071525574,1.0100000202655792,Up,0.33000001311302185,3.0303029098896115,1.0,Up,Up,True,1.983402910807523,True,1777296600
btc-updown-5m-1777296600,BTC,5m,1777296600,1777296665000000,65,110,-0.5479650764977815,0.27000001072883606,0.75,1.020000010728836,Up,0.27000001072883606,3.7037035565317473,1.0,Up,Up,True,2.6526035572827658,True,1777296600
btc-updown-5m-1777296600,BTC,5m,1777296600,1777296670000000,70,95,-0.5223231431464199,0.3799999952316284,0.6299999952316284,1.0099999904632568,Up,0.3799999952316284,2.6315789803903855,1.0,Up,Up,True,1.5881789800565993,True,1777296600
btc-updown-5m-1777296600,BTC,5m,1777296600,1777296675000000,75,84,-0.3684941467792374,0.3700000047683716,0.6499999761581421,1.0199999809265137,Up,0.3700000047683716,2.7027026678716473,1.0,Up,Up,True,1.6586026682054331,True,1777296600
btc-updown-5m-1777296600,BTC,5m,1777296600,1777296680000000,80,127,-0.5580801055454261,0.3799999952316284,0.6299999952316284,1.0099999904632568,Up,0.3799999952316284,2.6315789803903855,1.0,Up,Up,True,1.5881789800565993,True,1777296600
btc-updown-5m-1777296900,BTC,5m,1777296900,1777296960000000,60,81,0.6569818436978954,0.6399999856948853,0.3700000047683716,1.0099999904632568,Down,0.3700000047683716,2.7027026678716473,1.0,Up,Up,False,-1.0440999996662141,True,1777296900
btc-updown-5m-1777296900,BTC,5m,1777296900,1777296967000000,67,142,0.38374381568017873,0.5299999713897705,0.47999998927116394,1.0099999606609344,Down,0.47999998927116394,2.083333379899463,1.0,Up,Up,False,-1.0364000007510186,True,1777296900
btc-updown-5m-1777296900,BTC,5m,1777296900,1777296972000000,72,77,0.9367688661212205,0.5699999928474426,0.4399999976158142,1.0099999904632568,Down,0.4399999976158142,2.272727285042282,1.0,Up,Up,False,-1.039200000166893,True,1777296900
btc-updown-5m-1777296900,BTC,5m,1777296900,1777296980000000,80,61,-0.38794643392355,0.5400000214576721,0.49000000953674316,1.0300000309944153,Up,0.5400000214576721,1.8518517782658737,1.0,Up,Up,True,0.8196517797679106,True,1777296900
btc-updown-5m-1777296900,BTC,5m,1777296900,1777296988000000,88,54,0.9489172446655711,0.6299999952316284,0.3799999952316284,1.0099999904632568,Down,0.3799999952316284,2.6315789803903855,1.0,Up,Up,False,-1.0434000003337862,True,1777296900
btc-updown-5m-1777297200,BTC,5m,1777297200,1777297260000000,60,107,0.3695283501855776,0.46000000834465027,0.550000011920929,1.0100000202655792,Down,0.550000011920929,1.8181817787737895,1.0,Up,Up,False,-1.031499999165535,True,1777297200
btc-updown-5m-1777297200,BTC,5m,1777297200,1777297265000000,65,88,0.603392333683872,0.46000000834465027,0.550000011920929,1.0100000202655792,Down,0.550000011920929,1.8181817787737895,1.0,Up,Up,False,-1.031499999165535,True,1777297200
btc-updown-5m-1777297200,BTC,5m,1777297200,1777297270000000,70,75,0.6000344969416851,0.5299999713897705,0.47999998927116394,1.0099999606609344,Down,0.47999998927116394,2.083333379899463,1.0,Up,Up,False,-1.0364000007510186,True,1777297200
btc-updown-5m-1777297200,BTC,5m,1777297200,1777297275000000,75,134,0.469022478157083,0.5699999928474426,0.4399999976158142,1.0099999904632568,Down,0.4399999976158142,2.272727285042282,1.0,Up,Up,False,-1.039200000166893,True,1777297200
btc-updown-5m-1777297200,BTC,5m,1777297200,1777297280000000,80,147,0.9542494673715167,0.699999988079071,0.3199999928474426,1.0199999809265137,Down,0.3199999928474426,3.125000069849195,1.0,Up,Up,False,-1.0476000005006791,True,1777297200
btc-updown-5m-1777297500,BTC,5m,1777297500,1777297564000000,64,57,-0.8293034847622982,0.2199999988079071,0.7900000214576721,1.0100000202655792,Up,0.2199999988079071,4.545454570084564,1.0,Down,Down,False,-1.0546000000834466,True,1777297500
btc-updown-5m-1777297500,BTC,5m,1777297500,1777297570000000,70,52,-0.49626219623971746,0.25999999046325684,0.75,1.0099999904632568,Up,0.25999999046325684,3.8461539872299335,1.0,Down,Down,False,-1.0518000006675718,True,1777297500
btc-updown-5m-1777297500,BTC,5m,1777297500,1777297575000000,75,118,-0.9396336965005389,0.1599999964237213,0.8500000238418579,1.0100000202655792,Up,0.1599999964237213,6.25000013969839,1.0,Down,Down,False,-1.0588000002503397,True,1777297500
btc-updown-5m-1777297500,BTC,5m,1777297500,1777297580000000,80,78,-0.9654961221036639,0.12999999523162842,0.8799999952316284,1.0099999904632568,Up,0.12999999523162842,7.692307974459867,1.0,Down,Down,False,-1.0609000003337858,True,1777297500
btc-updown-5m-1777297500,BTC,5m,1777297500,1777297585000000,85,76,-0.9726268804548021,0.10999999940395355,0.8999999761581421,1.0099999755620956,Up,0.10999999940395355,9.090909140169128,1.0,Down,Down,False,-1.0623000000417233,True,1777297500
btc-updown-5m-1777297800,BTC,5m,1777297800,1777297861000000,61,57,-0.41116004214986357,0.4699999988079071,0.5400000214576721,1.0100000202655792,Up,0.4699999988079071,2.1276595798646123,0.9999999999999999,Up,Up,True,1.0905595797811658,True,1777297800
