asset,tf,feature,mean_importance,std_importance,n_windows
BTC,1h,choch_sell,-1.4615180752367007e-05,2.9230361504734015e-05,4
BTC,1h,M4,-1.695586861742704e-05,3.391173723485408e-05,4
BTC,1h,markov_state,-2.358232196091048e-05,0.00017338478811672716,4
BTC,1h,close_vs_psy_lo_bps,-2.497275071278171e-05,0.00167300663427409,4
BTC,1h,rf_lo_band,-2.4987652910299363e-05,7.525331874317e-05,4
BTC,1h,qr_state,-2.6346887876699254e-05,8.258658909554304e-05,4
BTC,1h,dayHigh,-2.8225561960831813e-05,2.9878883467678684e-05,4
BTC,1h,rf_close,-3.683645716252848e-05,0.00022671090445330032,4
BTC,1h,liquidity_up,-3.718443389220949e-05,5.373913957407338e-05,4
BTC,1h,drz_n_zones,-3.8513241829241096e-05,4.61493607297919e-05,4
BTC,1h,last_high,-4.0019552324993546e-05,0.00017348565967147171,4
BTC,1h,dayLow,-4.7096169299307156e-05,8.10676944233095e-05,4
BTC,1h,tr_ema_50,-5.1375799479350115e-05,0.0001244979341798745,4
BTC,1h,M0,-5.421754530542111e-05,9.231178652470141e-05,4
BTC,1h,drz_dist_bps,-5.804972841742806e-05,0.0009768103709663358,4
BTC,1h,ribbon_lead_vs_ref_bps,-6.101329882024498e-05,0.0007663016170218576,4
BTC,1h,adr_low,-7.300090189443775e-05,0.00013197054481993718,4
BTC,1h,drz_recent_RE,-7.436606896976672e-05,0.00022734568029244068,4
BTC,1h,weekLow,-9.83369074085555e-05,0.00014275903615059676,4
BTC,1h,tr_above_pp,-0.00012167520279229849,0.0002323123391949877,4
BTC,1h,adx_14,-0.0001232824337644156,0.0011638711950575373,4
BTC,1h,S2,-0.00013661310513914116,0.00026792838563328107,4
BTC,1h,drz_recent_RC,-0.00014950127893254006,0.00028296665769300666,4
BTC,1h,R1,-0.00015309231476783036,0.00046258022961039367,4
BTC,1h,bos_sell,-0.00016669857016880785,0.00046162352687617093,4
BTC,1h,tr_ema_800,-0.00017230586310230944,0.0005830908040607865,4
BTC,1h,adr_high,-0.00017307197588337098,0.00032678060908734245,4
BTC,1h,ribbon_compression_bps,-0.00017314907918512812,0.002632472570716381,4
BTC,1h,recent_low_20,-0.0001777720571978919,0.00027278353694628086,4
BTC,1h,M2,-0.00018742722123500644,0.0002787356582280633,4
BTC,1h,R2,-0.0002062773010179375,0.00042984158723268835,4
BTC,1h,trend_parent,-0.0002363473932512905,0.0002718631557269654,4
BTC,1h,close_vs_dayopen_bps,-0.00024086760303083932,0.002618754030322528,4
BTC,1h,tr_ema_stack_score,-0.00026321866470103983,0.00039432857093927995,4
BTC,1h,last_low_prev,-0.00028537645324455685,0.0004460432401188833,4
BTC,1h,rf_r,-0.00030936818110773034,0.00218328393825979,4
BTC,1h,ema_21,-0.0003377300637066316,0.0004985835693267741,4
BTC,1h,qr_volume_ratio,-0.00038256085742616186,0.000901626694163148,4
BTC,1h,tr_in_tokyo,-0.0005206030579375936,0.0007653466862452979,4
BTC,1h,ribbon_alignment_pct,-0.0005225210129953944,0.000687437011737263,4
BTC,1h,bars_since_choch_sell,-0.000596608526185316,0.0007695634605680676,4
BTC,1h,R3,-0.0006248507634385031,0.0006296452063595093,4
BTC,1h,qr_confidence,-0.0006568735839703327,0.0011761949591634542,4
BTC,1h,bars_since_climax_up,-0.0009124584066196456,0.0013338207414638136,4
BTC,1h,regime_score,-0.0009377705699706862,0.0025228889052695694,4
BTC,1h,ema_800,-0.0010138773550081026,0.0018123662514807355,4
BTC,1h,drz_dist_sup_bps,-0.0017447494662374413,0.0008361115493865915,4
BTC,4h,cvd_60s,0.010229688045954796,0.002975304031167191,4
BTC,4h,rf_dist_bps,0.00376391263170521,0.0027934664002857855,4
BTC,4h,bars_since_bos_sell,0.002878465914726576,0.004024459190646796,4
BTC,4h,stoch_k_14,0.0020089494364808544,0.006455525929216994,4
BTC,4h,close_vs_pp_bps,0.001777685966213055,0.0036622208971527678,4
BTC,4h,close_vs_psy_lo_bps,0.0014274750742524211,0.0028886806903325357,4
BTC,4h,ribbon_compression_bps,0.0013958250507700304,0.004190445455382561,4
BTC,4h,close_vs_dayopen_bps,0.001373658398899337,0.0032602732546533108,4
BTC,4h,mfi_14,0.001324898783118103,0.004627687121849946,4
BTC,4h,ribbon_lead_slope_bps,0.0011476573643103213,0.0006662254481160279,4
BTC,4h,bars_since_bos_buy,0.0010608871124670044,0.0028059872797283575,4
BTC,4h,regime_score,0.0010073829018071578,0.0018129678885113697,4
BTC,4h,ema_800,0.000983892167523294,0.0021282195445882137,4
BTC,4h,rsi_14,0.0009596665882758842,0.003411994368340183,4
BTC,4h,bb_pos_20,0.0008447585884442804,0.0021727791556902134,4
BTC,4h,ema_5,0.0008316549034470266,0.0019360531022931033,4
BTC,4h,ema_21,0.0007064241130313037,0.001491049931881249,4
BTC,4h,bars_since_choch_buy,0.0007001807446965561,0.0012798192129078513,4
BTC,4h,bars_since_climax_up,0.0006624362486332205,0.002611670752598628,4
BTC,4h,drz_recent_RC,0.0006240940702678388,0.0007514484433382133,4
BTC,4h,ribbon_alignment_pct,0.000555794059388319,0.001522152414598406,4
BTC,4h,stoch_d_3,0.000514590177670568,0.003600473816038294,4
BTC,4h,drz_n_zones,0.0005076738271282202,0.000606787820144271,4
BTC,4h,ribbon_lead_vs_ref_bps,0.0003485043918971878,0.0017805368556975537,4
BTC,4h,plus_di_14,0.0002934410164159018,0.003374281664568937,4
BTC,4h,M3,0.0002932389485652345,0.0002602542258143399,4
BTC,4h,drz_recent_RE,0.0002896071086839827,0.0005322159304015008,4
BTC,4h,dayHigh,0.0002849669041284364,0.00038031042641244525,4
BTC,4h,awr,0.00027819705962898317,0.0005116567755814933,4
BTC,4h,last_low,0.00024626946089666146,0.0006110326606932587,4
BTC,4h,R2,0.0002385116424844444,0.0009357989529437369,4
BTC,4h,last_high_prev,0.00022619205600726833,0.00031653976550453857,4
BTC,4h,cvd_300s,0.0002132801295629677,0.00029659041757854575,4
BTC,4h,adr_high,0.00019271821446191495,0.0009496527368532309,4
BTC,4h,dayOpen,0.00017490772671186622,0.00027126289779949044,4
BTC,4h,rf_close,0.00017323421129882,0.0006350528305703971,4
BTC,4h,tr_ema_13,0.00015807690961281567,0.0004204144216100559,4
BTC,4h,rf_dir,0.00015374215985574508,0.00026981949877181966,4
BTC,4h,markov_state_fixed,0.00013740274244498224,0.00030170452384103703,4
BTC,4h,dayClose,0.00011714284938226655,0.00027574662889366853,4
BTC,4h,bars_since_choch_sell,0.00011711977774259141,0.0009718106325338299,4
BTC,4h,R1,9.84934614978103e-05,0.00016700169814061054,4
BTC,4h,last_high,9.043384909798724e-05,0.0002149428451312759,4
BTC,4h,psy_lo,8.326842516743344e-05,0.00014548263465387617,4
BTC,4h,trend_self,8.065609262915274e-05,0.0005576088163041927,4
BTC,4h,tr_ema_50,7.65491927168932e-05,0.0001749916145046925,4
BTC,4h,tr_ema_800,6.838511719262086e-05,0.00045005086102530375,4
BTC,4h,trend_strength_multi_tf,6.6601072554337e-05,0.00060971663097918,4
BTC,4h,tr_above_pp,6.361277442722135e-05,0.00012425100487306622,4
BTC,4h,adr_low,5.967788371499111e-05,0.00012228985349183597,4
BTC,4h,tr_within_adr,5.8034964590655824e-05,8.760248671193515e-05,4
BTC,4h,ema_50,4.943904729629023e-05,0.00019293680602068387,4
BTC,4h,rf_aged,4.1221522757650675e-05,0.0001355886789203389,4
BTC,4h,regime_ranging,3.817765148998731e-05,5.8349707580111365e-05,4
BTC,4h,weekHigh,3.279217425385811e-05,0.0001613093546665389,4
BTC,4h,rf_lo_band,3.245870676536061e-05,0.00072634684375651,4
BTC,4h,choch_buy,3.079343598903772e-05,6.158687197807544e-05,4
BTC,4h,tr_ema_200,2.972954607231848e-05,5.945909214463696e-05,4
BTC,4h,within_psy_band,1.7740349833129943e-05,5.193770923454498e-05,4
BTC,4h,qr_state,1.69353727685409e-05,9.057087867918747e-05,4
BTC,4h,qr_regime,1.136767840388686e-05,2.9984492967741375e-05,4
BTC,4h,M2,9.050402416013736e-06,0.00016906951256572106,4
BTC,4h,bb_width_20,4.422622756045103e-06,0.002171055914542469,4
BTC,4h,hl_liq_cascade_60m,0.0,0.0,4
BTC,4h,hl_liq_long_size_sum_60m,0.0,0.0,4
BTC,4h,hl_liq_short_size_sum_60m,0.0,0.0,4
BTC,4h,markov_state,0.0,0.0,4
BTC,4h,rf_in_band,0.0,0.0,4
BTC,4h,rsi_div_bull,0.0,0.0,4
BTC,4h,tight_ribbon,0.0,0.0,4
BTC,4h,tr_ema_stack_score,-2.869778908926035e-06,8.06481254204278e-05,4
BTC,4h,choch_sell,-5.521201413394294e-06,1.1042402826788589e-05,4
BTC,4h,regime_trending_dn,-6.979845490889813e-06,1.3959690981779627e-05,4
BTC,4h,drz_in_support_zone,-2.0116308467391097e-05,3.398726501536009e-05,4
BTC,4h,tr_ema_5,-2.6947828420734177e-05,0.0003112659106202302,4
BTC,4h,ribbon_color,-3.233246159747849e-05,0.0002588941561632539,4
BTC,4h,qr_health,-3.370591200435591e-05,0.00109379584737138,4
BTC,4h,bos_buy,-4.3299797377216453e-05,0.0001049138159852084,4
BTC,4h,PP,-4.501902690946802e-05,9.003805381893604e-05,4
BTC,4h,rf_fresh,-4.6761940408535096e-05,5.3996085750343535e-05,4
BTC,4h,drz_in_resistance_zone,-5.0540228322903946e-05,0.00010108045664580789,4
BTC,4h,weekLow,-5.2452734165847614e-05,8.813359379716699e-05,4
BTC,4h,bos_sell,-6.93749700651225e-05,0.00035551296981892633,4
BTC,4h,trend_parent,-7.164711737189106e-05,0.00017062063188635437,4
BTC,4h,S1,-8.143527017232671e-05,0.00023355535752188385,4
BTC,4h,M5,-9.721471284669658e-05,0.00010127834866515824,4
BTC,4h,R3,-0.00010546351866222436,0.00035729177162633903,4
BTC,4h,tr_in_tokyo,-0.00010750059902486092,0.00012646478318900414,4
BTC,4h,liquidity_dn,-0.00012332645104082968,0.0002300302641960541,4
BTC,4h,tr_in_london,-0.0001483303945506026,0.0010801630179092735,4
BTC,4h,rsi_div_bear,-0.00015704676596887956,0.0002445072406322798,4
BTC,4h,cloud_size_bps,-0.00016812249847005661,0.001114796972249017,4
BTC,4h,recent_low_20,-0.00016970056861258243,0.0004167960404170097,4
BTC,4h,regime_trending_up,-0.00018229714105530426,0.0003645942821106085,4
BTC,4h,rf_r,-0.00018366888684901578,0.0007060921142422282,4
BTC,4h,ema_200,-0.00019144183611589927,0.0007661764949963426,4
BTC,4h,ema_13,-0.00023509248896343843,0.0004086171258818401,4
BTC,4h,recent_high_20,-0.0002408266513709706,0.0004042852514108663,4
BTC,4h,M0,-0.00024136554818339484,0.00044531051434891484,4
BTC,4h,last_low_prev,-0.00027099521464313964,0.00014477516848575238,4
BTC,4h,rf_hi_band,-0.00027664787089289045,0.001778666776216064,4
BTC,4h,liquidity_up,-0.000300013119246087,0.0006896075208163127,4
BTC,4h,M1,-0.00033569670406520535,0.0005050075309742345,4
BTC,4h,S3,-0.0003769049718619147,0.0007701043523558507,4
BTC,4h,pvsra_class,-0.00042139352628105947,0.0004080187048809957,4
BTC,4h,S2,-0.00043004289612045415,0.0008804641020057382,4
BTC,4h,M4,-0.0004577028489579846,0.0008882672888960967,4
BTC,4h,dayLow,-0.00048498275941939034,0.0008044607049737713,4
BTC,4h,psy_hi,-0.0005010266302323402,0.0009753994623491284,4
BTC,4h,atr_14,-0.0005037951461654561,0.0013183391369418133,4
BTC,4h,qr_confidence,-0.0005098577050474534,0.000771615779706799,4
BTC,4h,cvd_120s,-0.0005465365777197057,0.0010570735317699002,4
BTC,4h,close_vs_psy_hi_bps,-0.0005618861036835524,0.0018574221638106721,4
BTC,4h,ema_100,-0.0006395796157081107,0.0010848611679036434,4
BTC,4h,minus_di_14,-0.0006664811935988696,0.0020980377638237335,4
BTC,4h,bars_since_climax_dn,-0.0008372329131534489,0.0016517195335340308,4
BTC,4h,rf_dir_age,-0.0008512222287740193,0.0011986143451528342,4
BTC,4h,tr_in_ny,-0.0011343589572183413,0.0012719671850410438,4
BTC,4h,drz_dist_sup_bps,-0.0011831332532512562,0.0030302519876470495,4
BTC,4h,adr,-0.0012560608152337865,0.001969709087840796,4
BTC,4h,rf_band_pos,-0.0014260237212722626,0.004310406324373846,4
BTC,4h,cci_20,-0.0014276813657985235,0.002965508350698304,4
BTC,4h,drz_dist_res_bps,-0.0018119342205281802,0.0043349556598730864,4
BTC,4h,drz_dist_bps,-0.0019525746780929415,0.0012311104511225877,4
BTC,4h,adx_14,-0.002115897500114261,0.004507509040474507,4
BTC,4h,qr_volume_ratio,-0.004205160437865674,0.005242210116141633,4
BTC,5m,rf_band_pos,0.0031201415806431467,0.0008389312094166406,3
