fired,skip_reason,slug,ws_s,outcome_truth,current_px,trend_align,v_trend,v_levels,v_momentum,p_up_levels,score_momentum,bb_position,rsi14,direction,stake_usd,vwap_entry,shares,hit_levels,underfilled,won,pnl_usd,balance_cum_usd
False,pre_open_1.53<13.00,btc-updown-5m-1778636100,1778635800,Down,,,,,,,,,,,,,,,,,,
False,pre_open_1.62<13.00,btc-updown-5m-1778636400,1778636100,Up,,,,,,,,,,,,,,,,,,
False,pre_open_1.70<13.00,btc-updown-5m-1778636700,1778636400,Up,,,,,,,,,,,,,,,,,,
False,pre_open_1.78<13.00,btc-updown-5m-1778637000,1778636700,Down,,,,,,,,,,,,,,,,,,
False,pre_open_1.87<13.00,btc-updown-5m-1778637300,1778637000,Down,,,,,,,,,,,,,,,,,,
False,pre_open_1.95<13.00,btc-updown-5m-1778637600,1778637300,Down,,,,,,,,,,,,,,,,,,
False,pre_open_2.03<13.00,btc-updown-5m-1778637900,1778637600,Up,,,,,,,,,,,,,,,,,,
False,pre_open_2.12<13.00,btc-updown-5m-1778638200,1778637900,Up,,,,,,,,,,,,,,,,,,
False,pre_open_2.20<13.00,btc-updown-5m-1778638500,1778638200,Down,,,,,,,,,,,,,,,,,,
False,pre_open_2.28<13.00,btc-updown-5m-1778638800,1778638500,Up,,,,,,,,,,,,,,,,,,
False,pre_open_2.37<13.00,btc-updown-5m-1778639100,1778638800,Down,,,,,,,,,,,,,,,,,,
False,pre_open_2.45<13.00,btc-updown-5m-1778639400,1778639100,Down,,,,,,,,,,,,,,,,,,
False,pre_open_2.53<13.00,btc-updown-5m-1778639700,1778639400,Down,,,,,,,,,,,,,,,,,,
False,pre_open_2.62<13.00,btc-updown-5m-1778640000,1778639700,Up,,,,,,,,,,,,,,,,,,
False,pre_open_2.70<13.00,btc-updown-5m-1778640300,1778640000,Down,,,,,,,,,,,,,,,,,,
False,pre_open_2.78<13.00,btc-updown-5m-1778640600,1778640300,Down,,,,,,,,,,,,,,,,,,
False,pre_open_2.87<13.00,btc-updown-5m-1778640900,1778640600,Up,,,,,,,,,,,,,,,,,,
False,pre_open_2.95<13.00,btc-updown-5m-1778641200,1778640900,Up,,,,,,,,,,,,,,,,,,
False,pre_open_3.03<13.00,btc-updown-5m-1778641500,1778641200,Down,,,,,,,,,,,,,,,,,,
False,pre_open_3.12<13.00,btc-updown-5m-1778641800,1778641500,Down,,,,,,,,,,,,,,,,,,
False,pre_open_3.20<13.00,btc-updown-5m-1778642100,1778641800,Down,,,,,,,,,,,,,,,,,,
False,pre_open_3.28<13.00,btc-updown-5m-1778642400,1778642100,Up,,,,,,,,,,,,,,,,,,
False,pre_open_3.37<13.00,btc-updown-5m-1778642700,1778642400,Up,,,,,,,,,,,,,,,,,,
False,pre_open_3.45<13.00,btc-updown-5m-1778643000,1778642700,Up,,,,,,,,,,,,,,,,,,
False,pre_open_3.53<13.00,btc-updown-5m-1778643300,1778643000,Up,,,,,,,,,,,,,,,,,,
False,pre_open_3.62<13.00,btc-updown-5m-1778643600,1778643300,Up,,,,,,,,,,,,,,,,,,
False,pre_open_3.70<13.00,btc-updown-5m-1778643900,1778643600,Up,,,,,,,,,,,,,,,,,,
False,pre_open_3.78<13.00,btc-updown-5m-1778644200,1778643900,Down,,,,,,,,,,,,,,,,,,
False,pre_open_3.87<13.00,btc-updown-5m-1778644500,1778644200,Up,,,,,,,,,,,,,,,,,,
False,pre_open_3.95<13.00,btc-updown-5m-1778644800,1778644500,Down,,,,,,,,,,,,,,,,,,
False,pre_open_4.03<13.00,btc-updown-5m-1778645100,1778644800,Down,,,,,,,,,,,,,,,,,,
False,pre_open_4.12<13.00,btc-updown-5m-1778645400,1778645100,Up,,,,,,,,,,,,,,,,,,
False,pre_open_4.20<13.00,btc-updown-5m-1778645700,1778645400,Up,,,,,,,,,,,,,,,,,,
False,pre_open_4.28<13.00,btc-updown-5m-1778646000,1778645700,Up,,,,,,,,,,,,,,,,,,
False,pre_open_4.37<13.00,btc-updown-5m-1778646300,1778646000,Up,,,,,,,,,,,,,,,,,,
False,pre_open_4.45<13.00,btc-updown-5m-1778646600,1778646300,Down,,,,,,,,,,,,,,,,,,
False,pre_open_4.53<13.00,btc-updown-5m-1778646900,1778646600,Up,,,,,,,,,,,,,,,,,,
False,pre_open_4.62<13.00,btc-updown-5m-1778647200,1778646900,Down,,,,,,,,,,,,,,,,,,
False,pre_open_4.70<13.00,btc-updown-5m-1778647500,1778647200,Up,,,,,,,,,,,,,,,,,,
False,pre_open_4.78<13.00,btc-updown-5m-1778647800,1778647500,Down,,,,,,,,,,,,,,,,,,
False,pre_open_4.87<13.00,btc-updown-5m-1778648100,1778647800,Up,,,,,,,,,,,,,,,,,,
False,pre_open_4.95<13.00,btc-updown-5m-1778648400,1778648100,Down,,,,,,,,,,,,,,,,,,
False,pre_open_5.03<13.00,btc-updown-5m-1778648700,1778648400,Down,,,,,,,,,,,,,,,,,,
False,pre_open_5.12<13.00,btc-updown-5m-1778649000,1778648700,Down,,,,,,,,,,,,,,,,,,
False,pre_open_5.20<13.00,btc-updown-5m-1778649300,1778649000,Down,,,,,,,,,,,,,,,,,,
False,pre_open_5.28<13.00,btc-updown-5m-1778649600,1778649300,Up,,,,,,,,,,,,,,,,,,
False,pre_open_5.37<13.00,btc-updown-5m-1778649900,1778649600,Down,,,,,,,,,,,,,,,,,,
False,pre_open_5.45<13.00,btc-updown-5m-1778650200,1778649900,Down,,,,,,,,,,,,,,,,,,
False,pre_open_5.53<13.00,btc-updown-5m-1778650500,1778650200,Down,,,,,,,,,,,,,,,,,,
False,pre_open_5.62<13.00,btc-updown-5m-1778650800,1778650500,Down,,,,,,,,,,,,,,,,,,
False,pre_open_5.70<13.00,btc-updown-5m-1778651100,1778650800,Up,,,,,,,,,,,,,,,,,,
False,pre_open_5.78<13.00,btc-updown-5m-1778651400,1778651100,Down,,,,,,,,,,,,,,,,,,
False,pre_open_5.87<13.00,btc-updown-5m-1778651700,1778651400,Down,,,,,,,,,,,,,,,,,,
False,pre_open_5.95<13.00,btc-updown-5m-1778652000,1778651700,Up,,,,,,,,,,,,,,,,,,
False,pre_open_6.03<13.00,btc-updown-5m-1778652300,1778652000,Up,,,,,,,,,,,,,,,,,,
False,pre_open_6.12<13.00,btc-updown-5m-1778652600,1778652300,Up,,,,,,,,,,,,,,,,,,
False,pre_open_6.20<13.00,btc-updown-5m-1778652900,1778652600,Up,,,,,,,,,,,,,,,,,,
False,pre_open_6.28<13.00,btc-updown-5m-1778653200,1778652900,Down,,,,,,,,,,,,,,,,,,
False,pre_open_6.37<13.00,btc-updown-5m-1778653500,1778653200,Up,,,,,,,,,,,,,,,,,,
False,pre_open_6.45<13.00,btc-updown-5m-1778653800,1778653500,Down,,,,,,,,,,,,,,,,,,
False,pre_open_6.53<13.00,btc-updown-5m-1778654100,1778653800,Up,,,,,,,,,,,,,,,,,,
False,pre_open_6.62<13.00,btc-updown-5m-1778654400,1778654100,Down,,,,,,,,,,,,,,,,,,
False,pre_open_6.70<13.00,btc-updown-5m-1778654700,1778654400,Down,,,,,,,,,,,,,,,,,,
False,pre_open_6.78<13.00,btc-updown-5m-1778655000,1778654700,Down,,,,,,,,,,,,,,,,,,
False,pre_open_6.87<13.00,btc-updown-5m-1778655300,1778655000,Down,,,,,,,,,,,,,,,,,,
False,pre_open_6.95<13.00,btc-updown-5m-1778655600,1778655300,Up,,,,,,,,,,,,,,,,,,
False,pre_open_7.03<13.00,btc-updown-5m-1778655900,1778655600,Up,,,,,,,,,,,,,,,,,,
False,pre_open_7.12<13.00,btc-updown-5m-1778656200,1778655900,Down,,,,,,,,,,,,,,,,,,
False,pre_open_7.20<13.00,btc-updown-5m-1778656500,1778656200,Down,,,,,,,,,,,,,,,,,,
False,pre_open_7.28<13.00,btc-updown-5m-1778656800,1778656500,Down,,,,,,,,,,,,,,,,,,
False,pre_open_7.37<13.00,btc-updown-5m-1778657100,1778656800,Up,,,,,,,,,,,,,,,,,,
False,pre_open_7.45<13.00,btc-updown-5m-1778657400,1778657100,Up,,,,,,,,,,,,,,,,,,
False,pre_open_7.53<13.00,btc-updown-5m-1778657700,1778657400,Down,,,,,,,,,,,,,,,,,,
False,pre_open_7.62<13.00,btc-updown-5m-1778658000,1778657700,Up,,,,,,,,,,,,,,,,,,
False,pre_open_7.70<13.00,btc-updown-5m-1778658300,1778658000,Down,,,,,,,,,,,,,,,,,,
False,pre_open_7.78<13.00,btc-updown-5m-1778658600,1778658300,Up,,,,,,,,,,,,,,,,,,
False,pre_open_7.87<13.00,btc-updown-5m-1778658900,1778658600,Up,,,,,,,,,,,,,,,,,,
False,pre_open_7.95<13.00,btc-updown-5m-1778659200,1778658900,Up,,,,,,,,,,,,,,,,,,
False,pre_open_8.03<13.00,btc-updown-5m-1778659500,1778659200,Down,,,,,,,,,,,,,,,,,,
False,pre_open_8.12<13.00,btc-updown-5m-1778659800,1778659500,Up,,,,,,,,,,,,,,,,,,
False,pre_open_8.20<13.00,btc-updown-5m-1778660100,1778659800,Up,,,,,,,,,,,,,,,,,,
False,pre_open_8.28<13.00,btc-updown-5m-1778660400,1778660100,Up,,,,,,,,,,,,,,,,,,
False,pre_open_8.37<13.00,btc-updown-5m-1778660700,1778660400,Down,,,,,,,,,,,,,,,,,,
False,pre_open_8.45<13.00,btc-updown-5m-1778661000,1778660700,Down,,,,,,,,,,,,,,,,,,
False,pre_open_8.53<13.00,btc-updown-5m-1778661300,1778661000,Up,,,,,,,,,,,,,,,,,,
False,pre_open_8.62<13.00,btc-updown-5m-1778661600,1778661300,Up,,,,,,,,,,,,,,,,,,
False,pre_open_8.70<13.00,btc-updown-5m-1778661900,1778661600,Down,,,,,,,,,,,,,,,,,,
False,pre_open_8.78<13.00,btc-updown-5m-1778662200,1778661900,Up,,,,,,,,,,,,,,,,,,
False,pre_open_8.87<13.00,btc-updown-5m-1778662500,1778662200,Up,,,,,,,,,,,,,,,,,,
False,pre_open_8.95<13.00,btc-updown-5m-1778662800,1778662500,Up,,,,,,,,,,,,,,,,,,
False,pre_open_9.03<13.00,btc-updown-5m-1778663100,1778662800,Down,,,,,,,,,,,,,,,,,,
False,pre_open_9.12<13.00,btc-updown-5m-1778663400,1778663100,Down,,,,,,,,,,,,,,,,,,
False,pre_open_9.20<13.00,btc-updown-5m-1778663700,1778663400,Down,,,,,,,,,,,,,,,,,,
False,pre_open_9.28<13.00,btc-updown-5m-1778664000,1778663700,Down,,,,,,,,,,,,,,,,,,
False,pre_open_9.37<13.00,btc-updown-5m-1778664300,1778664000,Up,,,,,,,,,,,,,,,,,,
False,pre_open_9.45<13.00,btc-updown-5m-1778664600,1778664300,Up,,,,,,,,,,,,,,,,,,
False,pre_open_9.53<13.00,btc-updown-5m-1778664900,1778664600,Up,,,,,,,,,,,,,,,,,,
False,pre_open_9.62<13.00,btc-updown-5m-1778665200,1778664900,Down,,,,,,,,,,,,,,,,,,
False,pre_open_9.70<13.00,btc-updown-5m-1778665500,1778665200,Down,,,,,,,,,,,,,,,,,,
False,pre_open_9.78<13.00,btc-updown-5m-1778665800,1778665500,Up,,,,,,,,,,,,,,,,,,
False,pre_open_9.87<13.00,btc-updown-5m-1778666100,1778665800,Up,,,,,,,,,,,,,,,,,,
False,pre_open_9.95<13.00,btc-updown-5m-1778666400,1778666100,Down,,,,,,,,,,,,,,,,,,
False,pre_open_10.03<13.00,btc-updown-5m-1778666700,1778666400,Down,,,,,,,,,,,,,,,,,,
False,pre_open_10.12<13.00,btc-updown-5m-1778667000,1778666700,Down,,,,,,,,,,,,,,,,,,
False,pre_open_10.20<13.00,btc-updown-5m-1778667300,1778667000,Up,,,,,,,,,,,,,,,,,,
False,pre_open_10.28<13.00,btc-updown-5m-1778667600,1778667300,Down,,,,,,,,,,,,,,,,,,
False,pre_open_10.37<13.00,btc-updown-5m-1778667900,1778667600,Down,,,,,,,,,,,,,,,,,,
False,pre_open_10.45<13.00,btc-updown-5m-1778668200,1778667900,Up,,,,,,,,,,,,,,,,,,
False,pre_open_10.53<13.00,btc-updown-5m-1778668500,1778668200,Down,,,,,,,,,,,,,,,,,,
False,pre_open_10.62<13.00,btc-updown-5m-1778668800,1778668500,Down,,,,,,,,,,,,,,,,,,
False,pre_open_10.70<13.00,btc-updown-5m-1778669100,1778668800,Down,,,,,,,,,,,,,,,,,,
False,pre_open_10.78<13.00,btc-updown-5m-1778669400,1778669100,Down,,,,,,,,,,,,,,,,,,
False,pre_open_10.87<13.00,btc-updown-5m-1778669700,1778669400,Down,,,,,,,,,,,,,,,,,,
False,pre_open_10.95<13.00,btc-updown-5m-1778670000,1778669700,Down,,,,,,,,,,,,,,,,,,
False,pre_open_11.03<13.00,btc-updown-5m-1778670300,1778670000,Down,,,,,,,,,,,,,,,,,,
False,pre_open_11.12<13.00,btc-updown-5m-1778670600,1778670300,Down,,,,,,,,,,,,,,,,,,
False,pre_open_11.20<13.00,btc-updown-5m-1778670900,1778670600,Up,,,,,,,,,,,,,,,,,,
False,pre_open_11.28<13.00,btc-updown-5m-1778671200,1778670900,Down,,,,,,,,,,,,,,,,,,
False,pre_open_11.37<13.00,btc-updown-5m-1778671500,1778671200,Down,,,,,,,,,,,,,,,,,,
False,pre_open_11.45<13.00,btc-updown-5m-1778671800,1778671500,Up,,,,,,,,,,,,,,,,,,
False,pre_open_11.53<13.00,btc-updown-5m-1778672100,1778671800,Up,,,,,,,,,,,,,,,,,,
False,pre_open_11.62<13.00,btc-updown-5m-1778672400,1778672100,Up,,,,,,,,,,,,,,,,,,
False,pre_open_11.70<13.00,btc-updown-5m-1778672700,1778672400,Down,,,,,,,,,,,,,,,,,,
False,pre_open_11.78<13.00,btc-updown-5m-1778673000,1778672700,Down,,,,,,,,,,,,,,,,,,
False,pre_open_11.87<13.00,btc-updown-5m-1778673300,1778673000,Down,,,,,,,,,,,,,,,,,,
False,pre_open_11.95<13.00,btc-updown-5m-1778673600,1778673300,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.03<13.00,btc-updown-5m-1778673900,1778673600,Down,,,,,,,,,,,,,,,,,,
False,pre_open_12.12<13.00,btc-updown-5m-1778674200,1778673900,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.20<13.00,btc-updown-5m-1778674500,1778674200,Down,,,,,,,,,,,,,,,,,,
False,pre_open_12.28<13.00,btc-updown-5m-1778674800,1778674500,Down,,,,,,,,,,,,,,,,,,
False,pre_open_12.37<13.00,btc-updown-5m-1778675100,1778674800,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.45<13.00,btc-updown-5m-1778675400,1778675100,Down,,,,,,,,,,,,,,,,,,
False,pre_open_12.53<13.00,btc-updown-5m-1778675700,1778675400,Down,,,,,,,,,,,,,,,,,,
False,pre_open_12.62<13.00,btc-updown-5m-1778676000,1778675700,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.70<13.00,btc-updown-5m-1778676300,1778676000,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.78<13.00,btc-updown-5m-1778676600,1778676300,Down,,,,,,,,,,,,,,,,,,
False,pre_open_12.87<13.00,btc-updown-5m-1778676900,1778676600,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.95<13.00,btc-updown-5m-1778677200,1778676900,Up,,,,,,,,,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778677500,1778677200,Up,80275.79,3.0,1.0,0.0,0.0,0.39291672986503234,-0.10924972175083265,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778677800,1778677500,Down,80277.0,3.0,1.0,0.0,0.0,0.37823449112689755,0.008991264674789966,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778678100,1778677800,Down,80344.29,3.0,1.0,0.0,0.0,0.6115957761768621,0.032043302768257474,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778678400,1778678100,Down,80289.18,3.0,1.0,0.0,1.0,0.5265873015875356,0.15128640526911596,no_data,,,,,,,,,,
True,,btc-updown-5m-1778678700,1778678400,Down,80281.74,3.0,1.0,1.0,0.0,0.8218253968253078,-0.04799433217502783,inside,40.94908590524852,Up,25.0,0.5,50.0,1.0,False,False,-25.0,10266.81860312833
False,abstention_1_of_2,btc-updown-5m-1778679000,1778678700,Down,80209.99,3.0,1.0,0.0,0.0,0.63828084087672,0.011493390443837233,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778679300,1778679000,Down,80078.01,2.0,1.0,0.0,1.0,0.6140160398390194,0.23655138915152932,no_data,,,,,,,,,,
False,vwap_guard_0.260<0.30,btc-updown-5m-1778679600,1778679300,Down,80039.34,2.0,1.0,1.0,0.0,0.7035843539187514,0.012347502774298753,inside,43.82984529840195,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778679900,1778679600,Down,79850.0,1.0,1.0,1.0,1.0,0.888762764605332,1.0,no_data,,,,,,,,,,
True,,btc-updown-5m-1778680200,1778679900,Up,79661.55,1.0,1.0,1.0,0.0,0.8566769887247527,-0.019617839163064022,touch_lower,38.62551011548157,Up,25.0,0.7600000000000001,32.89473684210526,1.0,False,True,7.736842105263155,10274.555445233593
False,vwap_guard_0.090<0.30,btc-updown-5m-1778680500,1778680200,Down,79688.26,1.0,1.0,1.0,0.0,0.8250174092128126,0.05098421703088694,touch_lower,37.65639020095837,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778680800,1778680500,Down,79619.3,1.0,1.0,0.0,0.0,0.5,0.0962694009051625,no_data,,,,,,,,,,
False,abstention_2_of_2,btc-updown-5m-1778681100,1778680800,Up,79592.71,0.0,0.0,0.0,0.0,0.5,0.1030571504786227,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778681400,1778681100,Up,79735.4,0.0,0.0,1.0,-1.0,0.7691419850947561,-0.15461564283316548,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778681700,1778681400,Down,79713.96,0.0,0.0,1.0,1.0,0.7945549908879352,0.16092813324433425,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778682000,1778681700,Up,79717.79,0.0,0.0,1.0,0.0,0.7900152608418716,-0.10305232846787807,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778682300,1778682000,Up,79744.91,0.0,0.0,1.0,0.0,0.891218503866847,-0.12651881466274076,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778682600,1778682300,Down,79860.01,0.0,0.0,1.0,0.0,0.8712144453696833,-0.14692008071706789,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778682900,1778682600,Up,79810.33,0.0,0.0,1.0,1.0,0.7979578744787732,0.1859461523773153,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778683200,1778682900,Down,79811.34,0.0,0.0,1.0,0.0,0.7965180512491572,-0.008654298778393259,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778683500,1778683200,Down,79777.01,0.0,0.0,1.0,0.0,0.8454577853808116,-0.07300211406753042,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778683800,1778683500,Up,79708.71,0.0,0.0,0.0,-1.0,0.5,-0.15426208506981046,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778684100,1778683800,Up,79695.26,0.0,0.0,0.0,-1.0,0.5,-0.2655299041380688,no_data,,,,,,,,,,
False,abstention_2_of_2,btc-updown-5m-1778684400,1778684100,Down,79706.15,0.0,0.0,0.0,0.0,0.5,-0.11137503953758086,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778684700,1778684400,Down,79810.01,0.0,0.0,1.0,0.0,0.7984140560960895,-0.018342664469364486,no_data,,,,,,,,,,
False,abstention_2_of_2,btc-updown-5m-1778685000,1778684700,Down,79670.76,0.0,0.0,0.0,0.0,0.5,0.09037152213348411,no_data,,,,,,,,,,
False,abstention_2_of_2,btc-updown-5m-1778685300,1778685000,Down,79539.85,0.0,0.0,0.0,0.0,0.5,-0.052281980367253435,no_data,,,,,,,,,,
False,abstention_2_of_2,btc-updown-5m-1778685600,1778685300,Up,79440.01,0.0,0.0,0.0,0.0,0.5,-0.10939925109893092,no_data,,,,,,,,,,
False,abstention_2_of_2,btc-updown-5m-1778685900,1778685600,Down,79398.21,0.0,0.0,0.0,0.0,0.5,-0.0561454283928724,no_data,,,,,,,,,,
False,abstention_2_of_2,btc-updown-5m-1778686200,1778685900,Up,79282.19,0.0,0.0,0.0,0.0,0.5,0.08358242453301779,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778686500,1778686200,Down,79236.81,0.0,0.0,0.0,1.0,0.5,0.25214214620530134,no_data,,,,,,,,,,
False,abstention_2_of_2,btc-updown-5m-1778686800,1778686500,Down,79284.0,0.0,0.0,0.0,0.0,0.5,0.007951413890470145,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778687100,1778686800,Down,79260.54,0.0,0.0,0.0,-1.0,0.5,-0.22809866766137754,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778687400,1778687100,Down,79218.01,0.0,0.0,0.0,-1.0,0.5,-0.2901120133326313,no_data,,,,,,,,,,
False,abstention_2_of_2,btc-updown-5m-1778687700,1778687400,Down,79120.02,0.0,0.0,0.0,0.0,0.5,-0.03191050181147655,no_data,,,,,,,,,,
False,abstention_2_of_2,btc-updown-5m-1778688000,1778687700,Up,79029.49,0.0,0.0,0.0,0.0,0.5,-0.14116031613881824,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778688300,1778688000,Down,78945.46,-1.0,-1.0,0.0,0.0,0.5,-0.11287984528714373,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778688600,1778688300,Up,78863.66,-2.0,-1.0,0.0,-1.0,0.5,-0.26704617985474993,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778688900,1778688600,Down,78835.99,-2.0,-1.0,0.0,1.0,0.5,0.3792045362494938,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778689200,1778688900,Up,78898.45,-3.0,-1.0,0.0,0.0,0.5,0.06088659566384374,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778689500,1778689200,Up,78955.85,-3.0,-1.0,0.0,-1.0,0.5,-0.26292808505421766,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778689800,1778689500,Up,79010.01,-3.0,-1.0,0.0,0.0,0.5,0.08871655278410462,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778690100,1778689800,Up,79062.0,-3.0,-1.0,0.0,0.0,0.5,-0.13813747568056128,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778690400,1778690100,Up,79115.5,-3.0,-1.0,0.0,0.0,0.5,-0.060833976728455356,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778690700,1778690400,Up,79161.6,-3.0,-1.0,0.0,0.0,0.5,0.0768610731772308,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778691000,1778690700,Down,79149.02,-3.0,-1.0,0.0,0.0,0.5,0.14041484646535504,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778691300,1778691000,Up,79158.14,-3.0,-1.0,0.0,-1.0,0.5,-0.23476501795187824,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778691600,1778691300,Up,79131.13,-3.0,-1.0,0.0,1.0,0.5,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778691900,1778691600,Down,79211.56,-3.0,-1.0,0.0,1.0,0.5,0.15426244206227196,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778692200,1778691900,Up,79212.0,-3.0,-1.0,0.0,0.0,0.5,-0.10177730641140831,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778692500,1778692200,Up,79175.99,-3.0,-1.0,0.0,1.0,0.5,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778692800,1778692500,Down,79121.21,-3.0,-1.0,0.0,0.0,0.5,0.12264741370008142,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778693100,1778692800,Up,79296.74,-3.0,-1.0,0.0,-1.0,0.5,-0.1992600776651866,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778693400,1778693100,Up,79340.01,-3.0,-1.0,0.0,1.0,0.5,0.2434577048601923,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778693700,1778693400,Down,79340.17,-3.0,-1.0,0.0,0.0,0.5968730586042635,0.06179569688939365,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778694000,1778693700,Up,79375.07,-3.0,-1.0,0.0,0.0,0.5788051356388417,-0.1266679083628236,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778694300,1778694000,Up,79371.08,-3.0,-1.0,0.0,0.0,0.5808707806999337,0.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778694600,1778694300,Up,79413.51,-3.0,-1.0,0.0,0.0,0.5589045351004344,-0.07644775545799892,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778694900,1778694600,Up,79482.82,-3.0,-1.0,0.0,0.0,0.52302236487885,-0.07671656116456044,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778695200,1778694900,Up,79450.88,-3.0,-1.0,0.0,-1.0,0.5395578794781472,-0.2611874911542145,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778695500,1778695200,Up,79580.41,-3.0,-1.0,0.0,0.0,0.47249948229446576,0.050446515554978255,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778695800,1778695500,Up,79580.4,-3.0,-1.0,0.0,0.0,0.47250465934976155,-0.002374454972962647,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778696100,1778695800,Up,79609.92,-3.0,-1.0,0.0,0.0,0.4572219921308735,-0.03127096567798546,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778696400,1778696100,Up,79616.46,-3.0,-1.0,0.0,-1.0,0.45383619797058766,-0.1971976755104383,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778696700,1778696400,Down,79782.6,-3.0,-1.0,0.0,-1.0,0.3678246013667361,-0.18266824888320085,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778697000,1778696700,Down,79773.31,-3.0,-1.0,0.0,0.0,0.3726340857320334,0.01262902749651698,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778697300,1778697000,Up,79711.3,-3.0,-1.0,0.0,1.0,0.40473700559121484,0.3165033734232914,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778697600,1778697300,Down,79707.0,-3.0,-1.0,0.0,0.0,0.40696313936632506,-0.10771060852912945,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778697900,1778697600,Down,79784.2,-3.0,-1.0,0.0,1.0,0.3669962725201886,0.23323576532302226,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778698200,1778697900,Up,79581.11,-3.0,-1.0,0.0,0.0,0.47213708842410074,-0.09625011706931724,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778698500,1778698200,Down,79599.96,-3.0,-1.0,0.0,0.0,0.462378339200656,0.09724697565589685,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778698800,1778698500,Down,79669.08,-3.0,-1.0,0.0,0.0,0.4265945330296085,-0.051186458279246054,no_data,,,,,,,,,,
