slug,ws_s,outcome_truth,current_px,trend_align,v_trend,v_levels,v_momentum,p_up_levels,score_momentum,fired,skip_reason,direction,stake_usd,vwap_entry,shares,hit_levels,underfilled,won,pnl_usd,balance_cum_usd
btc-updown-5m-1777006800,1777006500,Up,77687.05,0,0,-1,1,0.3441234927785714,0.15533750681726016,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777007100,1777006800,Down,77679.16,0,0,0,-1,0.385941433682238,-0.18636181752863074,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777007400,1777007100,Down,77618.99,0,0,1,0,0.7048496091161711,0.0,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777007700,1777007400,Down,77599.99,0,0,1,-1,0.8055518749171501,-0.2167522813112469,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777008000,1777007700,Up,77526.5,0,0,1,0,0.6909897025171482,-5.5386167213047595e-05,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777008300,1777008000,Up,77579.72,0,0,0,0,0.5387585812356844,0.14740136971434775,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777008600,1777008300,Up,77616.62,0,0,1,0,0.7174108917450825,0.002428893180252797,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777008900,1777008600,Up,77701.26,0,0,-1,1,0.26880879819798764,0.1519317589976496,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777009200,1777008900,Down,77694.0,0,0,-1,0,0.30728766397243923,-0.00013612571101375746,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777009500,1777009200,Up,77723.25,0,0,-1,0,0.15225917583145843,0.0,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777009800,1777009500,Down,77744.0,0,0,1,1,0.6968363567886505,0.1597889982588909,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777010100,1777009800,Up,77817.95,0,0,0,1,0.6039984935032365,1.0,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777010400,1777010100,Down,78008.01,0,0,1,0,0.7328157156221029,-0.10748155015289401,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777010700,1777010400,Up,77922.13,0,0,1,0,0.7029867396871199,0.06553928882377083,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777011000,1777010700,Up,77925.47,0,0,1,-1,0.6962120635886508,-0.2774891509980561,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777011300,1777011000,Up,77919.78,0,0,1,-1,0.7077533531097122,-0.1557432323307617,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777011600,1777011300,Down,77938.89,0,0,1,0,0.6689916584265138,-0.07236728577267157,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777011900,1777011600,Down,77922.26,0,0,1,0,0.7027230546892951,-0.04868980247313791,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777012200,1777011900,Up,77832.0,0,0,1,0,0.8858015770391219,-0.09854805692015381,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777012500,1777012200,Down,77795.64,0,0,0,0,0.6320067792354537,-0.0008977848945823171,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777012800,1777012500,Down,77802.66,0,0,0,0,0.6231937731466908,0.06759534315846144,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777013100,1777012800,Up,77864.54,0,0,1,-1,0.8197991937324242,-0.22189067600923643,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777013400,1777013100,Up,77800.01,0,0,0,0,0.6265206201745092,-0.02450636834157696,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777013700,1777013400,Down,77907.0,0,0,1,-1,0.7336756167439988,-0.20124734319003368,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777014000,1777013700,Down,77856.01,0,0,1,-1,0.8371009862833205,-0.232991236012494,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777014300,1777014000,Up,77793.16,0,0,0,0,0.6351202058878871,-0.09653321042907333,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777014600,1777014300,Down,77809.64,0,0,0,0,0.6144309836168486,0.04943317898770555,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777014900,1777014600,Down,77833.43,0,0,1,-1,0.8829010420628424,-0.22182549426094741,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777015200,1777014900,Down,77750.93,0,0,0,0,0.6160595608648167,-0.09362052900696266,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777015500,1777015200,Up,77689.95,0,0,-1,0,0.32875314694582125,0.07136377505716822,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777015800,1777015500,Down,77706.92,0,0,-1,0,0.23881012322778283,0.04462688138090728,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777016100,1777015800,Up,77682.24,0,0,0,0,0.3696170663839648,-0.04184623198527076,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777016400,1777016100,Down,77652.18,0,0,0,-1,0.5289386511196836,-0.18206245363188778,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777016700,1777016400,Up,77654.34,0,0,0,0,0.5174903935338697,0.028023215523215513,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777017000,1777016700,Down,77695.06,0,0,-1,0,0.3016695375646075,-0.09812697989604585,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777017300,1777017000,Down,77710.57,0,0,-1,0,0.21946468795544322,0.02165826108020698,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777017600,1777017300,Down,77585.29,0,0,1,0,0.8834636279316535,0.039252351292184955,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777017900,1777017600,Up,77594.0,0,0,1,0,0.8372995892407497,-0.13394490418118465,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777018200,1777017900,Up,77561.01,0,0,0,0,0.5986418456412458,0.1265140420798962,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777018500,1777018200,Up,77648.7,0,0,0,1,0.5473830661189993,1.0,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777018800,1777018500,Up,77825.97,0,0,1,-1,0.8966645175155773,-0.19811713555488097,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777019100,1777018800,Down,77931.01,0,0,0,0,0.5354695895121516,-0.08981113899268953,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777019400,1777019100,Down,77880.87,0,0,1,-1,0.7078830861809697,-0.20903251899191494,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777019700,1777019400,Up,77822.42,0,0,0,1,0.49577689913350376,0.16196525757051078,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777020000,1777019700,Down,77762.01,0,0,0,0,0.5974173466812517,-0.05981208575105005,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777020300,1777020000,Up,77788.85,0,0,0,1,0.5522587700849511,0.23410154272536216,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777020600,1777020300,Up,77784.49,0,0,0,0,0.5595945150163898,0.03197860659378043,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777020900,1777020600,Down,77870.0,0,0,1,0,0.7452611218568627,0.024373202348274906,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777021200,1777020900,Down,77848.65,0,0,1,0,0.8186761229314601,0.025673926551045737,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777021500,1777021200,Down,77724.31,0,0,-1,1,0.1466410494236267,0.16622666530653885,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777021800,1777021500,Up,77626.88,0,0,1,0,0.6630316682125045,0.11899615053472701,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777022100,1777021800,Up,77439.83,0,0,1,-1,0.7642996687335359,-0.28780535346432934,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777022400,1777022100,Down,77606.94,0,0,1,0,0.768716046111018,-0.04147254401739786,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777022700,1777022400,Down,77555.44,0,0,0,0,0.6147803411683688,0.03967724488322522,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777023000,1777022700,Up,77483.76,0,0,1,0,0.8224656839665505,-0.0883859241976202,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777023300,1777023000,Up,77533.07,0,0,1,0,0.6795950889138189,-0.07328917028178376,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777023600,1777023300,Up,77502.98,0,0,1,0,0.7667777335120183,-0.0843613279574505,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777023900,1777023600,Down,77560.34,0,0,0,0,0.6005831009380427,-0.03493211388167965,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777024200,1777023900,Up,77541.66,0,0,1,0,0.6547064575712482,-0.06895720368488946,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777024500,1777024200,Down,77486.47,0,0,1,0,0.8146137409003626,0.04323411081578059,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777024800,1777024500,Down,77531.14,0,0,1,0,0.6851870631270167,-0.075265723468767,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777025100,1777024800,Up,77474.51,0,0,1,0,0.8492665966462795,-0.02523335800819686,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777025400,1777025100,Up,77450.0,0,0,1,0,0.7412639089441915,0.09662428844344884,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777025700,1777025400,Up,77487.0,0,0,1,0,0.8130781210387166,0.03443351730535709,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777026000,1777025700,Up,77566.63,0,0,0,0,0.5823584803158033,-0.009656865486051764,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777026300,1777026000,Up,77586.62,0,0,1,0,0.8764144693255757,0.05275852052178908,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777026600,1777026300,Down,77696.0,0,0,-1,0,0.29668742546707305,-0.09082929185122925,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777026900,1777026600,Up,77684.09,0,0,0,0,0.35981184576654734,-0.04812673591891968,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777027200,1777026900,Up,77682.88,0,0,0,0,0.3662249900622507,-0.07811163323621102,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777027500,1777027200,Up,77647.8,0,0,0,0,0.5521531734463833,-0.08685869459800216,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777027800,1777027500,Up,77684.5,0,0,0,0,0.35763879687292877,0.05144914218998303,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777028100,1777027800,Up,77678.75,0,0,0,0,0.38811448257585657,-0.06900317328593052,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777028400,1777028100,Up,77761.03,0,0,0,1,0.557544934542757,1.0,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777028700,1777028400,Up,77944.9,0,0,0,1,0.3518857142857409,0.15932879290934274,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777029000,1777028700,Up,78105.59,0,0,0,0,0.44071468662303304,-0.06475636604180521,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777029300,1777029000,Down,78148.78,0,0,0,0,0.6362437126316638,0.11477543609675744,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777029600,1777029300,Up,78136.37,0,0,1,1,0.7304640789598584,0.30611424041390245,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777029900,1777029600,Up,78177.16,0,0,0,0,0.4207744139697905,0.01282182965980265,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777030200,1777029900,Up,78270.61,0,0,-1,0,0.3440726110691989,0.12048402790561381,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777030500,1777030200,Down,78349.99,0,0,-1,0,0.34176968119710877,-0.14286970245087088,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777030800,1777030500,Up,78292.31,0,0,-1,-1,0.2670232124628489,-0.2296027888091753,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777031100,1777030800,Down,78293.13,0,0,-1,0,0.26411166836802147,-0.04795365383336659,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777031400,1777031100,Down,78200.0,0,0,-1,0,0.24736642308058587,0.06292371931687706,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777031700,1777031400,Up,78232.78,0,0,0,0,0.47839421241845,0.005570357348861476,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777032000,1777031700,Down,78223.7,0,0,0,0,0.5106342372730991,-0.06630637822303824,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777032300,1777032000,Down,78249.48,0,0,0,1,0.419098131463335,0.3106106982281977,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777032600,1777032300,Up,78253.94,0,0,0,-1,0.4032621721184106,-0.21133427574346353,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777032900,1777032600,Down,78274.05,0,0,-1,1,0.33185832852514086,0.24679288536346627,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777033200,1777032900,Up,78324.1,0,0,-1,0,0.1541476188362671,0.14931221281031165,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777033500,1777033200,Down,78262.85,0,0,0,0,0.3716257600638972,0.07093853194709081,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777033800,1777033500,Down,78302.0,0,0,-1,0,0.23261728285474692,-0.10651735675008184,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777034100,1777033800,Up,78264.57,0,0,0,0,0.3655186187918682,-0.08292049303397465,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777034400,1777034100,Down,78232.61,0,0,0,0,0.47899782521858575,0.13432346667032996,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777034700,1777034400,Down,78246.0,0,0,0,0,0.4314544405485802,0.02227140924028609,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777035000,1777034700,Down,78242.53,0,0,0,0,0.4437752429985415,0.0,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777035300,1777035000,Up,78111.4,0,0,0,0,0.42332273152481736,0.12103882693930722,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777035600,1777035300,Up,78110.09,0,0,0,0,0.4272441534144269,-0.03103978854958231,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777035900,1777035600,Up,78330.8,0,0,-1,0,0.13035817318362236,-0.11399055467821013,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777036200,1777035900,Down,78401.4,0,0,-1,1,0.22013958715324755,0.2286344549400856,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777036500,1777036200,Up,78408.46,0,0,-1,-1,0.2034364464422705,-0.15944836218554076,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777036800,1777036500,Down,78327.49,0,0,-1,0,0.14211086946873175,-0.029334034978240456,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777037100,1777036800,Down,78359.66,0,0,-1,1,0.1399783399087115,0.15832062410892092,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777037400,1777037100,Up,78170.29,0,0,0,1,0.47293347252542683,0.1833247624020068,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777037700,1777037400,Down,78128.61,0,0,1,1,0.7893802790167553,0.20358078494183088,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777038000,1777037700,Down,78169.61,0,0,0,-1,0.47809623232417753,-0.18985130937732075,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777038300,1777038000,Down,78167.73,0,0,0,-1,0.49236974470914086,-0.22267066792954093,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777038600,1777038300,Down,78222.22,0,0,0,0,0.5158892192978503,-0.048455742928372375,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777038900,1777038600,Up,78060.32,0,0,0,1,0.5762282507015798,0.3553203475225135,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777039200,1777038900,Down,77968.0,0,0,0,1,0.6351170568562263,0.27283440708634,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777039500,1777039200,Up,77979.53,0,0,0,-1,0.44230769230773676,-0.29088015982814935,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777039800,1777039500,Down,77900.0,0,0,0,0,0.5571428571428572,0.03436028842142902,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777040100,1777039800,Up,77989.4,0,0,-1,0,0.2772575250837223,-0.005454564201973551,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777040400,1777040100,Down,77913.58,0,0,0,1,0.49506285714284914,0.19145259032113832,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777040700,1777040400,Down,77915.03,0,0,0,0,0.48843428571429104,0.08085432195027842,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777041000,1777040700,Up,77770.46,0,0,0,0,0.5394897446329706,-0.020470484770745583,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777041300,1777041000,Up,77771.03,0,0,0,0,0.5383983916904008,-0.03127688295602444,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777041600,1777041300,Down,77875.01,0,0,1,0,0.671382857142881,0.016495217133139978,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777041900,1777041600,Down,77904.01,0,0,0,0,0.5388114285714525,-0.01546938438478365,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777042200,1777041900,Up,78045.72,0,0,-1,0,0.19047303061897103,-0.009371271740448888,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777042500,1777042200,Up,77963.65,0,0,1,-1,0.707859531772717,-0.20734310315333293,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777042800,1777042500,Down,78046.61,0,0,-1,1,0.1837235756943374,1.0,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777043100,1777042800,Down,77881.77,0,0,0,1,0.6404799999999814,1.0,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777043400,1777043100,Up,77633.4,0,0,0,0,0.6284748906850662,0.09723833312165729,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777043700,1777043400,Down,77729.1,0,0,-1,0,0.12125347820323146,0.05674451348994726,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777044000,1777043700,Up,77762.0,0,0,0,0,0.5556877198860761,-0.06994317569336435,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777044300,1777044000,Up,77744.03,0,0,0,0,0.5900940573917623,-0.08866084681266287,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777044600,1777044300,Up,77837.62,0,0,1,-1,0.8423085714285927,-0.26504267766375755,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777044900,1777044600,Down,77850.65,0,0,1,0,0.7827428571428838,0.02385972213112713,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777045200,1777044900,Up,77770.46,0,0,0,-1,0.5394897446329706,-0.2218496088880397,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777045500,1777045200,Down,77747.09,0,0,0,0,0.5842352152789458,-0.11767283730555532,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777045800,1777045500,Up,78055.39,0,0,-1,0,0.11713906531420953,0.03538632628689898,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777046100,1777045800,Up,78032.49,0,0,-1,-1,0.29080481562226684,-0.20456525070788023,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777046400,1777046100,Down,77977.01,0,0,0,0,0.4844481605352327,0.04617334237647147,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777046700,1777046400,Down,77935.26,0,0,0,0,0.3959542857143097,-0.02613522346021001,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777047000,1777046700,Down,78021.71,0,0,0,0,0.3725566404397834,-0.03125711374402448,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777047300,1777047000,Down,77946.5,0,0,-1,1,0.34457142857142853,0.26585428108981385,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777047600,1777047300,Up,77775.78,0,0,0,0,0.5293037838355317,-0.06277394577966919,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777047900,1777047600,Down,77680.64,0,0,0,0,0.3780972571882886,-0.05039924706875775,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777048200,1777047900,Up,77729.99,0,0,-1,0,0.11653637206834655,-0.07667197047059104,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777048500,1777048200,Down,77780.01,0,0,0,0,0.5212047962089927,0.034968563731913795,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777048800,1777048500,Down,77842.83,0,0,1,1,0.8184914285714207,1.0,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777049100,1777048800,Down,77588.01,0,0,1,1,0.8690473035643492,0.17060339862204418,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777049400,1777049100,Up,77740.65,0,0,0,0,0.5965655888758676,-0.022568218064769843,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777049700,1777049400,Up,77640.9,0,0,0,1,0.5887239962899429,0.19725320015108905,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777050000,1777049700,Down,77700.01,0,0,-1,0,0.27543394726384157,-0.12498034413868662,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777050300,1777050000,Down,77707.49,0,0,-1,0,0.2357890552537164,0.09094245602518392,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777050600,1777050300,Up,77698.84,0,0,-1,0,0.2816350867894716,-0.009818308142772843,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777050900,1777050600,Down,77751.26,0,0,0,0,0.5762511069095166,0.03717914614361508,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777051200,1777050900,Down,77727.99,0,0,-1,-1,0.12713661057371278,-0.15059409657452325,False,momentum_engaged,,,,,,,,,
btc-updown-5m-1777051500,1777051200,Up,77615.28,0,0,1,0,0.7245130515436593,-0.0860172188302106,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777051800,1777051500,Down,77623.66,0,0,1,0,0.6800980522061503,0.11664326906567823,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777052100,1777051800,Up,77689.85,0,0,-1,0,0.3292831588710433,-0.07016704509359824,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777052400,1777052100,Up,77598.03,0,0,1,0,0.8159401086524429,0.1077274717551151,False,abstention_1_of_2,,,,,,,,,
btc-updown-5m-1777052700,1777052400,Up,77569.09,0,0,0,0,0.5752308862410017,-0.1423461953730201,False,abstention_2_of_2,,,,,,,,,
btc-updown-5m-1777053000,1777052700,Up,77580.01,0,0,1,-1,0.885682211816057,-0.20713112445444778,False,momentum_engaged,,,,,,,,,
