wallet,slug,outcome_truth,mint_cost,trading_cash,up_leftover,down_leftover,redeemed,actual_pnl,mc,asset_sym,slot_start_s
0x04b6d7e9,btc-updown-15m-1778855400,?,974.821862,505.4115638093486,-259.567271,-974.821862,0.0,-469.4102981906514,updown_15m,BTC,1778855400
0x04b6d7e9,btc-updown-15m-1778856300,Down,1632.7999479999999,953.1373692129687,-1632.7999479999999,-1074.178523,0.0,-679.6625787870312,updown_15m,BTC,1778856300
0x04b6d7e9,btc-updown-15m-1778857200,Up,1157.3513739999999,858.1751742888284,-1157.3513739999999,-740.6824550000001,0.0,-299.1761997111714,updown_15m,BTC,1778857200
0x04b6d7e9,btc-updown-15m-1778858100,Down,1715.103534,1427.6084808605112,-1503.2370070000002,-1715.103534,0.0,-287.49505313948885,updown_15m,BTC,1778858100
0x04b6d7e9,btc-updown-15m-1778859000,Down,1853.556631,1567.2582735686303,-1853.556631,-1700.229164,0.0,-286.2983574313696,updown_15m,BTC,1778859000
0x04b6d7e9,btc-updown-15m-1778859900,Up,1647.1358750000002,1342.4243511195536,-1242.101896,-1647.1358750000002,0.0,-304.7115238804465,updown_15m,BTC,1778859900
0x04b6d7e9,btc-updown-15m-1778860800,Up,934.854542,849.3665891389502,-838.7423570000001,-934.854542,0.0,-85.48795286104985,updown_15m,BTC,1778860800
0x04b6d7e9,btc-updown-15m-1778861700,Up,1639.2685929999998,1584.379741164138,-1447.94157,-1639.2685929999998,0.0,-54.888851835861715,updown_15m,BTC,1778861700
0x04b6d7e9,btc-updown-15m-1778863500,Up,1993.256993,1915.0683606141345,-1898.8607670000001,-1993.256993,0.0,-78.1886323858655,updown_15m,BTC,1778863500
0x04b6d7e9,btc-updown-15m-1778864400,Down,1857.5209569999997,1696.635802268378,-1630.290195,-1857.5209569999997,0.0,-160.8851547316217,updown_15m,BTC,1778864400
0x04b6d7e9,btc-updown-15m-1778865300,Up,1338.229656,1511.1533158428037,-1338.229656,-1030.0963199999999,0.0,172.92365984280377,updown_15m,BTC,1778865300
0x04b6d7e9,btc-updown-15m-1778866200,Up,2104.646049,1318.4536669532954,-1361.909961,-2104.646049,0.0,-786.1923820467046,updown_15m,BTC,1778866200
0x04b6d7e9,btc-updown-15m-1778867100,Up,2221.6923039999997,1941.8250324311707,-1823.421877,-2221.6923039999997,0.0,-279.867271568829,updown_15m,BTC,1778867100
0x04b6d7e9,btc-updown-15m-1778868000,Up,1816.072079,1374.6438170982365,-1230.041212,-1816.072079,0.0,-441.42826190176356,updown_15m,BTC,1778868000
0x04b6d7e9,btc-updown-15m-1778868900,Down,1257.820162,1138.6920265462018,-1177.5187030000002,-1257.820162,0.0,-119.12813545379822,updown_15m,BTC,1778868900
0x04b6d7e9,btc-updown-15m-1778869800,Up,2836.993716,2370.460659768798,-2685.9324279999996,-2836.993716,0.0,-466.53305623120195,updown_15m,BTC,1778869800
0x04b6d7e9,btc-updown-15m-1778870700,Down,2406.5371169999994,1864.3188722351895,-1472.2239099999997,-2406.5371169999994,0.0,-542.2182447648099,updown_15m,BTC,1778870700
0x04b6d7e9,btc-updown-15m-1778871600,Down,2163.0631169999997,2162.3663664906417,-2053.041357,-2163.0631169999997,0.0,-0.6967505093580257,updown_15m,BTC,1778871600
0x04b6d7e9,btc-updown-15m-1778872500,Up,1503.491195,1400.0986102588472,-1503.491195,-1214.001054,0.0,-103.39258474115286,updown_15m,BTC,1778872500
0x04b6d7e9,btc-updown-15m-1778873400,Up,2915.5779740000003,2985.6372271762584,-2408.580978,-2915.5779740000003,0.0,70.05925317625815,updown_15m,BTC,1778873400
0x04b6d7e9,btc-updown-5m-1778767200,?,883.90774,685.6047810685737,-600.0,-883.90774,0.0,-198.30295893142625,updown_5m,BTC,1778767200
0x04b6d7e9,btc-updown-5m-1778767500,?,1960.953743,1736.3474759401556,-1960.953743,-1584.4909910000001,0.0,-224.6062670598444,updown_5m,BTC,1778767500
0x04b6d7e9,btc-updown-5m-1778767800,?,4527.60182,3745.1950610085687,-3179.338763,-4527.60182,0.0,-782.4067589914312,updown_5m,BTC,1778767800
0x04b6d7e9,btc-updown-5m-1778768100,?,3605.414517,3394.543119963647,-3080.9377869999994,-3605.414517,0.0,-210.8713970363533,updown_5m,BTC,1778768100
0x04b6d7e9,btc-updown-5m-1778768400,Down,5544.243184,4850.773243431991,-5544.243184,-4768.839674000001,0.0,-693.4699405680085,updown_5m,BTC,1778768400
0x04b6d7e9,btc-updown-5m-1778768700,Down,3798.8128639999995,3600.8057824409566,-3798.8128639999995,-3125.135537,0.0,-198.00708155904294,updown_5m,BTC,1778768700
0x04b6d7e9,btc-updown-5m-1778769000,Down,3852.047556,2504.419225429454,-3852.047556,-1956.701498,0.0,-1347.628330570546,updown_5m,BTC,1778769000
0x04b6d7e9,btc-updown-5m-1778769300,Up,2724.297367,2408.504410486733,-2724.297367,-2654.0910169999997,0.0,-315.7929565132672,updown_5m,BTC,1778769300
0x04b6d7e9,btc-updown-5m-1778769600,Up,2602.2682640000003,1984.2886243302987,-1665.4195169999998,-2602.2682640000003,0.0,-617.9796396697016,updown_5m,BTC,1778769600
0x04b6d7e9,btc-updown-5m-1778769900,Up,2247.84055,2099.0400709292717,-2149.246738,-2247.84055,0.0,-148.80047907072822,updown_5m,BTC,1778769900
0x04b6d7e9,btc-updown-5m-1778770200,Up,2577.3611319999995,1928.5273261820207,-1839.682412,-2577.3611319999995,0.0,-648.8338058179788,updown_5m,BTC,1778770200
0x04b6d7e9,btc-updown-5m-1778770500,Up,4408.024402,3801.0412511464083,-3286.0023020000003,-4408.024402,0.0,-606.9831508535917,updown_5m,BTC,1778770500
0x04b6d7e9,btc-updown-5m-1778770800,Up,2644.693506,2015.2494112673744,-1883.9755530000002,-2644.693506,0.0,-629.4440947326257,updown_5m,BTC,1778770800
0x04b6d7e9,btc-updown-5m-1778771100,Down,4765.600132,4921.113146211972,-4765.600132,-4552.145682,0.0,155.5130142119724,updown_5m,BTC,1778771100
0x04b6d7e9,btc-updown-5m-1778771400,Up,5297.816009,3863.541060884886,-3746.163815,-5297.816009,0.0,-1434.274948115114,updown_5m,BTC,1778771400
0x04b6d7e9,btc-updown-5m-1778771700,Up,5251.860486999999,3942.7949705321653,-5251.860486999999,-3557.581118,0.0,-1309.0655164678337,updown_5m,BTC,1778771700
0x04b6d7e9,btc-updown-5m-1778772000,Up,3344.7772779999996,2794.3597833139797,-3261.0420050000002,-3344.7772779999996,0.0,-550.4174946860198,updown_5m,BTC,1778772000
0x04b6d7e9,btc-updown-5m-1778772300,Down,5957.451069999999,4573.085817865144,-5957.451069999999,-4363.729986,0.0,-1384.365252134855,updown_5m,BTC,1778772300
0x04b6d7e9,btc-updown-5m-1778772600,Down,5787.671659,4704.1495409723575,-5787.671659,-4716.27754,0.0,-1083.5221180276421,updown_5m,BTC,1778772600
0x04b6d7e9,btc-updown-5m-1778772900,Down,4366.7500279999995,4370.011335445601,-4036.458427,-4366.7500279999995,0.0,3.2613074456012328,updown_5m,BTC,1778772900
0x04b6d7e9,btc-updown-5m-1778773200,Up,2793.386426,2919.388017339089,-2793.386426,-2709.389879,0.0,126.00159133908892,updown_5m,BTC,1778773200
0x04b6d7e9,btc-updown-5m-1778773500,Up,2586.868603,1769.220704805291,-1716.7272520000001,-2586.868603,0.0,-817.6478981947089,updown_5m,BTC,1778773500
0x04b6d7e9,btc-updown-5m-1778773800,Up,1277.5887349999998,1047.9602580025853,-1277.5887349999998,-1032.129912,0.0,-229.6284769974145,updown_5m,BTC,1778773800
0x04b6d7e9,btc-updown-5m-1778774100,Up,4646.700872,2808.8456031240867,-1952.6682290000003,-4646.700872,0.0,-1837.8552688759137,updown_5m,BTC,1778774100
0x04b6d7e9,btc-updown-5m-1778774400,Up,4457.68306,2351.7202860660336,-2154.787635,-4457.68306,0.0,-2105.9627739339667,updown_5m,BTC,1778774400
0x04b6d7e9,btc-updown-5m-1778774700,Up,3250.4833719999997,3400.3554025523617,-3250.4833719999997,-1635.064345,0.0,149.87203055236205,updown_5m,BTC,1778774700
0x04b6d7e9,btc-updown-5m-1778775000,Up,3838.77269,2674.7258131709814,-2508.387708,-3838.77269,0.0,-1164.0468768290184,updown_5m,BTC,1778775000
0x04b6d7e9,btc-updown-5m-1778775300,Down,2779.850115,2367.715951225798,-2779.850115,-1899.516588,0.0,-412.1341637742021,updown_5m,BTC,1778775300
0x04b6d7e9,btc-updown-5m-1778775600,Up,4807.085679,4292.651660208125,-4325.885023,-4807.085679,0.0,-514.4340187918751,updown_5m,BTC,1778775600
0x04b6d7e9,btc-updown-5m-1778775900,Up,3258.623045,2386.162317126949,-2421.272073,-3258.623045,0.0,-872.4607278730509,updown_5m,BTC,1778775900
0x04b6d7e9,btc-updown-5m-1778776200,Down,3484.9942969999997,3248.419579092845,-3465.9481859999996,-3484.9942969999997,0.0,-236.57471790715454,updown_5m,BTC,1778776200
0x04b6d7e9,btc-updown-5m-1778776500,Down,3200.0596130000004,2396.373725119403,-3200.0596130000004,-2055.381944,0.0,-803.6858878805974,updown_5m,BTC,1778776500
0x04b6d7e9,btc-updown-5m-1778776800,Up,1771.604648,1653.064977275018,-1639.1516729999998,-1771.604648,0.0,-118.53967072498199,updown_5m,BTC,1778776800
0x04b6d7e9,btc-updown-5m-1778777100,Down,2470.921969,1515.6186639702028,-2470.921969,-1357.745835,0.0,-955.3033050297972,updown_5m,BTC,1778777100
0x04b6d7e9,btc-updown-5m-1778777400,Down,2695.283726,2431.680850737165,-2472.9675669999997,-2695.283726,0.0,-263.6028752628349,updown_5m,BTC,1778777400
0x04b6d7e9,btc-updown-5m-1778777700,Up,1593.983401,1703.027066431128,-1568.786322,-1593.983401,0.0,109.04366543112815,updown_5m,BTC,1778777700
0x04b6d7e9,btc-updown-5m-1778778000,Up,1967.495092,1214.990081349772,-1000.0,-1967.495092,0.0,-752.5050106502281,updown_5m,BTC,1778778000
0x04b6d7e9,btc-updown-5m-1778778300,Down,1730.4531240000001,388.9148546486174,-1730.4531240000001,-149.39000000000001,0.0,-1341.5382693513827,updown_5m,BTC,1778778300
0x04b6d7e9,btc-updown-5m-1778778600,Down,2338.005765,2204.863196393138,-2338.005765,-2289.796581,0.0,-133.14256860686191,updown_5m,BTC,1778778600
0x04b6d7e9,btc-updown-5m-1778778900,Down,1566.72168,1646.0482336411856,-1566.72168,-1534.658953,0.0,79.32655364118546,updown_5m,BTC,1778778900
0x04b6d7e9,btc-updown-5m-1778779200,Up,3516.664954,3009.3885059413005,-3062.348487,-3516.664954,0.0,-507.2764480586993,updown_5m,BTC,1778779200
0x04b6d7e9,btc-updown-5m-1778779500,Up,4845.5589,3518.6098503480443,-3918.34019,-4845.5589,0.0,-1326.9490496519556,updown_5m,BTC,1778779500
0x04b6d7e9,btc-updown-5m-1778779800,Up,4911.611537999999,3787.1926662707588,-3845.3630060000005,-4911.611537999999,0.0,-1124.4188717292404,updown_5m,BTC,1778779800
0x04b6d7e9,btc-updown-5m-1778780100,Up,5530.157788,4108.998883874015,-4150.483501,-5530.157788,0.0,-1421.1589041259858,updown_5m,BTC,1778780100
0x04b6d7e9,btc-updown-5m-1778780400,Up,3747.094239,2956.164254383031,-2969.274633,-3747.094239,0.0,-790.9299846169688,updown_5m,BTC,1778780400
0x04b6d7e9,btc-updown-5m-1778780700,Up,1472.310884,1326.199124405578,-1472.310884,-1441.1038210000002,0.0,-146.11175959442198,updown_5m,BTC,1778780700
0x04b6d7e9,btc-updown-5m-1778781000,Down,3561.170002,3377.143831711083,-3547.231037,-3561.170002,0.0,-184.026170288917,updown_5m,BTC,1778781000
0x04b6d7e9,btc-updown-5m-1778781300,Down,3296.776863,2460.5507214750737,-3296.776863,-2848.592755,0.0,-836.2261415249263,updown_5m,BTC,1778781300
0x04b6d7e9,btc-updown-5m-1778781600,Down,1780.632165,1712.7476262162684,-1538.018631,-1780.632165,0.0,-67.88453878373161,updown_5m,BTC,1778781600
0x04b6d7e9,btc-updown-5m-1778781900,Up,1738.7616420000002,1818.8508341664042,-1738.7616420000002,-1619.4677010000003,0.0,80.08919216640402,updown_5m,BTC,1778781900
0x04b6d7e9,btc-updown-5m-1778782200,Up,1818.2974419999998,1591.6092483376613,-1513.7773439999999,-1818.2974419999998,0.0,-226.68819366233856,updown_5m,BTC,1778782200
0x04b6d7e9,btc-updown-5m-1778782500,Up,3127.3338450000006,2226.120798731234,-2765.3278539999997,-3127.3338450000006,0.0,-901.2130462687664,updown_5m,BTC,1778782500
0x04b6d7e9,btc-updown-5m-1778782800,Up,3222.102197,2445.571187507184,-2480.425455,-3222.102197,0.0,-776.5310094928163,updown_5m,BTC,1778782800
0x04b6d7e9,btc-updown-5m-1778783100,Down,2675.568295,2189.0312749632462,-2675.568295,-2428.5328609999997,0.0,-486.5370200367538,updown_5m,BTC,1778783100
0x04b6d7e9,btc-updown-5m-1778783400,Down,2369.358178,2476.8689191684784,-2298.1476119999998,-2369.358178,0.0,107.51074116847849,updown_5m,BTC,1778783400
0x04b6d7e9,btc-updown-5m-1778783700,Up,2237.828748,1621.9333764545868,-1437.7467300000003,-2237.828748,0.0,-615.8953715454131,updown_5m,BTC,1778783700
0x04b6d7e9,btc-updown-5m-1778784000,Down,3154.9766649999997,2891.268180171918,-3154.9766649999997,-2768.352377,0.0,-263.7084848280815,updown_5m,BTC,1778784000
0x04b6d7e9,btc-updown-5m-1778784300,Up,2445.153208,1613.8615831411612,-1473.472331,-2445.153208,0.0,-831.291624858839,updown_5m,BTC,1778784300
0x04b6d7e9,btc-updown-5m-1778784600,Down,1981.901784,1598.22238023031,-1758.2650449999999,-1981.901784,0.0,-383.67940376969,updown_5m,BTC,1778784600
0x04b6d7e9,btc-updown-5m-1778784900,Up,1596.760099,1384.0049387500112,-1239.7764750000001,-1596.760099,0.0,-212.75516024998888,updown_5m,BTC,1778784900
0x04b6d7e9,btc-updown-5m-1778785200,Up,1918.601022,1903.082096852191,-1918.601022,-1544.22366,0.0,-15.518925147809114,updown_5m,BTC,1778785200
0x04b6d7e9,btc-updown-5m-1778785500,Down,1734.6066900000003,1051.3574105860796,-1734.6066900000003,-1378.3808629999999,0.0,-683.2492794139207,updown_5m,BTC,1778785500
0x04b6d7e9,btc-updown-5m-1778785800,Down,3981.335365,3364.0087088465725,-3981.335365,-3261.351309,0.0,-617.3266561534274,updown_5m,BTC,1778785800
0x04b6d7e9,btc-updown-5m-1778786100,Up,2146.1217530000004,1553.1887811070394,-1507.9136190000002,-2146.1217530000004,0.0,-592.932971892961,updown_5m,BTC,1778786100
0x04b6d7e9,btc-updown-5m-1778786400,Down,3825.444874,3189.3975966899843,-3825.444874,-3329.020089,0.0,-636.0472773100155,updown_5m,BTC,1778786400
0x04b6d7e9,btc-updown-5m-1778786700,Down,2161.223819,1431.9457884997423,-2161.223819,-1615.807749,0.0,-729.2780305002575,updown_5m,BTC,1778786700
0x04b6d7e9,btc-updown-5m-1778787000,Up,2404.9673700000003,2520.183850937904,-2404.9673700000003,-2320.1304600000003,0.0,115.21648093790373,updown_5m,BTC,1778787000
0x04b6d7e9,btc-updown-5m-1778787300,Down,2510.427286,1989.4143120195736,-2510.427286,-1823.3313600000001,0.0,-521.0129739804265,updown_5m,BTC,1778787300
0x04b6d7e9,btc-updown-5m-1778787600,Up,3212.052563,2167.132032699732,-1712.495112,-3212.052563,0.0,-1044.9205303002682,updown_5m,BTC,1778787600
0x04b6d7e9,btc-updown-5m-1778787900,Down,3651.5175579999996,3305.9268458719544,-3465.027285,-3651.5175579999996,0.0,-345.5907121280452,updown_5m,BTC,1778787900
0x04b6d7e9,btc-updown-5m-1778788200,Up,3185.2871179999997,3004.4223471493606,-2933.4019769999995,-3185.2871179999997,0.0,-180.86477085063916,updown_5m,BTC,1778788200
0x04b6d7e9,btc-updown-5m-1778821200,Up,2957.410198,1995.1138847291884,-2957.410198,-2612.039371,0.0,-962.2963132708117,updown_5m,BTC,1778821200
0x04b6d7e9,btc-updown-5m-1778821500,Down,2244.199361,2366.318813618616,-1985.127735,-2244.199361,0.0,122.11945261861592,updown_5m,BTC,1778821500
0x04b6d7e9,btc-updown-5m-1778821800,Up,2882.721369,2081.0851185614247,-2882.721369,-2025.7680030000001,0.0,-801.6362504385752,updown_5m,BTC,1778821800
0x04b6d7e9,btc-updown-5m-1778822100,Up,3803.9919200000004,3247.224025090961,-3803.9919200000004,-3630.216634,0.0,-556.7678949090396,updown_5m,BTC,1778822100
0x04b6d7e9,btc-updown-5m-1778822400,Up,3185.662155,3022.325800965713,-3185.662155,-2992.4794110000003,0.0,-163.33635403428707,updown_5m,BTC,1778822400
0x04b6d7e9,btc-updown-5m-1778822700,Down,3033.095409,2558.1258807438235,-2788.0950589999998,-3033.095409,0.0,-474.96952825617655,updown_5m,BTC,1778822700
0x04b6d7e9,btc-updown-5m-1778823000,Down,737.520462,589.8395238617343,-574.1703450000001,-737.520462,0.0,-147.68093813826567,updown_5m,BTC,1778823000
0x04b6d7e9,btc-updown-5m-1778823300,Down,744.016842,645.8885701618993,-632.8798929999999,-744.016842,0.0,-98.12827183810066,updown_5m,BTC,1778823300
0x04b6d7e9,btc-updown-5m-1778823600,Up,1780.765332,1604.0027532628678,-1595.19858,-1780.765332,0.0,-176.76257873713212,updown_5m,BTC,1778823600
0x04b6d7e9,btc-updown-5m-1778823900,Down,2364.65183,1877.0028830032843,-2364.65183,-1623.880473,0.0,-487.6489469967155,updown_5m,BTC,1778823900
0x04b6d7e9,btc-updown-5m-1778824200,Up,2986.376764,2558.286549751589,-2207.279929,-2986.376764,0.0,-428.09021424841103,updown_5m,BTC,1778824200
0x04b6d7e9,btc-updown-5m-1778824500,Down,1277.010456,1306.4047435620992,-1221.8453940000002,-1277.010456,0.0,29.39428756209918,updown_5m,BTC,1778824500
0x04b6d7e9,btc-updown-5m-1778824800,Up,2373.3070390000003,2410.4289953718517,-2074.050246,-2373.3070390000003,0.0,37.12195637185141,updown_5m,BTC,1778824800
0x04b6d7e9,btc-updown-5m-1778825100,Up,2795.887062,2428.4105766217026,-2660.752839,-2795.887062,0.0,-367.4764853782972,updown_5m,BTC,1778825100
0x04b6d7e9,btc-updown-5m-1778825400,Down,2449.4448780000002,2284.910535475214,-2363.212853,-2449.4448780000002,0.0,-164.5343425247861,updown_5m,BTC,1778825400
0x04b6d7e9,btc-updown-5m-1778825700,Down,3354.0931339999997,2985.556888091324,-3354.0931339999997,-3059.4406169999997,0.0,-368.53624590867594,updown_5m,BTC,1778825700
0x04b6d7e9,btc-updown-5m-1778826000,Up,2598.2425019999996,2150.3743580506793,-1811.7458080000001,-2598.2425019999996,0.0,-447.86814394932026,updown_5m,BTC,1778826000
0x04b6d7e9,btc-updown-5m-1778826300,Up,3596.624217,3332.530932802963,-3596.624217,-3244.551647,0.0,-264.09328419703706,updown_5m,BTC,1778826300
0x04b6d7e9,btc-updown-5m-1778826600,Down,3801.6030690000002,3507.1883506894783,-3801.6030690000002,-2992.956376,0.0,-294.41471831052195,updown_5m,BTC,1778826600
