slug,outcome,n_fills,n_buys,n_sells,n_maker,n_taker,buy_shares,sell_shares,buy_usd,sell_usd,avg_buy_px,avg_sell_px,size_p50,size_p90,first_offset,last_offset,median_offset,n_unique_offsets,mc,asset_sym,slot_start_s,median_book_spread,wallet,span_s,fires_per_min,maker_pct,sell_pct
btc-updown-5m-1778849100,Down,112,0,112,112,0,0.0,3256.646987,0.0,1695.3220960207848,,0.5114285721044455,11.901638,50.0,10,246,110.0,29,updown_5m,BTC,1778849100,0.009999990463256836,0x04b6d7e9,236,28.474576271186443,100.0,100.0
btc-updown-5m-1778849100,Up,118,0,118,118,0,0.0,2160.609681,0.0,1015.0096914418098,,0.4730508385573403,7.8828125,41.55399999999999,20,211,143.0,25,updown_5m,BTC,1778849100,0.009999990463256836,0x04b6d7e9,191,37.068062827225134,100.0,100.0
btc-updown-5m-1778849400,Down,104,0,104,104,0,0.0,3472.081031,0.0,1549.1949655805445,,0.4369230793359188,10.8713425,129.01900000000012,9,186,131.5,30,updown_5m,BTC,1778849400,0.009999990463256836,0x04b6d7e9,177,35.25423728813559,100.0,100.0
btc-updown-5m-1778849400,Up,161,0,161,161,0,0.0,3244.1275619999997,0.0,1733.816942428102,,0.4529813682625753,8.771927,48.8,11,247,84.0,36,updown_5m,BTC,1778849400,0.010000020265579224,0x04b6d7e9,236,40.93220338983051,100.0,100.0
btc-updown-5m-1778849700,Down,127,0,127,127,0,0.0,2837.3243380000004,0.0,867.0227743888962,,0.3322834658810473,6.25,50.0,22,223,122.0,27,updown_5m,BTC,1778849700,0.010000020265579224,0x04b6d7e9,201,37.91044776119403,100.0,100.0
btc-updown-5m-1778849700,Up,70,0,70,70,0,0.0,1551.6129299999998,0.0,1013.8545878425427,,0.6412857106753758,6.205881,71.29100000000001,36,229,105.0,20,updown_5m,BTC,1778849700,0.009999990463256836,0x04b6d7e9,193,21.761658031088082,100.0,100.0
btc-updown-5m-1778850000,Down,42,0,42,42,0,0.0,1139.24767,0.0,1038.7970567168293,,0.9045237955592927,12.75,57.18976749999999,28,128,74.0,12,updown_5m,BTC,1778850000,0.010000020265579224,0x04b6d7e9,100,25.2,100.0,100.0
btc-updown-5m-1778850000,Up,52,0,52,52,0,0.0,916.9320689999998,0.0,58.951751918193494,,0.09653845966721956,5.621486,50.0,39,161,57.0,12,updown_5m,BTC,1778850000,0.009999999776482582,0x04b6d7e9,122,25.57377049180328,100.0,100.0
btc-updown-5m-1778850300,Down,138,0,138,138,0,0.0,2499.732234,0.0,1588.5571580320748,,0.5728985598121864,8.333332,40.366,12,239,98.0,30,updown_5m,BTC,1778850300,0.010000020265579224,0x04b6d7e9,227,36.47577092511013,100.0,100.0
btc-updown-5m-1778850300,Up,200,0,200,200,0,0.0,3272.3533429999998,0.0,1101.3635373610293,,0.3531500014662743,6.188174,48.88399999999999,35,210,143.0,27,updown_5m,BTC,1778850300,0.009999990463256836,0x04b6d7e9,175,68.57142857142857,100.0,100.0
btc-updown-5m-1778850600,Down,220,0,220,220,0,0.0,4040.813349,0.0,1714.3526008555923,,0.38109090477228164,7.54148,40.433,9,256,138.5,38,updown_5m,BTC,1778850600,0.019999980926513672,0x04b6d7e9,247,53.44129554655871,100.0,100.0
btc-updown-5m-1778850600,Up,162,0,162,162,0,0.0,3668.7716949999995,0.0,1878.8783721138789,,0.525370368619024,8.8583325,49.976145,62,246,146.0,29,updown_5m,BTC,1778850600,0.009999990463256836,0x04b6d7e9,184,52.826086956521735,100.0,100.0
btc-updown-5m-1778850900,Down,131,0,131,131,0,0.0,3112.269587,0.0,1803.3125681208262,,0.5223664073771193,6.144576,66.03,47,268,157.0,25,updown_5m,BTC,1778850900,0.019999980926513672,0x04b6d7e9,221,35.56561085972851,100.0,100.0
btc-updown-5m-1778850900,Up,97,0,97,97,0,0.0,3105.053605,0.0,804.7887997854059,,0.25123711160777773,9.61,101.84621400000003,73,220,138.0,26,updown_5m,BTC,1778850900,0.02000001072883606,0x04b6d7e9,147,39.59183673469388,100.0,100.0
btc-updown-5m-1778851200,Down,142,0,142,142,0,0.0,4213.441277,0.0,1229.8120675057803,,0.2950000011585128,10.6004035,70.76509580000001,27,206,114.5,36,updown_5m,BTC,1778851200,0.009999990463256836,0x04b6d7e9,179,47.59776536312849,100.0,100.0
btc-updown-5m-1778851200,Up,130,0,130,130,0,0.0,3590.355757,0.0,2657.945343957963,,0.7299230846074911,15.166666,52.51250000000012,41,239,128.0,23,updown_5m,BTC,1778851200,0.009999990463256836,0x04b6d7e9,198,39.3939393939394,100.0,100.0
btc-updown-5m-1778851500,Down,25,0,25,25,0,0.0,980.987773,0.0,896.8037492814499,,0.9240000033378601,15.0,104.31514200000007,88,156,110.0,11,updown_5m,BTC,1778851500,0.009999990463256836,0x04b6d7e9,68,22.058823529411764,100.0,100.0
btc-updown-5m-1778851500,Up,39,0,39,39,0,0.0,814.3923709999999,0.0,85.49359775908181,,0.1315384612729152,9.45555,53.998000000000054,44,165,81.0,12,updown_5m,BTC,1778851500,0.009999999776482582,0x04b6d7e9,121,19.338842975206614,100.0,100.0
btc-updown-5m-1778851800,Down,27,0,27,27,0,0.0,1287.7475000000002,0.0,1245.1268715289234,,0.9518518624482332,19.84,147.4720000000001,27,150,117.0,12,updown_5m,BTC,1778851800,0.009999990463256836,0x04b6d7e9,123,13.170731707317074,100.0,100.0
btc-updown-5m-1778851800,Up,26,1,25,25,1,3.0,900.967833,0.23999999463558197,50.70045860580099,0.07999999821186066,0.0755999992787838,13.08,90.73947,47,134,125.0,7,updown_5m,BTC,1778851800,0.019999999552965164,0x04b6d7e9,87,17.931034482758623,96.15384615384616,96.15384615384616
btc-updown-5m-1778852100,Down,12,0,12,12,0,0.0,853.9625,0.0,689.8055686359107,,0.799166684349378,17.563875,197.333,58,196,97.0,6,updown_5m,BTC,1778852100,0.020000040531158447,0x04b6d7e9,138,5.217391304347826,100.0,100.0
btc-updown-5m-1778852100,Up,38,0,38,38,0,0.0,1199.920863,0.0,305.76732064022207,,0.25684210069869695,10.4054035,77.03900000000002,39,154,111.0,9,updown_5m,BTC,1778852100,0.009999990463256836,0x04b6d7e9,115,19.82608695652174,100.0,100.0
btc-updown-5m-1778852400,Down,68,0,68,68,0,0.0,1929.6178909999999,0.0,1503.1029316851173,,0.7585294018773472,16.8573325,54.560000000000066,7,194,154.0,18,updown_5m,BTC,1778852400,0.019999980926513672,0x04b6d7e9,187,21.818181818181817,100.0,100.0
btc-updown-5m-1778852400,Up,61,0,61,61,0,0.0,2035.030093,0.0,620.6820182411193,,0.2854098382054782,10.268355,97.314875,49,140,117.0,18,updown_5m,BTC,1778852400,0.010000020265579224,0x04b6d7e9,91,40.21978021978022,100.0,100.0
