slug,asset,tf,slot_start_s,ws_s,fire_s,hour_utc,weekday,min_in_hour,slot_offset_min,outcome_truth,sum_bids,sum_asks,spread_up,spread_dn,mid_up,mid_dn,mid_diff,depth_up,depth_dn,depth_tot,depth_imb,bid_price_0_up,ask_price_0_up,bid_size_0_up,ask_size_0_up,bid_price_0_down,ask_price_0_down,bid_size_0_down,ask_size_0_down,open_book_us,binance_close_at_ws,ret_60s,ret_120s,abs_ret_60s,abs_ret_120s,vol_5m,vol_10m
btc-updown-5m-1777925400,BTC,5m,1777925400,1777925100,1777925220,20,0,10,10,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,348.27,348.27,696.54,0.0,0.5,0.51,116.88,231.39,0.49,0.5,231.39,116.88,1777914739489000,79999.99,0.0001562622278371791,0.00037482028319056653,0.0001562622278371791,0.00037482028319056653,0.0003652205095788309,0.00041607082728918875
btc-updown-5m-1777925700,BTC,5m,1777925700,1777925400,1777925520,20,0,15,15,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,345.33,345.33,690.66,0.0,0.5,0.51,114.04,231.29,0.49,0.5,231.29,114.04,1777916647665000,80022.94,0.0001782147807758601,-0.000156193009393304,0.0001782147807758601,0.000156193009393304,0.0003341238236510417,0.00036276245570446026
btc-updown-5m-1777926000,BTC,5m,1777926000,1777925700,1777925820,20,0,20,20,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,346.26,346.26,692.52,0.0,0.5,0.51,114.49,231.77,0.49,0.5,231.77,114.49,1777916718699000,80123.17,0.0007848500135814587,0.0008982709451361124,0.0007848500135814587,0.0008982709451361124,0.0002725691257357876,0.0003198071517769612
btc-updown-5m-1777926300,BTC,5m,1777926300,1777926000,1777926120,20,0,25,25,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,321.0,321.0,642.0,0.0,0.5,0.51,99.22,221.78,0.49,0.5,221.78,99.22,1777916708144000,79954.8,-0.0013087581347695674,-0.002330101246557763,0.0013087581347695674,0.002330101246557763,0.0006313341117447724,0.0005907799285369317
btc-updown-5m-1777926600,BTC,5m,1777926600,1777926300,1777926420,20,0,30,30,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,345.97998,345.97998,691.95996,0.0,0.5,0.51,114.44,231.54,0.49,0.5,231.54,114.44,1777916694925000,79985.45,0.00019317878881965533,-0.00022826546597647188,0.00019317878881965533,0.00022826546597647188,0.0003420002860436728,0.0005653482486642019
btc-updown-5m-1777926900,BTC,5m,1777926900,1777926600,1777926720,20,0,35,35,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,233.58,233.58,467.16,0.0,0.5,0.51,58.45,175.13,0.49,0.5,175.13,58.45,1777916709399000,80027.23,-0.00010658303969052981,2.011835465664633e-05,0.00010658303969052981,2.011835465664633e-05,0.00026677242980475144,0.0003070161349045122
btc-updown-5m-1777927200,BTC,5m,1777927200,1777926900,1777927020,20,0,40,40,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,345.6,345.6,691.2,0.0,0.5,0.51,114.35,231.25,0.49,0.5,231.25,114.35,1777918266861000,79981.93,0.0002542147232774097,-0.00028852355273638444,0.0002542147232774097,0.00028852355273638444,0.000269559497949651,0.00028941603724389083
btc-updown-5m-1777927500,BTC,5m,1777927500,1777927200,1777927320,20,0,45,45,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,346.03,346.03,692.06,0.0,0.5,0.51,114.46,231.57,0.49,0.5,231.57,114.46,1777918267005000,79909.47,-0.00038210947413262265,-0.0007571954409411419,0.00038210947413262265,0.0007571954409411419,0.0002276498557888222,0.0002517943489872696
btc-updown-5m-1777927800,BTC,5m,1777927800,1777927500,1777927620,20,0,50,50,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,346.03,346.03,692.06,0.0,0.5,0.51,114.72,231.31,0.49,0.5,231.31,114.72,1777918684699000,79917.14,1.2512961083790945e-07,0.00016430866665067967,1.2512961083790945e-07,0.00016430866665067967,0.0002484646411904226,0.0002585082352891192
btc-updown-5m-1777928100,BTC,5m,1777928100,1777927800,1777927920,20,0,55,55,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,346.33,346.33,692.66,0.0,0.5,0.51,114.52,231.81,0.49,0.5,231.81,114.52,1777918687295000,79989.04,0.00027520056149049475,0.0004536650284321464,0.00027520056149049475,0.0004536650284321464,0.00027956113222258493,0.0002764008590541566
btc-updown-5m-1777928400,BTC,5m,1777928400,1777928100,1777928220,21,0,0,0,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,305.59998,305.59998,611.19995,0.0,0.5,0.51,114.06,191.54,0.49,0.5,191.54,114.06,1777919295282000,79939.71,0.0002064268569421839,5.892113895137526e-05,0.0002064268569421839,5.892113895137526e-05,0.00017738622696995317,0.0002789230723402276
btc-updown-5m-1777928700,BTC,5m,1777928700,1777928400,1777928520,21,0,5,5,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,305.06,305.06,610.12,0.0,0.5,0.51,114.03,191.03,0.49,0.5,191.03,114.03,1777919613584000,79936.7,-0.0001491068726269473,2.6146029579790657e-05,0.0001491068726269473,2.6146029579790657e-05,0.00018133037745439947,0.00018849017176549688
btc-updown-5m-1777929000,BTC,5m,1777929000,1777928700,1777928820,21,0,10,10,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,305.72,305.72,611.44,0.0,0.5,0.51,114.08,191.64,0.49,0.5,191.64,114.08,1777918725125000,80028.26,-0.0004995736738010304,-0.0004586077830200952,0.0004995736738010304,0.0004586077830200952,0.0004340928063666913,0.0003530431261127842
btc-updown-5m-1777929300,BTC,5m,1777929300,1777929000,1777929120,21,0,15,15,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,306.03998,306.03998,612.07996,0.0,0.5,0.51,114.89,191.15,0.49,0.5,191.15,114.89,1777920210719000,80093.77,0.0,0.00034677872324978526,0.0,0.00034677872324978526,0.000186100561080011,0.00033556074443258816
btc-updown-5m-1777929600,BTC,5m,1777929600,1777929300,1777929420,21,0,20,20,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,305.98,305.98,611.96,0.0,0.5,0.51,114.04,191.94,0.49,0.5,191.94,114.04,1777918939478000,80115.99,0.000253414733665326,-0.0001830927515923482,0.000253414733665326,0.0001830927515923482,0.0002825182600168184,0.00024525565945092653
btc-updown-5m-1777929900,BTC,5m,1777929900,1777929600,1777929720,21,0,25,25,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,305.37,305.37,610.74,0.0,0.5,0.51,114.15,191.22,0.49,0.5,191.22,114.15,1777920919468000,80101.52,0.00022236756876251734,0.0002218680915279327,0.00022236756876251734,0.0002218680915279327,0.00021090619117577138,0.00025346948344551684
btc-updown-5m-1777930200,BTC,5m,1777930200,1777929900,1777930020,21,0,30,30,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,305.97,305.97,611.94,0.0,0.5,0.51,114.44,191.53,0.49,0.5,191.53,114.44,1777921167099000,80275.75,0.00028755033107582894,0.001522913746452349,0.00028755033107582894,0.001522913746452349,0.0004410328584317788,0.00041818629145752416
btc-updown-5m-1777930500,BTC,5m,1777930500,1777930200,1777930320,21,0,35,35,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,306.04,306.04,612.08,0.0,0.5,0.51,114.48,191.56,0.49,0.5,191.56,114.48,1777921171688000,80201.24,-0.00018090353197087523,-0.00032375803951037495,0.00018090353197087523,0.00032375803951037495,0.0001054582171185528,0.00044609416894260244
btc-updown-5m-1777930800,BTC,5m,1777930800,1777930500,1777930620,21,0,40,40,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,285.91998,285.91998,571.83997,0.0,0.5,0.51,104.44,181.48,0.49,0.5,181.48,104.44,1777921171768000,80245.32,-5.819484695620972e-05,-5.109201710764434e-05,5.819484695620972e-05,5.109201710764434e-05,0.0002623790015702671,0.00024865456148256255
btc-updown-5m-1777931100,BTC,5m,1777931100,1777930800,1777930920,21,0,45,45,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,306.5,306.5,613.0,0.0,0.5,0.51,114.56,191.94,0.49,0.5,191.94,114.56,1777922058142000,80261.98,0.0001510168972335594,-9.593123257929414e-05,0.0001510168972335594,9.593123257929414e-05,0.00028922945281130365,0.0002782390899366908
btc-updown-5m-1777931400,BTC,5m,1777931400,1777931100,1777931220,21,0,50,50,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,305.92,305.92,611.84,0.0,0.5,0.51,114.57,191.35,0.49,0.5,191.35,114.57,1777922060761000,80244.06,-0.00012112312554345172,-0.0002581789279032333,0.00012112312554345172,0.0002581789279032333,0.00010307770049667728,0.00022135032915585225
btc-updown-5m-1777931700,BTC,5m,1777931700,1777931400,1777931520,21,0,55,55,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,305.78998,305.78998,611.57996,0.0,0.5,0.51,114.11,191.68,0.49,0.5,191.68,114.11,1777922710579000,80308.99,0.00037113566318584476,0.00035980028670263637,0.00037113566318584476,0.00035980028670263637,0.00016895267882373924,0.00017389016646534295
btc-updown-5m-1777932000,BTC,5m,1777932000,1777931700,1777931820,22,0,0,0,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,306.25,306.25,612.5,0.0,0.5,0.51,114.58,191.67,0.49,0.5,191.67,114.58,1777922963759000,80289.91,-0.00024421008340388674,-0.00036772454820037745,0.00024421008340388674,0.00036772454820037745,0.00037486025127449744,0.00030900319068667166
btc-updown-5m-1777932300,BTC,5m,1777932300,1777932000,1777932120,22,0,5,5,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,306.28998,306.28998,612.57996,0.0,0.5,0.51,114.36,191.93,0.49,0.5,191.93,114.36,1777922963533000,80259.17,-0.0001096387814399094,-5.133238053909607e-05,0.0001096387814399094,5.133238053909607e-05,0.00020294159289783127,0.0003017680291159511
btc-updown-5m-1777932600,BTC,5m,1777932600,1777932300,1777932420,22,0,10,10,Up,0.98,1.02,0.01999998,0.01999998,0.5,0.5,0.0,87.33,87.33,174.66,0.0,0.49,0.51,40.18,47.15,0.49,0.51,47.15,40.18,1777922963525000,80337.59,-7.679796072200316e-05,0.00024574331375686373,7.679796072200316e-05,0.00024574331375686373,0.0006004481490480149,0.00046834305650181416
btc-updown-5m-1777932900,BTC,5m,1777932900,1777932600,1777932720,22,0,15,15,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,305.51,305.51,611.02,0.0,0.5,0.51,114.49,191.02,0.49,0.5,191.02,114.49,1777922963542000,80313.47,7.458553822260142e-05,0.0002930199323708308,7.458553822260142e-05,0.0002930199323708308,0.00024858466167540147,0.00047693870464810706
btc-updown-5m-1777933200,BTC,5m,1777933200,1777932900,1777933020,22,0,20,20,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,346.5,346.5,693.0,0.0,0.5,0.51,114.65,231.85,0.49,0.5,231.85,114.65,1777924188917000,80359.64,4.479870820531992e-06,0.0003121456804743746,4.479870820531992e-06,0.0003121456804743746,0.00015505491207981034,0.00022488702550698309
btc-updown-5m-1777933500,BTC,5m,1777933500,1777933200,1777933320,22,0,25,25,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,344.23,344.23,688.46,0.0,0.5,0.51,112.27,231.96,0.49,0.5,231.96,112.27,1777924219205000,80295.68,0.0001196898154548763,-8.219586502608363e-06,0.0001196898154548763,8.219586502608363e-06,0.0003966724813190899,0.0003308934478585557
btc-updown-5m-1777933800,BTC,5m,1777933800,1777933500,1777933620,22,0,30,30,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,345.36,345.36,690.72,0.0,0.5,0.51,114.27,231.09,0.49,0.5,231.09,114.27,1777924244320000,80281.69,-0.0001881945713227125,-5.455640660478094e-05,0.0001881945713227125,5.455640660478094e-05,0.00014573412696150255,0.00030522531817187313
btc-updown-5m-1777934100,BTC,5m,1777934100,1777933800,1777933920,22,0,35,35,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,345.45,345.45,690.9,0.0,0.5,0.51,114.23,231.22,0.49,0.5,231.22,114.23,1777924269324000,80268.73,0.0,-0.0002578504899992587,0.0,0.0002578504899992587,0.00020380120090885795,0.0001771674954360799
btc-updown-5m-1777934400,BTC,5m,1777934400,1777934100,1777934220,22,0,40,40,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,346.81,346.81,693.62,0.0,0.5,0.51,114.97,231.84,0.49,0.5,231.84,114.97,1777924301713000,80151.21,-0.0005766185281997413,-0.0009271917039662377,0.0005766185281997413,0.0009271917039662377,0.00022377963546852124,0.00025060472750985523
btc-updown-5m-1777934700,BTC,5m,1777934700,1777934400,1777934520,22,0,45,45,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,346.47998,346.47998,692.95996,0.0,0.5,0.51,114.53,231.95,0.49,0.5,231.95,114.53,1777924324808000,80139.05,-5.7523359834263234e-05,7.924041514901473e-05,5.7523359834263234e-05,7.924041514901473e-05,0.0002597643851934495,0.00027573250610874426
btc-updown-5m-1777935000,BTC,5m,1777935000,1777934700,1777934820,22,0,50,50,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,346.09,346.09,692.18,0.0,0.5,0.51,114.62,231.47,0.49,0.5,231.47,114.62,1777926013021000,80116.88,-0.00029265454162550133,-0.0002680723591769566,0.00029265454162550133,0.0002680723591769566,0.00020595190880613588,0.0002347402958411225
btc-updown-5m-1777935300,BTC,5m,1777935300,1777935000,1777935120,22,0,55,55,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,337.98,337.98,675.96,0.0,0.5,0.51,106.29,231.69,0.49,0.5,231.69,106.29,1777926186114000,80194.94,0.00016311586250631656,0.00043590802669335753,0.00016311586250631656,0.00043590802669335753,6.1906963938971e-05,0.00019688244746095116
btc-updown-5m-1777935600,BTC,5m,1777935600,1777935300,1777935420,23,0,0,0,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,347.94,347.94,695.88,0.0,0.5,0.51,116.43,231.51,0.49,0.5,231.51,116.43,1777926186928000,80079.5,-0.0005435619319395962,-0.0005998487762027435,0.0005435619319395962,0.0005998487762027435,0.00018190957348267523,0.00027704542025078026
btc-updown-5m-1777935900,BTC,5m,1777935900,1777935600,1777935720,23,0,5,5,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,343.38998,343.38998,686.77997,0.0,0.5,0.51,114.38,229.01,0.49,0.5,229.01,114.38,1777926454711000,80067.23,-0.0003674985707606377,-0.000168968714901684,0.0003674985707606377,0.000168968714901684,0.00018820843178027016,0.00022545073770052602
btc-updown-5m-1777936200,BTC,5m,1777936200,1777935900,1777936020,23,0,10,10,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,347.38998,347.38998,694.77997,0.0,0.5,0.51,116.27,231.12,0.49,0.5,231.12,116.27,1777927005148000,79960.6,0.00012594495471716406,-0.0003002278115154577,0.00012594495471716406,0.0003002278115154577,0.0003062423560776711,0.0002802025184919365
btc-updown-5m-1777936500,BTC,5m,1777936500,1777936200,1777936320,23,0,15,15,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,327.64,327.64,655.28,0.0,0.5,0.51,96.33,231.31,0.49,0.5,231.31,96.33,1777927167205000,79917.27,-0.000384573815888694,-0.0005970643451324051,0.000384573815888694,0.0005970643451324051,0.00020358408253729935,0.00027178297714306967
btc-updown-5m-1777936800,BTC,5m,1777936800,1777936500,1777936620,23,0,20,20,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,348.0,348.0,696.0,0.0,0.5,0.51,116.61,231.39,0.49,0.5,231.39,116.61,1777927228924000,79930.08,0.00018255119663961129,-6.117659865647357e-05,0.00018255119663961129,6.117659865647357e-05,0.00024205287412705666,0.000234415279727249
btc-updown-5m-1777937100,BTC,5m,1777937100,1777936800,1777936920,23,0,25,25,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,348.4,348.4,696.8,0.0,0.5,0.51,116.56,231.84,0.49,0.5,231.84,116.56,1777928134389000,79943.0,0.0005380279528947827,0.0004018670104507569,0.0005380279528947827,0.0004018670104507569,0.0002587403067740831,0.0002505356029476897
btc-updown-5m-1777937400,BTC,5m,1777937400,1777937100,1777937220,23,0,30,30,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,348.06,348.06,696.12,0.0,0.5,0.51,116.12,231.94,0.49,0.5,231.94,116.12,1777928298287000,79882.35,-0.0001958939262561581,-0.0002850035757386406,0.0001958939262561581,0.0002850035757386406,9.349692672077214e-05,0.00021521806934272618
btc-updown-5m-1777937700,BTC,5m,1777937700,1777937400,1777937520,23,0,35,35,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,347.88,347.88,695.76,0.0,0.5,0.51,116.15,231.73,0.49,0.5,231.73,116.15,1777928299925000,79975.83,0.00010003522498707907,0.0004775082216393148,0.00010003522498707907,0.0004775082216393148,0.00015747864051985388,0.0002322958150813932
btc-updown-5m-1777938000,BTC,5m,1777938000,1777937700,1777937820,23,0,40,40,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,348.2,348.2,696.4,0.0,0.5,0.51,116.95,231.25,0.49,0.5,231.25,116.95,1777929007829000,79856.62,3.7943723201641794e-05,0.00015804572363297065,3.7943723201641794e-05,0.00015804572363297065,0.0003451383638505218,0.00037786392408559893
btc-updown-5m-1777938300,BTC,5m,1777938300,1777938000,1777938120,23,0,45,45,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,346.07,346.07,692.14,0.0,0.5,0.51,116.18,229.89,0.49,0.5,229.89,116.18,1777929169370000,79803.31,0.00019951037313341364,0.0005071250804944733,0.00019951037313341364,0.0005071250804944733,0.0003546298183532243,0.00035948490293421023
btc-updown-5m-1777938600,BTC,5m,1777938600,1777938300,1777938420,23,0,50,50,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,347.94,347.94,695.88,0.0,0.5,0.51,116.28,231.66,0.49,0.5,231.66,116.28,1777929169018000,79772.8,0.0001656090030395339,0.00013526828428797914,0.0001656090030395339,0.00013526828428797914,0.0002636012930535195,0.0003137491713125817
btc-updown-5m-1777938900,BTC,5m,1777938900,1777938600,1777938720,23,0,55,55,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,304.59,304.59,609.18,0.0,0.5,0.51,72.91,231.68,0.49,0.5,231.68,72.91,1777929168660000,79799.24,0.00037789454033650697,0.0004023403981844593,0.00037789454033650697,0.0004023403981844593,0.0001854932636416009,0.00023883348993958617
btc-updown-5m-1777939200,BTC,5m,1777939200,1777938900,1777939020,0,1,0,0,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,348.05,348.05,696.1,0.0,0.5,0.51,116.47,231.58,0.49,0.5,231.58,116.47,1777929678117000,79851.0,6.124093293275669e-05,0.000428138876350954,6.124093293275669e-05,0.000428138876350954,0.0002723034825314878,0.00023512455382839555
btc-updown-5m-1777939500,BTC,5m,1777939500,1777939200,1777939320,0,1,5,5,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,345.99,345.99,691.98,0.0,0.5,0.51,114.01,231.98,0.49,0.5,231.98,114.01,1777929571892000,79861.01,0.0002594844264419806,0.00016530082721866263,0.0002594844264419806,0.00016530082721866263,0.0001393257133228602,0.00022252282958103804
btc-updown-5m-1777939800,BTC,5m,1777939800,1777939500,1777939620,0,1,10,10,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,348.1,348.1,696.2,0.0,0.5,0.51,116.28,231.82,0.49,0.5,231.82,116.28,1777930666007000,79996.0,0.0006991542969129928,0.0009646383226397357,0.0006991542969129928,0.0009646383226397357,0.00033554076975021653,0.0003007424487793671
btc-updown-5m-1777940100,BTC,5m,1777940100,1777939800,1777939920,0,1,15,15,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,347.74,347.74,695.48,0.0,0.5,0.51,116.63,231.11,0.49,0.5,231.11,116.63,1777930754561000,79932.27,-0.0003453577961697994,-0.0006197077641596535,0.0003453577961697994,0.0006197077641596535,0.00026048273615668,0.00038989073235213455
btc-updown-5m-1777940400,BTC,5m,1777940400,1777940100,1777940220,0,1,20,20,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,348.03,348.03,696.06,0.0,0.5,0.51,116.72,231.31,0.49,0.5,231.31,116.72,1777929739543000,79953.36,5.603423693344988e-05,0.00014259329190254545,5.603423693344988e-05,0.00014259329190254545,0.00031627126482860156,0.0003085324362108857
btc-updown-5m-1777940700,BTC,5m,1777940700,1777940400,1777940520,0,1,25,25,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,344.22998,344.22998,688.45996,0.0,0.5,0.51,112.67,231.56,0.49,0.5,231.56,112.67,1777931245292000,79963.12,0.000453436773885582,0.0005547845492384519,0.000453436773885582,0.0005547845492384519,0.0002540251243781644,0.00028719169315593164
btc-updown-5m-1777941000,BTC,5m,1777941000,1777940700,1777940820,0,1,30,30,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,348.23,348.23,696.46,0.0,0.5,0.51,116.87,231.36,0.49,0.5,231.36,116.87,1777930654762000,79875.47,-0.0003048030792311725,-0.00043020225739243356,0.0003048030792311725,0.00043020225739243356,0.00012563104618498045,0.0002345433430374852
btc-updown-5m-1777941300,BTC,5m,1777941300,1777941000,1777941120,0,1,35,35,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,347.74,347.74,695.48,0.0,0.5,0.51,116.37,231.37,0.49,0.5,231.37,116.37,1777930663459000,79861.01,-0.00018104818685755713,-0.0003583084275118674,0.00018104818685755713,0.0003583084275118674,0.0002088504134250213,0.00019515528917048728
btc-updown-5m-1777941600,BTC,5m,1777941600,1777941300,1777941420,0,1,40,40,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,347.35,347.35,694.7,0.0,0.5,0.51,116.23,231.12,0.49,0.5,231.12,116.23,1777930939469000,80093.96,0.0003138057248655648,0.001447348222400479,0.0003138057248655648,0.001447348222400479,0.0003016379851721806,0.0004037506224477534
btc-updown-5m-1777941900,BTC,5m,1777941900,1777941600,1777941720,0,1,45,45,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,348.44,348.44,696.88,0.0,0.5,0.51,116.82,231.62,0.49,0.5,231.62,116.82,1777931239476000,80057.1,2.4982172096857994e-07,0.00026597055579169005,2.4982172096857994e-07,0.00026597055579169005,0.00024072200987555544,0.0004338644880600142
btc-updown-5m-1777942200,BTC,5m,1777942200,1777941900,1777942020,0,1,50,50,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,347.37,347.37,694.74,0.0,0.5,0.51,116.01,231.36,0.49,0.5,231.36,116.01,1777931539471000,80076.28,0.0005052709737016651,0.0005330089354281805,0.0005052709737016651,0.0005330089354281805,0.00026165635867584036,0.0002609668336810141
btc-updown-5m-1777942500,BTC,5m,1777942500,1777942200,1777942320,0,1,55,55,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,347.7,347.7,695.4,0.0,0.5,0.51,116.29,231.41,0.49,0.5,231.41,116.29,1777931839505000,80045.45,-0.0002457052035847375,-0.0004410271194494876,0.0002457052035847375,0.0004410271194494876,0.0001352148175203105,0.00021742861817752038
btc-updown-5m-1777942800,BTC,5m,1777942800,1777942500,1777942620,1,1,0,0,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,348.05,348.05,696.1,0.0,0.5,0.51,116.91,231.14,0.49,0.5,231.14,116.91,1777933628286000,80161.85,-0.0002676725649608284,0.0001989922514993293,0.0002676725649608284,0.0001989922514993293,0.00031787504917581795,0.00030570177332526956
btc-updown-5m-1777943100,BTC,5m,1777943100,1777942800,1777942920,1,1,5,5,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,345.98,345.98,691.96,0.0,0.5,0.51,114.29,231.69,0.49,0.5,231.69,114.29,1777933630572000,80170.66,0.00023589964856058916,7.98328898459601e-05,0.00023589964856058916,7.98328898459601e-05,0.00027300072629096733,0.0003253143046751745
btc-updown-5m-1777943400,BTC,5m,1777943400,1777943100,1777943220,1,1,10,10,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,348.47,348.47,696.94,0.0,0.5,0.51,116.54,231.93,0.49,0.5,231.93,116.54,1777933632851000,80126.41,0.00027572738562631693,0.00022417094601295004,0.00027572738562631693,0.00022417094601295004,0.00029268896667932116,0.00029065530826985925
btc-updown-5m-1777943700,BTC,5m,1777943700,1777943400,1777943520,1,1,15,15,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,343.96,343.96,687.92,0.0,0.5,0.51,112.51,231.45,0.49,0.5,231.45,112.51,1777933635119000,80209.63,0.00021520928749794226,0.0006874355098423735,0.00021520928749794226,0.0006874355098423735,0.00025749235369131696,0.0003182310047880817
btc-updown-5m-1777944000,BTC,5m,1777944000,1777943700,1777943820,1,1,20,20,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,347.84,347.84,695.68,0.0,0.5,0.51,116.49,231.35,0.49,0.5,231.35,116.49,1777934534830000,80227.07,0.0,-0.0001681335984306913,0.0,0.0001681335984306913,0.0003126878184997521,0.00029471699325259035
btc-updown-5m-1777944300,BTC,5m,1777944300,1777944000,1777944120,1,1,25,25,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,347.94,347.94,695.88,0.0,0.5,0.51,116.79,231.15,0.49,0.5,231.15,116.79,1777935278232000,80212.32,3.3162537954588494e-05,-0.00010820694863711229,3.3162537954588494e-05,0.00010820694863711229,0.00014632877960355138,0.0002517805417727522
btc-updown-5m-1777944600,BTC,5m,1777944600,1777944300,1777944420,1,1,30,30,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,347.28998,347.28998,694.57996,0.0,0.5,0.51,116.03,231.26,0.49,0.5,231.26,116.03,1777935598190000,80267.06,-4.995697907831823e-05,0.0005093049194709815,4.995697907831823e-05,0.0005093049194709815,0.0002548145070321933,0.00022510475486762983
btc-updown-5m-1777944900,BTC,5m,1777944900,1777944600,1777944720,1,1,35,35,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,345.62,345.62,691.24,0.0,0.5,0.51,116.05,229.57,0.49,0.5,229.57,116.05,1777935598182000,80273.0,6.228938404047122e-05,0.0002516729411299982,6.228938404047122e-05,0.0002516729411299982,0.000217657314564282,0.00024464609767979275
btc-updown-5m-1777945200,BTC,5m,1777945200,1777944900,1777945020,1,1,40,40,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,342.93,342.93,685.86,0.0,0.5,0.51,111.74,231.19,0.49,0.5,231.19,111.74,1777936114817000,80216.65,1.2466240639894947e-07,0.0003270429443512868,1.2466240639894947e-07,0.0003270429443512868,0.0002915622876841541,0.00026873203852460987
