rule,side,asset,tf,fire_offset_s,n,wins,WR,sum_pnl,per_trade,ha_n,ha_WR,ha_per_trade,ha_sum,lm_n,lm_WR,lm_per_trade,lm_sum,edge_vs_HA_per_trade,edge_vs_LM_per_trade,additive_per_trade
XF-A,BOTH,BTC,5m,180,28,19,0.6785714285714286,-72.32656232616084,-2.5830915116486013,2541,0.7642660369933097,0.5132467532467533,1304.16,302,0.7218543046357617,-0.5746394895411616,-173.5411258414308,-3.096338264895355,-2.0084520221074396,False
XF-A,UP,BTC,5m,210,16,11,0.6875,-74.40397150892984,-4.650248219308115,2523,0.7792310741181133,0.5428775267538646,1369.6800000000003,334,0.6856287425149701,-2.1979372829334385,-734.1110524997684,-5.1931257460619795,-2.4523109363746767,False
XF-A,DN,BTC,5m,210,15,11,0.7333333333333333,176.86709818190494,11.791139878793665,2523,0.7792310741181133,0.5428775267538646,1369.6800000000003,334,0.6856287425149701,-2.1979372829334385,-734.1110524997684,11.2482623520398,13.989077161727103,False
XF-A,BOTH,BTC,5m,210,31,22,0.7096774193548387,102.46312667297512,3.3052621507411324,2523,0.7792310741181133,0.5428775267538646,1369.6800000000003,334,0.6856287425149701,-2.1979372829334385,-734.1110524997684,2.762384623987268,5.50319943367457,False
XF-A,UP,BTC,5m,240,12,8,0.6666666666666666,62.63033785684036,5.219194821403363,2589,0.7860177674777906,0.5563151796060256,1440.3000000000002,286,0.6678321678321679,-2.434498823803191,-696.2666636077126,4.662879641797337,7.653693645206554,False
XF-A,DN,BTC,5m,240,11,8,0.7272727272727273,15.249250118680994,1.3862954653346358,2589,0.7860177674777906,0.5563151796060256,1440.3000000000002,286,0.6678321678321679,-2.434498823803191,-696.2666636077126,0.8299802857286102,3.820794289137827,False
XF-A,BOTH,BTC,5m,240,23,16,0.6956521739130435,77.87958797552136,3.3860690424139723,2589,0.7860177674777906,0.5563151796060256,1440.3000000000002,286,0.6678321678321679,-2.434498823803191,-696.2666636077126,2.8297538628079466,5.820567866217163,False
XF-A,UP,BTC,5m,270,10,6,0.6,-16.273773322526118,-1.6273773322526115,2556,0.7824726134585289,0.5492957746478874,1404.0,253,0.6284584980237155,-1.0137195111605526,-256.4710363236198,-2.1766731069004988,-0.6136578210920589,False
XF-A,DN,BTC,5m,270,11,10,0.9090909090909092,410.6589063614438,37.33262785104035,2556,0.7824726134585289,0.5492957746478874,1404.0,253,0.6284584980237155,-1.0137195111605526,-256.4710363236198,36.78333207639246,38.3463473622009,False
XF-A,BOTH,BTC,5m,270,21,16,0.7619047619047619,394.3851330389177,18.78024443042465,2556,0.7824726134585289,0.5492957746478874,1404.0,253,0.6284584980237155,-1.0137195111605526,-256.4710363236198,18.23094865577676,19.7939639415852,False
XF-A,UP,BTC,5m,300,10,4,0.4,-88.60864132017025,-8.860864132017024,2665,0.8112570356472796,0.6062889305816136,1615.7600000000002,168,0.38095238095238093,-8.720823289965965,-1465.0983127142822,-9.467153062598637,-0.14004084205105904,False
