rule,side,asset,tf,fire_offset_s,n,wins,WR,sum_pnl,per_trade
XF-A,UP,BTC,15m,60,6,6,1.0,108.15227250792175,18.025378751320293
XF-A,DN,BTC,15m,60,15,11,0.7333333333333333,75.3222129583171,5.021480863887806
XF-A,BOTH,BTC,15m,60,21,17,0.8095238095238095,183.4744854662388,8.736880260297086
XF-A,UP,BTC,15m,120,5,3,0.6,-20.798453157793027,-4.159690631558606
XF-A,DN,BTC,15m,120,5,4,0.8,6.642236695596544,1.3284473391193088
XF-A,BOTH,BTC,15m,120,10,7,0.7,-14.156216462196477,-1.4156216462196478
XF-A,UP,BTC,15m,240,9,5,0.5555555555555556,-59.657438054410704,-6.628604228267856
XF-A,DN,BTC,15m,240,4,2,0.5,-33.32151371492807,-8.330378428732017
XF-A,BOTH,BTC,15m,240,13,7,0.5384615384615384,-92.97895176933878,-7.152227059179906
XF-A,UP,BTC,15m,360,10,6,0.6,-8.237024102263476,-0.8237024102263476
XF-A,DN,BTC,15m,360,7,4,0.5714285714285714,-46.604993165417824,-6.65785616648826
XF-A,BOTH,BTC,15m,360,17,10,0.5882352941176471,-54.84201726768129,-3.2260010157459584
XF-A,UP,BTC,15m,480,9,7,0.7777777777777778,85.60412681406538,9.511569646007265
XF-A,DN,BTC,15m,480,5,2,0.4,-71.5158691526142,-14.30317383052284
XF-A,BOTH,BTC,15m,480,14,9,0.6428571428571429,14.088257661451195,1.0063041186750854
XF-A,UP,BTC,15m,600,13,9,0.6923076923076923,17.557765691399453,1.350597360876881
XF-A,DN,BTC,15m,600,8,7,0.875,35.139135837692024,4.392391979711503
XF-A,BOTH,BTC,15m,600,21,16,0.7619047619047619,52.69690152909149,2.509376263290071
XF-A,UP,BTC,15m,720,2,1,0.5,-19.550243709583782,-9.775121854791891
XF-A,DN,BTC,15m,720,4,3,0.75,-8.419928012790434,-2.1049820031976085
XF-A,BOTH,BTC,15m,720,6,4,0.6666666666666666,-27.970171722374218,-4.661695287062369
XF-A,UP,BTC,15m,840,3,1,0.3333333333333333,-49.781852205799105,-16.593950735266368
XF-A,DN,BTC,15m,840,4,2,0.5,-45.5116288674167,-11.377907216854174
XF-A,BOTH,BTC,15m,840,7,3,0.42857142857142855,-95.2934810732158,-13.613354439030829
XF-A,UP,BTC,5m,30,21,17,0.8095238095238095,131.78216561741388,6.275341219876852
XF-A,DN,BTC,5m,30,20,14,0.7,173.2570409818114,8.66285204909057
XF-A,BOTH,BTC,5m,30,41,31,0.7560975609756098,305.0392065992253,7.439980648761592
XF-A,UP,BTC,5m,60,18,15,0.8333333333333334,199.13316033536913,11.062953351964952
XF-A,DN,BTC,5m,60,27,15,0.5555555555555556,-94.05159902196067,-3.483392556368914
XF-A,BOTH,BTC,5m,60,45,30,0.6666666666666666,105.08156131340849,2.335145806964633
XF-A,UP,BTC,5m,90,20,17,0.85,274.6937826509208,13.734689132546041
XF-A,DN,BTC,5m,90,18,12,0.6666666666666666,101.87657789119271,5.65980988284404
XF-A,BOTH,BTC,5m,90,38,29,0.7631578947368421,376.57036054211346,9.909746330055617
XF-A,UP,BTC,5m,120,4,4,1.0,65.80598586002691,16.451496465006727
XF-A,DN,BTC,5m,120,19,18,0.9473684210526315,673.0345374712697,35.42287039322472
XF-A,BOTH,BTC,5m,120,23,22,0.9565217391304348,738.8405233312966,32.1235010144042
XF-A,UP,BTC,5m,150,23,15,0.6521739130434783,21.24573783407845,0.9237277319164544
XF-A,DN,BTC,5m,150,20,14,0.7,-22.22196851726609,-1.1110984258633045
XF-A,BOTH,BTC,5m,150,43,29,0.6744186046511628,-0.9762306831876657,-0.022703039143899203
XF-A,UP,BTC,5m,180,16,11,0.6875,-22.42535033044585,-1.4015843956528655
XF-A,DN,BTC,5m,180,12,8,0.6666666666666666,-49.90121199571499,-4.158434332976249
XF-A,BOTH,BTC,5m,180,28,19,0.6785714285714286,-72.32656232616084,-2.5830915116486013
XF-A,UP,BTC,5m,210,16,11,0.6875,-74.40397150892984,-4.650248219308115
XF-A,DN,BTC,5m,210,15,11,0.7333333333333333,176.86709818190494,11.791139878793663
XF-A,BOTH,BTC,5m,210,31,22,0.7096774193548387,102.46312667297511,3.3052621507411324
XF-A,UP,BTC,5m,240,12,8,0.6666666666666666,62.630337856840356,5.219194821403363
XF-A,DN,BTC,5m,240,11,8,0.7272727272727273,15.249250118680994,1.3862954653346358
XF-A,BOTH,BTC,5m,240,23,16,0.6956521739130435,77.87958797552136,3.3860690424139723
XF-A,UP,BTC,5m,270,10,6,0.6,-16.273773322526118,-1.6273773322526117
XF-A,DN,BTC,5m,270,11,10,0.9090909090909091,410.6589063614438,37.33262785104035
XF-A,BOTH,BTC,5m,270,21,16,0.7619047619047619,394.38513303891773,18.780244430424652
XF-A,UP,BTC,5m,300,10,4,0.4,-88.60864132017025,-8.860864132017024
XF-A,DN,BTC,5m,300,5,3,0.6,-44.87713502643524,-8.975427005287049
XF-A,BOTH,BTC,5m,300,15,7,0.4666666666666667,-133.4857763466055,-8.899051756440366
XF-A,UP,ETH,15m,60,3,2,0.6666666666666666,-5.625846344327632,-1.8752821147758774
XF-A,DN,ETH,15m,60,5,5,1.0,36.42120262422066,7.284240524844132
XF-A,BOTH,ETH,15m,60,8,7,0.875,30.79535627989304,3.84941953498663
XF-A,UP,ETH,15m,120,3,1,0.3333333333333333,-45.91283734307105,-15.304279114357016
XF-A,DN,ETH,15m,120,3,2,0.6666666666666666,-4.6820053404864295,-1.56066844682881
XF-A,BOTH,ETH,15m,120,6,3,0.5,-50.594842683557474,-8.432473780592913
XF-A,UP,ETH,15m,240,7,4,0.5714285714285714,-47.389147583802895,-6.769878226257556
XF-A,DN,ETH,15m,240,1,1,1.0,2.663044064870843,2.663044064870843
XF-A,BOTH,ETH,15m,240,8,5,0.625,-44.72610351893205,-5.590762939866506
XF-A,UP,ETH,15m,360,5,2,0.4,-65.91267774086516,-13.182535548173032
XF-A,DN,ETH,15m,360,5,2,0.4,-56.205536652851045,-11.241107330570209
XF-A,BOTH,ETH,15m,360,10,4,0.4,-122.11821439371622,-12.211821439371622
XF-A,UP,ETH,15m,480,2,2,1.0,31.705883251250334,15.852941625625167
XF-A,DN,ETH,15m,480,5,2,0.4,-12.758534869853243,-2.5517069739706484
XF-A,BOTH,ETH,15m,480,7,4,0.5714285714285714,18.94734838139709,2.7067640544852987
XF-A,UP,ETH,15m,600,1,0,0.0,-25.0,-25.0
XF-A,DN,ETH,15m,600,5,4,0.8,-3.2368347105507738,-0.6473669421101548
XF-A,BOTH,ETH,15m,600,6,4,0.6666666666666666,-28.236834710550774,-4.706139118425129
XF-A,UP,ETH,15m,720,1,0,0.0,-25.0,-25.0
XF-A,DN,ETH,15m,720,3,3,1.0,19.38349917012654,6.46116639004218
XF-A,BOTH,ETH,15m,720,4,3,0.75,-5.616500829873461,-1.4041252074683652
XF-A,UP,ETH,15m,840,0,0,,0.0,
XF-A,DN,ETH,15m,840,3,0,0.0,-75.0,-25.0
XF-A,BOTH,ETH,15m,840,3,0,0.0,-75.0,-25.0
XF-A,UP,ETH,5m,30,15,9,0.6,-60.86055869035158,-4.057370579356772
XF-A,DN,ETH,5m,30,12,10,0.8333333333333334,62.85445639234007,5.237871366028339
XF-A,BOTH,ETH,5m,30,27,19,0.7037037037037037,1.993897701988482,0.07384806303661044
XF-A,UP,ETH,5m,60,8,7,0.875,18.97615535064858,2.3720194188310724
XF-A,DN,ETH,5m,60,9,5,0.5555555555555556,-80.83968211572702,-8.982186901747447
XF-A,BOTH,ETH,5m,60,17,12,0.7058823529411765,-61.863526765078454,-3.6390309861810857
XF-A,UP,ETH,5m,90,12,11,0.9166666666666666,63.69244693230512,5.307703911025427
XF-A,DN,ETH,5m,90,16,15,0.9375,123.68463561571139,7.730289725981962
XF-A,BOTH,ETH,5m,90,28,26,0.9285714285714286,187.3770825480165,6.692038662429161
XF-A,UP,ETH,5m,120,6,6,1.0,32.86407289319173,5.477345482198622
XF-A,DN,ETH,5m,120,3,3,1.0,20.451136605695222,6.817045535231741
XF-A,BOTH,ETH,5m,120,9,9,1.0,53.31520949888695,5.923912166542994
XF-A,UP,ETH,5m,150,4,4,1.0,14.623157196285833,3.655789299071458
XF-A,DN,ETH,5m,150,14,8,0.5714285714285714,-100.50731717338411,-7.17909408381315
XF-A,BOTH,ETH,5m,150,18,12,0.6666666666666666,-85.88415997709828,-4.771342220949904
XF-A,UP,ETH,5m,180,6,5,0.8333333333333334,-8.797509183097398,-1.4662515305162331
XF-A,DN,ETH,5m,180,3,2,0.6666666666666666,-15.846361797904917,-5.282120599301639
XF-A,BOTH,ETH,5m,180,9,7,0.7777777777777778,-24.643870981002316,-2.738207886778035
XF-A,UP,ETH,5m,210,13,8,0.6153846153846154,35.27911544600036,2.713778111230797
XF-A,DN,ETH,5m,210,4,4,1.0,114.96446753873472,28.74111688468368
XF-A,BOTH,ETH,5m,210,17,12,0.7058823529411765,150.2435829847351,8.837857822631477
XF-A,UP,ETH,5m,240,3,3,1.0,17.53323364735911,5.84441121578637
XF-A,DN,ETH,5m,240,8,6,0.75,-30.399135294617693,-3.7998919118272116
XF-A,BOTH,ETH,5m,240,11,9,0.8181818181818182,-12.865901647258582,-1.169627422478053
XF-A,UP,ETH,5m,270,4,4,1.0,2.8118702067737305,0.7029675516934326
XF-A,DN,ETH,5m,270,4,3,0.75,11.19336692697847,2.7983417317446175
XF-A,BOTH,ETH,5m,270,8,7,0.875,14.005237133752196,1.7506546417190245
XF-A,UP,ETH,5m,300,4,3,0.75,-1.694066128231423,-0.4235165320578558
XF-A,DN,ETH,5m,300,3,1,0.3333333333333333,-49.79077019579888,-16.596923398599625
XF-A,BOTH,ETH,5m,300,7,4,0.5714285714285714,-51.4848363240303,-7.354976617718614
XF-A,UP,SOL,15m,60,0,0,,0.0,
XF-A,DN,SOL,15m,60,2,1,0.5,-16.372159905086214,-8.186079952543107
XF-A,BOTH,SOL,15m,60,2,1,0.5,-16.372159905086214,-8.186079952543107
XF-A,UP,SOL,15m,120,1,1,1.0,30.938950099758795,30.938950099758795
XF-A,DN,SOL,15m,120,0,0,,0.0,
XF-A,BOTH,SOL,15m,120,1,1,1.0,30.938950099758795,30.938950099758795
XF-A,UP,SOL,15m,240,1,1,1.0,4.46914580018084,4.46914580018084
XF-A,DN,SOL,15m,240,0,0,,0.0,
XF-A,BOTH,SOL,15m,240,1,1,1.0,4.46914580018084,4.46914580018084
XF-A,UP,SOL,15m,360,0,0,,0.0,
XF-A,DN,SOL,15m,360,1,1,1.0,3.627113524323769,3.627113524323769
XF-A,BOTH,SOL,15m,360,1,1,1.0,3.627113524323769,3.627113524323769
XF-A,UP,SOL,15m,480,0,0,,0.0,
XF-A,DN,SOL,15m,480,0,0,,0.0,
XF-A,UP,SOL,15m,600,0,0,,0.0,
XF-A,DN,SOL,15m,600,0,0,,0.0,
XF-A,UP,SOL,15m,720,1,1,1.0,0.1479798626136744,0.1479798626136744
XF-A,DN,SOL,15m,720,0,0,,0.0,
XF-A,BOTH,SOL,15m,720,1,1,1.0,0.1479798626136744,0.1479798626136744
XF-A,UP,SOL,15m,840,1,0,0.0,-25.0,-25.0
XF-A,DN,SOL,15m,840,0,0,,0.0,
XF-A,BOTH,SOL,15m,840,1,0,0.0,-25.0,-25.0
XF-A,UP,SOL,5m,30,3,3,1.0,15.856996446562706,5.285665482187569
XF-A,DN,SOL,5m,30,1,1,1.0,9.591111465174222,9.591111465174222
XF-A,BOTH,SOL,5m,30,4,4,1.0,25.448107911736926,6.3620269779342316
XF-A,UP,SOL,5m,60,1,1,1.0,0.7830901027923226,0.7830901027923226
XF-A,DN,SOL,5m,60,5,4,0.8,-4.7809524901801606,-0.9561904980360321
XF-A,BOTH,SOL,5m,60,6,5,0.8333333333333334,-3.9978623873878387,-0.6663103978979731
XF-A,UP,SOL,5m,90,2,2,1.0,5.77007006961249,2.885035034806245
XF-A,DN,SOL,5m,90,1,0,0.0,-25.0,-25.0
XF-A,BOTH,SOL,5m,90,3,2,0.6666666666666666,-19.22992993038751,-6.409976643462503
XF-A,UP,SOL,5m,120,1,1,1.0,3.660919385883073,3.660919385883073
XF-A,DN,SOL,5m,120,0,0,,0.0,
XF-A,BOTH,SOL,5m,120,1,1,1.0,3.660919385883073,3.660919385883073
XF-A,UP,SOL,5m,150,0,0,,0.0,
XF-A,DN,SOL,5m,150,4,4,1.0,19.324475617110373,4.831118904277593
XF-A,BOTH,SOL,5m,150,4,4,1.0,19.324475617110373,4.831118904277593
XF-A,UP,SOL,5m,180,1,1,1.0,0.24747450908049706,0.24747450908049706
XF-A,DN,SOL,5m,180,2,1,0.5,-23.710525992174222,-11.855262996087111
XF-A,BOTH,SOL,5m,180,3,2,0.6666666666666666,-23.463051483093725,-7.821017161031242
XF-A,UP,SOL,5m,210,3,2,0.6666666666666666,-2.5368206652626526,-0.8456068884208842
XF-A,DN,SOL,5m,210,0,0,,0.0,
XF-A,BOTH,SOL,5m,210,3,2,0.6666666666666666,-2.5368206652626526,-0.8456068884208842
XF-A,UP,SOL,5m,240,0,0,,0.0,
XF-A,DN,SOL,5m,240,2,2,1.0,70.88705678569332,35.44352839284666
XF-A,BOTH,SOL,5m,240,2,2,1.0,70.88705678569332,35.44352839284666
XF-A,UP,SOL,5m,270,0,0,,0.0,
XF-A,DN,SOL,5m,270,0,0,,0.0,
XF-A,UP,SOL,5m,300,0,0,,0.0,
XF-A,DN,SOL,5m,300,0,0,,0.0,
XF-B,UP,BTC,15m,60,38,23,0.6052631578947368,-2.882627880608122,-0.07585862843705583
XF-B,DN,BTC,15m,60,40,27,0.675,120.62465812613469,3.0156164531533673
XF-B,BOTH,BTC,15m,60,78,50,0.6410256410256411,117.74203024552659,1.509513208275982
XF-B,UP,BTC,15m,120,38,24,0.631578947368421,-44.49689162739229,-1.170970832299797
XF-B,DN,BTC,15m,120,45,30,0.6666666666666666,-30.894698586957666,-0.6865488574879481
XF-B,BOTH,BTC,15m,120,83,54,0.6506024096385542,-75.3915902143499,-0.9083324122210832
XF-B,UP,BTC,15m,240,34,28,0.8235294117647058,233.22673994558005,6.859609998399414
XF-B,DN,BTC,15m,240,36,25,0.6944444444444444,-64.49261180574177,-1.7914614390483825
XF-B,BOTH,BTC,15m,240,70,53,0.7571428571428571,168.73412813983833,2.4104875448548335
XF-B,UP,BTC,15m,360,34,24,0.7058823529411765,-31.49464539793611,-0.9263130999392973
XF-B,DN,BTC,15m,360,41,31,0.7560975609756098,-85.65033374477309,-2.089032530360319
