at,signal,outcome,won,entry_price,entry_qty,pnl_usd,hedged,mode,condition_id
2026-05-28 14:35:23.085949+00,UP,Down,false,0.51,1.96,-0.9996,false,live,0xc6ed332e0be8783aae8d1b4a32d41085769312c3a0d936b1f388b0eea964e0a2
2026-05-28 15:15:26.490947+00,UP,Down,false,0.51,1.96,-0.9996,false,live,0xc9de934cb383e98e42a972f1b194004c360f2725a067811511252739f1939615
2026-05-28 16:55:35.145094+00,UP,Up,true,0.51,1.96,0.941192,false,live,0xaa90f86c096222fccf21d514d4f1980ad8eb416446965b888834a903364bcb64
2026-05-28 17:31:04.443168+00,UP,Down,false,0.51,1.96,-0.9996,false,live,0xfccabce54eeb9a23cdf82d7470da0a60fe2d6b784b40ebea75cacc330fa76472
2026-05-28 17:55:25.415589+00,UP,Down,false,0.51,1.96,-0.9996,false,live,0x8cb4b1ac26a98a6e386b6beead3d1ae18be3c610cbd62fb1475b92b692ecd0a7
2026-05-28 18:55:37.247553+00,UP,Up,true,0.51,1.96,0.941192,false,live,0x081cc71918f87ad880050119fe61c82a89bcce7b2e2a0b84ef8edacd2f1131cf
2026-05-28 19:45:16.824558+00,DOWN,Down,true,0.5,2,0.980,false,live,0xc03b127efabcb2e0196c2bea595e1b87901a4ca82fd3a21f7911a33c73d4b051
2026-05-28 20:10:25.449088+00,DOWN,Down,true,0.5,2,0.980,false,live,0x761bbb3a5e5a92dc0476658dbedaab11f650ee6aa8c6d96e1a477b0021126613
2026-05-28 20:30:32.441924+00,UP,Up,true,0.51,1.96,0.941192,false,live,0x5a2828f86a1fe2a0f7e2e3a420c5087dd249e563c16d85454767d8173a603cf1
2026-05-29 00:10:53.817025+00,UP,Up,true,0.51,1.96,0.941192,false,live,0x48ce4806126c633e6d0f5d4e62405c2c59afac9269680df07f3e1c916ae8695b
2026-05-29 00:21:37.344462+00,UP,Up,true,0.51,1.96,0.941192,false,live,0x86538957a40e88dae9e93b830a5bf6d3a6aef2d391aa0688d6be9e791f63e309
2026-05-29 01:30:39.167574+00,DOWN,Down,true,0.49,2,0.9996,false,live,0xf8b27d32856d2526d6faaf40c964e2cf95b23e73362df2f8e90a95965cf01300
2026-05-29 02:05:17.562917+00,UP,Up,true,0.51,1.96,0.941192,false,live,0x15e9ea240378be669f541ca308e20ab194e98c0142711b0634c223264efe8d1a
2026-05-29 07:40:26.840772+00,DOWN,Down,true,0.5,2,0.980,false,live,0x994e7adb1155e9acc70b318af588177215eec9ebcc7bca739be1979e8375e52a
2026-05-29 08:10:36.666483+00,UP,Up,true,0.47,1.96,1.018024,false,live,0xf44b4a68db778b9621426570d08805c42bff5ccfe945ffb3a09358c006a187bb
2026-05-29 10:40:44.16987+00,DOWN,Up,false,0.49,2.04,-0.9996,false,live,0xce55f19a7260414f0ec62a5d1084ad427991e3e21298438eaac15bc9619f2e7b
2026-05-29 12:00:41.3074+00,DOWN,Up,false,0.5,2,-1.0,false,live,0xca9c3ff742aa820ae068bbb998c8d7d173e6caf05331fc3b2817bc86fdbbe682
2026-05-29 12:45:18.530716+00,DOWN,Up,false,0.5,1.92,-0.960,false,live,0xd124260978c5b2451ad3a3c52092f372b97c1277c95cd8a04e06ecaaeaecc316
2026-05-29 14:35:29.28175+00,DOWN,Up,false,0.49,2.04,-0.9996,false,live,0xdf069318122bde89a904000c5497883509320b4b52ae3c3e205535f4e7be107c
2026-05-29 15:20:40.070277+00,UP,Up,true,0.49,2.04,1.019592,false,live,0x81ea7016cd07b5e65830ed24e85e27b477363db9be888befa36b3f365df9aefb
2026-05-29 15:40:37.731304+00,UP,Up,true,0.49,1.96,0.979608,false,live,0x08c19bb5f388cccf43f8fa8521ebf4724c62010d8122408d0658ccf14531f69d
2026-05-29 15:45:47.077596+00,UP,Down,false,0.48,2.08,-0.9984,false,live,0x7818f4a0204f8929814f71393c65d55f9654d5f4dca3b9f538ade1525bf1633d
2026-05-29 16:35:36.55893+00,DOWN,Up,false,0.5,2,-1.0,false,live,0xfa1115592b31a80459c8ccbc35cac0d79ca207cbf6fed2cc4700882e2321f7e8
2026-05-29 16:51:44.678414+00,UP,Down,false,0.51,1.96,-0.9996,false,live,0x7cee424833a21416be0fd0d6bcef84e96e3aa8c4c8d750a70ef907017074d0eb
2026-05-29 17:20:22.609067+00,UP,Up,true,0.51,1.96,0.941192,false,live,0xce296e8dd4987795166e90b6482dfde0b7fd3abc508ad6852eba0e4989aaa4b1
2026-05-29 18:00:48.993329+00,DOWN,Up,false,0.49,2.04,-0.9996,false,live,0x79d71609d5c69a90c8f1c45014146aff22966cd70d0c7999eddffbc52847146b
2026-05-29 18:05:57.817852+00,DOWN,Down,true,0.49,2,0.9996,false,live,0x1c37b18f2947feeb2be7d2a902da1ccc3339c124e538b4b360aab7137b1ef4a7
2026-05-29 22:05:38.850939+00,DOWN,Down,true,0.5,2,0.9650,false,live,0x1df137c3f500b0e532af234e606414617c783eb82469881be9ed53cdfce93018
2026-05-30 04:45:32.301386+00,DOWN,Up,false,0.48,2.08,-0.9984,false,live,0xcf3ef55ca12b7b54c2e78beb79e5f28bb9068067df0ff83aaedde92e87d19111
2026-05-30 05:15:40.275324+00,UP,Up,true,0.51,1.96,0.92611372,false,live,0x4c7897dee1c17138413d360102e09a10fcf37e1253a9048669c209fcada78daf
2026-05-30 22:10:36.107903+00,DOWN,Down,true,0.5,2,0.9650,false,live,0xfac9f15c855a745e07b29f546374edaf85343a02896c7d16449ea401ab8b922e
2026-05-30 22:16:10.016305+00,DOWN,Up,false,0.5,2,-1.0,false,live,0x6b352ae8e5f6da1dbc63fad0128008367d65fe354c3661a95a1b8309cc0901f5
2026-05-31 02:25:32.851741+00,UP,Down,false,0.51,1.96,-0.9996,false,live,0x51a2c06df91235d646be146756904da5e5065c972cbd9a717340210694d20bf3
2026-05-31 14:26:09.733561+00,DOWN,Up,false,0.5,2,-1.0,false,live,0x6b3e9071fb031521a4d0cc8ef8193fc5ad643587a37672aa30f21e0fa28bfd78
2026-05-31 16:55:17.663306+00,DOWN,Up,false,0.5,2,-1.0,false,live,0x262050292272249aa7e7bb53a174b17969d21af80837f93c44028c7247638be8
2026-05-31 22:10:21.947552+00,UP,Up,true,0.5,2,0.9650,false,live,0x1a6c128ea79464f31b5ed69c1da50a747f2d28607ef5dd1634b6edef9e2799da
2026-05-31 22:26:05.082655+00,UP,Down,false,0.49,1.96,-0.9604,false,live,0x2a97ff1eb43f33b80f92ab9f374694162ab6f1f52e053cadd121febcd7e8d861
2026-05-31 23:40:41.718036+00,DOWN,Down,true,0.5,2,0.9650,false,live,0x93d5e9fa2d747f204c559b5eeaaa5ecfd8dab3db22842739beef4a46bcbc6c3c
2026-06-01 01:40:34.826739+00,DOWN,Down,true,0.49,2,0.985014,false,live,0x8dd9c409e12564bccd100542762179520f3ac6d3ea32020c3b83b88016decc09
2026-06-01 02:05:43.462769+00,DOWN,Up,false,0.49,2.04,-0.9996,false,live,0x50e1535abe10e0ffa7408d3cb3356df572aa6a63dee73ee3ef2263c68b48fea3
2026-06-01 02:20:20.734303+00,UP,Down,false,0.51,1.88,-0.9588,false,live,0xb75416d25005defc30baa63eb3e0eb5d062fe789a9e8d222786bc4a2807b9027
2026-06-01 02:40:33.537829+00,DOWN,Up,false,0.5,2,-1.0,false,live,0xe0257c018eb71a4c1f91b6fcb5aac8b823bb244cabb70982aee0c521a63b8448
2026-06-01 05:20:45.251506+00,DOWN,Down,true,0.49,2,0.985014,false,live,0x1bc0dc1a5c22367f724ecb2321d98215ff410455da1221f59c2b1714eddd2d6b
2026-06-01 06:30:27.76681+00,DOWN,Down,true,0.49,2.04,1.00471428,false,live,0x60d6d06d20f42157e0f503618810c7192b3cfbf4650e9b85b0b95a521c5b6d76
2026-06-01 07:00:36.687249+00,UP,Up,true,0.52,1.92,0.88805376,false,live,0x34d8224d2bd8fd75593af0a1af27a686aa9c527bc627c49b3a936be177d8ae6e
2026-06-01 08:40:31.137756+00,DOWN,Up,false,0.48,2,-0.96,false,live,0xbce133308670ef3601da849dd05b775b73c2388d2db4cc90927aca9dcc4f4d9d
2026-06-01 12:00:48.913483+00,DOWN,Down,true,0.49,2,0.985014,false,live,0xb72c8c9d475b470b8b6b659cbe54cd90dca185d849d79ad41f5512728f460069
2026-06-01 13:20:20.125406+00,DOWN,Up,false,0.48,2,-0.96,false,live,0xb6a406004c5c6adab4e8a6e534569cfba1b5e88ecaaf445a77d8e0f02b5d1dfd
2026-06-01 14:05:32.148404+00,DOWN,Up,false,0.48,2.08,-0.9984,false,live,0xa1a022b86b2a0ac6e9cc5411c91dab4816eacd7a7b55d4674dace2406b7f01a9
2026-06-01 14:25:20.997765+00,DOWN,Up,false,0.49,2.04,-0.9996,false,live,0x8b66ca43104e1c6ea3e66a40bc8c7d046ea6d690d94e73d9dd33cee8fe6b2593
2026-06-01 15:10:14.659389+00,UP,Up,true,0.51,1.88,0.88831316,false,live,0xe6fff89f8e1a556ffcfc8281aa89d60fdaa679bf0b3d3c38f4361a54fcb7a81f
2026-06-01 15:35:44.218594+00,DOWN,Up,false,0.5,2,-1.0,false,live,0x882f104ee1555007498bcf55ec9b7e0ec90f8a36051ec807a95eb810d8d54fa1
2026-06-01 15:45:44.528084+00,UP,Up,true,0.51,1.96,0.92611372,false,live,0x7eb4ee18b6f1f79e976430c468a0b635412603f15aeeeecde7932b3cef37618f
2026-06-01 17:05:18.124317+00,UP,Up,true,0.48,2.08,1.04525824,false,live,0x7b150cb194cc6ae517de8b9f7e645d3f0b1960a52e1c8c440b79cf42edf64566
2026-06-01 17:40:37.255293+00,UP,Up,true,0.48,2.08,1.04525824,false,live,0x49b9739e4cbfb0d23bf4648636622992440da7a4251ddb8e4ec5f5188dbd595b
2026-06-01 19:40:39.0173+00,UP,Up,true,0.51,1.88,0.88831316,false,live,0x8a2f8416ca46ce1d51c023ec64d3cf5e953693ceecae46dea233d849ffa96b46
2026-06-01 20:20:18.875494+00,DOWN,Up,false,0.5,2,-1.0,false,live,0x25f53070cf5ce5c5e79a16b9257c0b3f6c185f51959397b16ca969d64df444b2
2026-06-01 22:10:25.916894+00,DOWN,Down,true,0.49,2,0.985014,false,live,0x9d356ffbd70bf1f2856f3e4a1c5e22b7425d83a9633e04492c0677fdd87adb1f
2026-06-01 22:35:27.541535+00,UP,Down,false,0.51,1.96,-0.9996,false,live,0x7fdde523726e0aa027918cdd20eba46fc3c7274204d5b1b1c49e522c0fffcd4d
2026-06-02 01:40:40.810408+00,DOWN,Down,true,0.5,2,0.9650,false,live,0xe3237b299498131f7a0b5dfead580e3d286e4714259de7235bf17d416737e692
2026-06-02 02:10:37.580414+00,DOWN,Down,true,0.49,2.04,1.00471428,false,live,0x218ad96af1183ab72c63bbe7fa1fce13ac2cd0885a2abf90cf3dd631ace7f638
2026-06-02 02:15:25.478857+00,DOWN,Up,false,0.48,2.08,-0.9984,false,live,0x1512a05f533d8bc2e000b9799c20993641c8558f3aa8ad59e0bce85e6d449f27
2026-06-02 02:35:29.321104+00,UP,Down,false,0.51,1.88,-0.9588,false,live,0xde3545221380fb1f5dd2e59a372ca987cd1fc0095cc36125afd65519e5bdb611
2026-06-02 03:10:29.438074+00,UP,Up,true,0.51,1.96,0.92611372,false,live,0x2491da9603d9ec3aa579d9552fa95930bc917ee6f998d899cdd29c3ec4c6b038
2026-06-02 03:15:43.950273+00,UP,Down,false,0.5,1.96,-0.980,false,live,0xd4d5602d4f1ce631e5290d9b2ff0ecd8e57358e8bcdaf88a401305e5ef576d8e
2026-06-02 04:20:36.279763+00,DOWN,Up,false,0.49,2.04,-0.9996,false,live,0x1d2a93585f60c2b809f16e22ace9e00983a9019d3c024459ae955bcd2aeb0eb8
2026-06-02 05:45:37.754169+00,DOWN,Up,false,0.49,2,-0.98,false,live,0xe04b6599f2433be69ff402b58679dc26d491d6b8cfd95bc0828e87926f5b2a48
2026-06-02 05:50:24.450403+00,DOWN,Down,true,0.49,2,0.985014,false,live,0x9dcbcaf97755f4da93a422b5a09021b557f9dec1bf7e5862edf4c2d05abe1167
2026-06-02 07:25:33.846233+00,UP,Down,false,0.5,1.92,-0.960,false,live,0x5f5333a1e59e7c398e71e9d86855d982b2e55cc7ec109f1488ea81eacb60c8f2
2026-06-02 09:35:43.233084+00,DOWN,Up,false,0.49,2.04,-0.9996,false,live,0x0bd70e69ab53baa28a5a24b3aacdcd17cedcc2c0d66ac262deff1db5454332e4
2026-06-02 10:20:25.873273+00,UP,Up,true,0.51,1.96,0.92611372,false,live,0x92f0d69d0f79c8a92911f5be15f04912561526bae331c6e0701647e1e3b15f53
2026-06-02 12:10:39.787141+00,DOWN,Down,true,0.49,2,0.985014,false,live,0x3a3401248e5b775ae8cc111c5b1d5356cd633fd4f5dd5ed41b9794fe6fe032b4
2026-06-02 12:16:02.621843+00,DOWN,Down,true,0.5,2,0.9650,false,live,0x897b44899767951cdcb204d7e07073344b462125b4fcf4aab6b8e150bd25c734
2026-06-02 14:21:02.950164+00,DOWN,Down,true,0.49,2.04,1.00471428,false,live,0x5783583dd6467439db4e7f6b14235fac2e85b8f69a9d25eb3c897e28e0548c3a
2026-06-02 14:25:43.975879+00,DOWN,Down,true,0.48,2.08,1.04525824,false,live,0xcc0b8a7081bee390f7da095d3d6cb85854f130f1b18d7ccabc55f7a5cdfca248
2026-06-02 14:50:48.54556+00,DOWN,Up,false,0.49,2,-0.98,false,live,0xcd19f620b3854052745206376a1091013f2099f12d7833460a46f18629988e43
2026-06-02 15:25:50.665464+00,DOWN,Down,true,0.49,2,0.985014,false,live,0xbf860d85df735f492fba2f2a7fdeed928614a1517677872591c44fb39ce83e2a
2026-06-02 15:30:35.170875+00,DOWN,Down,true,0.48,1.96,0.98495488,false,live,0x06ed19ecc1c5363dbd30c276e1c70b4b123134efac845e68e6958033665b6d9b
2026-06-02 15:40:48.474732+00,DOWN,Up,false,0.48,2.04,-0.9792,false,live,0x9d3ff8d55ba951d6e8ef456977a3d1c9fce6f8f12aae7f55acd1bb476953d5a6
2026-06-02 15:55:49.188383+00,UP,Up,true,0.52,1.96,0.90655488,false,live,0xd70fc90904969b51d3b5b5ee910e55d36c4d6cdfee6deb7b8f0a9bf144e39223
2026-06-02 16:00:52.790857+00,DOWN,Up,false,0.49,2,-0.98,false,live,0x137156c1a7e8a0e86eb20477741a9fbd402feceb0a79d430a558038490aa05de
2026-06-02 16:15:57.219677+00,UP,Up,true,0.51,1.96,0.92611372,false,live,0x83e8438bb1037f4469c58b1cea1a763f50dcb5fb2e59434671b288db38adda00
2026-06-02 16:20:44.236705+00,UP,Up,true,0.5,2,0.9650,false,live,0x30de55dc1ed5a32083618e4f35d89c1ded628e385fac3a94d5e4f35904c83e1c
2026-06-02 17:05:23.253669+00,DOWN,Up,false,0.49,2,-0.98,false,live,0x4e87941265d9ad07ce4c56f6528c302ee0210e579f53515ed1c8939f85143e6d
2026-06-02 18:25:51.280951+00,DOWN,Down,true,0.5,2,0.9650,false,live,0x8799abb0833564fa111f3e3ef41d53e9fdc7e5d45c7ff95dd8180915960d20a2
2026-06-02 19:10:51.9325+00,UP,Up,true,0.51,1.96,0.92611372,false,live,0x09af07520fc3505f7ed2e68f8080a588a532ef76e4a4b2802904a1057afc499c
2026-06-02 19:35:30.693467+00,DOWN,Down,true,0.49,1.96,0.96531372,false,live,0x99c33cd35d1996767e83db26cebbc3658ead30220bb1ea3d6f3bf3128f62149b
2026-06-02 19:40:54.162163+00,DOWN,Up,false,0.5,2,-1.0,false,live,0xbf22db7966aaa08ec91e0506a68d2967d580e68053d707818e4b2e17cdb32e13
2026-06-02 19:50:32.764552+00,DOWN,Up,false,0.49,2,-0.98,false,live,0xed2fd4a187a9a04a192ef71ab50c474a64cb4b87fda1c3f3e66ac7ea247b9c8c
2026-06-02 20:00:24.768505+00,UP,Down,false,0.51,1.96,-0.9996,false,live,0x58f6e84de0da01adea07ae9666b69350a34f14d827ee0d255ead27b525049ee9
2026-06-02 21:15:31.380084+00,UP,Down,false,0.5,2,-1.0,false,live,0x4e289fdbf6ccb8c019ea732572490989b75dff52e187dd54b932807ab4dc28c3
