at,signal,outcome,won,entry_price,entry_qty,pnl_usd,hedged,mode,condition_id
2026-06-01 09:00:58.555238+02,UP,Up,true,0.5230985566873072099074607556,48.0769,22.08839282762238060274268931,false,paper,0x34d8224d2bd8fd75593af0a1af27a686aa9c527bc627c49b3a936be177d8ae6e
2026-06-01 10:40:34.128204+02,DOWN,Up,false,0.4884639990169593708539973466,52.0833,-25.44081700000000000000000000,false,paper,0xbce133308670ef3601da849dd05b775b73c2388d2db4cc90927aca9dcc4f4d9d
2026-06-01 14:00:29.310603+02,DOWN,Down,true,0.4935221989635518341682934669,51.0204,24.94799286392697822831651653,false,paper,0xb72c8c9d475b470b8b6b659cbe54cd90dca185d849d79ad41f5512728f460069
2026-06-01 15:20:49.524182+02,DOWN,Up,false,0.5142,50.0000,-25.71000000,false,paper,0xb6a406004c5c6adab4e8a6e534569cfba1b5e88ecaaf445a77d8e0f02b5d1dfd
2026-06-01 16:05:34.830199+02,DOWN,Up,false,0.4875097584062453799970431981,52.0833,-25.39111700000000000000000000,false,paper,0xa1a022b86b2a0ac6e9cc5411c91dab4816eacd7a7b55d4674dace2406b7f01a9
2026-06-01 17:10:38.202692+02,UP,Up,true,0.5132333189173310267729642837,49.0196,23.00386590436805849088935854,false,paper,0xe6fff89f8e1a556ffcfc8281aa89d60fdaa679bf0b3d3c38f4361a54fcb7a81f
2026-06-01 17:35:57.295728+02,DOWN,Up,false,0.5,50.0000,-25.00000,false,paper,0x882f104ee1555007498bcf55ec9b7e0ec90f8a36051ec807a95eb810d8d54fa1
2026-06-01 17:45:37.847441+02,UP,Up,true,0.5393999974559993894398534656,47.1698,20.90606421508904002136960513,false,paper,0x7eb4ee18b6f1f79e976430c468a0b635412603f15aeeeecde7932b3cef37618f
2026-06-01 19:40:25.734059+02,UP,Up,true,0.4929574354927587153655778340,52.0833,25.49717307488628792722427342,false,paper,0x49b9739e4cbfb0d23bf4648636622992440da7a4251ddb8e4ec5f5188dbd595b
2026-06-01 21:40:50.719065+02,UP,Up,true,0.5132333189173310267729642837,49.0196,23.00386590436805849088935854,false,paper,0x8a2f8416ca46ce1d51c023ec64d3cf5e953693ceecae46dea233d849ffa96b46
2026-06-01 22:20:45.938883+02,DOWN,Up,false,0.525,50.0000,-26.2500000,false,paper,0x25f53070cf5ce5c5e79a16b9257c0b3f6c185f51959397b16ca969d64df444b2
2026-06-01 23:35:47.016408+02,UP,Up,true,0.5237391969948145575109876053,48.0769,22.05769380981931925727324349,false,paper,0x7458eecb183efbc9b785818d328b9b1fb15d5d72b8ac7a646fbed49200d772df
2026-06-02 00:10:42.560867+02,DOWN,Down,true,0.5192,50.0000,23.16629024000000,false,paper,0x9d356ffbd70bf1f2856f3e4a1c5e22b7425d83a9633e04492c0677fdd87adb1f
2026-06-02 00:35:22.153023+02,UP,Down,false,0.5142696390831422533027605284,49.0196,-25.20929200000000000000000000,false,paper,0x7fdde523726e0aa027918cdd20eba46fc3c7274204d5b1b1c49e522c0fffcd4d
