at,sleeve_id,ws_s,slug,direction,outcome,won,fill_vwap,pnl_usd,placed
2026-05-31 04:51:05.652774+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780195500,btc-updown-5m-1780195500,DOWN,Up,false,0.65,-5.0,5.0
2026-05-31 04:51:05.732243+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780195500,btc-updown-5m-1780195500,DOWN,Up,false,0.71,-5.0,5.0
2026-05-31 04:56:05.628158+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780195800,btc-updown-5m-1780195800,DOWN,Up,false,0.56,-5.0,5.0
2026-05-31 05:01:07.286515+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780196100,btc-updown-5m-1780196100,DOWN,Up,false,0.01,-5.0,5.0
2026-05-31 05:01:07.500461+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780196100,btc-updown-5m-1780196100,DOWN,Up,false,0.01,-5.0,5.0
2026-05-31 05:06:02.708947+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780196400,btc-updown-5m-1780196400,UP,Up,true,0.91,0.4630054945054944,5.0
2026-05-31 05:06:02.711908+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780196400,btc-updown-5m-1780196400,UP,Up,true,0.82,1.0345609756097565,5.0
2026-05-31 05:06:02.817749+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780196400,btc-updown-5m-1780196400,UP,Up,true,0.7,2.0378571428571433,5.0
2026-05-31 05:06:02.858742+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780196400,btc-updown-5m-1780196400,UP,Up,true,0.88,0.6398181818181817,5.0
2026-05-31 05:11:02.318195+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780196700,btc-updown-5m-1780196700,UP,Up,true,0.58,3.473689655172415,5.0
2026-05-31 05:11:02.3611+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780196700,btc-updown-5m-1780196700,UP,Up,true,0.59,3.3310762711864412,5.0
2026-05-31 05:11:02.394221+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780196700,btc-updown-5m-1780196700,UP,Up,true,0.55,3.93340909090909,5.0
2026-05-31 05:11:02.514521+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780196700,btc-updown-5m-1780196700,UP,Up,true,0.57,3.621429824561404,5.0
2026-05-31 05:16:07.110312+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780197000,btc-updown-5m-1780197000,UP,Up,true,0.65,2.569807692307692,5.0
2026-05-31 05:16:07.123917+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780197000,btc-updown-5m-1780197000,UP,Up,true,0.84,0.8963809523809526,5.0
2026-05-31 05:16:07.417221+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780197000,btc-updown-5m-1780197000,UP,Up,true,0.59,3.3310762711864412,5.0
2026-05-31 05:16:07.495877+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780197000,btc-updown-5m-1780197000,UP,Up,true,0.76,1.4949473684210524,5.0
2026-05-31 05:16:07.497572+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780197000,btc-updown-5m-1780197000,UP,Up,true,0.78,1.33325641025641,5.0
2026-05-31 05:21:03.43348+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780197300,btc-updown-5m-1780197300,UP,Down,false,0.9400000000000001,-5.0,5.0
2026-05-31 05:26:04.706487+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780197600,btc-updown-5m-1780197600,UP,Up,true,0.95,0.24565789473684235,5.0
2026-05-31 05:26:04.753361+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780197600,btc-updown-5m-1780197600,UP,Up,true,0.68,2.2409411764705878,5.0
2026-05-31 05:26:04.799956+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780197600,btc-updown-5m-1780197600,UP,Up,true,0.66,2.456757575757575,5.0
2026-05-31 05:26:04.815544+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780197600,btc-updown-5m-1780197600,UP,Up,true,0.68,2.2409411764705878,5.0
2026-05-31 05:26:04.975819+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780197600,btc-updown-5m-1780197600,UP,Up,true,0.58,3.473689655172415,5.0
2026-05-31 05:31:03.650916+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780197900,btc-updown-5m-1780197900,UP,Up,true,0.72,1.8464444444444446,5.0
2026-05-31 05:31:03.731598+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780197900,btc-updown-5m-1780197900,UP,Up,true,0.71,1.940753521126761,5.0
2026-05-31 05:31:03.78451+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780197900,btc-updown-5m-1780197900,UP,Up,true,0.8,1.1799999999999997,5.0
2026-05-31 05:31:03.846873+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780197900,btc-updown-5m-1780197900,UP,Up,true,0.69,2.1378768115942033,5.0
2026-05-31 05:31:04.182766+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780197900,btc-updown-5m-1780197900,UP,Up,true,0.97,0.1441391752577321,5.0
2026-05-31 05:31:04.198568+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780197900,btc-updown-5m-1780197900,UP,Up,true,0.74,1.6657567567567568,5.0
2026-05-31 05:36:04.674297+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780198200,btc-updown-5m-1780198200,UP,Up,true,0.8,1.1799999999999997,5.0
2026-05-31 05:41:03.916971+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780198500,btc-updown-5m-1780198500,UP,Down,false,0.01,-5.0,5.0
2026-05-31 05:41:03.933245+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780198500,btc-updown-5m-1780198500,UP,Down,false,0.01,-5.0,5.0
2026-05-31 05:46:04.560463+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780198800,btc-updown-5m-1780198800,UP,Up,true,0.54,4.098259259259258,5.0
2026-05-31 05:46:04.634392+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780198800,btc-updown-5m-1780198800,UP,Up,true,0.8,1.1799999999999997,5.0
2026-05-31 05:46:04.870617+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780198800,btc-updown-5m-1780198800,UP,Up,true,0.59,3.3310762711864412,5.0
2026-05-31 05:46:04.953227+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780198800,btc-updown-5m-1780198800,UP,Up,true,0.9900000000000001,0.047005050505050015,5.0
2026-05-31 06:06:04.670987+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780200000,btc-updown-5m-1780200000,DOWN,Up,false,0.63,-5.0,5.0
2026-05-31 06:11:06.250561+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780200300,btc-updown-5m-1780200300,DOWN,Down,true,0.9400000000000001,0.2981489361702125,5.0
2026-05-31 06:11:06.278647+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780200300,btc-updown-5m-1780200300,DOWN,Down,true,0.8900000000000001,0.579477528089887,5.0
2026-05-31 06:11:06.339632+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780200300,btc-updown-5m-1780200300,DOWN,Down,true,0.88,0.6398181818181817,5.0
2026-05-31 06:11:06.36869+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780200300,btc-updown-5m-1780200300,DOWN,Down,true,0.97,0.1441391752577321,5.0
2026-05-31 06:16:10.36524+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780200600,btc-updown-5m-1780200600,DOWN,Down,true,0.76,1.4949473684210524,5.0
2026-05-31 06:21:03.475799+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780200900,btc-updown-5m-1780200900,DOWN,Up,false,0.69,-5.0,5.0
2026-05-31 06:21:03.892238+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780200900,btc-updown-5m-1780200900,DOWN,Up,false,0.61,-4.999999999999999,5.0
2026-05-31 06:21:04.20713+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780200900,btc-updown-5m-1780200900,DOWN,Up,false,0.63,-5.0,5.0
2026-05-31 06:26:04.077579+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780201200,btc-updown-5m-1780201200,DOWN,Up,false,0.01,-5.0,5.0
2026-05-31 06:26:04.244448+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780201200,btc-updown-5m-1780201200,DOWN,Up,false,0.01,-5.0,5.0
2026-05-31 06:36:04.811902+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780201800,btc-updown-5m-1780201800,UP,Down,false,0.01,-5.0,5.0
2026-05-31 06:41:04.307512+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780202100,btc-updown-5m-1780202100,UP,Up,true,0.81,1.1063395061728392,5.0
2026-05-31 06:51:04.789551+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780202700,btc-updown-5m-1780202700,UP,Up,true,0.9400000000000001,0.2981489361702125,5.0
2026-05-31 06:51:04.918817+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780202700,btc-updown-5m-1780202700,UP,Up,true,0.63,2.8070079365079366,5.0
2026-05-31 06:56:06.400673+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780203000,btc-updown-5m-1780203000,UP,Down,false,0.76,-5.0,5.0
2026-05-31 06:56:06.583691+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780203000,btc-updown-5m-1780203000,UP,Down,false,0.69,-5.0,5.0
2026-05-31 07:01:07.876008+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780203300,btc-updown-5m-1780203300,UP,Down,false,0.71,-5.0,5.0
2026-05-31 07:01:07.934976+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780203300,btc-updown-5m-1780203300,UP,Down,false,0.73,-5.0,5.0
2026-05-31 07:21:05.801644+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780204500,btc-updown-5m-1780204500,DOWN,Down,true,0.62,2.931516129032258,5.0
2026-05-31 07:21:05.816762+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780204500,btc-updown-5m-1780204500,DOWN,Down,true,0.59,3.3310762711864412,5.0
2026-05-31 07:26:09.949785+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780204800,btc-updown-5m-1780204800,DOWN,Down,true,0.56,3.7745714285714276,5.0
2026-05-31 07:31:04.748325+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780205100,btc-updown-5m-1780205100,DOWN,Down,true,0.51,4.632421568627452,5.0
2026-05-31 07:41:05.711247+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780205700,btc-updown-5m-1780205700,DOWN,Down,true,0.72,1.8464444444444446,5.0
2026-05-31 07:41:06.599521+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780205700,btc-updown-5m-1780205700,DOWN,Down,true,0.91,0.4630054945054944,5.0
2026-05-31 07:41:06.796516+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780205700,btc-updown-5m-1780205700,DOWN,Down,true,0.78,1.33325641025641,5.0
2026-05-31 07:46:05.366759+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780206000,btc-updown-5m-1780206000,DOWN,Down,true,0.9,0.5205555555555553,5.0
2026-05-31 07:46:05.46119+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780206000,btc-updown-5m-1780206000,DOWN,Down,true,0.9,0.5205555555555553,5.0
2026-05-31 07:46:05.511712+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780206000,btc-updown-5m-1780206000,DOWN,Down,true,0.82,1.0345609756097565,5.0
2026-05-31 07:51:04.720194+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780206300,btc-updown-5m-1780206300,DOWN,Down,true,0.8600000000000001,0.7649534883720924,5.0
2026-05-31 07:51:04.773575+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780206300,btc-updown-5m-1780206300,DOWN,Down,true,0.71,1.940753521126761,5.0
2026-05-31 07:51:04.830015+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780206300,btc-updown-5m-1780206300,DOWN,Down,true,0.73,1.7548150684931507,5.0
2026-05-31 07:56:03.232209+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780206600,btc-updown-5m-1780206600,DOWN,Down,true,0.9199999999999999,0.4067826086956525,5.0
2026-05-31 07:56:03.234524+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780206600,btc-updown-5m-1780206600,DOWN,Down,true,0.59,3.3310762711864412,5.0
2026-05-31 07:56:03.344404+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780206600,btc-updown-5m-1780206600,DOWN,Down,true,0.9900000000000001,0.047005050505050015,5.0
2026-05-31 07:56:03.35783+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780206600,btc-updown-5m-1780206600,DOWN,Down,true,0.95,0.24565789473684235,5.0
2026-05-31 07:56:03.488846+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780206600,btc-updown-5m-1780206600,DOWN,Down,true,0.74,1.6657567567567568,5.0
2026-05-31 08:06:04.080004+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780207200,btc-updown-5m-1780207200,DOWN,Down,true,0.4799999999999999,5.234666666666668,5.0
2026-05-31 08:06:04.110574+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780207200,btc-updown-5m-1780207200,DOWN,Down,true,0.9400000000000001,0.2981489361702125,5.0
2026-05-31 08:06:04.16146+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780207200,btc-updown-5m-1780207200,DOWN,Down,true,0.9400000000000001,0.2981489361702125,5.0
2026-05-31 08:06:04.219527+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780207200,btc-updown-5m-1780207200,DOWN,Down,true,0.4799999999999999,5.234666666666668,5.0
2026-05-31 08:06:04.326384+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780207200,btc-updown-5m-1780207200,DOWN,Down,true,0.79,1.2556139240506328,5.0
2026-05-31 08:06:04.34589+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780207200,btc-updown-5m-1780207200,DOWN,Down,true,0.82,1.0345609756097565,5.0
2026-05-31 08:06:04.403476+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780207200,btc-updown-5m-1780207200,DOWN,Down,true,0.74,1.6657567567567568,5.0
2026-05-31 08:11:04.047217+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780207500,btc-updown-5m-1780207500,DOWN,Down,true,0.72,1.8464444444444446,5.0
2026-05-31 08:11:04.134587+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780207500,btc-updown-5m-1780207500,DOWN,Down,true,0.8,1.1799999999999997,5.0
2026-05-31 08:11:04.139793+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780207500,btc-updown-5m-1780207500,DOWN,Down,true,0.58,3.473689655172415,5.0
2026-05-31 08:11:04.182737+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780207500,btc-updown-5m-1780207500,DOWN,Down,true,0.6,3.193333333333334,5.0
2026-05-31 08:11:04.208213+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780207500,btc-updown-5m-1780207500,DOWN,Down,true,0.67,2.3471865671641785,5.0
2026-05-31 08:11:04.228442+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780207500,btc-updown-5m-1780207500,DOWN,Down,true,0.55,3.93340909090909,5.0
2026-05-31 08:26:03.918865+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780208400,btc-updown-5m-1780208400,DOWN,Up,false,0.43000000000000005,-5.0,5.0
2026-05-31 08:31:04.323565+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780208700,btc-updown-5m-1780208700,DOWN,Down,true,0.75,1.5791666666666668,5.0
2026-05-31 08:31:04.390146+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780208700,btc-updown-5m-1780208700,DOWN,Down,true,0.61,3.0602213114754098,5.0
2026-05-31 08:31:04.41933+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780208700,btc-updown-5m-1780208700,DOWN,Down,true,0.72,1.8464444444444446,5.0
2026-05-31 08:31:04.478585+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780208700,btc-updown-5m-1780208700,DOWN,Down,true,0.5,4.825,5.0
2026-05-31 08:31:04.535851+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780208700,btc-updown-5m-1780208700,DOWN,Down,true,0.6,3.193333333333334,5.0
2026-05-31 08:36:05.23249+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780209000,btc-updown-5m-1780209000,DOWN,Up,false,0.01,-5.0,5.0
2026-05-31 08:36:05.307069+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780209000,btc-updown-5m-1780209000,DOWN,Up,false,0.01,-5.0,5.0
2026-05-31 08:36:05.377286+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780209000,btc-updown-5m-1780209000,DOWN,Up,false,0.01,-5.0,5.0
2026-05-31 08:41:01.712188+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780209300,btc-updown-5m-1780209300,DOWN,Up,false,0.75,-5.0,5.0
2026-05-31 08:51:01.744854+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780209900,btc-updown-5m-1780209900,UP,Up,true,0.83,0.9645963855421689,5.0
2026-05-31 08:51:01.913942+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780209900,btc-updown-5m-1780209900,UP,Up,true,0.9599999999999999,0.19433333333333405,5.0
2026-05-31 09:06:03.277648+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780210800,btc-updown-5m-1780210800,UP,Down,false,0.01,-5.0,5.0
2026-05-31 09:11:02.27795+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780211100,btc-updown-5m-1780211100,UP,Up,true,0.63,2.8070079365079366,5.0
2026-05-31 09:21:02.7498+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780211700,btc-updown-5m-1780211700,DOWN,Down,true,0.85,0.8298529411764708,5.0
2026-05-31 09:21:02.835015+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780211700,btc-updown-5m-1780211700,DOWN,Down,true,0.97,0.1441391752577321,5.0
2026-05-31 09:21:02.922243+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780211700,btc-updown-5m-1780211700,DOWN,Down,true,0.8700000000000001,0.7016264367816085,5.0
2026-05-31 09:21:02.940766+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780211700,btc-updown-5m-1780211700,DOWN,Down,true,0.69,2.1378768115942033,5.0
2026-05-31 09:21:02.956873+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780211700,btc-updown-5m-1780211700,DOWN,Down,true,0.65,2.569807692307692,5.0
2026-05-31 09:21:02.96468+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780211700,btc-updown-5m-1780211700,DOWN,Down,true,0.65,2.569807692307692,5.0
2026-05-31 09:21:02.98944+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780211700,btc-updown-5m-1780211700,DOWN,Down,true,0.6,3.193333333333334,5.0
2026-05-31 09:26:04.827332+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780212000,btc-updown-5m-1780212000,DOWN,Down,true,0.9199999999999999,0.4067826086956525,5.0
2026-05-31 09:26:04.828589+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780212000,btc-updown-5m-1780212000,DOWN,Down,true,0.9599999999999999,0.19433333333333405,5.0
2026-05-31 09:26:04.985305+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780212000,btc-updown-5m-1780212000,DOWN,Down,true,0.63,2.8070079365079366,5.0
2026-05-31 09:26:05.00629+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780212000,btc-updown-5m-1780212000,DOWN,Down,true,0.8564883975699631,0.787561636823906,5.0
2026-05-31 09:26:05.185435+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780212000,btc-updown-5m-1780212000,DOWN,Down,true,0.9900000000000001,0.047005050505050015,5.0
2026-05-31 09:31:05.859011+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780212300,btc-updown-5m-1780212300,DOWN,Down,true,0.4799999999999999,5.234666666666668,5.0
2026-05-31 09:31:05.948295+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780212300,btc-updown-5m-1780212300,DOWN,Down,true,0.65,2.569807692307692,5.0
2026-05-31 09:31:05.967197+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780212300,btc-updown-5m-1780212300,DOWN,Down,true,0.54,4.098259259259258,5.0
2026-05-31 09:31:06.096724+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780212300,btc-updown-5m-1780212300,DOWN,Down,true,0.81,1.1063395061728392,5.0
2026-05-31 09:31:06.138471+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780212300,btc-updown-5m-1780212300,DOWN,Down,true,0.58,3.473689655172415,5.0
2026-05-31 09:36:06.985169+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780212600,btc-updown-5m-1780212600,DOWN,Down,true,0.9599999999999999,0.19433333333333405,5.0
2026-05-31 09:36:07.020196+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780212600,btc-updown-5m-1780212600,DOWN,Down,true,0.85,0.8298529411764708,5.0
2026-05-31 09:36:07.037463+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780212600,btc-updown-5m-1780212600,DOWN,Down,true,0.9400000000000001,0.2981489361702125,5.0
2026-05-31 09:41:04.427816+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780212900,btc-updown-5m-1780212900,DOWN,Up,false,0.6843880182503471,-5.0,5.0
2026-05-31 09:41:04.474042+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780212900,btc-updown-5m-1780212900,DOWN,Up,false,0.65,-5.0,5.0
2026-05-31 09:41:04.546717+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780212900,btc-updown-5m-1780212900,DOWN,Up,false,0.38,-5.0,5.0
2026-05-31 09:56:04.860627+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780213800,btc-updown-5m-1780213800,DOWN,Up,false,0.52,-5.0,5.0
2026-05-31 09:56:05.143196+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780213800,btc-updown-5m-1780213800,DOWN,Up,false,0.49,-5.0,5.0
2026-05-31 09:56:05.17264+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780213800,btc-updown-5m-1780213800,DOWN,Up,false,0.4799999999999999,-5.0,5.0
2026-05-31 10:01:10.734829+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780214100,btc-updown-5m-1780214100,DOWN,Down,true,0.7,2.0378571428571433,5.0
2026-05-31 10:01:11.226691+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780214100,btc-updown-5m-1780214100,DOWN,Down,true,0.7,2.0378571428571433,5.0
2026-05-31 10:06:03.27317+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780214400,btc-updown-5m-1780214400,DOWN,Up,false,0.01,-5.0,5.0
2026-05-31 10:21:02.764193+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780215300,btc-updown-5m-1780215300,UP,Up,true,0.97,0.1441391752577321,5.0
2026-05-31 10:21:02.87403+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780215300,btc-updown-5m-1780215300,UP,Up,true,0.63,2.8070079365079366,5.0
2026-05-31 10:21:02.876648+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780215300,btc-updown-5m-1780215300,UP,Up,true,0.95,0.24565789473684235,5.0
2026-05-31 10:21:02.917522+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780215300,btc-updown-5m-1780215300,UP,Up,true,0.91,0.4630054945054944,5.0
2026-05-31 10:21:02.919007+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780215300,btc-updown-5m-1780215300,UP,Up,true,0.9400000000000001,0.2981489361702125,5.0
2026-05-31 10:21:02.960911+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780215300,btc-updown-5m-1780215300,UP,Up,true,0.9900000000000001,0.047005050505050015,5.0
2026-05-31 10:26:04.11704+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780215600,btc-updown-5m-1780215600,UP,Up,true,0.78,1.33325641025641,5.0
2026-05-31 10:26:04.159205+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780215600,btc-updown-5m-1780215600,UP,Up,true,0.9900000000000001,0.047005050505050015,5.0
2026-05-31 10:26:04.291992+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780215600,btc-updown-5m-1780215600,UP,Up,true,0.753968253968254,1.54546783625731,5.0
2026-05-31 10:26:04.338011+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780215600,btc-updown-5m-1780215600,UP,Up,true,0.63,2.8070079365079366,5.0
2026-05-31 10:26:04.338797+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780215600,btc-updown-5m-1780215600,UP,Up,true,0.88,0.6398181818181817,5.0
2026-05-31 10:26:04.456653+02,poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,1780215600,btc-updown-5m-1780215600,UP,Up,true,0.9400000000000001,0.2981489361702125,5.0
