,BTC_15M_EMA50_EMA800_OFF600_DOWN_V5,BTC_15M_MPSKEW_TRSTACK_OFF600_DOWN_V5,BTC_15M_REGIME_TRSTACK_OFF480_UP_V5,BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,BTC_5M_TS_MPSKEW_S6_0_60_V5,ETH_15M_TRSTACK_VWAP_OFFEARLY_V5,ETH_15M_TRSTACK_VWAP_VOL_OFFEARLY_V5,ETH_5M_CLOUD_MP_SMS_ACTIVE_OFF120_V5,ETH_5M_TR200_MP_MPNX_SMS_OFF120_V5,ETH_5M_TR200_MP_SMS_ACTIVE_OFF120_V5,SOL_15M_RFAGED_TRSTACK_LATE_V5,SOL_15M_TRSTACK_VOL_RIBBON_EMA_MID_V5,SOL_5M_DEPTH_UP_HOD_SESSION_V5,SOL_5M_RF_TR_PARTIAL_MID_V5,SOL_5M_RF_TR_PP_MID_V5,BTC_15M_EMA200_MPSKEW_RF_OFF600_DOWN_V6,BTC_15M_EMA800_RIBSLP_HAWKES_OFF840_V6,BTC_15M_VWAPPREM_EMA50_MPSKEW_OFF600_V6,ETH_15M_PW_TRENDSLOPE_TRSTACK_VWAP_VOL_OFFEARLY_V6,ETH_15M_TRSTACK_VWAP_VOL_OFFEARLY_BAND_V6,ETH_5M_BB_MP_HURST_BAND_V6,ETH_5M_CLOUD_RIBBON_MP_HURST_V6,ETH_5M_V5_REPL_OFF120_V6,SOL_15M_HOD_EU_OFF60_240_RF_TR_VWAP80_V6,SOL_15M_HOD_EU_TIGHTRIB_RF_TR_VWAP80_V6,SOL_5M_CCI_F7_MFI_PARTIAL_VWAP_V6,SOL_5M_F7_MFI_EMA200_VWAP_V6,SOL_5M_F7_MP_EMA200_VWAP_V6,BTC_15M_V7_BASELINE,BTC_5M_V7_T1_PARENT15M_REGIME,BTC_5M_V7_T2_PARENT15M_SLOPE,BTC_5M_V7_T3_OFI_TS,BTC_5M_V7_T4_HURST_TS_HAWKES,BTC_5M_V7_T5_PARENT15M_NOTRANGING_MPSKEW,ETH_15M_V7_PG_RV_ABOVE_MED,ETH_15M_V7_PG_VOL_EXTREME_CORE,ETH_15M_V7_PG_VOL_EXTREME_TS,ETH_15M_V7_PI_S1_BTC_15M_TREND,ETH_15M_V7_PI_S1_TS_AND_BTC_15M,ETH_5M_V7_C1_CLOUD_VWAP_HURST_MP,ETH_5M_V7_C2_EMA50_HURST_PARENT_RANGING,ETH_5M_V7_C3_V6C3_PARENT_RANGING,ETH_5M_V7_C4_XA_3SOURCE_PARENT_RANGING,ETH_5M_V7_C5_CLOUD_HURST_VWAP_PARENT,SOL_15M_V7_S1_BTC_ADX_VOLLOW,SOL_15M_V7_S1_BTC_ADX_VOLLOW_V2,SOL_15M_V7_S3_XADX_ETHVOLLOW,SOL_15M_V7_S5_BTC_SLOPE_STR,SOL_15M_V7_S5_BTC_SLOPE_STR_V2,SOL_5M_V7_S1_BTC_TREND_CCI_HURST_REV,SOL_5M_V7_S2_BTC_F7_OVERBOUGHT_EMA800_VWAP,SOL_5M_V7_S3_BTC_F7_AGAINST_CCI_HURST_REV,SOL_5M_V7_S4_CCI_F7_OVERSOLD_MFI_STOCH,SOL_5M_V7_S5_CCI_F7_OVERSOLD_MFI_STOCH_LIGHT
ETH_15M_V7_PG_VOL_EXTREME_CORE,0.0,0.0,0.0,0.0,0.0,0.0,0.07922912205567452,0.3211009174311927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.603448275862069,1.0,0.9459459459459459,0.4852941176470588,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETH_15M_V7_PG_VOL_EXTREME_TS,0.0,0.0,0.0,0.0,0.0,0.0,0.07494646680942184,0.32710280373831774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.2755102040816326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.9459459459459459,1.0,0.5,0.559322033898305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETH_15M_V7_PI_S1_BTC_15M_TREND,0.0,0.0,0.0,0.0,0.0,0.0,0.13704496788008566,0.5981308411214953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8142857142857143,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.4852941176470588,0.5,1.0,0.890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETH_15M_V7_PI_S1_TS_AND_BTC_15M,0.0,0.0,0.0,0.0,0.0,0.0,0.12205567451820129,0.5327102803738317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9047619047619048,0.5154639175257731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936507936507936,0.5409836065573771,0.559322033898305,0.890625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETH_5M_V7_C1_CLOUD_VWAP_HURST_MP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01773049645390071,0.0,0.017985611510791366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9817073170731707,0.319672131147541,0.017985611510791366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19710906701708278,0.32158590308370044,0.03875968992248062,0.539568345323741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETH_5M_V7_C2_EMA50_HURST_PARENT_RANGING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012775842044134728,0.005263157894736842,0.011655011655011656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19579500657030224,0.5517676767676768,0.011655011655011656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19710906701708278,1.0,0.5842245989304813,0.02033492822966507,0.35427807486631013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETH_5M_V7_C3_V6C3_PARENT_RANGING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01263537906137184,0.004434589800443459,0.012727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31938325991189426,0.9085239085239085,0.012727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32158590308370044,0.5842245989304813,1.0,0.016885553470919325,0.26258992805755393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETH_5M_V7_C4_XA_3SOURCE_PARENT_RANGING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01327433628318584,0.008333333333333333,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038910505836575876,0.017361111111111112,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03875968992248062,0.02033492822966507,0.016885553470919325,1.0,0.03932584269662921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETH_5M_V7_C5_CLOUD_HURST_VWAP_PARENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013020833333333334,0.007168458781362007,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5304659498207885,0.24333333333333335,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.539568345323741,0.35427807486631013,0.26258992805755393,0.03932584269662921,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOL_15M_V7_S1_BTC_ADX_VOLLOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.008547008547008548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.06601466992665037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.875,0.35294117647058826,0.15625,0.15625,0.0,0.0,0.0,0.0,0.0
SOL_15M_V7_S1_BTC_ADX_VOLLOW_V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00964630225080386,0.008403361344537815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11877394636015326,0.07090464547677261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,1.0,0.36538461538461536,0.16494845360824742,0.16494845360824742,0.0,0.0,0.0,0.0,0.0
SOL_15M_V7_S3_XADX_ETHVOLLOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015723270440251572,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1532567049808429,0.09558823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.36538461538461536,1.0,0.17307692307692307,0.17307692307692307,0.0,0.0,0.0,0.0,0.0
SOL_15M_V7_S5_BTC_SLOPE_STR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031073446327683617,0.011834319526627219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31417624521072796,0.1926829268292683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.16494845360824742,0.17307692307692307,1.0,1.0,0.0,0.0,0.0,0.0,0.0
SOL_15M_V7_S5_BTC_SLOPE_STR_V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031073446327683617,0.011834319526627219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31417624521072796,0.1926829268292683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.16494845360824742,0.17307692307692307,1.0,1.0,0.0,0.0,0.0,0.0,0.0
SOL_5M_V7_S1_BTC_TREND_CCI_HURST_REV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008103727714748784,0.010869565217391304,0.00904977375565611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02318840579710145,0.022796352583586626,0.022889842632331903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.026831785345717233,0.20772946859903382,0.050387596899224806,0.05188679245283019
SOL_5M_V7_S2_BTC_F7_OVERBOUGHT_EMA800_VWAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012598425196850394,0.008880994671403197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032423208191126277,0.026929982046678635,0.03367003367003367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026831785345717233,1.0,0.05509641873278237,0.0,0.0
SOL_5M_V7_S3_BTC_F7_AGAINST_CCI_HURST_REV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007792207792207792,0.020454545454545454,0.016049382716049384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020166073546856466,0.011002444987775062,0.015186915887850467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20772946859903382,0.05509641873278237,1.0,0.09363957597173145,0.09965337954939342
SOL_5M_V7_S4_CCI_F7_OVERSOLD_MFI_STOCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003289473684210526,0.02092050209205021,0.017027863777089782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017595307917888565,0.01225114854517611,0.012968299711815562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050387596899224806,0.0,0.09363957597173145,1.0,0.9453262786596119
SOL_5M_V7_S5_CCI_F7_OVERSOLD_MFI_STOCH_LIGHT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003129890453834116,0.022788203753351208,0.01624815361890694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016830294530154277,0.011695906432748537,0.012413793103448275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05188679245283019,0.0,0.09965337954939342,0.9453262786596119,1.0
