slug,buy_size_60s,sell_size_60s,ofi,ofi_total,ofi_pct
btc-updown-15m-1777143600,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777581900,14135.333779999999,29478.848407,-15343.514627000002,43614.182187,-0.35180103942366403
btc-updown-15m-1777427100,10920.906006000001,61321.00000000001,-50400.09399400001,72241.906006,-0.6976573124996641
btc-updown-15m-1778229900,15707.062296,14680.697590999998,1026.3647050000018,30387.759887,0.03377559612214294
btc-updown-15m-1777774500,64937.50519999999,9337.194042,55600.311158,74274.69924199999,0.7485767256605602
btc-updown-15m-1777130100,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1778913900,1151.04,0.0,1151.04,1151.04,0.9999999999991313
btc-updown-15m-1779527700,5269.535183999999,2101.046664,3168.4885199999994,7370.581848,0.42988309272480785
btc-updown-15m-1779245100,1289.969,2086.2799999999997,-796.3109999999997,3376.249,-0.23585671554431084
btc-updown-15m-1777440600,3182.6557459999995,4932.831902999999,-1750.1761569999999,8115.487648999999,-0.21565877895402172
btc-updown-15m-1779058800,12022.16,1329.964,10692.196,13352.124,0.8007861520758195
btc-updown-15m-1777140000,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1778223600,2167.4700000000003,0.0,2167.4700000000003,2167.4700000000003,0.9999999999995386
btc-updown-15m-1778905800,1583.7966599999997,4564.179042000001,-2980.3823820000007,6147.975702000001,-0.4847745870286973
btc-updown-15m-1779552900,628.3,0.0,628.3,628.3,0.9999999999984084
btc-updown-15m-1777151700,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1778252400,2485.7599999999998,2261.806,223.95399999999972,4747.566,0.04717238264827757
btc-updown-15m-1779053400,1822.703518,1905.7627400000001,-83.05922200000009,3728.4662580000004,-0.022277048054749435
btc-updown-15m-1778598000,3204.1630000000005,198.70000000000002,3005.4630000000006,3402.8630000000003,0.8832159860679426
btc-updown-15m-1777105800,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777212900,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777176900,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1779460200,1511.934256,3856.651312999999,-2344.717056999999,5368.585568999999,-0.43674763620025714
btc-updown-15m-1778305500,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777992300,0.0,144.76999999999998,-144.76999999999998,144.76999999999998,-0.9999999999930925
btc-updown-15m-1779122700,3418.784904,10204.572821000002,-6785.7879170000015,13623.357725000002,-0.4980995180466424
btc-updown-15m-1777629600,1530.32,748.6899999999999,781.63,2279.0099999999998,0.34296909623023025
btc-updown-15m-1777134600,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777763700,0.0,10.0,-10.0,10.0,-0.9999999999
btc-updown-15m-1777891500,19860.540019,16451.953945999998,3408.586073000002,36312.493965,0.09386813465043996
btc-updown-15m-1779081300,4484.630937,4146.788848,337.84208899999976,8631.419785,0.03914096375976002
btc-updown-15m-1778807700,1232.2399999999998,0.0,1232.2399999999998,1232.2399999999998,0.9999999999991884
btc-updown-15m-1778221800,18548.925430000003,28129.282037999998,-9580.356607999995,46678.207468,-0.20524259879875537
btc-updown-15m-1778975100,195.84,514.0683999999999,-318.22839999999985,709.9083999999999,-0.448266846820733
btc-updown-15m-1778212800,4432.044,5743.34,-1311.2960000000003,10175.384,-0.1288694362787558
btc-updown-15m-1778317200,111.1,0.0,111.1,111.1,0.9999999999909991
btc-updown-15m-1777261500,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1779236100,0.0,6.64,-6.64,6.64,-0.9999999998493976
btc-updown-15m-1778707800,1431.8712,3801.45,-2369.5788,5233.3212,-0.4527868077349326
btc-updown-15m-1777264200,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1779314400,367.26,0.0,367.26,367.26,0.9999999999972772
btc-updown-15m-1778012100,2585.984,1409.9679999999998,1176.016,3995.9519999999998,0.2943018334553833
btc-updown-15m-1778973300,2972.8052999999995,402.44,2570.3652999999995,3375.2452999999996,0.7615343690721496
btc-updown-15m-1777689900,15324.074272999998,7087.497515,8236.576758,22411.571787999997,0.36751446243541946
btc-updown-15m-1779567300,53.120000000000005,3752.9105,-3699.7905,3806.0305,-0.9720864034061283
btc-updown-15m-1777550400,349.9767,2872.25,-2522.2733,3222.2267,-0.7827733846284674
btc-updown-15m-1777122900,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1779027300,5813.317848,9744.137293,-3930.819445,15557.455140999999,-0.25266468129742475
btc-updown-15m-1778282100,2654.4631219999997,6715.284547,-4060.8214250000005,9369.747669,-0.43339709546660227
btc-updown-15m-1778824800,3520.9242,2258.58,1262.3442,5779.504199999999,0.2184173860449451
btc-updown-15m-1777365900,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1778491800,2647.069184,3694.7874119999997,-1047.7182279999997,6341.856596,-0.165206862082101
btc-updown-15m-1779253200,0.0,468.16,-468.16,468.16,-0.999999999997864
btc-updown-15m-1779428700,4290.4,0.0,4290.4,4290.4,0.9999999999997669
btc-updown-15m-1778247000,5105.4175270000005,9961.636611999998,-4856.219084999998,15067.054139,-0.3223071371615834
btc-updown-15m-1778059800,0.0,11.22,-11.22,11.22,-0.9999999999108734
btc-updown-15m-1779141600,6313.383900000001,2428.5233319999998,3884.860568000001,8741.907232000001,0.44439508048986304
btc-updown-15m-1779361200,0.0,67.94,-67.94,67.94,-0.9999999999852811
btc-updown-15m-1778187600,523.483332,5466.54562,-4943.062288,5990.028952,-0.8252150912139989
btc-updown-15m-1778008500,46.006,516.42,-470.414,562.4259999999999,-0.8364015888297548
btc-updown-15m-1779635700,3603.1600000000008,4084.2983120000004,-481.1383119999996,7687.458312000001,-0.06258743689691139
btc-updown-15m-1778508900,702.88,0.0,702.88,702.88,0.9999999999985772
btc-updown-15m-1777200300,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777887000,2901.335391,33296.37947299999,-30395.044081999993,36197.714863999994,-0.8396951077215149
btc-updown-15m-1777827600,8307.625515,16379.39627,-8071.770755,24687.021784999997,-0.32696413626953313
btc-updown-15m-1778971500,270.46,2955.961612,-2685.501612,3226.421612,-0.8323467714234886
btc-updown-15m-1778328000,988.186664,5157.427893999999,-4169.241229999999,6145.614557999998,-0.6784091632580582
btc-updown-15m-1779104700,3114.275553,9157.999231999998,-6043.723678999999,12272.274784999998,-0.49246971607794776
btc-updown-15m-1778636700,92.46,0.0,92.46,92.46,0.9999999999891844
btc-updown-15m-1777324500,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777991400,15360.0,6974.6532,8385.3468,22334.6532,0.3754411015434806
btc-updown-15m-1778455800,0.0,10.0,-10.0,10.0,-0.9999999999
btc-updown-15m-1779681600,1955.408383,1921.719843,33.688539999999875,3877.128226,0.008689044580490279
btc-updown-15m-1777710600,1137.027,12205.401426999999,-11068.374426999999,13342.428426999999,-0.8295622110740343
btc-updown-15m-1777465800,7155.382313,11032.433708999999,-3877.051395999999,18187.816022,-0.21316750682490415
btc-updown-15m-1779545700,0.0,428.26,-428.26,428.26,-0.999999999997665
btc-updown-15m-1777755600,21812.994640999998,6476.446730000001,15336.547910999998,28289.441370999997,0.5421297546978506
btc-updown-15m-1777570200,4697.579538999999,7120.914429,-2423.334890000001,11818.493967999999,-0.20504599795551515
btc-updown-15m-1777306500,3851.0840570000005,4573.157098,-722.0730409999992,8424.241155,-0.08571371921984271
btc-updown-15m-1778220900,6057.474466,11046.033115999997,-4988.558649999997,17103.507582,-0.29166874841799956
btc-updown-15m-1777225500,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777789800,497.205233,519.8,-22.594766999999933,1017.005233,-0.022216962378184456
btc-updown-15m-1777101300,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777568400,9904.01768,28259.522242000003,-18355.504562000002,38163.539922,-0.48096965322177015
btc-updown-15m-1778379300,0.0,2.94,-2.94,2.94,-0.999999999659864
btc-updown-15m-1777503600,0.0,669.6999999999999,-669.6999999999999,669.6999999999999,-0.9999999999985069
btc-updown-15m-1779585300,1199.9899999999998,21.76,1178.2299999999998,1221.7499999999998,0.9643789645991697
btc-updown-15m-1778738400,0.0,340.05,-340.05,340.05,-0.9999999999970592
btc-updown-15m-1777357800,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1778656500,1722.84,2519.9500000000003,-797.1100000000004,4242.79,-0.18787401686150207
btc-updown-15m-1778428800,8640.664471,2880.948164,5759.716307000001,11521.612635,0.499905394276389
btc-updown-15m-1778421600,4547.1446160000005,5730.078361999999,-1182.9337459999988,10277.222978,-0.11510246965859727
btc-updown-15m-1779768900,0.0,235.88,-235.88,235.88,-0.9999999999957606
btc-updown-15m-1778512500,0.0,79.48,-79.48,79.48,-0.9999999999874182
btc-updown-15m-1778519700,6566.930848,6445.759999999999,121.17084800000066,13012.690847999998,0.00931174415925011
btc-updown-15m-1778224500,9850.111892,6236.865966,3613.2459260000005,16086.977858000002,0.22460688128584202
btc-updown-15m-1777986900,7759.18333,4110.2991,3648.8842299999997,11869.48243,0.3074172990708654
btc-updown-15m-1777586400,1334.348,36323.89000000001,-34989.54200000001,37658.238000000005,-0.9291338059948285
btc-updown-15m-1778610600,0.0,1073.78,-1073.78,1073.78,-0.9999999999990687
btc-updown-15m-1778912100,3472.295,6878.157332000001,-3405.8623320000006,10350.452332,-0.3290544434922838
btc-updown-15m-1779570000,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777049100,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777581000,315.6436,765.74,-450.0964,1081.3836000000001,-0.41622269840192117
btc-updown-15m-1779151500,5403.428356,10014.404784,-4610.976428,15417.83314,-0.29906773449486823
btc-updown-15m-1779621300,3577.7065589999997,9551.908615999999,-5974.202056999999,13129.615174999999,-0.4550173007640754
btc-updown-15m-1779137100,2420.012209,7592.213253,-5172.2010439999995,10012.225462,-0.5165885510299231
btc-updown-15m-1777363200,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1779727500,0.0,688.6300000000001,-688.6300000000001,688.6300000000001,-0.9999999999985478
btc-updown-15m-1778950800,546.0260000000001,1763.4199999999998,-1217.3939999999998,2309.446,-0.5271368111657396
btc-updown-15m-1777522500,2598.6266539999997,25018.662104000003,-22420.035450000003,27617.288758000002,-0.8118116027412248
btc-updown-15m-1777968000,8164.909694999999,5780.580357,2384.3293379999996,13945.490052,0.17097494093854942
btc-updown-15m-1778430600,7809.461091,11950.559973999998,-4141.098882999998,19760.021064999997,-0.2095695581182716
btc-updown-15m-1779414300,0.0,807.12,-807.12,807.12,-0.999999999998761
btc-updown-15m-1778407200,1238.546,6783.99733,-5545.45133,8022.54333,-0.6912335779181523
