stack,n_t,wr_t,dpt_t,dd_t,ls_t,shp_t,n_l,wr_l,dpt_l,dd_l,ls_l,shp_l,size,val_n,val_wr,val_dpt,val_sum_pnl,val_max_dd,val_max_ls,val_sharpe,val_n_per_day
g_R1_five+g_favorite+g_regime_trending_dn+g_ribbon_slope_strong,32,0.9375,3.666564265890362,25.0,1,18.074360865911984,38,0.8947368421052632,3.931860632432855,36.41363658489601,1,49.50471548571883,Q,75,0.84,0.6546954883709657,49.102161627822426,73.33643175043485,2,4.909479467902104,12.5
g_cci_with+g_favorite+g_regime_trending_dn+g_ribbon_slope_strong,32,0.9375,3.666564265890362,25.0,1,18.074360865911984,38,0.8947368421052632,3.931860632432855,36.41363658489601,1,49.50471548571883,Q,75,0.84,0.6546954883709657,49.102161627822426,73.33643175043485,2,4.909479467902104,12.5
g_regime_trending_dn+g_rf_with+g_ribbon_slope_strong+g_tr_full_stack_with,29,0.9310344827586207,3.4265668667678044,25.0,1,10.945897028046726,41,0.8292682926829268,3.856564266384542,75.0,3,19.969525640392163,Q,62,0.7903225806451613,-1.9668206189217858,-121.94287837315072,175.65180430442186,3,-9.878866034080229,10.333333333333334
g_regime_trending_dn+g_ribbon_agrees+g_ribbon_slope_strong+g_tr_full_stack_with,30,0.9333333333333333,3.6442054802691097,50.0,2,9.464525525279075,42,0.8333333333333334,3.788074649597166,75.0,3,20.010449419792725,Q,62,0.7903225806451613,-1.969024490172508,-122.0795183906955,177.21563415776336,3,-9.787026427764838,10.333333333333334
g_regime_trending_dn+g_ribbon_slope_strong+g_tr_full_stack_with,31,0.9032258064516129,2.720198851873332,50.0,2,6.8841713430825235,42,0.8333333333333334,3.788074649597166,75.0,3,20.010449419792725,T,63,0.7936507936507936,-1.912947437100857,-120.515688537354,175.6518043044219,3,-9.689738901886725,10.5
g_regime_trending_dn+g_ribbon_slope_strong+g_strong_favorite+g_tr_partial_stack_with,31,0.9354838709677419,3.1059760240012007,50.0,2,14.51212363387863,35,0.9142857142857143,3.7867707273559357,36.41363658489601,1,31.716175260156046,Q,69,0.8260869565217391,-0.8955718463048424,-61.79445739503413,93.91332266309176,2,-8.868191127486083,11.5
g_regime_trending_dn+g_ribbon_slope_strong+g_strong_favorite+g_tr_above_ema200,32,0.9375,3.190395750142038,44.192592739492014,1,17.06083075965684,35,0.9142857142857143,3.7867707273559357,36.41363658489601,1,31.716175260156046,Q,70,0.8285714285714286,-0.7897400001362817,-55.281800009539715,87.40066527759738,2,-8.226355393245008,11.666666666666666
g_cci_strong_with+g_regime_trending_dn+g_ribbon_slope_strong+g_strong_favorite,25,0.96,3.5238806049537748,25.0,1,23.14654644915388,32,0.90625,3.7434859070616078,36.41363658489601,1,27.29493091785362,Q,67,0.835820895522388,-0.2517805321871247,-16.869295656537357,81.0974740467736,2,-1.8350368017184218,11.166666666666666
g_bb_pos_strong_with+g_regime_trending_dn+g_ribbon_slope_strong+g_strong_favorite,25,0.96,3.5238806049537748,25.0,1,23.14654644915388,34,0.9117647058823529,3.6242043880772474,36.41363658489601,1,29.16553452915808,Q,68,0.8382352941176471,-0.22664027915495344,-15.411538982536834,79.63971737277308,2,-1.6928137054042156,11.333333333333334
g_bb_pos_extreme_with+g_regime_trending_dn+g_ribbon_slope_strong+g_strong_favorite,25,0.96,3.5238806049537748,25.0,1,23.14654644915388,34,0.9117647058823529,3.6242043880772474,36.41363658489601,1,29.16553452915808,Q,65,0.8307692307692308,-0.5479506867011465,-35.61679463557453,86.86275288776889,2,-4.130614041033683,10.833333333333334
g_regime_trending_dn+g_ribbon_slope_strong+g_tr_above_cloud+g_trend_slope_strong_with,30,0.8,4.876581582416214,76.72589230688666,2,8.591977366358167,33,0.7575757575757576,3.6217053003468385,75.0,3,20.948352544733165,Q,45,0.7111111111111111,-2.5282256312251845,-113.7701534051333,171.93964395861093,2,-10.159055153845468,7.5
g_regime_trending_dn+g_ribbon_slope_strong+g_tight_ribbon+g_tr_above_ema800,25,0.88,5.693276622582806,44.192592739492014,1,8.622897289884222,32,0.78125,3.487342726917991,65.68597373716867,2,23.34712132013275,Q,38,0.7368421052631579,-2.4497201074268595,-93.08936408222067,151.33851490109197,2,-6.506051818874123,6.333333333333333
g_cci_extreme_with+g_regime_trending_dn+g_ribbon_slope_strong+g_tr_above_ema200,25,0.92,9.39665866640096,25.0,1,11.720874218131495,34,0.7941176470588235,3.41748096748953,69.78182265155299,2,12.70844731460632,Q,57,0.7543859649122807,-2.055222487507639,-117.14768178793541,179.4671163356731,2,-14.38419287927004,9.5
g_cci_extreme_with+g_regime_trending_dn+g_ribbon_slope_strong+g_tr_partial_stack_with,25,0.92,9.39665866640096,25.0,1,11.720874218131495,34,0.7941176470588235,3.41748096748953,69.78182265155299,2,12.70844731460632,Q,57,0.7543859649122807,-2.055222487507639,-117.14768178793541,179.4671163356731,2,-14.38419287927004,9.5
g_cci_with+g_regime_trending_dn+g_ribbon_slope_strong+g_trend_slope_strong_with,29,0.8620689655172413,8.854995760953797,52.731098029751195,2,12.384343060157319,31,0.7741935483870968,3.3630970245540666,75.0,3,40.12437306332082,Q,40,0.725,-2.062864055122341,-82.51456220489365,151.15353470053037,3,-5.74881544767355,6.666666666666667
g_R1_five+g_regime_trending_dn+g_ribbon_slope_strong+g_trend_slope_strong_with,28,0.8928571428571429,10.064102752416431,27.731098029751195,1,15.036843154373697,31,0.7741935483870968,3.3630970245540666,75.0,3,40.12437306332082,Q,40,0.725,-2.062864055122341,-82.51456220489365,151.15353470053037,3,-5.74881544767355,6.666666666666667
g_offset_le_120+g_regime_trending_dn+g_ribbon_slope_strong+g_tr_above_ema50,27,0.7407407407407407,3.7083685565431925,67.11513715623951,2,5.080799595648774,31,0.7419354838709677,3.2253138844318032,36.41363658489601,1,13.434919832372913,Q,50,0.7,-1.0317557802754407,-51.58778901377204,158.37597150704275,3,-2.3459542216843077,8.333333333333334
g_favorite+g_regime_trending_dn+g_rf_with+g_ribbon_slope_strong,33,0.9393939393939394,3.4449163033377266,25.0,1,18.924653605046196,39,0.8717948717948718,3.1979532738194747,36.41363658489601,1,29.581833310550184,Q,77,0.8311688311688312,0.4533340676141774,34.90672320629166,96.77260189709335,2,2.705497757244951,12.833333333333334
g_favorite+g_regime_trending_dn+g_rf_fresh+g_ribbon_slope_strong,34,0.9117647058823529,3.502880659701461,44.192592739492014,1,18.963689828092374,39,0.8717948717948718,3.1829832868444297,36.41363658489601,1,28.062128402906986,Q,75,0.84,0.8399673087370682,62.997548155280114,73.1086293406715,2,5.6346550363634895,12.5
g_favorite+g_regime_trending_dn+g_ribbon_slope_strong+g_tr_above_cloud,34,0.9117647058823529,3.3724674456118815,50.0,2,15.382365768095227,40,0.875,3.1425044510068565,36.41363658489601,1,29.168137144750386,Q,79,0.8354430379746836,0.5423616509820605,42.846570427582776,90.25994451159895,2,3.311190658264291,13.166666666666666
g_adx_strong+g_favorite+g_regime_trending_dn+g_ribbon_slope_strong,36,0.9166666666666666,3.3603277756740093,44.192592739492014,1,17.638292263725507,40,0.875,3.1425044510068565,36.41363658489601,1,29.168137144750386,Q,80,0.8375,0.783996054851791,62.719684388143286,90.25994451159895,2,4.175482078255913,13.333333333333334
g_ev_ge_30+g_favorite+g_regime_trending_dn+g_ribbon_slope_strong,36,0.9166666666666666,3.3603277756740093,44.192592739492014,1,17.638292263725507,40,0.875,3.1425044510068565,36.41363658489601,1,29.168137144750386,Q,80,0.8375,0.783996054851791,62.719684388143286,90.25994451159895,2,4.175482078255913,13.333333333333334
g_favorite+g_mp_no_extreme_150+g_regime_trending_dn+g_ribbon_slope_strong,35,0.9142857142857143,3.0012729129405233,44.192592739492014,1,12.064725932690449,40,0.875,3.1425044510068565,36.41363658489601,1,29.168137144750386,Q,78,0.8333333333333334,0.3692245357517887,28.79951378863952,104.30700115054222,2,2.140608135314053,13.0
g_favorite+g_regime_trending_dn+g_ribbon_slope_strong+g_tr_in_active_session,26,0.9230769230769231,3.322086944619235,44.192592739492014,1,14.623217716097997,40,0.875,3.1425044510068565,36.41363658489601,1,29.168137144750386,Q,77,0.8311688311688312,0.6651035334145505,51.212972072920394,90.25994451159895,2,3.3553616251266045,12.833333333333334
g_favorite+g_regime_trending_dn+g_ribbon_slope_strong,36,0.9166666666666666,3.3603277756740093,44.192592739492014,1,17.638292263725507,40,0.875,3.1425044510068565,36.41363658489601,1,29.168137144750386,T,80,0.8375,0.783996054851791,62.719684388143286,90.25994451159895,2,4.175482078255913,13.333333333333334
g_favorite+g_regime_trending_dn+g_ribbon_slope_strong+g_tr_above_ema50,34,0.9117647058823529,3.3724674456118815,50.0,2,15.382365768095227,40,0.875,3.1425044510068565,36.41363658489601,1,29.168137144750386,Q,78,0.8333333333333334,0.4658193979754921,36.33391304208838,96.77260189709335,2,2.785001638472724,13.0
g_favorite+g_regime_trending_dn+g_ribbon_slope_strong+g_ribbon_slope_with,36,0.9166666666666666,3.3603277756740093,44.192592739492014,1,17.638292263725507,40,0.875,3.1425044510068565,36.41363658489601,1,29.168137144750386,Q,80,0.8375,0.783996054851791,62.719684388143286,90.25994451159895,2,4.175482078255913,13.333333333333334
g_bb_pos_with+g_regime_trending_dn+g_ribbon_slope_strong+g_tr_above_ema800,31,0.967741935483871,7.107478745763701,25.0,1,16.017651075702467,43,0.813953488372093,3.1185845414670004,75.0,3,36.54933793228009,Q,63,0.7777777777777778,-2.334595530011039,-147.07951839069545,202.2156341577634,3,-10.480204202937676,10.5
g_cci_with+g_regime_trending_dn+g_ribbon_slope_strong+g_tr_above_ema800,30,0.9666666666666667,6.4941198001082325,25.0,1,14.688562827644743,43,0.813953488372093,3.1185845414670004,75.0,3,36.54933793228009,Q,63,0.7777777777777778,-2.334595530011039,-147.07951839069545,202.2156341577634,3,-10.480204202937676,10.5
g_R1_five+g_regime_trending_dn+g_ribbon_slope_strong+g_tr_above_ema800,30,0.9666666666666667,6.4941198001082325,25.0,1,14.688562827644743,43,0.813953488372093,3.1185845414670004,75.0,3,36.54933793228009,Q,62,0.7903225806451613,-1.969024490172508,-122.0795183906955,177.21563415776336,3,-9.787026427764838,10.333333333333334
g_regime_trending_dn+g_ribbon_agrees+g_ribbon_slope_strong+g_tr_above_ema800,30,0.9333333333333333,3.6442054802691097,50.0,2,9.464525525279075,43,0.813953488372093,3.1185845414669995,75.0,3,20.955897167912337,Q,62,0.7903225806451613,-1.969024490172508,-122.0795183906955,177.21563415776336,3,-9.787026427764838,10.333333333333334
g_regime_trending_dn+g_ribbon_slope_strong+g_tr_above_cloud+g_tr_above_ema800,32,0.90625,3.4323253601094086,50.0,2,8.175291573927852,44,0.8181818181818182,3.0770138475206084,75.0,3,20.915656540080462,Q,65,0.7846153846153846,-2.1385081715670706,-139.0030311518596,194.13914691892748,3,-9.967122831521694,10.833333333333334
g_mp_no_extreme_100+g_regime_trending_dn+g_ribbon_slope_strong+g_tr_partial_stack_with,35,0.9142857142857143,5.161563342692009,50.0,2,10.1952530448178,39,0.8461538461538461,3.008860860133993,38.22989177762648,1,17.65832046612354,Q,68,0.8235294117647058,-0.5287159766059828,-35.95268640920683,112.15568597961476,2,-4.079344005708023,11.333333333333334
g_mp_no_extreme_100+g_regime_trending_dn+g_ribbon_slope_strong+g_tr_above_ema200,36,0.9166666666666666,5.17950345152023,44.192592739492014,1,10.816827582661885,39,0.8461538461538461,3.008860860133993,38.22989177762648,1,17.65832046612354,Q,69,0.8260869565217391,-0.4266670873001801,-29.440029023712427,112.15568597961476,2,-3.2039724007594046,11.5
g_regime_trending_dn+g_rf_with+g_ribbon_slope_strong+g_strong_favorite,31,0.967741935483871,3.794756072441632,25.0,1,29.550081649509423,36,0.8888888888888888,2.9957346973324666,50.0,2,16.721467097514832,Q,72,0.8333333333333334,-0.19741734433405383,-14.214048792051877,89.766824856467,2,-1.5868502367682848,12.0
g_bb_pos_with+g_regime_trending_dn+g_ribbon_slope_strong+g_strong_favorite,30,0.9666666666666667,4.042841891467908,25.0,1,25.96767514794795,36,0.8888888888888888,2.987138207151604,50.0,2,16.730943612443596,Q,71,0.8309859154929577,-0.3523747939510019,-25.018610370521134,91.33065470980848,2,-2.997254114829695,11.833333333333334
g_R1_five+g_regime_trending_dn+g_ribbon_slope_strong+g_strong_favorite,30,0.9666666666666667,4.042841891467908,25.0,1,25.96767514794795,36,0.8888888888888888,2.987138207151604,50.0,2,16.730943612443596,Q,71,0.8309859154929577,-0.3523747939510019,-25.018610370521134,91.33065470980848,2,-2.997254114829695,11.833333333333334
g_cci_with+g_regime_trending_dn+g_ribbon_slope_strong+g_strong_favorite,30,0.9666666666666667,4.042841891467908,25.0,1,25.96767514794795,36,0.8888888888888888,2.987138207151604,50.0,2,16.730943612443596,Q,71,0.8309859154929577,-0.3523747939510019,-25.018610370521134,91.33065470980848,2,-2.997254114829695,11.833333333333334
g_regime_trending_dn+g_ribbon_agrees+g_ribbon_slope_strong+g_strong_favorite,31,0.9354838709677419,3.1059760240012007,50.0,2,14.51212363387863,36,0.8888888888888888,2.987138207151604,50.0,2,16.730943612443596,Q,70,0.8285714285714286,-0.5737723496208047,-40.16406447345633,91.3306547098085,2,-5.369001697278157,11.666666666666666
g_regime_trending_dn+g_rf_fresh+g_ribbon_slope_strong+g_strong_favorite,31,0.9354838709677419,3.2490098717123517,44.192592739492014,1,18.201831378423986,36,0.8888888888888888,2.9795172114428343,50.0,2,16.516510659453758,Q,70,0.8428571428571429,0.198239659384808,13.876776156936561,73.10862934067151,2,1.7280717032194963,11.666666666666666
g_regime_trending_dn+g_ribbon_slope_strong+g_strong_favorite+g_tr_above_ema50,31,0.9354838709677419,3.1059760240012007,50.0,2,14.51212363387863,37,0.8918918918918919,2.941255390953609,50.0,2,16.6904350739331,Q,73,0.8356164383561644,-0.17516245145555004,-12.786858956255154,89.766824856467,2,-1.4091967973125017,12.166666666666666
g_regime_trending_dn+g_ribbon_slope_strong+g_strong_favorite,33,0.9393939393939394,3.1088837429544722,44.192592739492014,1,17.05166904920095,37,0.8918918918918919,2.941255390953609,50.0,2,16.6904350739331,T,74,0.8378378378378378,-0.0847865077129836,-6.274201570760787,83.2541674709726,2,-0.7157489847283638,12.333333333333334
g_favorite+g_regime_trending_dn+g_ribbon_slope_strong+g_strong_favorite,33,0.9393939393939394,3.1088837429544722,44.192592739492014,1,17.05166904920095,37,0.8918918918918919,2.941255390953609,50.0,2,16.6904350739331,Q,74,0.8378378378378378,-0.0847865077129836,-6.274201570760787,83.2541674709726,2,-0.7157489847283638,12.333333333333334
g_regime_trending_dn+g_ribbon_slope_strong+g_ribbon_slope_with+g_strong_favorite,33,0.9393939393939394,3.1088837429544722,44.192592739492014,1,17.05166904920095,37,0.8918918918918919,2.941255390953609,50.0,2,16.6904350739331,Q,74,0.8378378378378378,-0.0847865077129836,-6.274201570760787,83.2541674709726,2,-0.7157489847283638,12.333333333333334
g_ev_ge_30+g_regime_trending_dn+g_ribbon_slope_strong+g_strong_favorite,33,0.9393939393939394,3.1088837429544722,44.192592739492014,1,17.05166904920095,37,0.8918918918918919,2.941255390953609,50.0,2,16.6904350739331,Q,74,0.8378378378378378,-0.0847865077129836,-6.274201570760787,83.2541674709726,2,-0.7157489847283638,12.333333333333334
g_regime_trending_dn+g_ribbon_slope_strong+g_strong_favorite+g_tr_above_cloud,31,0.9354838709677419,3.1059760240012007,50.0,2,14.51212363387863,37,0.8918918918918919,2.941255390953609,50.0,2,16.6904350739331,Q,74,0.8378378378378378,-0.0847865077129836,-6.274201570760787,83.2541674709726,2,-0.7157489847283638,12.333333333333334
g_adx_strong+g_regime_trending_dn+g_ribbon_slope_strong+g_strong_favorite,33,0.9393939393939394,3.1088837429544722,44.192592739492014,1,17.05166904920095,37,0.8918918918918919,2.941255390953609,50.0,2,16.6904350739331,Q,74,0.8378378378378378,-0.0847865077129836,-6.274201570760787,83.2541674709726,2,-0.7157489847283638,12.333333333333334
g_R1_six+g_cci_extreme_with+g_regime_trending_dn+g_ribbon_slope_strong,25,0.88,8.37390268859907,44.68571635076569,1,10.31092464908517,30,0.7666666666666667,2.9387203180848127,59.04559553624181,2,11.531836051332828,Q,49,0.7755102040816326,-1.7262045683494516,-84.58402384912313,144.80364698244216,2,-6.075519896630176,8.166666666666666
g_cci_strong_with+g_mp_no_extreme_100+g_regime_trending_dn+g_ribbon_slope_strong,28,0.9285714285714286,5.278802435664667,25.0,1,9.725079624492201,36,0.8333333333333334,2.905559642048317,50.0,2,20.21568078810799,Q,68,0.8088235294117647,-0.603345951039854,-41.02752467071007,140.7457771298695,3,-2.833786920079311,11.333333333333334
g_bb_pos_strong_with+g_mp_no_extreme_100+g_regime_trending_dn+g_ribbon_slope_strong,28,0.9285714285714286,5.278802435664667,25.0,1,9.725079624492201,38,0.8421052631578947,2.8429354547998518,50.0,2,21.54826502003246,Q,71,0.8169014084507042,-0.061795377791902445,-4.387471823225074,125.21727413349886,3,-0.384928947963334,11.833333333333334
g_regime_trending_dn+g_rf_with+g_ribbon_slope_strong+g_trend_slope_strong_with,33,0.8181818181818182,6.457660116397589,101.72589230688666,3,9.738394822986766,33,0.7272727272727273,2.8344325621251794,75.0,3,14.873135260671779,Q,46,0.6739130434782609,-3.701800234578863,-170.2828107906277,228.45230134410534,3,-11.551877679839386,7.666666666666667
g_regime_trending_dn+g_rf_fresh+g_ribbon_slope_strong+g_trend_slope_strong_with,33,0.7878787878787878,5.650800025932917,101.72589230688664,3,9.89965975979618,33,0.7272727272727273,2.81674075933649,75.0,3,14.607815586458575,Q,45,0.6666666666666666,-3.699517827942773,-166.4783022574248,224.64779281090247,3,-11.488694943937919,7.5
g_regime_trending_dn+g_ribbon_slope_strong+g_tr_above_ema50+g_trend_slope_strong_with,31,0.8064516129032258,6.670802486053551,76.72589230688666,2,12.348512538068906,34,0.7352941176470589,2.779890438571931,75.0,3,15.13118253256249,Q,45,0.6888888888888889,-3.2285069064583936,-145.2828107906277,203.45230134410534,3,-10.4887603041249,7.5
g_regime_trending_dn+g_ribbon_slope_strong+g_tr_in_active_session+g_trend_slope_strong_with,25,0.84,9.29336220213402,44.19259273949203,1,17.780377417543292,34,0.7352941176470589,2.779890438571931,75.0,3,15.13118253256249,Q,46,0.6739130434782609,-3.747353501881761,-172.378261086561,230.54775164003863,3,-11.61242227000662,7.666666666666667
g_regime_trending_dn+g_ribbon_slope_strong+g_ribbon_slope_with+g_trend_slope_strong_with,34,0.7941176470588235,5.5324348188564825,101.72589230688666,3,9.412623507318225,34,0.7352941176470589,2.779890438571931,75.0,3,15.13118253256249,Q,47,0.6808510638297872,-3.4844713490453896,-163.7701534051333,221.93964395861096,3,-11.336780897904937,7.833333333333333
g_adx_strong+g_regime_trending_dn+g_ribbon_slope_strong+g_trend_slope_strong_with,34,0.7941176470588235,5.5324348188564825,101.72589230688666,3,9.412623507318225,34,0.7352941176470589,2.779890438571931,75.0,3,15.13118253256249,Q,47,0.6808510638297872,-3.4844713490453896,-163.7701534051333,221.93964395861096,3,-11.336780897904937,7.833333333333333
g_regime_trending_dn+g_ribbon_slope_strong+g_trend_slope_strong_with,34,0.7941176470588235,5.5324348188564825,101.72589230688666,3,9.412623507318225,34,0.7352941176470589,2.779890438571931,75.0,3,15.13118253256249,T,47,0.6808510638297872,-3.4844713490453896,-163.7701534051333,221.93964395861096,3,-11.336780897904937,7.833333333333333
g_cci_extreme_with+g_regime_trending_dn+g_ribbon_slope_strong+g_tr_above_cloud,26,0.8846153846153846,8.073710256154769,44.68571635076569,1,9.655311830017723,35,0.7714285714285715,2.6055529398469726,69.78182265155299,2,11.230097954907022,Q,58,0.7586206896551724,-1.8437186060527238,-106.93567915105798,179.46711633567307,2,-12.300052884276553,9.666666666666666
g_favorite+g_regime_trending_dn+g_ribbon_slope_strong+g_sms_no_liquidity_above,31,0.9032258064516129,3.393142742449869,44.192592739492014,1,18.24923560646632,36,0.8611111111111112,2.5083883624693666,36.41363658489601,1,13.510261659869556,Q,69,0.8695652173913043,1.9180914262912452,132.34830841409592,61.9384118461159,2,9.658864130084579,11.5
g_regime_trending_dn+g_ribbon_slope_strong+g_sms_no_liquidity_above+g_tr_above_ema800,30,0.9,5.361845766127223,44.192592739492014,1,11.264833195476236,40,0.8,2.4997603074882426,75.0,3,16.358748884704994,Q,56,0.8214285714285714,-0.5775995272419724,-32.345573525550456,115.97480179824214,2,-2.300007077134024,9.333333333333334
g_bb_pos_extreme_with+g_ev_ge_30+g_regime_trending_dn+g_ribbon_slope_strong,30,0.9333333333333333,6.545868560168308,25.0,1,12.79737790030287,39,0.8461538461538461,2.4901037588609714,61.41363658489602,2,13.365697657356275,Q,72,0.8194444444444444,0.5657972197228011,40.737399820041674,118.86852992839525,2,2.192776862254138,12.0
g_regime_trending_dn+g_rf_with+g_ribbon_slope_strong+g_tr_above_ema800,33,0.9393939393939394,5.808606746070549,25.0,1,13.744948898342878,44,0.7954545454545454,2.4865592938543646,75.0,3,19.143788546326675,Q,65,0.7692307692307693,-2.0794079889519193,-135.16151928187475,211.49452558727126,3,-7.717682872624513,10.833333333333334
g_regime_trending_dn+g_rf_fresh+g_ribbon_slope_strong+g_tr_above_ema800,33,0.9090909090909091,5.295936072658194,44.192592739492014,1,11.508315743215539,44,0.7954545454545454,2.473290441762847,75.0,3,18.336773738050095,Q,63,0.7777777777777778,-1.6995348306807347,-107.07069433288629,184.83089047407952,3,-6.580605058271114,10.5
g_regime_trending_dn+g_ribbon_slope_strong+g_tr_above_ema50+g_tr_above_ema800,33,0.9090909090909091,5.161570942990143,50.0,2,10.242954463750932,45,0.8,2.453080206464595,75.0,3,19.05285688228075,Q,64,0.78125,-2.2736826333961555,-145.51568853735395,200.6518043044219,3,-10.38575374810592,10.666666666666666
g_regime_trending_dn+g_ribbon_slope_strong+g_ribbon_slope_with+g_tr_above_ema800,35,0.9142857142857143,5.046849939775288,44.192592739492014,1,10.918473030508302,45,0.8,2.453080206464595,75.0,3,19.05285688228075,Q,67,0.7761194029850746,-1.8988309262773677,-127.22167206058364,204.98186820177688,3,-7.314908549132919,11.166666666666666
g_adx_strong+g_regime_trending_dn+g_ribbon_slope_strong+g_tr_above_ema800,35,0.9142857142857143,5.046849939775288,44.192592739492014,1,10.918473030508302,45,0.8,2.453080206464595,75.0,3,19.05285688228075,Q,67,0.7761194029850746,-1.8988309262773677,-127.22167206058364,204.98186820177688,3,-7.314908549132919,11.166666666666666
g_regime_trending_dn+g_ribbon_slope_strong+g_tr_above_ema800+g_tr_in_active_session,27,0.8888888888888888,4.4487147214761835,44.192592739492014,1,8.271788141342064,45,0.8,2.453080206464595,75.0,3,19.05285688228075,Q,64,0.765625,-2.1676310058719768,-138.7283843758065,216.48858051699978,3,-7.768786142293634,10.666666666666666
